event_id,nom_equipement,commune,nom_evenement,categorie_evenement,date_heure_evenement,capacite_stade,billets_vendus_grand_public,billets_vip_hospitalite_vendus,taux_remplissage_pct,recette_billetterie_brute_eur
EVT-STADE-2025-0310,Complexe Mangin-Beaulieu,Nantes,Finale Coupe de France - Nantes,Rencontre Internationale,2025-04-24 21:00:00,80000,53752,6888,75.8,3334560.0
EVT-STADE-2025-0311,Stade Chaban-Delmas,Bordeaux,Match Championnat Ligue 1 - Bordeaux,Match Championnat,2025-09-13 20:00:00,60000,36097,4462,67.6,2739865.0
EVT-STADE-2025-0312,Palais des Sports Saint-Sauveur,Lille,Match Championnat Ligue 1 - Lille,Match Championnat,2025-02-13 20:00:00,15000,13084,1376,96.4,932780.0
EVT-STADE-2025-0313,Stadium de Toulouse,Toulouse,Match Championnat Ligue 1 - Toulouse,Match Championnat,2025-01-17 15:00:00,15000,10691,1564,81.7,872095.0
EVT-STADE-2025-0314,Rhenus Sport,Strasbourg,Finale Coupe de France - Strasbourg,Rencontre Internationale,2025-09-06 15:00:00,60000,32876,4204,61.8,2037280.0
EVT-STADE-2025-0315,Palais des Sports Saint-Sauveur,Lille,Concert Star Arena Tour - Lille,Concert / Spectacle,2025-06-14 21:00:00,15000,12100,1594,91.3,1427000.0
EVT-STADE-2025-0316,Matmut Atlantique,Bordeaux,Concert Star Arena Tour - Bordeaux,Concert / Spectacle,2025-03-18 20:00:00,35000,30487,4198,99.1,3640895.0
EVT-STADE-2025-0317,Arkéa Arena,Bordeaux,Tournoi National Jeunes - Bordeaux,Tournoi Jeunes,2025-07-18 18:00:00,25000,13289,1786,60.3,845170.0
EVT-STADE-2025-0318,Palais des Sports de Marseille,Marseille,Finale Coupe de France - Marseille,Rencontre Internationale,2025-05-24 15:00:00,35000,18032,3108,60.4,1317960.0
EVT-STADE-2025-0319,Arena du Pays d'Aix,Marseille,Rencontre Top 14 Rugby - Marseille,Match Championnat,2025-02-13 15:00:00,42000,27478,2510,71.4,1864010.0
EVT-STADE-2025-0320,Stade de France,Paris,Match Championnat Ligue 1 - Paris,Match Championnat,2025-04-07 21:00:00,80000,41273,6727,60.0,3539035.0
EVT-STADE-2025-0321,LDLC Arena,Lyon,Match Championnat Ligue 1 - Lyon,Match Championnat,2025-10-04 15:00:00,15000,11674,1406,87.2,876830.0
EVT-STADE-2025-0322,LDLC Arena,Lyon,Concert Star Arena Tour - Lyon,Concert / Spectacle,2025-06-13 15:00:00,15000,13371,1374,98.3,1480035.0
EVT-STADE-2025-0323,Arena du Pays d'Aix,Marseille,Concert Star Arena Tour - Marseille,Concert / Spectacle,2025-12-24 20:00:00,42000,31449,2991,82.0,3420915.0
EVT-STADE-2025-0324,Halle Clémenceau,Grenoble,Match Championnat Ligue 1 - Grenoble,Match Championnat,2025-01-22 20:00:00,25000,13750,2350,64.4,1206250.0
EVT-STADE-2025-0325,Stade Chaban-Delmas,Bordeaux,Concert Star Arena Tour - Bordeaux,Concert / Spectacle,2025-11-21 18:00:00,60000,38177,5683,73.1,4665795.0
EVT-STADE-2025-0326,Rhenus Sport,Strasbourg,Rencontre Top 14 Rugby - Strasbourg,Match Championnat,2025-01-05 20:00:00,60000,52789,5891,97.8,3848255.0
EVT-STADE-2025-0327,Matmut Atlantique,Bordeaux,Concert Star Arena Tour - Bordeaux,Concert / Spectacle,2025-04-13 21:00:00,35000,22414,2191,70.3,2452940.0
EVT-STADE-2025-0328,Stade Pierre-Mauroy,Lille,Rencontre Top 14 Rugby - Lille,Match Championnat,2025-07-27 20:00:00,35000,25286,3939,83.5,2122620.0
EVT-STADE-2025-0329,Palais des Sports André-Brouat,Toulouse,Match Championnat Ligue 1 - Toulouse,Match Championnat,2025-10-09 18:00:00,25000,16929,2595,78.1,1410555.0
EVT-STADE-2025-0330,Stade de la Beaujoire,Nantes,Concert Star Arena Tour - Nantes,Concert / Spectacle,2025-01-18 20:00:00,25000,18949,1926,83.5,2092165.0
EVT-STADE-2025-0331,Halle de la Trocardière,Nantes,Match Championnat Ligue 1 - Nantes,Match Championnat,2025-02-14 21:00:00,42000,34713,4137,92.5,2596335.0
EVT-STADE-2025-0332,Palais des Sports de Marseille,Marseille,Concert Star Arena Tour - Marseille,Concert / Spectacle,2025-03-20 20:00:00,35000,22009,2036,68.7,2379765.0
EVT-STADE-2025-0333,Stade de France,Paris,Finale Coupe de France - Paris,Rencontre Internationale,2025-12-03 21:00:00,80000,59036,7524,83.2,3652080.0
EVT-STADE-2025-0334,Accor Arena,Paris,Tournoi National Jeunes - Paris,Tournoi Jeunes,2025-12-11 21:00:00,25000,16760,2764,78.1,1193800.0
EVT-STADE-2025-0335,Groupama Stadium,Lyon,Finale Coupe de France - Lyon,Rencontre Internationale,2025-02-26 15:00:00,35000,26492,3328,85.2,1626760.0
EVT-STADE-2025-0336,Arkéa Arena,Bordeaux,Match Championnat Ligue 1 - Bordeaux,Match Championnat,2025-01-22 20:00:00,25000,20953,3572,98.1,1835885.0
EVT-STADE-2025-0337,Rhenus Sport,Strasbourg,Rencontre Top 14 Rugby - Strasbourg,Match Championnat,2025-12-15 21:00:00,60000,49067,5833,91.5,3666265.0
EVT-STADE-2025-0338,Palais des Sports de Marseille,Marseille,Tournoi National Jeunes - Marseille,Tournoi Jeunes,2025-11-18 21:00:00,35000,29284,4281,95.9,1948770.0
EVT-STADE-2025-0339,Stade de la Meinau,Strasbourg,Match Championnat Ligue 1 - Strasbourg,Match Championnat,2025-04-12 20:00:00,35000,25592,2442,80.1,1762140.0
EVT-STADE-2025-0340,Accor Arena,Paris,Tournoi National Jeunes - Paris,Tournoi Jeunes,2025-11-20 20:00:00,25000,16320,2155,73.9,1028350.0
EVT-STADE-2025-0341,Patinoire Pôle Sud,Grenoble,Tournoi National Jeunes - Grenoble,Tournoi Jeunes,2025-09-17 21:00:00,15000,12895,1445,95.6,748100.0
EVT-STADE-2025-0342,Palais des Sports de Marseille,Marseille,Finale Coupe de France - Marseille,Rencontre Internationale,2025-08-14 18:00:00,35000,18201,2974,60.5,1289530.0
EVT-STADE-2025-0343,Stade de la Beaujoire,Nantes,Match Championnat Ligue 1 - Nantes,Match Championnat,2025-12-08 21:00:00,25000,16781,1993,75.1,1253395.0
EVT-STADE-2025-0344,Stade Ernest-Wallon,Toulouse,Finale Coupe de France - Toulouse,Rencontre Internationale,2025-12-20 21:00:00,60000,37780,3380,68.6,1978400.0
EVT-STADE-2025-0345,Stade de France,Paris,Tournoi National Jeunes - Paris,Tournoi Jeunes,2025-10-21 15:00:00,80000,64159,9761,92.4,4365020.0
EVT-STADE-2025-0346,Halle Clémenceau,Grenoble,Concert Star Arena Tour - Grenoble,Concert / Spectacle,2025-11-03 18:00:00,25000,16012,2438,73.8,1970520.0
EVT-STADE-2025-0347,Accor Arena,Paris,Concert Star Arena Tour - Paris,Concert / Spectacle,2025-08-25 18:00:00,25000,20054,2470,90.1,2322090.0
EVT-STADE-2025-0348,Arena du Pays d'Aix,Marseille,Tournoi National Jeunes - Marseille,Tournoi Jeunes,2025-10-08 21:00:00,42000,34971,4887,94.9,2270880.0
EVT-STADE-2025-0349,Arena du Pays d'Aix,Marseille,Finale Coupe de France - Marseille,Rencontre Internationale,2025-02-07 18:00:00,42000,25934,2290,67.2,1350520.0
EVT-STADE-2025-0350,Stade Pierre-Mauroy,Lille,Finale Coupe de France - Lille,Rencontre Internationale,2025-03-23 18:00:00,35000,30585,3540,97.5,1802550.0
EVT-STADE-2025-0351,Rhenus Sport,Strasbourg,Tournoi National Jeunes - Strasbourg,Tournoi Jeunes,2025-02-13 21:00:00,60000,38965,3995,71.6,2167700.0
EVT-STADE-2025-0352,Patinoire Pôle Sud,Grenoble,Concert Star Arena Tour - Grenoble,Concert / Spectacle,2025-11-24 15:00:00,15000,11872,1463,88.9,1374870.0
EVT-STADE-2025-0353,Matmut Atlantique,Bordeaux,Tournoi National Jeunes - Bordeaux,Tournoi Jeunes,2025-08-01 15:00:00,35000,21048,2506,67.3,1257940.0
EVT-STADE-2025-0354,Palais des Sports Saint-Sauveur,Lille,Concert Star Arena Tour - Lille,Concert / Spectacle,2025-04-19 20:00:00,15000,8394,1101,63.3,988740.0
EVT-STADE-2025-0355,Roazhon Park,Rennes,Concert Star Arena Tour - Rennes,Concert / Spectacle,2025-03-14 21:00:00,80000,67627,9333,96.2,8081545.0
EVT-STADE-2025-0356,Roazhon Park,Rennes,Finale Coupe de France - Rennes,Rencontre Internationale,2025-09-12 20:00:00,80000,48289,6111,68.0,2976420.0
EVT-STADE-2025-0357,Arena du Pays d'Aix,Marseille,Tournoi National Jeunes - Marseille,Tournoi Jeunes,2025-04-25 18:00:00,42000,27789,3165,73.7,1624920.0
EVT-STADE-2025-0358,Matmut Atlantique,Bordeaux,Finale Coupe de France - Bordeaux,Rencontre Internationale,2025-03-08 18:00:00,35000,29057,3213,92.2,1674960.0
EVT-STADE-2025-0359,Palais des Sports Saint-Sauveur,Lille,Match Championnat Ligue 1 - Lille,Match Championnat,2025-01-15 21:00:00,15000,11059,1481,83.6,867905.0
EVT-STADE-2025-0360,Stadium de Toulouse,Toulouse,Tournoi National Jeunes - Toulouse,Tournoi Jeunes,2025-01-22 21:00:00,15000,11269,1976,88.3,832070.0
EVT-STADE-2025-0361,Arkéa Arena,Bordeaux,Tournoi National Jeunes - Bordeaux,Tournoi Jeunes,2025-08-20 15:00:00,25000,16340,1585,71.7,886450.0
EVT-STADE-2025-0362,Le Liberté,Rennes,Match Championnat Ligue 1 - Rennes,Match Championnat,2025-03-23 15:00:00,15000,8471,1293,65.1,704445.0
EVT-STADE-2025-0363,Le Liberté,Rennes,Finale Coupe de France - Rennes,Rencontre Internationale,2025-11-23 20:00:00,15000,13325,1435,98.4,758500.0
EVT-STADE-2025-0364,Matmut Atlantique,Bordeaux,Concert Star Arena Tour - Bordeaux,Concert / Spectacle,2025-02-01 18:00:00,35000,27520,4189,90.6,3386450.0
EVT-STADE-2025-0365,Roazhon Park,Rennes,Match Championnat Ligue 1 - Rennes,Match Championnat,2025-05-14 20:00:00,80000,63927,5593,86.9,4274965.0
EVT-STADE-2025-0366,LDLC Arena,Lyon,Tournoi National Jeunes - Lyon,Tournoi Jeunes,2025-10-24 15:00:00,15000,11360,1615,86.5,744550.0
EVT-STADE-2025-0367,Stade de la Beaujoire,Nantes,Match Championnat Ligue 1 - Nantes,Match Championnat,2025-04-01 15:00:00,25000,15590,2535,72.5,1335300.0
EVT-STADE-2025-0368,Stadium de Toulouse,Toulouse,Finale Coupe de France - Toulouse,Rencontre Internationale,2025-07-09 21:00:00,15000,9432,1068,70.0,549960.0
EVT-STADE-2025-0369,Rhenus Sport,Strasbourg,Rencontre Top 14 Rugby - Strasbourg,Match Championnat,2025-10-01 20:00:00,60000,46272,6948,88.7,3819240.0
EVT-STADE-2025-0370,Stadium de Toulouse,Toulouse,Match Championnat Ligue 1 - Toulouse,Match Championnat,2025-01-05 15:00:00,15000,9183,867,67.0,629985.0
EVT-STADE-2025-0371,Parc des Princes,Paris,Concert Star Arena Tour - Paris,Concert / Spectacle,2025-09-05 21:00:00,25000,18777,2823,86.4,2301795.0
EVT-STADE-2025-0372,Stade Chaban-Delmas,Bordeaux,Concert Star Arena Tour - Bordeaux,Concert / Spectacle,2025-04-18 20:00:00,60000,45513,6207,86.2,5420355.0
EVT-STADE-2025-0373,Stade Ernest-Wallon,Toulouse,Finale Coupe de France - Toulouse,Rencontre Internationale,2025-10-24 21:00:00,60000,31102,5438,60.9,2292560.0
EVT-STADE-2025-0374,Le Liberté,Rennes,Finale Coupe de France - Rennes,Rencontre Internationale,2025-02-05 15:00:00,15000,11916,1284,88.0,678480.0
EVT-STADE-2025-0375,Palais des Sports de Marseille,Marseille,Match Championnat Ligue 1 - Marseille,Match Championnat,2025-11-03 20:00:00,35000,24285,3785,80.2,2039075.0
EVT-STADE-2025-0376,Arena du Pays d'Aix,Marseille,Rencontre Top 14 Rugby - Marseille,Match Championnat,2025-10-18 21:00:00,42000,22922,3328,62.5,1863490.0
EVT-STADE-2025-0377,Arkéa Arena,Bordeaux,Concert Star Arena Tour - Bordeaux,Concert / Spectacle,2025-09-17 15:00:00,25000,20178,1846,88.1,2176630.0
EVT-STADE-2025-0378,Palais des Sports André-Brouat,Toulouse,Tournoi National Jeunes - Toulouse,Tournoi Jeunes,2025-09-22 21:00:00,25000,15914,1911,71.3,955170.0
EVT-STADE-2025-0379,Complexe Sportif Hautepierre,Strasbourg,Tournoi National Jeunes - Strasbourg,Tournoi Jeunes,2025-11-24 18:00:00,42000,25128,2466,65.7,1370340.0
EVT-STADE-2025-0380,Arkéa Arena,Bordeaux,Match Championnat Ligue 1 - Bordeaux,Match Championnat,2025-02-08 18:00:00,25000,15872,1503,69.5,1089990.0
EVT-STADE-2025-0381,Stade des Alpes,Grenoble,Match Championnat Ligue 1 - Grenoble,Match Championnat,2025-07-18 15:00:00,15000,10179,1656,78.9,872055.0
EVT-STADE-2025-0382,Orange Vélodrome,Marseille,Concert Star Arena Tour - Marseille,Concert / Spectacle,2025-01-13 20:00:00,35000,19131,2534,61.9,2259635.0
EVT-STADE-2025-0383,Complexe Sportif de Marcq,Lille,Tournoi National Jeunes - Lille,Tournoi Jeunes,2025-10-13 20:00:00,80000,49529,5271,68.5,2803620.0
EVT-STADE-2025-0384,Groupama Stadium,Lyon,Concert Star Arena Tour - Lyon,Concert / Spectacle,2025-01-23 20:00:00,35000,26856,3174,85.8,3076260.0
EVT-STADE-2025-0385,Parc des Princes,Paris,Rencontre Top 14 Rugby - Paris,Match Championnat,2025-09-11 21:00:00,25000,15207,1568,67.1,1076315.0
EVT-STADE-2025-0386,Stade Chaban-Delmas,Bordeaux,Tournoi National Jeunes - Bordeaux,Tournoi Jeunes,2025-07-14 18:00:00,60000,42134,7126,82.1,3045520.0
EVT-STADE-2025-0387,Accor Arena,Paris,Concert Star Arena Tour - Paris,Concert / Spectacle,2025-02-06 18:00:00,25000,20296,3454,95.0,2588660.0
EVT-STADE-2025-0388,Stade de Gerland,Lyon,Finale Coupe de France - Lyon,Rencontre Internationale,2025-01-11 21:00:00,80000,46913,7726,68.3,3338890.0
EVT-STADE-2025-0389,Orange Vélodrome,Marseille,Rencontre Top 14 Rugby - Marseille,Match Championnat,2025-06-06 20:00:00,35000,24614,2161,76.5,1647880.0
EVT-STADE-2025-0390,Orange Vélodrome,Marseille,Tournoi National Jeunes - Marseille,Tournoi Jeunes,2025-08-27 18:00:00,35000,29622,4993,98.9,2136910.0
EVT-STADE-2025-0391,Rhenus Sport,Strasbourg,Rencontre Top 14 Rugby - Strasbourg,Match Championnat,2025-07-09 20:00:00,60000,36447,5493,69.9,3013365.0
EVT-STADE-2025-0392,Patinoire Pôle Sud,Grenoble,Match Championnat Ligue 1 - Grenoble,Match Championnat,2025-07-07 18:00:00,15000,11748,1077,85.5,797910.0
EVT-STADE-2025-0393,Stade Chaban-Delmas,Bordeaux,Concert Star Arena Tour - Bordeaux,Concert / Spectacle,2025-03-01 15:00:00,60000,37996,4364,70.6,4320660.0
EVT-STADE-2025-0394,Orange Vélodrome,Marseille,Concert Star Arena Tour - Marseille,Concert / Spectacle,2025-05-05 18:00:00,35000,19184,3181,63.9,2425890.0
EVT-STADE-2025-0395,Stadium de Toulouse,Toulouse,Rencontre Top 14 Rugby - Toulouse,Match Championnat,2025-04-04 15:00:00,15000,12183,1227,89.4,854985.0
EVT-STADE-2025-0396,Complexe Sportif de Marcq,Lille,Match Championnat Ligue 1 - Lille,Match Championnat,2025-05-09 18:00:00,80000,44327,5913,62.8,3472965.0
EVT-STADE-2025-0397,Accor Arena,Paris,Concert Star Arena Tour - Paris,Concert / Spectacle,2025-11-09 15:00:00,25000,19471,2704,88.7,2331035.0
EVT-STADE-2025-0398,Stade Chaban-Delmas,Bordeaux,Rencontre Top 14 Rugby - Bordeaux,Match Championnat,2025-11-26 20:00:00,60000,42047,5232,78.8,3200115.0
EVT-STADE-2025-0399,Parc des Princes,Paris,Rencontre Top 14 Rugby - Paris,Match Championnat,2025-02-08 15:00:00,25000,19624,3426,92.2,1739580.0
EVT-STADE-2025-0400,Palais des Sports de Marseille,Marseille,Finale Coupe de France - Marseille,Rencontre Internationale,2025-11-24 18:00:00,35000,19319,1716,60.1,1008570.0
EVT-STADE-2025-0401,Stade de la Beaujoire,Nantes,Finale Coupe de France - Nantes,Rencontre Internationale,2025-02-05 15:00:00,25000,16008,2817,75.3,1184490.0
EVT-STADE-2025-0402,Stade de Gerland,Lyon,Rencontre Top 14 Rugby - Lyon,Match Championnat,2025-12-24 15:00:00,80000,57367,6793,80.2,4279765.0
EVT-STADE-2025-0403,Roazhon Park,Rennes,Finale Coupe de France - Rennes,Rencontre Internationale,2025-02-23 15:00:00,80000,69043,7677,95.9,3990540.0
EVT-STADE-2025-0404,Halle Clémenceau,Grenoble,Concert Star Arena Tour - Grenoble,Concert / Spectacle,2025-06-03 21:00:00,25000,14601,1899,66.0,1715835.0
EVT-STADE-2025-0405,Complexe Bréquigny,Rennes,Tournoi National Jeunes - Rennes,Tournoi Jeunes,2025-01-15 18:00:00,15000,10465,1504,79.8,689950.0
EVT-STADE-2025-0406,Arena du Pays d'Aix,Marseille,Concert Star Arena Tour - Marseille,Concert / Spectacle,2025-09-05 20:00:00,42000,28688,4324,78.6,3519480.0
EVT-STADE-2025-0407,Stade Pierre-Mauroy,Lille,Rencontre Top 14 Rugby - Lille,Match Championnat,2025-07-28 21:00:00,35000,28581,3339,91.2,2120895.0
EVT-STADE-2025-0408,Arena du Pays d'Aix,Marseille,Rencontre Top 14 Rugby - Marseille,Match Championnat,2025-11-11 18:00:00,42000,32523,3261,85.2,2278785.0
EVT-STADE-2025-0409,Arena du Pays d'Aix,Marseille,Concert Star Arena Tour - Marseille,Concert / Spectacle,2025-03-09 21:00:00,42000,24142,3662,66.2,2967570.0
EVT-STADE-2025-0410,Roazhon Park,Rennes,Rencontre Top 14 Rugby - Rennes,Match Championnat,2025-12-08 20:00:00,80000,65456,9024,93.1,5201520.0
EVT-STADE-2025-0411,Complexe Mangin-Beaulieu,Nantes,Match Championnat Ligue 1 - Nantes,Match Championnat,2025-12-20 18:00:00,80000,58351,6209,80.7,4178045.0
EVT-STADE-2025-0412,Groupama Stadium,Lyon,Finale Coupe de France - Lyon,Rencontre Internationale,2025-02-20 21:00:00,35000,21599,3566,71.9,1539470.0
EVT-STADE-2025-0413,Arkéa Arena,Bordeaux,Match Championnat Ligue 1 - Bordeaux,Match Championnat,2025-03-08 15:00:00,25000,21199,3626,99.3,1860455.0
EVT-STADE-2025-0414,Complexe Sportif Hautepierre,Strasbourg,Tournoi National Jeunes - Strasbourg,Tournoi Jeunes,2025-11-14 15:00:00,42000,25217,4224,70.1,1812510.0
EVT-STADE-2025-0415,Stade Chaban-Delmas,Bordeaux,Finale Coupe de France - Bordeaux,Rencontre Internationale,2025-03-17 21:00:00,60000,37607,5173,71.3,2421460.0
EVT-STADE-2025-0416,Complexe Mangin-Beaulieu,Nantes,Concert Star Arena Tour - Nantes,Concert / Spectacle,2025-11-08 18:00:00,80000,57381,5339,78.4,6212135.0
EVT-STADE-2025-0417,Arena du Pays d'Aix,Marseille,Rencontre Top 14 Rugby - Marseille,Match Championnat,2025-08-24 20:00:00,42000,29576,3436,78.6,2189920.0
EVT-STADE-2025-0418,Halle Clémenceau,Grenoble,Match Championnat Ligue 1 - Grenoble,Match Championnat,2025-05-01 21:00:00,25000,13289,2261,62.2,1163255.0
EVT-STADE-2025-0419,Halle Clémenceau,Grenoble,Finale Coupe de France - Grenoble,Rencontre Internationale,2025-06-08 21:00:00,25000,21431,2519,95.8,1272680.0
EVT-STADE-2025-0420,Complexe Sportif Hautepierre,Strasbourg,Finale Coupe de France - Strasbourg,Rencontre Internationale,2025-12-02 18:00:00,42000,29044,4598,80.1,2020820.0
EVT-STADE-2025-0421,Stade de la Meinau,Strasbourg,Rencontre Top 14 Rugby - Strasbourg,Match Championnat,2025-04-25 18:00:00,35000,28622,3332,91.3,2120990.0
EVT-STADE-2025-0422,Orange Vélodrome,Marseille,Rencontre Top 14 Rugby - Marseille,Match Championnat,2025-08-21 18:00:00,35000,24215,3225,78.4,1895925.0
EVT-STADE-2025-0423,Le Liberté,Rennes,Tournoi National Jeunes - Rennes,Tournoi Jeunes,2025-02-26 18:00:00,15000,9944,1620,77.1,703320.0
EVT-STADE-2025-0424,Stade des Alpes,Grenoble,Finale Coupe de France - Grenoble,Rencontre Internationale,2025-06-05 20:00:00,15000,8799,1311,67.4,591720.0
EVT-STADE-2025-0425,Complexe Mangin-Beaulieu,Nantes,Rencontre Top 14 Rugby - Nantes,Match Championnat,2025-02-26 18:00:00,80000,45380,4780,62.7,3237100.0
EVT-STADE-2025-0426,Complexe Bréquigny,Rennes,Tournoi National Jeunes - Rennes,Tournoi Jeunes,2025-07-19 21:00:00,15000,9646,959,70.7,529130.0
EVT-STADE-2025-0427,Stade de France,Paris,Tournoi National Jeunes - Paris,Tournoi Jeunes,2025-01-09 21:00:00,80000,55399,8280,79.6,3731970.0
EVT-STADE-2025-0428,Roazhon Park,Rennes,Rencontre Top 14 Rugby - Rennes,Match Championnat,2025-12-16 20:00:00,80000,69662,6338,95.0,4719290.0
EVT-STADE-2025-0429,Complexe Bréquigny,Rennes,Rencontre Top 14 Rugby - Rennes,Match Championnat,2025-03-09 15:00:00,15000,12354,1791,94.3,1003680.0
EVT-STADE-2025-0430,Stade Ernest-Wallon,Toulouse,Concert Star Arena Tour - Toulouse,Concert / Spectacle,2025-04-13 21:00:00,60000,47998,7261,92.1,5895080.0
EVT-STADE-2025-0431,Complexe Sportif de Marcq,Lille,Finale Coupe de France - Lille,Rencontre Internationale,2025-02-26 15:00:00,80000,53812,5148,73.7,2901360.0
EVT-STADE-2025-0432,Complexe Sportif de Marcq,Lille,Concert Star Arena Tour - Lille,Concert / Spectacle,2025-09-22 18:00:00,80000,44722,5518,62.8,5180870.0
EVT-STADE-2025-0433,Complexe Sportif de Marcq,Lille,Tournoi National Jeunes - Lille,Tournoi Jeunes,2025-06-16 18:00:00,80000,66521,7079,92.0,3765380.0
EVT-STADE-2025-0434,Arkéa Arena,Bordeaux,Concert Star Arena Tour - Bordeaux,Concert / Spectacle,2025-07-07 18:00:00,25000,18030,1970,80.0,2025050.0
EVT-STADE-2025-0435,Parc des Princes,Paris,Rencontre Top 14 Rugby - Paris,Match Championnat,2025-09-21 18:00:00,25000,17786,2564,81.4,1441370.0
EVT-STADE-2025-0436,Matmut Atlantique,Bordeaux,Tournoi National Jeunes - Bordeaux,Tournoi Jeunes,2025-12-19 15:00:00,35000,29454,4636,97.4,2042620.0
EVT-STADE-2025-0437,Stadium de Toulouse,Toulouse,Rencontre Top 14 Rugby - Toulouse,Match Championnat,2025-11-20 21:00:00,15000,8164,1151,62.1,655130.0
EVT-STADE-2025-0438,Arena du Pays d'Aix,Marseille,Rencontre Top 14 Rugby - Marseille,Match Championnat,2025-08-14 20:00:00,42000,23707,2585,62.6,1713065.0
EVT-STADE-2025-0439,Stade Ernest-Wallon,Toulouse,Match Championnat Ligue 1 - Toulouse,Match Championnat,2025-03-16 21:00:00,60000,44340,6000,83.9,3495300.0
EVT-STADE-2025-0440,Le Liberté,Rennes,Concert Star Arena Tour - Rennes,Concert / Spectacle,2025-10-05 21:00:00,15000,10170,1605,78.5,1265700.0
EVT-STADE-2025-0441,Parc des Princes,Paris,Concert Star Arena Tour - Paris,Concert / Spectacle,2025-03-04 18:00:00,25000,18823,3252,88.3,2412955.0
EVT-STADE-2025-0442,Stade Pierre-Mauroy,Lille,Concert Star Arena Tour - Lille,Concert / Spectacle,2025-04-07 21:00:00,35000,29743,2772,92.9,3221155.0
EVT-STADE-2025-0443,Palais des Sports André-Brouat,Toulouse,Rencontre Top 14 Rugby - Toulouse,Match Championnat,2025-09-24 15:00:00,25000,21090,3310,97.6,1776550.0
EVT-STADE-2025-0444,Le Liberté,Rennes,Finale Coupe de France - Rennes,Rencontre Internationale,2025-04-17 20:00:00,15000,11792,1483,88.5,724510.0
EVT-STADE-2025-0445,Complexe Sportif Hautepierre,Strasbourg,Rencontre Top 14 Rugby - Strasbourg,Match Championnat,2025-06-06 15:00:00,42000,24621,3014,65.8,1861445.0
EVT-STADE-2025-0446,Stade de la Beaujoire,Nantes,Match Championnat Ligue 1 - Nantes,Match Championnat,2025-01-04 15:00:00,25000,16608,2092,74.8,1270360.0
EVT-STADE-2025-0447,Complexe Mangin-Beaulieu,Nantes,Concert Star Arena Tour - Nantes,Concert / Spectacle,2025-11-03 15:00:00,80000,66442,9318,94.7,7977070.0
EVT-STADE-2025-0448,Stade de France,Paris,Rencontre Top 14 Rugby - Paris,Match Championnat,2025-04-20 15:00:00,80000,60119,6601,83.4,4355605.0
EVT-STADE-2025-0449,Stade Pierre-Mauroy,Lille,Concert Star Arena Tour - Lille,Concert / Spectacle,2025-04-04 18:00:00,35000,27230,2380,84.6,2909550.0
EVT-STADE-2025-0450,Complexe Sportif de Marcq,Lille,Finale Coupe de France - Lille,Rencontre Internationale,2025-07-15 20:00:00,80000,69284,8796,97.6,4277520.0
EVT-STADE-2025-0451,Palais des Sports de Marseille,Marseille,Concert Star Arena Tour - Marseille,Concert / Spectacle,2025-04-07 18:00:00,35000,20743,2777,67.2,2457405.0
EVT-STADE-2025-0452,Complexe Mangin-Beaulieu,Nantes,Match Championnat Ligue 1 - Nantes,Match Championnat,2025-12-04 21:00:00,80000,62193,10927,91.4,5530435.0
EVT-STADE-2025-0453,Palais des Sports André-Brouat,Toulouse,Finale Coupe de France - Toulouse,Rencontre Internationale,2025-09-15 20:00:00,25000,19726,3349,92.3,1429030.0
EVT-STADE-2025-0454,Stade de la Beaujoire,Nantes,Concert Star Arena Tour - Nantes,Concert / Spectacle,2025-06-28 20:00:00,25000,18156,2969,84.5,2285510.0
EVT-STADE-2025-0455,Stadium de Toulouse,Toulouse,Finale Coupe de France - Toulouse,Rencontre Internationale,2025-07-01 18:00:00,15000,8609,1426,66.9,614770.0
EVT-STADE-2025-0456,LDLC Arena,Lyon,Finale Coupe de France - Lyon,Rencontre Internationale,2025-01-08 21:00:00,15000,8459,1186,64.3,550270.0
EVT-STADE-2025-0457,Matmut Atlantique,Bordeaux,Rencontre Top 14 Rugby - Bordeaux,Match Championnat,2025-09-23 21:00:00,35000,28107,3847,91.3,2226565.0
EVT-STADE-2025-0458,Stade Ernest-Wallon,Toulouse,Finale Coupe de France - Toulouse,Rencontre Internationale,2025-11-16 15:00:00,60000,43464,5256,81.2,2617920.0
EVT-STADE-2025-0459,Halle de la Trocardière,Nantes,Rencontre Top 14 Rugby - Nantes,Match Championnat,2025-10-22 21:00:00,42000,31414,4286,85.0,2485130.0
EVT-STADE-2025-0460,Rhenus Sport,Strasbourg,Concert Star Arena Tour - Strasbourg,Concert / Spectacle,2025-08-03 18:00:00,60000,51066,8274,98.9,6409110.0
EVT-STADE-2025-0461,Stade Chaban-Delmas,Bordeaux,Match Championnat Ligue 1 - Bordeaux,Match Championnat,2025-12-13 21:00:00,60000,43941,5559,82.5,3367095.0
EVT-STADE-2025-0462,Parc des Princes,Paris,Finale Coupe de France - Paris,Rencontre Internationale,2025-05-09 18:00:00,25000,16927,2772,78.8,1200810.0
EVT-STADE-2025-0463,Groupama Stadium,Lyon,Tournoi National Jeunes - Lyon,Tournoi Jeunes,2025-12-23 15:00:00,35000,31328,2867,97.7,1656590.0
EVT-STADE-2025-0464,Orange Vélodrome,Marseille,Tournoi National Jeunes - Marseille,Tournoi Jeunes,2025-01-20 15:00:00,35000,26573,2442,82.9,1407690.0
