code_insee,nom,population,nombre_d_equipements_sportifs,ratio_de_la_commune,strate_de_la_commune,ratio_de_la_strate_de_commune,ratio_du_departement,nom_de_l_epci_de_rattachement,moyenne_de_l_epci,strate_de_l_epci,moyenne_de_la_strate_de_l_epci,nombre_de_types_d_equipements,moyenne_du_nombre_de_types_d_equipements_de_la_tranche_de_la_c,nombre_de_type_d_equipements_de_l_epci,moyenne_du_nombre_de_types_d_equipements_de_la_tranche_de_l_ep,_01___bassin_de_natation,_02___boulodrome,_03___bowling,_04___circuit_piste_de_sports_mecaniques,_05___court_de_tennis,_06___equipement_de_cyclisme,_07___equipement_piste_de_ski,_08___equipement_d_activites_de_forme_et_de_sante,_09___equipement_equestre,_10___equipement_d_athletisme,_11___mur_et_fronton,_12___parcours_de_golf,_13___parcours_sportif_sante,_14___pas_de_tir,_15___aire_de_sports_de_glaces,_16___plaine_de_jeux,_17___plateau_eps,_18___salle_de_combat,_19___salle_multisports,_21___salle_ou_terrain_specialise,_22___salle_non_specialisee,_23___site_d_activites_aeriennes,_24___site_d_activites_aquatiques_et_nautiques,_25___site_de_modelisme,_26___skate_park_velo_freestyle,_27___structure_artificielle_d_escalade,_28___terrain_de_grands_jeux,_29___terrain_exterieur_de_petits_jeux_collectifs,_30___divers_equipements_sports_de_nature,_31___divers_equipements,longitude,latitude,the_geom,cartodb_id,created_at,updated_at
68083,Eschbach-au-Val,378,3,7.9,Moins de 2000,7.9,6.3,CC de la Vallée de Munster,8.5,Moins de 20.000,8.5,3,2.5,24,14.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14614468703222,48.0213560046749,0101000020E61000007126EDF3A6951C4072D326CBBB024840,21492,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68084,Eschentzwiller,1518,4,2.6,Moins de 2000,7.9,6.3,CA Mulhouse Alsace Agglomération (m2A),3.3,Plus de 250.000,3,4,2.5,26,26.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,7.39208874616872,47.7095106895953,0101000020E61000007BB257B67F911D40B3FC0B3FD1DA4740,21493,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68085,Eteimbes,351,2,5.7,Moins de 2000,7.9,6.3,CC La Porte d'Alsace CC de la Région de DANNEMARIE,5.1,Moins de 20.000,8.5,2,2.5,17,14.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0425149793476,47.7058169420929,0101000020E61000005F8DF70B892B1C4039A0A53558DA4740,21494,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68087,Feldbach,458,3,6.6,Moins de 2000,7.9,6.3,CC du Jura Alsacien (CCJA),9.1,Moins de 20.000,8.5,3,2.5,13,14.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.25661501960616,47.5339687504384,0101000020E6100000C27B7316C6061D40051C881659C44740,21495,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68088,Feldkirch,954,2,2.1,Moins de 2000,7.9,6.3,CA Mulhouse Alsace Agglomération (m2A),3.3,Plus de 250.000,3,1,2.5,26,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7.27294998669002,47.8561565768388,0101000020E6100000ED1B893380171D4094E3E88996ED4740,21496,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68089,Fellering,1716,24,14,Moins de 2000,7.9,6.3,CC de la Vallée de Saint-Amarin,8.7,Moins de 20.000,8.5,7,2.5,18,14.5,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,8,0,6.95798261991607,47.9160184049906,0101000020E610000024B45A65F9D41B40FFFB511740F54740,21497,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68090,Ferrette,846,15,17.7,Moins de 2000,7.9,6.3,CC du Jura Alsacien (CCJA),9.1,Moins de 20.000,8.5,5,2.5,13,14.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,10,0,7.315922539861,47.49388445278,0101000020E6100000C916C33281431D40B358129B37BF4740,21498,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68091,Fessenheim,2276,29,12.7,2.000 à 10.000,5.6,6.3,CC Essor du Rhin,7.7,Moins de 20.000,8.5,15,9.8,20,14.5,1,1,0,0,2,1,0,1,0,1,1,0,2,6,0,0,3,0,3,1,0,0,0,0,1,1,4,0,0,0,7.53265886076183,47.9099638472255,0101000020E610000033960B5371211E401C3002B279F44740,21499,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68092,Fislis,431,3,7,Moins de 2000,7.9,6.3,CC du Jura Alsacien (CCJA),9.1,Moins de 20.000,8.5,3,2.5,13,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7.38224184883777,47.5137316229321,0101000020E6100000E6AE3F686A871D400AB533F5C1C14740,21500,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68093,Flaxlanden,1462,4,2.7,Moins de 2000,7.9,6.3,CA Mulhouse Alsace Agglomération (m2A),3.3,Plus de 250.000,3,3,2.5,26,26.5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.32509929221747,47.6923482141754,0101000020E61000006C1B30D4E64C1D40E6A9C4DD9ED84740,21501,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68094,Folgensbourg,833,4,4.8,Moins de 2000,7.9,6.3,CC de la Porte du Sundgau,3.9,Moins de 20.000,8.5,3,2.5,11,14.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,7.44123324989025,47.5389163558064,0101000020E6100000E5BE28A6D2C31D40E7BB0D36FBC44740,21502,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68095,Fortschwihr,1224,11,9,Moins de 2000,7.9,6.3,CC du Pays du Ried Brun,5.7,Moins de 20.000,8.5,8,2.5,13,14.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,4,0,0,7.45214194930932,48.0850818112466,0101000020E61000009EBB954CFECE1D40F164F6F5E30A4840,21503,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68096,Franken,360,4,11.1,Moins de 2000,7.9,6.3,CC de la Vallée de Hundsbach,6.3,Moins de 20.000,8.5,4,2.5,9,14.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.35361503690814,47.5951456147277,0101000020E6100000C2936B0F1A6A1D4080CE43BB2DCC4740,21504,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68097,Fréland,1409,7,5,Moins de 2000,7.9,6.3,CC de la Vallée de Kaysersberg,8.8,Moins de 20.000,8.5,5,2.5,22,14.5,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.18766750071475,48.1835310914809,0101000020E61000001D5EC8E82BC01C40D6DA61F27D174840,21505,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68098,Friesen,601,3,5,Moins de 2000,7.9,6.3,CC de la Largue,6,Moins de 20.000,8.5,3,2.5,12,14.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7.15183126165405,47.5618724144996,0101000020E61000001D427DA7799B1C4071666E6FEBC74740,21506,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68100,Fulleren,332,2,6,Moins de 2000,7.9,6.3,CC de la Largue,6,Moins de 20.000,8.5,2,2.5,12,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.15746069597711,47.5915446788476,0101000020E610000023826E603DA11C40FAE26CBCB7CB4740,21507,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68101,Galfingue,801,3,3.7,Moins de 2000,7.9,6.3,CA Mulhouse Alsace Agglomération (m2A),3.3,Plus de 250.000,3,3,2.5,26,26.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7.22046564986361,47.7045589768986,0101000020E6100000ED3850BFC1E11C40FDF011FD2EDA4740,21508,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68102,Geishouse,486,6,12.3,Moins de 2000,7.9,6.3,CC de la Vallée de Saint-Amarin,8.7,Moins de 20.000,8.5,3,2.5,18,14.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7.07132613683645,47.8885421767668,0101000020E6100000134004B809491C403F2A03C0BBF14740,21509,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68104,Geiswasser,327,1,3.1,Moins de 2000,7.9,6.3,CC du Pays de Brisach,7.8,20.000 à 50.000,5.7,1,2.5,21,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.60624646726269,47.9775731518571,0101000020E6100000CDD5B8DFCB6C1E404256F61D21FD4740,21510,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68105,Gildwiller,292,2,6.8,Moins de 2000,7.9,6.3,CC La Porte d'Alsace CC de la Région de DANNEMARIE,5.1,Moins de 20.000,8.5,2,2.5,17,14.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.13975145241414,47.6963246327473,0101000020E6100000BABF36011B8F1C404186622A21D94740,21511,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68106,Goldbach-Altenbach,285,3,10.5,Moins de 2000,7.9,6.3,CC de la Vallée de Saint-Amarin,8.7,Moins de 20.000,8.5,1,2.5,18,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7.10540573919625,47.8796840239504,0101000020E610000068A26A7BEF6B1C401FD7707C99F04740,21512,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68107,Gommersdorf,366,2,5.5,Moins de 2000,7.9,6.3,CC La Porte d'Alsace CC de la Région de DANNEMARIE,5.1,Moins de 20.000,8.5,2,2.5,17,14.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13252305319154,47.6412326298374,0101000020E6100000E7B18D1FB4871C40CD232BE913D24740,21513,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68108,Grentzingen,537,5,9.3,Moins de 2000,7.9,6.3,CC Ill et Gersbach,4,Moins de 20.000,8.5,3,2.5,10,14.5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7.29113872254636,47.5618994972497,0101000020E61000004BBEEF44202A1D40C4299E52ECC74740,21514,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68109,Griesbach-au-Val,748,5,6.7,Moins de 2000,7.9,6.3,CC de la Vallée de Munster,8.5,Moins de 20.000,8.5,2,2.5,24,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,7.17168312608428,48.0296886948077,0101000020E6100000653A8FB3CDAF1C4048A1D2D6CC034840,21515,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68110,Grussenheim,805,5,6.2,Moins de 2000,7.9,6.3,CC du Pays du Ried Brun,5.7,Moins de 20.000,8.5,3,2.5,13,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,7.49252896789791,48.1458654831566,0101000020E61000000FD1858359F81D40ECE25BB8AB124840,21516,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68111,Gueberschwihr,832,21,25.2,Moins de 2000,7.9,6.3,"CC du Pays de Rouffach, Vignobles et Châteaux",7.5,Moins de 20.000,8.5,4,2.5,17,14.5,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,7.26021787771112,48.0064942497084,0101000020E6100000476A2A8E760A1D40090EB7CDD4004840,21517,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68112,Guebwiller,11461,51,4.4,10.000 à 50.000,3.6,6.3,CC de la Région de Guebwiller,5.3,20.000 à 50.000,5.7,14,15.2,19,20.1,4,1,0,0,8,0,0,2,0,1,0,0,2,2,0,0,0,1,5,5,0,0,0,0,1,0,6,2,11,0,7.21025015631155,47.9096805049545,0101000020E6100000155925D14BD71C404F4B296970F44740,21518,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68113,Guémar,1382,14,10.1,Moins de 2000,7.9,6.3,CC du Pays de Ribeauvillé,6.3,Moins de 20.000,8.5,7,2.5,20,14.5,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,3,0,0,0,7.41432036875925,48.1941863134469,0101000020E6100000F18C479943A81D40E9CADC18DB184840,21519,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68115,Guewenheim,1291,9,7,Moins de 2000,7.9,6.3,CC de la Vallée de la Doller et du Soultzbach,8.1,Moins de 20.000,8.5,7,2.5,22,14.5,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,7.09179613958514,47.7496573503794,0101000020E61000003EABA5CEFF5D1C40F38AA5C5F4DF4740,21520,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68116,Gundolsheim,737,3,4.1,Moins de 2000,7.9,6.3,"CC du Pays de Rouffach, Vignobles et Châteaux",7.5,Moins de 20.000,8.5,2,2.5,17,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,7.29920097214066,47.9288118810598,0101000020E6100000281A59BD61321D40E0A4C64EE3F64740,21521,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68117,Gunsbach,957,5,5.2,Moins de 2000,7.9,6.3,CC de la Vallée de Munster,8.5,Moins de 20.000,8.5,2,2.5,24,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7.16523014224369,48.0616232031608,0101000020E61000001400251732A91C400D20E544E3074840,21522,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68118,Habsheim,4865,21,4.3,2.000 à 10.000,5.6,6.3,CA Mulhouse Alsace Agglomération (m2A),3.3,Plus de 250.000,3,13,9.8,26,26.5,0,1,0,0,3,1,0,0,0,1,0,0,0,3,0,0,1,1,2,2,2,0,0,0,1,1,2,0,0,0,7.43400806612746,47.7266029423894,0101000020E6100000DFDE489C6CBC1D40B35E415301DD4740,21523,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68119,Hagenbach,701,5,7.1,Moins de 2000,7.9,6.3,CC La Porte d'Alsace CC de la Région de DANNEMARIE,5.1,Moins de 20.000,8.5,5,2.5,17,14.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7.16154776725719,47.6457930410767,0101000020E6100000207224C76CA51C4054B4AB58A9D24740,21524,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68120,Hagenthal-le-Bas,1151,6,5.2,Moins de 2000,7.9,6.3,CC de la Porte du Sundgau,3.9,Moins de 20.000,8.5,4,2.5,11,14.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,7.48111563881764,47.5301177760005,0101000020E61000007E43F993A9EC1D40A77937E6DAC34740,21525,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68121,Hagenthal-le-Haut,609,1,1.6,Moins de 2000,7.9,6.3,CC de la Porte du Sundgau,3.9,Moins de 20.000,8.5,1,2.5,11,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45551861812678,47.5193671377476,0101000020E6100000664BFE7873D21D401D9F539F7AC24740,21526,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68122,Hartmannswiller,663,3,4.5,Moins de 2000,7.9,6.3,CC de la Région de Guebwiller,5.3,20.000 à 50.000,5.7,3,2.5,19,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.19856425016667,47.8596561681348,0101000020E6100000817B426D54CB1C40C9F89B3609EE4740,21527,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68123,Hattstatt,819,4,4.9,Moins de 2000,7.9,6.3,"CC du Pays de Rouffach, Vignobles et Châteaux",7.5,Moins de 20.000,8.5,3,2.5,17,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,7.27317721886714,48.0144934654934,0101000020E6100000B82FD4C4BB171D40622600ECDA014840,21528,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68124,Hausgauen,424,4,9.4,Moins de 2000,7.9,6.3,CC de la Vallée de Hundsbach,6.3,Moins de 20.000,8.5,3,2.5,9,14.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,7.31627936661289,47.6040530989861,0101000020E6100000010200BDDE431D40AC98A89C51CD4740,21529,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68125,Hecken,433,3,6.9,Moins de 2000,7.9,6.3,CC La Porte d'Alsace CC de la Région de DANNEMARIE,5.1,Moins de 20.000,8.5,3,2.5,17,14.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.11553538021355,47.6929760701689,0101000020E610000047311EE84E761C409D249B70B3D84740,21530,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68126,Hégenheim,3172,25,7.9,2.000 à 10.000,5.6,6.3,CC des Trois Frontières,4,50.000 à 100.000,4.7,10,9.8,22,22.7,0,0,0,0,6,0,0,4,2,1,0,0,1,0,0,0,1,0,1,3,0,0,0,0,0,0,3,3,0,0,7.52623468015399,47.5616128967439,0101000020E61000002F219543DD1A1E40714370EEE2C74740,21531,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68127,Heidwiller,623,3,4.8,Moins de 2000,7.9,6.3,CC du Secteur d'Illfurth,3.5,Moins de 20.000,8.5,3,2.5,9,14.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7.23484768630986,47.657485050772,0101000020E6100000EDF770E97BF01C405B565B7828D44740,21532,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68128,Heimersdorf,655,2,3.1,Moins de 2000,7.9,6.3,CC d'Altkirch,5.5,Moins de 20.000,8.5,2,2.5,19,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.23744655312093,47.563405950505,0101000020E61000002DCF703025F31C4038E5A9AF1DC84740,21533,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68129,Heimsbrunn,1448,8,5.5,Moins de 2000,7.9,6.3,CA Mulhouse Alsace Agglomération (m2A),3.3,Plus de 250.000,3,5,2.5,26,26.5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,7.22057778705715,47.7250365773593,0101000020E6100000BD89B624DFE11C40BB14A2FFCDDC4740,21534,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68130,Heiteren,945,4,4.2,Moins de 2000,7.9,6.3,CC du Pays de Brisach,7.8,20.000 à 50.000,5.7,3,2.5,21,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,7.54631121879789,47.9616928075198,0101000020E610000009B348356C2F1E40498CFABF18FB4740,21535,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68132,Helfrantzkirch,759,4,5.3,Moins de 2000,7.9,6.3,CC du Pays de Sierentz,5.7,Moins de 20.000,8.5,3,2.5,13,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,7.41425854900403,47.6042442858336,0101000020E61000002E3EA06433A81D40A03973E057CD4740,21536,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68134,Herrlisheim-près-Colmar,1779,13,7.3,Moins de 2000,7.9,6.3,CA de Colmar,3.4,100.000 à 250.000,3.6,4,2.5,26,23.7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,7.32513036545876,48.0191865812222,0101000020E6100000DE537AF9EE4C1D408A6FB5B474024840,21537,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68135,Hésingue,2471,5,2,2.000 à 10.000,5.6,6.3,CC des Trois Frontières,4,50.000 à 100.000,4.7,4,9.8,22,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,7.51693519692778,47.5798615074852,0101000020E610000015D3D37557111E40D96DE1E638CA4740,21538,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68136,Hettenschlag,340,2,5.9,Moins de 2000,7.9,6.3,CC du Pays de Brisach,7.8,20.000 à 50.000,5.7,2,2.5,21,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.4569543205194,48.0074708951727,0101000020E61000003F9659D5EBD31D40243869CEF4004840,21539,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68137,Hindlingen,639,3,4.7,Moins de 2000,7.9,6.3,CC de la Largue,6,Moins de 20.000,8.5,3,2.5,12,14.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7.14209151898636,47.5703311846983,0101000020E61000006E576C7080911C408515BD9C00C94740,21540,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68138,Hirsingue,2224,15,6.7,2.000 à 10.000,5.6,6.3,CC d'Altkirch,5.5,Moins de 20.000,8.5,10,9.8,19,14.5,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,3,2,2,0,7.25172748084368,47.5888273811791,0101000020E61000008CE946D9C4011D40A89314B25ECB4740,21541,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68139,Hirtzbach,1315,12,9.1,Moins de 2000,7.9,6.3,CC d'Altkirch,5.5,Moins de 20.000,8.5,6,2.5,19,14.5,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,7.20821491719637,47.5906874197853,0101000020E61000004E978F4A36D51C40781137A59BCB4740,21542,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68140,Hirtzfelden,1152,13,11.3,Moins de 2000,7.9,6.3,CC Essor du Rhin,7.7,Moins de 20.000,8.5,7,2.5,20,14.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,4,2,0,0,7.44688941696867,47.9098270795676,0101000020E61000005C3C1B619DC91D4007E1B73675F44740,21543,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68141,Hochstatt,2128,5,2.3,2.000 à 10.000,5.6,6.3,CC du Secteur d'Illfurth,3.5,Moins de 20.000,8.5,3,9.8,9,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,7.26723928500316,47.7089689601606,0101000020E6100000132ED52CA7111D406BE2B07EBFDA4740,21544,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68142,Hohrod,325,3,9.2,Moins de 2000,7.9,6.3,CC de la Vallée de Munster,8.5,Moins de 20.000,8.5,2,2.5,24,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,7.13228845997649,48.0632818251443,0101000020E6100000ECF244A076871C4086B66C9E19084840,21545,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68143,Holtzwihr,1353,5,3.7,Moins de 2000,7.9,6.3,CC du Pays du Ried Brun,5.7,Moins de 20.000,8.5,4,2.5,13,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,7.41827443803933,48.1167130531182,0101000020E6100000DD86602250AC1D4059140D74F00E4840,21546,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68144,Hombourg,1129,7,6.2,Moins de 2000,7.9,6.3,CC Porte de France-Rhin Sud,9.9,Moins de 20.000,8.5,5,2.5,17,14.5,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,7.49097098076425,47.7565669215862,0101000020E610000085ABC618C1F61D405CB9542FD7E04740,21547,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68145,Horbourg-Wihr,4931,28,5.7,2.000 à 10.000,5.6,6.3,CA de Colmar,3.4,100.000 à 250.000,3.6,14,9.8,26,23.7,0,1,0,0,7,0,0,3,0,0,1,0,0,0,0,0,2,1,1,1,3,0,2,1,1,0,3,1,0,0,7.40352250144498,48.0832122132281,0101000020E61000000EA0AB00359D1D40A338A3B2A60A4840,21548,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68146,Houssen,1762,13,7.4,Moins de 2000,7.9,6.3,CA de Colmar,3.4,100.000 à 250.000,3.6,7,2.5,26,23.7,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,3,0,0,0,7.37512193416694,48.1318897967154,0101000020E61000007F09DDF61F801D40CCC8CDC3E1104840,21549,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
68147,Hunawihr,597,4,6.7,Moins de 2000,7.9,6.3,CC du Pays de Ribeauvillé,6.3,Moins de 20.000,8.5,3,2.5,20,14.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,7.30456029933411,48.1827881581187,0101000020E61000002C33B5A7DE371D40A29B349A65174840,21550,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
