concession_id,event_id,nom_equipement,nom_stand,type_stand,recette_nourriture_boisson_eur,recette_merchandising_eur,panier_moyen_par_spectateur_eur
CNS-02258,EVT-STADE-2025-0452,Complexe Mangin-Beaulieu,Boutique Officielle Club,Boutique Merchandising,0.0,811083.09,11.09
CNS-02259,EVT-STADE-2025-0452,Complexe Mangin-Beaulieu,Bar VIP Loges Prestige,Bar VIP Loges,962515.6,205169.43,15.97
CNS-02260,EVT-STADE-2025-0452,Complexe Mangin-Beaulieu,Stand Snacking Parvis,Restauration / Buvette,232227.02,0.0,3.18
CNS-02261,EVT-STADE-2025-0453,Palais des Sports André-Brouat,Buvette Tribune Nord,Restauration / Buvette,71255.77,0.0,3.09
CNS-02262,EVT-STADE-2025-0453,Palais des Sports André-Brouat,Buvette Tribune Sud,Restauration / Buvette,85246.22,0.0,3.69
CNS-02263,EVT-STADE-2025-0453,Palais des Sports André-Brouat,Boutique Officielle Club,Boutique Merchandising,0.0,114528.68,4.96
CNS-02264,EVT-STADE-2025-0453,Palais des Sports André-Brouat,Bar VIP Loges Prestige,Bar VIP Loges,296220.7,98345.39,17.1
CNS-02265,EVT-STADE-2025-0453,Palais des Sports André-Brouat,Stand Snacking Parvis,Restauration / Buvette,83357.92,0.0,3.61
CNS-02266,EVT-STADE-2025-0454,Stade de la Beaujoire,Buvette Tribune Nord,Restauration / Buvette,56202.5,0.0,2.66
CNS-02267,EVT-STADE-2025-0454,Stade de la Beaujoire,Buvette Tribune Sud,Restauration / Buvette,59986.72,0.0,2.84
CNS-02268,EVT-STADE-2025-0454,Stade de la Beaujoire,Boutique Officielle Club,Boutique Merchandising,0.0,217564.19,10.3
CNS-02269,EVT-STADE-2025-0454,Stade de la Beaujoire,Bar VIP Loges Prestige,Bar VIP Loges,170287.94,75520.99,11.64
CNS-02270,EVT-STADE-2025-0454,Stade de la Beaujoire,Stand Snacking Parvis,Restauration / Buvette,52382.56,0.0,2.48
CNS-02271,EVT-STADE-2025-0455,Stadium de Toulouse,Buvette Tribune Nord,Restauration / Buvette,39570.37,0.0,3.94
CNS-02272,EVT-STADE-2025-0455,Stadium de Toulouse,Buvette Tribune Sud,Restauration / Buvette,26171.88,0.0,2.61
CNS-02273,EVT-STADE-2025-0455,Stadium de Toulouse,Boutique Officielle Club,Boutique Merchandising,0.0,65227.5,6.5
CNS-02274,EVT-STADE-2025-0455,Stadium de Toulouse,Bar VIP Loges Prestige,Bar VIP Loges,72979.8,41915.45,11.45
CNS-02275,EVT-STADE-2025-0455,Stadium de Toulouse,Stand Snacking Parvis,Restauration / Buvette,22975.16,0.0,2.29
CNS-02276,EVT-STADE-2025-0456,LDLC Arena,Buvette Tribune Nord,Restauration / Buvette,36480.11,0.0,3.78
CNS-02277,EVT-STADE-2025-0456,LDLC Arena,Buvette Tribune Sud,Restauration / Buvette,37659.36,0.0,3.9
CNS-02278,EVT-STADE-2025-0456,LDLC Arena,Boutique Officielle Club,Boutique Merchandising,0.0,36786.95,3.81
CNS-02279,EVT-STADE-2025-0456,LDLC Arena,Bar VIP Loges Prestige,Bar VIP Loges,107948.25,32561.59,14.57
CNS-02280,EVT-STADE-2025-0456,LDLC Arena,Stand Snacking Parvis,Restauration / Buvette,23728.16,0.0,2.46
CNS-02281,EVT-STADE-2025-0457,Matmut Atlantique,Buvette Tribune Nord,Restauration / Buvette,138355.08,0.0,4.33
CNS-02282,EVT-STADE-2025-0457,Matmut Atlantique,Buvette Tribune Sud,Restauration / Buvette,91910.21,0.0,2.88
CNS-02283,EVT-STADE-2025-0457,Matmut Atlantique,Boutique Officielle Club,Boutique Merchandising,0.0,213620.23,6.69
CNS-02284,EVT-STADE-2025-0457,Matmut Atlantique,Bar VIP Loges Prestige,Bar VIP Loges,261044.82,109152.2,11.59
CNS-02285,EVT-STADE-2025-0457,Matmut Atlantique,Stand Snacking Parvis,Restauration / Buvette,119076.8,0.0,3.73
CNS-02286,EVT-STADE-2025-0458,Stade Ernest-Wallon,Buvette Tribune Nord,Restauration / Buvette,151857.27,0.0,3.12
CNS-02287,EVT-STADE-2025-0458,Stade Ernest-Wallon,Buvette Tribune Sud,Restauration / Buvette,110780.46,0.0,2.27
CNS-02288,EVT-STADE-2025-0458,Stade Ernest-Wallon,Boutique Officielle Club,Boutique Merchandising,0.0,488028.36,10.02
CNS-02289,EVT-STADE-2025-0458,Stade Ernest-Wallon,Bar VIP Loges Prestige,Bar VIP Loges,470509.27,100484.37,11.72
CNS-02290,EVT-STADE-2025-0458,Stade Ernest-Wallon,Stand Snacking Parvis,Restauration / Buvette,168088.31,0.0,3.45
CNS-02291,EVT-STADE-2025-0459,Halle de la Trocardière,Buvette Tribune Nord,Restauration / Buvette,112617.96,0.0,3.15
CNS-02292,EVT-STADE-2025-0459,Halle de la Trocardière,Buvette Tribune Sud,Restauration / Buvette,106651.39,0.0,2.99
CNS-02293,EVT-STADE-2025-0459,Halle de la Trocardière,Boutique Officielle Club,Boutique Merchandising,0.0,299917.02,8.4
CNS-02294,EVT-STADE-2025-0459,Halle de la Trocardière,Bar VIP Loges Prestige,Bar VIP Loges,204412.34,81401.86,8.01
CNS-02295,EVT-STADE-2025-0459,Halle de la Trocardière,Stand Snacking Parvis,Restauration / Buvette,142984.23,0.0,4.01
CNS-02296,EVT-STADE-2025-0460,Rhenus Sport,Buvette Tribune Nord,Restauration / Buvette,262123.65,0.0,4.42
CNS-02297,EVT-STADE-2025-0460,Rhenus Sport,Buvette Tribune Sud,Restauration / Buvette,183554.42,0.0,3.09
CNS-02298,EVT-STADE-2025-0460,Rhenus Sport,Boutique Officielle Club,Boutique Merchandising,0.0,626131.28,10.55
CNS-02299,EVT-STADE-2025-0460,Rhenus Sport,Bar VIP Loges Prestige,Bar VIP Loges,722054.07,179110.78,15.19
CNS-02300,EVT-STADE-2025-0460,Rhenus Sport,Stand Snacking Parvis,Restauration / Buvette,184265.84,0.0,3.11
CNS-02301,EVT-STADE-2025-0461,Stade Chaban-Delmas,Buvette Tribune Nord,Restauration / Buvette,164993.8,0.0,3.33
CNS-02302,EVT-STADE-2025-0461,Stade Chaban-Delmas,Buvette Tribune Sud,Restauration / Buvette,113249.21,0.0,2.29
CNS-02303,EVT-STADE-2025-0461,Stade Chaban-Delmas,Boutique Officielle Club,Boutique Merchandising,0.0,353633.09,7.14
CNS-02304,EVT-STADE-2025-0461,Stade Chaban-Delmas,Bar VIP Loges Prestige,Bar VIP Loges,260283.32,165599.96,8.6
CNS-02305,EVT-STADE-2025-0461,Stade Chaban-Delmas,Stand Snacking Parvis,Restauration / Buvette,150431.39,0.0,3.04
CNS-02306,EVT-STADE-2025-0462,Parc des Princes,Buvette Tribune Nord,Restauration / Buvette,48033.72,0.0,2.44
CNS-02307,EVT-STADE-2025-0462,Parc des Princes,Buvette Tribune Sud,Restauration / Buvette,68630.64,0.0,3.48
CNS-02308,EVT-STADE-2025-0462,Parc des Princes,Boutique Officielle Club,Boutique Merchandising,0.0,190350.94,9.66
CNS-02309,EVT-STADE-2025-0462,Parc des Princes,Bar VIP Loges Prestige,Bar VIP Loges,188050.2,73124.8,13.26
CNS-02310,EVT-STADE-2025-0462,Parc des Princes,Stand Snacking Parvis,Restauration / Buvette,76827.24,0.0,3.9
CNS-02311,EVT-STADE-2025-0463,Groupama Stadium,Buvette Tribune Nord,Restauration / Buvette,146660.45,0.0,4.29
CNS-02312,EVT-STADE-2025-0463,Groupama Stadium,Buvette Tribune Sud,Restauration / Buvette,75354.04,0.0,2.2
CNS-02313,EVT-STADE-2025-0463,Groupama Stadium,Boutique Officielle Club,Boutique Merchandising,0.0,318879.64,9.33
CNS-02314,EVT-STADE-2025-0463,Groupama Stadium,Bar VIP Loges Prestige,Bar VIP Loges,139286.41,44961.9,5.39
CNS-02315,EVT-STADE-2025-0463,Groupama Stadium,Stand Snacking Parvis,Restauration / Buvette,131465.67,0.0,3.84
CNS-02316,EVT-STADE-2025-0464,Orange Vélodrome,Buvette Tribune Nord,Restauration / Buvette,98367.8,0.0,3.39
CNS-02317,EVT-STADE-2025-0464,Orange Vélodrome,Buvette Tribune Sud,Restauration / Buvette,65963.57,0.0,2.27
CNS-02318,EVT-STADE-2025-0464,Orange Vélodrome,Boutique Officielle Club,Boutique Merchandising,0.0,205053.32,7.07
CNS-02319,EVT-STADE-2025-0464,Orange Vélodrome,Bar VIP Loges Prestige,Bar VIP Loges,193159.19,68181.55,9.01
CNS-02320,EVT-STADE-2025-0464,Orange Vélodrome,Stand Snacking Parvis,Restauration / Buvette,99028.64,0.0,3.41
CNS-02321,EVT-STADE-2025-0465,LDLC Arena,Buvette Tribune Nord,Restauration / Buvette,31370.02,0.0,3.45
CNS-02322,EVT-STADE-2025-0465,LDLC Arena,Buvette Tribune Sud,Restauration / Buvette,38665.5,0.0,4.25
CNS-02323,EVT-STADE-2025-0465,LDLC Arena,Boutique Officielle Club,Boutique Merchandising,0.0,57753.54,6.35
CNS-02324,EVT-STADE-2025-0465,LDLC Arena,Bar VIP Loges Prestige,Bar VIP Loges,80671.1,16423.44,10.68
CNS-02325,EVT-STADE-2025-0465,LDLC Arena,Stand Snacking Parvis,Restauration / Buvette,36773.23,0.0,4.05
CNS-02326,EVT-STADE-2025-0466,Stade Pierre-Mauroy,Buvette Tribune Nord,Restauration / Buvette,60664.48,0.0,2.83
CNS-02327,EVT-STADE-2025-0466,Stade Pierre-Mauroy,Buvette Tribune Sud,Restauration / Buvette,57141.24,0.0,2.66
CNS-02328,EVT-STADE-2025-0466,Stade Pierre-Mauroy,Boutique Officielle Club,Boutique Merchandising,0.0,188995.08,8.81
CNS-02329,EVT-STADE-2025-0466,Stade Pierre-Mauroy,Bar VIP Loges Prestige,Bar VIP Loges,133714.03,49162.96,8.52
CNS-02330,EVT-STADE-2025-0466,Stade Pierre-Mauroy,Stand Snacking Parvis,Restauration / Buvette,65580.12,0.0,3.06
CNS-02331,EVT-STADE-2025-0467,Arena du Pays d'Aix,Buvette Tribune Nord,Restauration / Buvette,104921.36,0.0,4.11
CNS-02332,EVT-STADE-2025-0467,Arena du Pays d'Aix,Buvette Tribune Sud,Restauration / Buvette,62749.18,0.0,2.46
CNS-02333,EVT-STADE-2025-0467,Arena du Pays d'Aix,Boutique Officielle Club,Boutique Merchandising,0.0,210712.69,8.25
CNS-02334,EVT-STADE-2025-0467,Arena du Pays d'Aix,Bar VIP Loges Prestige,Bar VIP Loges,297800.39,71569.68,14.46
CNS-02335,EVT-STADE-2025-0467,Arena du Pays d'Aix,Stand Snacking Parvis,Restauration / Buvette,55502.25,0.0,2.17
CNS-02336,EVT-STADE-2025-0468,Stade de France,Buvette Tribune Nord,Restauration / Buvette,237447.45,0.0,3.29
CNS-02337,EVT-STADE-2025-0468,Stade de France,Buvette Tribune Sud,Restauration / Buvette,304964.98,0.0,4.23
CNS-02338,EVT-STADE-2025-0468,Stade de France,Boutique Officielle Club,Boutique Merchandising,0.0,541410.11,7.5
CNS-02339,EVT-STADE-2025-0468,Stade de France,Bar VIP Loges Prestige,Bar VIP Loges,770471.37,210594.49,13.6
CNS-02340,EVT-STADE-2025-0468,Stade de France,Stand Snacking Parvis,Restauration / Buvette,261114.89,0.0,3.62
CNS-02341,EVT-STADE-2025-0469,Complexe Mangin-Beaulieu,Buvette Tribune Nord,Restauration / Buvette,180611.12,0.0,3.47
CNS-02342,EVT-STADE-2025-0469,Complexe Mangin-Beaulieu,Buvette Tribune Sud,Restauration / Buvette,138312.15,0.0,2.66
CNS-02343,EVT-STADE-2025-0469,Complexe Mangin-Beaulieu,Boutique Officielle Club,Boutique Merchandising,0.0,540760.71,10.38
CNS-02344,EVT-STADE-2025-0469,Complexe Mangin-Beaulieu,Bar VIP Loges Prestige,Bar VIP Loges,485524.24,170393.36,12.59
CNS-02345,EVT-STADE-2025-0469,Complexe Mangin-Beaulieu,Stand Snacking Parvis,Restauration / Buvette,215097.03,0.0,4.13
CNS-02346,EVT-STADE-2025-0470,Complexe Sportif de Marcq,Buvette Tribune Nord,Restauration / Buvette,202944.76,0.0,4.01
CNS-02347,EVT-STADE-2025-0470,Complexe Sportif de Marcq,Buvette Tribune Sud,Restauration / Buvette,199130.93,0.0,3.94
CNS-02348,EVT-STADE-2025-0470,Complexe Sportif de Marcq,Boutique Officielle Club,Boutique Merchandising,0.0,422691.91,8.36
CNS-02349,EVT-STADE-2025-0470,Complexe Sportif de Marcq,Bar VIP Loges Prestige,Bar VIP Loges,288699.03,86202.51,7.41
CNS-02350,EVT-STADE-2025-0470,Complexe Sportif de Marcq,Stand Snacking Parvis,Restauration / Buvette,199439.53,0.0,3.94
CNS-02351,EVT-STADE-2025-0471,Arena du Pays d'Aix,Buvette Tribune Nord,Restauration / Buvette,96146.82,0.0,3.55
CNS-02352,EVT-STADE-2025-0471,Arena du Pays d'Aix,Buvette Tribune Sud,Restauration / Buvette,104416.29,0.0,3.86
CNS-02353,EVT-STADE-2025-0471,Arena du Pays d'Aix,Boutique Officielle Club,Boutique Merchandising,0.0,268281.08,9.92
CNS-02354,EVT-STADE-2025-0471,Arena du Pays d'Aix,Bar VIP Loges Prestige,Bar VIP Loges,212352.55,51531.04,9.76
CNS-02355,EVT-STADE-2025-0471,Arena du Pays d'Aix,Stand Snacking Parvis,Restauration / Buvette,103278.84,0.0,3.82
CNS-02356,EVT-STADE-2025-0472,Matmut Atlantique,Buvette Tribune Nord,Restauration / Buvette,70463.2,0.0,2.35
CNS-02357,EVT-STADE-2025-0472,Matmut Atlantique,Buvette Tribune Sud,Restauration / Buvette,133573.4,0.0,4.45
CNS-02358,EVT-STADE-2025-0472,Matmut Atlantique,Boutique Officielle Club,Boutique Merchandising,0.0,242170.54,8.07
CNS-02359,EVT-STADE-2025-0472,Matmut Atlantique,Bar VIP Loges Prestige,Bar VIP Loges,272761.25,52340.28,10.84
CNS-02360,EVT-STADE-2025-0472,Matmut Atlantique,Stand Snacking Parvis,Restauration / Buvette,65191.23,0.0,2.17
CNS-02361,EVT-STADE-2025-0473,Accor Arena,Buvette Tribune Nord,Restauration / Buvette,84234.84,0.0,4.42
CNS-02362,EVT-STADE-2025-0473,Accor Arena,Buvette Tribune Sud,Restauration / Buvette,64268.02,0.0,3.37
CNS-02363,EVT-STADE-2025-0473,Accor Arena,Boutique Officielle Club,Boutique Merchandising,0.0,163587.57,8.59
CNS-02364,EVT-STADE-2025-0473,Accor Arena,Bar VIP Loges Prestige,Bar VIP Loges,164899.28,40938.47,10.81
CNS-02365,EVT-STADE-2025-0473,Accor Arena,Stand Snacking Parvis,Restauration / Buvette,46991.44,0.0,2.47
CNS-02366,EVT-STADE-2025-0474,Groupama Stadium,Buvette Tribune Nord,Restauration / Buvette,78804.61,0.0,2.38
CNS-02367,EVT-STADE-2025-0474,Groupama Stadium,Buvette Tribune Sud,Restauration / Buvette,119656.87,0.0,3.61
CNS-02368,EVT-STADE-2025-0474,Groupama Stadium,Boutique Officielle Club,Boutique Merchandising,0.0,190115.55,5.74
CNS-02369,EVT-STADE-2025-0474,Groupama Stadium,Bar VIP Loges Prestige,Bar VIP Loges,343873.35,85746.32,12.96
CNS-02370,EVT-STADE-2025-0474,Groupama Stadium,Stand Snacking Parvis,Restauration / Buvette,132909.37,0.0,4.01
CNS-02371,EVT-STADE-2025-0475,Halle de la Trocardière,Buvette Tribune Nord,Restauration / Buvette,113213.72,0.0,3.98
CNS-02372,EVT-STADE-2025-0475,Halle de la Trocardière,Buvette Tribune Sud,Restauration / Buvette,79954.28,0.0,2.81
CNS-02373,EVT-STADE-2025-0475,Halle de la Trocardière,Boutique Officielle Club,Boutique Merchandising,0.0,255871.4,8.99
CNS-02374,EVT-STADE-2025-0475,Halle de la Trocardière,Bar VIP Loges Prestige,Bar VIP Loges,194194.05,59014.77,8.89
CNS-02375,EVT-STADE-2025-0475,Halle de la Trocardière,Stand Snacking Parvis,Restauration / Buvette,82234.19,0.0,2.89
CNS-02376,EVT-STADE-2025-0476,Palais des Sports André-Brouat,Buvette Tribune Nord,Restauration / Buvette,64163.22,0.0,4.24
CNS-02377,EVT-STADE-2025-0476,Palais des Sports André-Brouat,Buvette Tribune Sud,Restauration / Buvette,42810.24,0.0,2.83
CNS-02378,EVT-STADE-2025-0476,Palais des Sports André-Brouat,Boutique Officielle Club,Boutique Merchandising,0.0,107144.92,7.07
CNS-02379,EVT-STADE-2025-0476,Palais des Sports André-Brouat,Bar VIP Loges Prestige,Bar VIP Loges,142385.13,41602.45,12.14
CNS-02380,EVT-STADE-2025-0476,Palais des Sports André-Brouat,Stand Snacking Parvis,Restauration / Buvette,53238.12,0.0,3.51
CNS-02381,EVT-STADE-2025-0477,Rhenus Sport,Buvette Tribune Nord,Restauration / Buvette,117053.51,0.0,2.86
CNS-02382,EVT-STADE-2025-0477,Rhenus Sport,Buvette Tribune Sud,Restauration / Buvette,100162.15,0.0,2.44
CNS-02383,EVT-STADE-2025-0477,Rhenus Sport,Boutique Officielle Club,Boutique Merchandising,0.0,225753.52,5.51
CNS-02384,EVT-STADE-2025-0477,Rhenus Sport,Bar VIP Loges Prestige,Bar VIP Loges,346755.72,82291.94,10.47
CNS-02385,EVT-STADE-2025-0477,Rhenus Sport,Stand Snacking Parvis,Restauration / Buvette,129381.38,0.0,3.16
CNS-02386,EVT-STADE-2025-0478,Stade de la Meinau,Buvette Tribune Nord,Restauration / Buvette,97577.26,0.0,3.78
CNS-02387,EVT-STADE-2025-0478,Stade de la Meinau,Buvette Tribune Sud,Restauration / Buvette,104501.72,0.0,4.05
CNS-02388,EVT-STADE-2025-0478,Stade de la Meinau,Boutique Officielle Club,Boutique Merchandising,0.0,264023.99,10.24
CNS-02389,EVT-STADE-2025-0478,Stade de la Meinau,Bar VIP Loges Prestige,Bar VIP Loges,227483.51,92722.52,12.41
CNS-02390,EVT-STADE-2025-0478,Stade de la Meinau,Stand Snacking Parvis,Restauration / Buvette,87880.07,0.0,3.41
CNS-02391,EVT-STADE-2025-0479,Groupama Stadium,Buvette Tribune Nord,Restauration / Buvette,131921.05,0.0,4.44
CNS-02392,EVT-STADE-2025-0479,Groupama Stadium,Buvette Tribune Sud,Restauration / Buvette,122551.54,0.0,4.12
CNS-02393,EVT-STADE-2025-0479,Groupama Stadium,Boutique Officielle Club,Boutique Merchandising,0.0,150923.56,5.08
CNS-02394,EVT-STADE-2025-0479,Groupama Stadium,Bar VIP Loges Prestige,Bar VIP Loges,274037.41,81247.65,11.96
CNS-02395,EVT-STADE-2025-0479,Groupama Stadium,Stand Snacking Parvis,Restauration / Buvette,73789.76,0.0,2.48
CNS-02396,EVT-STADE-2025-0480,Stade Ernest-Wallon,Buvette Tribune Nord,Restauration / Buvette,164907.65,0.0,2.96
CNS-02397,EVT-STADE-2025-0480,Stade Ernest-Wallon,Buvette Tribune Sud,Restauration / Buvette,242493.06,0.0,4.35
CNS-02398,EVT-STADE-2025-0480,Stade Ernest-Wallon,Boutique Officielle Club,Boutique Merchandising,0.0,435158.32,7.8
CNS-02399,EVT-STADE-2025-0480,Stade Ernest-Wallon,Bar VIP Loges Prestige,Bar VIP Loges,634007.02,135573.15,13.79
CNS-02400,EVT-STADE-2025-0480,Stade Ernest-Wallon,Stand Snacking Parvis,Restauration / Buvette,177898.28,0.0,3.19
CNS-02401,EVT-STADE-2025-0481,Le Liberté,Buvette Tribune Nord,Restauration / Buvette,32471.36,0.0,2.36
CNS-02402,EVT-STADE-2025-0481,Le Liberté,Buvette Tribune Sud,Restauration / Buvette,40702.24,0.0,2.96
CNS-02403,EVT-STADE-2025-0481,Le Liberté,Boutique Officielle Club,Boutique Merchandising,0.0,100589.36,7.31
CNS-02404,EVT-STADE-2025-0481,Le Liberté,Bar VIP Loges Prestige,Bar VIP Loges,125425.51,47717.38,12.59
CNS-02405,EVT-STADE-2025-0481,Le Liberté,Stand Snacking Parvis,Restauration / Buvette,43761.55,0.0,3.18
CNS-02406,EVT-STADE-2025-0482,Parc des Princes,Buvette Tribune Nord,Restauration / Buvette,52722.3,0.0,2.96
CNS-02407,EVT-STADE-2025-0482,Parc des Princes,Buvette Tribune Sud,Restauration / Buvette,67110.96,0.0,3.76
CNS-02408,EVT-STADE-2025-0482,Parc des Princes,Boutique Officielle Club,Boutique Merchandising,0.0,162956.3,9.14
CNS-02409,EVT-STADE-2025-0482,Parc des Princes,Bar VIP Loges Prestige,Bar VIP Loges,145591.13,47908.07,10.86
CNS-02410,EVT-STADE-2025-0482,Parc des Princes,Stand Snacking Parvis,Restauration / Buvette,67933.56,0.0,3.81
CNS-02411,EVT-STADE-2025-0483,Groupama Stadium,Buvette Tribune Nord,Restauration / Buvette,94700.4,0.0,3.61
CNS-02412,EVT-STADE-2025-0483,Groupama Stadium,Buvette Tribune Sud,Restauration / Buvette,57794.41,0.0,2.2
CNS-02413,EVT-STADE-2025-0483,Groupama Stadium,Boutique Officielle Club,Boutique Merchandising,0.0,102774.85,3.92
CNS-02414,EVT-STADE-2025-0483,Groupama Stadium,Bar VIP Loges Prestige,Bar VIP Loges,218768.86,90195.24,11.77
CNS-02415,EVT-STADE-2025-0483,Groupama Stadium,Stand Snacking Parvis,Restauration / Buvette,57923.45,0.0,2.21
CNS-02416,EVT-STADE-2025-0484,Stadium de Toulouse,Buvette Tribune Nord,Restauration / Buvette,32001.43,0.0,3.13
CNS-02417,EVT-STADE-2025-0484,Stadium de Toulouse,Buvette Tribune Sud,Restauration / Buvette,24414.92,0.0,2.39
CNS-02418,EVT-STADE-2025-0484,Stadium de Toulouse,Boutique Officielle Club,Boutique Merchandising,0.0,56720.82,5.54
CNS-02419,EVT-STADE-2025-0484,Stadium de Toulouse,Bar VIP Loges Prestige,Bar VIP Loges,100625.99,27729.21,12.55
CNS-02420,EVT-STADE-2025-0484,Stadium de Toulouse,Stand Snacking Parvis,Restauration / Buvette,27921.54,0.0,2.73
CNS-02421,EVT-STADE-2025-0485,Stadium de Toulouse,Buvette Tribune Nord,Restauration / Buvette,61367.61,0.0,4.26
CNS-02422,EVT-STADE-2025-0485,Stadium de Toulouse,Buvette Tribune Sud,Restauration / Buvette,62272.26,0.0,4.32
CNS-02423,EVT-STADE-2025-0485,Stadium de Toulouse,Boutique Officielle Club,Boutique Merchandising,0.0,154994.73,10.75
CNS-02424,EVT-STADE-2025-0485,Stadium de Toulouse,Bar VIP Loges Prestige,Bar VIP Loges,122561.56,47778.47,11.82
CNS-02425,EVT-STADE-2025-0485,Stadium de Toulouse,Stand Snacking Parvis,Restauration / Buvette,49747.7,0.0,3.45
CNS-02426,EVT-STADE-2025-0486,Halle de la Trocardière,Buvette Tribune Nord,Restauration / Buvette,97584.36,0.0,3.21
CNS-02427,EVT-STADE-2025-0486,Halle de la Trocardière,Buvette Tribune Sud,Restauration / Buvette,133604.55,0.0,4.4
CNS-02428,EVT-STADE-2025-0486,Halle de la Trocardière,Boutique Officielle Club,Boutique Merchandising,0.0,328148.52,10.81
CNS-02429,EVT-STADE-2025-0486,Halle de la Trocardière,Bar VIP Loges Prestige,Bar VIP Loges,303410.11,107216.49,13.52
CNS-02430,EVT-STADE-2025-0486,Halle de la Trocardière,Stand Snacking Parvis,Restauration / Buvette,91668.41,0.0,3.02
CNS-02431,EVT-STADE-2025-0487,Halle de la Trocardière,Buvette Tribune Nord,Restauration / Buvette,129711.57,0.0,3.46
CNS-02432,EVT-STADE-2025-0487,Halle de la Trocardière,Buvette Tribune Sud,Restauration / Buvette,159577.1,0.0,4.26
CNS-02433,EVT-STADE-2025-0487,Halle de la Trocardière,Boutique Officielle Club,Boutique Merchandising,0.0,211647.62,5.65
CNS-02434,EVT-STADE-2025-0487,Halle de la Trocardière,Bar VIP Loges Prestige,Bar VIP Loges,282629.36,45402.74,8.76
CNS-02435,EVT-STADE-2025-0487,Halle de la Trocardière,Stand Snacking Parvis,Restauration / Buvette,120081.22,0.0,3.21
CNS-02436,EVT-STADE-2025-0488,Palais des Sports Saint-Sauveur,Buvette Tribune Nord,Restauration / Buvette,44074.95,0.0,3.26
CNS-02437,EVT-STADE-2025-0488,Palais des Sports Saint-Sauveur,Buvette Tribune Sud,Restauration / Buvette,47941.05,0.0,3.54
CNS-02438,EVT-STADE-2025-0488,Palais des Sports Saint-Sauveur,Boutique Officielle Club,Boutique Merchandising,0.0,68228.19,5.04
CNS-02439,EVT-STADE-2025-0488,Palais des Sports Saint-Sauveur,Bar VIP Loges Prestige,Bar VIP Loges,106503.53,20738.19,9.4
CNS-02440,EVT-STADE-2025-0488,Palais des Sports Saint-Sauveur,Stand Snacking Parvis,Restauration / Buvette,33020.91,0.0,2.44
CNS-02441,EVT-STADE-2025-0489,Stade des Alpes,Buvette Tribune Nord,Restauration / Buvette,49707.41,0.0,3.97
CNS-02442,EVT-STADE-2025-0489,Stade des Alpes,Buvette Tribune Sud,Restauration / Buvette,35073.09,0.0,2.8
CNS-02443,EVT-STADE-2025-0489,Stade des Alpes,Boutique Officielle Club,Boutique Merchandising,0.0,57997.38,4.63
CNS-02444,EVT-STADE-2025-0489,Stade des Alpes,Bar VIP Loges Prestige,Bar VIP Loges,82346.81,19340.74,8.12
CNS-02445,EVT-STADE-2025-0489,Stade des Alpes,Stand Snacking Parvis,Restauration / Buvette,36119.01,0.0,2.88
CNS-02446,EVT-STADE-2025-0490,Roazhon Park,Buvette Tribune Nord,Restauration / Buvette,194308.01,0.0,3.13
CNS-02447,EVT-STADE-2025-0490,Roazhon Park,Buvette Tribune Sud,Restauration / Buvette,183140.74,0.0,2.95
CNS-02448,EVT-STADE-2025-0490,Roazhon Park,Boutique Officielle Club,Boutique Merchandising,0.0,257850.51,4.15
CNS-02449,EVT-STADE-2025-0490,Roazhon Park,Bar VIP Loges Prestige,Bar VIP Loges,566917.4,195474.13,12.28
CNS-02450,EVT-STADE-2025-0490,Roazhon Park,Stand Snacking Parvis,Restauration / Buvette,239031.66,0.0,3.85
CNS-02451,EVT-STADE-2025-0491,Roazhon Park,Buvette Tribune Nord,Restauration / Buvette,168452.94,0.0,3.14
CNS-02452,EVT-STADE-2025-0491,Roazhon Park,Buvette Tribune Sud,Restauration / Buvette,149375.46,0.0,2.78
CNS-02453,EVT-STADE-2025-0491,Roazhon Park,Boutique Officielle Club,Boutique Merchandising,0.0,600788.79,11.19
CNS-02454,EVT-STADE-2025-0491,Roazhon Park,Bar VIP Loges Prestige,Bar VIP Loges,372925.17,94863.6,8.71
CNS-02455,EVT-STADE-2025-0491,Roazhon Park,Stand Snacking Parvis,Restauration / Buvette,174604.42,0.0,3.25
CNS-02456,EVT-STADE-2025-0492,Stade de la Beaujoire,Buvette Tribune Nord,Restauration / Buvette,76729.21,0.0,4.08
CNS-02457,EVT-STADE-2025-0492,Stade de la Beaujoire,Buvette Tribune Sud,Restauration / Buvette,83671.64,0.0,4.44
CNS-02458,EVT-STADE-2025-0492,Stade de la Beaujoire,Boutique Officielle Club,Boutique Merchandising,0.0,157818.34,8.38
CNS-02459,EVT-STADE-2025-0492,Stade de la Beaujoire,Bar VIP Loges Prestige,Bar VIP Loges,156074.2,17570.59,9.22
CNS-02460,EVT-STADE-2025-0492,Stade de la Beaujoire,Stand Snacking Parvis,Restauration / Buvette,53126.03,0.0,2.82
CNS-02461,EVT-STADE-2025-0493,Matmut Atlantique,Buvette Tribune Nord,Restauration / Buvette,106302.65,0.0,3.28
CNS-02462,EVT-STADE-2025-0493,Matmut Atlantique,Buvette Tribune Sud,Restauration / Buvette,126704.45,0.0,3.91
CNS-02463,EVT-STADE-2025-0493,Matmut Atlantique,Boutique Officielle Club,Boutique Merchandising,0.0,162181.25,5.0
CNS-02464,EVT-STADE-2025-0493,Matmut Atlantique,Bar VIP Loges Prestige,Bar VIP Loges,251173.12,89334.96,10.51
