id_releve_lineaire,id_magasin,code_barre_ean,rayon_categorie,nombre_facings_theorique,nombre_facings_constate,taux_conformite_planogramme_pct,taux_rupture_lineaire_pct,statut_stock_lineaire
LIN-01917,MAG-0009,396163165045,Épicerie Sucrée,9,7,77.8,22.2,CONFORME
LIN-01918,MAG-0024,336888351829,Produits Frais,20,10,50.0,50.0,CONFORME
LIN-01919,MAG-0105,366583446079,Produits Frais,19,1,5.3,94.7,STOCK_FAIBLE
LIN-01920,MAG-0010,354236610310,Produits Frais,17,7,41.2,58.8,STOCK_FAIBLE
LIN-01921,MAG-0070,341714799622,Boulangerie & Pâtisserie,6,1,16.7,83.3,STOCK_FAIBLE
LIN-01922,MAG-0069,330170705188,Épicerie Sucrée,16,12,75.0,25.0,CONFORME
LIN-01923,MAG-0055,313783537124,Produits Frais,22,13,59.1,40.9,CONFORME
LIN-01924,MAG-0083,376822957240,Traiteur & Plats Cuisinés,7,6,85.7,14.3,CONFORME
LIN-01925,MAG-0049,365035896427,Épicerie Salée,24,8,33.3,66.7,STOCK_FAIBLE
LIN-01926,MAG-0062,361134885650,Produits Frais,22,1,4.5,95.5,STOCK_FAIBLE
LIN-01927,MAG-0073,347405864699,Produits Frais,22,6,27.3,72.7,STOCK_FAIBLE
LIN-01928,MAG-0140,394608933819,Boissons & Jus,17,3,17.6,82.4,STOCK_FAIBLE
LIN-01929,MAG-0143,323161110332,Épicerie Sucrée,18,17,94.4,5.6,CONFORME
LIN-01930,MAG-0102,394443929505,Produits Frais,6,1,16.7,83.3,STOCK_FAIBLE
LIN-01931,MAG-0017,361945229928,Boulangerie & Pâtisserie,8,6,75.0,25.0,CONFORME
LIN-01932,MAG-0034,379801093148,Boissons & Jus,23,8,34.8,65.2,STOCK_FAIBLE
LIN-01933,MAG-0059,387141723939,Épicerie Salée,22,12,54.5,45.5,CONFORME
LIN-01934,MAG-0142,334666232368,Produits Frais,16,4,25.0,75.0,STOCK_FAIBLE
LIN-01935,MAG-0012,385898557732,Traiteur & Plats Cuisinés,14,1,7.1,92.9,STOCK_FAIBLE
LIN-01936,MAG-0029,398029184975,Boulangerie & Pâtisserie,14,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-01937,MAG-0020,310876629857,Traiteur & Plats Cuisinés,12,2,16.7,83.3,STOCK_FAIBLE
LIN-01938,MAG-0127,379574499253,Traiteur & Plats Cuisinés,6,5,83.3,16.7,CONFORME
LIN-01939,MAG-0107,331065705495,Traiteur & Plats Cuisinés,6,5,83.3,16.7,CONFORME
LIN-01940,MAG-0122,386828758856,Produits Frais,21,5,23.8,76.2,STOCK_FAIBLE
LIN-01941,MAG-0003,362686338656,Traiteur & Plats Cuisinés,8,4,50.0,50.0,CONFORME
LIN-01942,MAG-0119,349225049385,Boissons & Jus,14,13,92.9,7.1,CONFORME
LIN-01943,MAG-0121,355327291790,Boulangerie & Pâtisserie,24,11,45.8,54.2,STOCK_FAIBLE
LIN-01944,MAG-0006,394988306987,Épicerie Sucrée,16,6,37.5,62.5,STOCK_FAIBLE
LIN-01945,MAG-0136,330564628338,Boulangerie & Pâtisserie,20,7,35.0,65.0,STOCK_FAIBLE
LIN-01946,MAG-0065,398349727779,Épicerie Sucrée,17,5,29.4,70.6,STOCK_FAIBLE
LIN-01947,MAG-0139,317737532201,Produits Frais,8,8,100.0,0.0,CONFORME
LIN-01948,MAG-0128,318169606809,Boissons & Jus,16,6,37.5,62.5,STOCK_FAIBLE
LIN-01949,MAG-0039,320803953910,Boissons & Jus,21,18,85.7,14.3,CONFORME
LIN-01950,MAG-0084,372283460061,Épicerie Salée,23,17,73.9,26.1,CONFORME
LIN-01951,MAG-0038,342170574061,Épicerie Sucrée,6,2,33.3,66.7,STOCK_FAIBLE
LIN-01952,MAG-0108,381415756281,Épicerie Salée,11,8,72.7,27.3,CONFORME
LIN-01953,MAG-0097,381420880287,Épicerie Sucrée,10,4,40.0,60.0,STOCK_FAIBLE
LIN-01954,MAG-0101,326633134543,Produits Frais,7,2,28.6,71.4,STOCK_FAIBLE
LIN-01955,MAG-0043,369092973744,Produits Frais,15,15,100.0,0.0,CONFORME
LIN-01956,MAG-0085,339619436131,Épicerie Salée,10,7,70.0,30.0,CONFORME
LIN-01957,MAG-0069,325894268230,Traiteur & Plats Cuisinés,9,7,77.8,22.2,CONFORME
LIN-01958,MAG-0066,366383898654,Épicerie Salée,14,4,28.6,71.4,STOCK_FAIBLE
LIN-01959,MAG-0050,351624630988,Boissons & Jus,6,3,50.0,50.0,CONFORME
LIN-01960,MAG-0092,361731801254,Épicerie Salée,21,8,38.1,61.9,STOCK_FAIBLE
LIN-01961,MAG-0033,387028786504,Boissons & Jus,19,14,73.7,26.3,CONFORME
LIN-01962,MAG-0024,373230459873,Épicerie Salée,10,10,100.0,0.0,CONFORME
LIN-01963,MAG-0087,322430889395,Produits Frais,24,5,20.8,79.2,STOCK_FAIBLE
LIN-01964,MAG-0056,364741269204,Boulangerie & Pâtisserie,22,2,9.1,90.9,STOCK_FAIBLE
LIN-01965,MAG-0141,337526979891,Boulangerie & Pâtisserie,23,10,43.5,56.5,STOCK_FAIBLE
LIN-01966,MAG-0115,326086728137,Épicerie Sucrée,14,12,85.7,14.3,CONFORME
LIN-01967,MAG-0103,314440123684,Boissons & Jus,7,2,28.6,71.4,STOCK_FAIBLE
LIN-01968,MAG-0120,338604901415,Produits Frais,9,3,33.3,66.7,STOCK_FAIBLE
LIN-01969,MAG-0125,388237291046,Épicerie Sucrée,15,4,26.7,73.3,STOCK_FAIBLE
LIN-01970,MAG-0025,392838375060,Épicerie Salée,21,6,28.6,71.4,STOCK_FAIBLE
LIN-01971,MAG-0142,362998424866,Épicerie Sucrée,20,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-01972,MAG-0069,320928325117,Épicerie Sucrée,16,1,6.2,93.8,STOCK_FAIBLE
LIN-01973,MAG-0044,369864363855,Boulangerie & Pâtisserie,12,7,58.3,41.7,CONFORME
LIN-01974,MAG-0080,383680175932,Épicerie Sucrée,22,15,68.2,31.8,CONFORME
LIN-01975,MAG-0119,371781471817,Épicerie Sucrée,15,4,26.7,73.3,STOCK_FAIBLE
LIN-01976,MAG-0020,340358907596,Traiteur & Plats Cuisinés,18,18,100.0,0.0,CONFORME
LIN-01977,MAG-0148,392018629732,Produits Frais,15,12,80.0,20.0,CONFORME
LIN-01978,MAG-0092,387229982383,Produits Frais,23,4,17.4,82.6,STOCK_FAIBLE
LIN-01979,MAG-0019,331163982164,Épicerie Sucrée,9,4,44.4,55.6,STOCK_FAIBLE
LIN-01980,MAG-0024,315784697942,Boulangerie & Pâtisserie,6,2,33.3,66.7,STOCK_FAIBLE
LIN-01981,MAG-0057,372506981384,Produits Frais,13,7,53.8,46.2,CONFORME
LIN-01982,MAG-0010,360396579173,Boulangerie & Pâtisserie,7,6,85.7,14.3,CONFORME
LIN-01983,MAG-0106,364921105743,Épicerie Salée,18,2,11.1,88.9,STOCK_FAIBLE
LIN-01984,MAG-0017,365972121349,Boulangerie & Pâtisserie,20,17,85.0,15.0,CONFORME
LIN-01985,MAG-0149,367782216743,Épicerie Salée,23,15,65.2,34.8,CONFORME
LIN-01986,MAG-0010,314572939470,Traiteur & Plats Cuisinés,6,2,33.3,66.7,STOCK_FAIBLE
LIN-01987,MAG-0046,313251592659,Produits Frais,22,6,27.3,72.7,STOCK_FAIBLE
LIN-01988,MAG-0013,394964802114,Épicerie Salée,7,1,14.3,85.7,STOCK_FAIBLE
LIN-01989,MAG-0100,375057329093,Produits Frais,13,6,46.2,53.8,STOCK_FAIBLE
LIN-01990,MAG-0036,330527860013,Produits Frais,20,20,100.0,0.0,CONFORME
LIN-01991,MAG-0145,317418382087,Traiteur & Plats Cuisinés,21,15,71.4,28.6,CONFORME
LIN-01992,MAG-0148,337607263938,Produits Frais,16,3,18.8,81.2,STOCK_FAIBLE
LIN-01993,MAG-0092,344429465218,Produits Frais,10,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-01994,MAG-0102,398860225616,Traiteur & Plats Cuisinés,12,11,91.7,8.3,CONFORME
LIN-01995,MAG-0126,364494325132,Boissons & Jus,10,9,90.0,10.0,CONFORME
LIN-01996,MAG-0043,345663131136,Boulangerie & Pâtisserie,14,12,85.7,14.3,CONFORME
LIN-01997,MAG-0120,361309473285,Produits Frais,21,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-01998,MAG-0007,337136003260,Épicerie Sucrée,12,4,33.3,66.7,STOCK_FAIBLE
LIN-01999,MAG-0031,341553360180,Épicerie Salée,24,10,41.7,58.3,STOCK_FAIBLE
LIN-02000,MAG-0092,361428677244,Boulangerie & Pâtisserie,24,21,87.5,12.5,CONFORME
LIN-02001,MAG-0036,346954744827,Produits Frais,24,21,87.5,12.5,CONFORME
LIN-02002,MAG-0006,346968250603,Épicerie Salée,21,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-02003,MAG-0150,376837395115,Épicerie Sucrée,11,6,54.5,45.5,CONFORME
LIN-02004,MAG-0143,397653037813,Épicerie Salée,17,11,64.7,35.3,CONFORME
LIN-02005,MAG-0086,384643646031,Épicerie Salée,12,3,25.0,75.0,STOCK_FAIBLE
LIN-02006,MAG-0004,355074179030,Boissons & Jus,11,4,36.4,63.6,STOCK_FAIBLE
LIN-02007,MAG-0101,337812984201,Produits Frais,21,4,19.0,81.0,STOCK_FAIBLE
LIN-02008,MAG-0108,344597534064,Épicerie Salée,15,15,100.0,0.0,CONFORME
LIN-02009,MAG-0112,331874520599,Produits Frais,9,7,77.8,22.2,CONFORME
LIN-02010,MAG-0076,374686466767,Épicerie Salée,18,1,5.6,94.4,STOCK_FAIBLE
LIN-02011,MAG-0010,391084721820,Épicerie Salée,9,8,88.9,11.1,CONFORME
LIN-02012,MAG-0142,381957025882,Produits Frais,24,3,12.5,87.5,STOCK_FAIBLE
LIN-02013,MAG-0077,372623785570,Épicerie Sucrée,18,11,61.1,38.9,CONFORME
LIN-02014,MAG-0020,324231473378,Boissons & Jus,18,18,100.0,0.0,CONFORME
LIN-02015,MAG-0040,339833053668,Boissons & Jus,6,4,66.7,33.3,CONFORME
LIN-02016,MAG-0031,314449839163,Boulangerie & Pâtisserie,13,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-02017,MAG-0012,335400682521,Épicerie Sucrée,17,10,58.8,41.2,CONFORME
LIN-02018,MAG-0147,320594389545,Épicerie Sucrée,21,15,71.4,28.6,CONFORME
LIN-02019,MAG-0005,323036120327,Boulangerie & Pâtisserie,23,20,87.0,13.0,CONFORME
LIN-02020,MAG-0132,397181705778,Épicerie Salée,10,8,80.0,20.0,CONFORME
LIN-02021,MAG-0037,325215160661,Épicerie Salée,9,4,44.4,55.6,STOCK_FAIBLE
LIN-02022,MAG-0009,315108163765,Boissons & Jus,15,6,40.0,60.0,STOCK_FAIBLE
LIN-02023,MAG-0069,314644195979,Boissons & Jus,15,2,13.3,86.7,STOCK_FAIBLE
LIN-02024,MAG-0044,320074985690,Boissons & Jus,18,7,38.9,61.1,STOCK_FAIBLE
LIN-02025,MAG-0051,323205474494,Épicerie Salée,6,1,16.7,83.3,STOCK_FAIBLE
LIN-02026,MAG-0008,316217132767,Boissons & Jus,7,2,28.6,71.4,STOCK_FAIBLE
LIN-02027,MAG-0129,391289908596,Produits Frais,19,8,42.1,57.9,STOCK_FAIBLE
LIN-02028,MAG-0110,368559535068,Épicerie Sucrée,6,2,33.3,66.7,STOCK_FAIBLE
LIN-02029,MAG-0096,385783090525,Épicerie Sucrée,24,23,95.8,4.2,CONFORME
LIN-02030,MAG-0061,324177518956,Épicerie Sucrée,9,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-02031,MAG-0073,391507807501,Traiteur & Plats Cuisinés,15,5,33.3,66.7,STOCK_FAIBLE
LIN-02032,MAG-0003,322461059307,Épicerie Sucrée,22,9,40.9,59.1,STOCK_FAIBLE
LIN-02033,MAG-0091,398746990124,Épicerie Salée,10,7,70.0,30.0,CONFORME
LIN-02034,MAG-0136,358267877729,Boissons & Jus,10,2,20.0,80.0,STOCK_FAIBLE
LIN-02035,MAG-0073,385172085310,Boissons & Jus,19,18,94.7,5.3,CONFORME
LIN-02036,MAG-0028,331990844142,Épicerie Sucrée,6,4,66.7,33.3,CONFORME
LIN-02037,MAG-0101,380236975963,Produits Frais,23,2,8.7,91.3,STOCK_FAIBLE
LIN-02038,MAG-0090,376779375906,Traiteur & Plats Cuisinés,8,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-02039,MAG-0101,311785011492,Épicerie Sucrée,22,17,77.3,22.7,CONFORME
LIN-02040,MAG-0068,349907664894,Produits Frais,6,2,33.3,66.7,STOCK_FAIBLE
LIN-02041,MAG-0034,351220261900,Épicerie Sucrée,6,6,100.0,0.0,CONFORME
LIN-02042,MAG-0121,335824695087,Épicerie Salée,13,9,69.2,30.8,CONFORME
LIN-02043,MAG-0055,378335502981,Épicerie Sucrée,15,1,6.7,93.3,STOCK_FAIBLE
LIN-02044,MAG-0007,359971356587,Traiteur & Plats Cuisinés,17,7,41.2,58.8,STOCK_FAIBLE
LIN-02045,MAG-0096,336802389427,Produits Frais,10,10,100.0,0.0,CONFORME
LIN-02046,MAG-0035,363697125650,Boissons & Jus,15,13,86.7,13.3,CONFORME
LIN-02047,MAG-0050,337583580503,Boissons & Jus,20,16,80.0,20.0,CONFORME
LIN-02048,MAG-0122,351220261900,Épicerie Sucrée,7,6,85.7,14.3,CONFORME
LIN-02049,MAG-0087,349714913771,Boissons & Jus,11,10,90.9,9.1,CONFORME
LIN-02050,MAG-0036,359431781981,Épicerie Sucrée,6,3,50.0,50.0,CONFORME
LIN-02051,MAG-0112,387086110292,Boissons & Jus,18,15,83.3,16.7,CONFORME
LIN-02052,MAG-0112,398285428727,Boulangerie & Pâtisserie,19,5,26.3,73.7,STOCK_FAIBLE
LIN-02053,MAG-0147,390329219851,Épicerie Salée,19,5,26.3,73.7,STOCK_FAIBLE
LIN-02054,MAG-0017,369036262064,Traiteur & Plats Cuisinés,12,7,58.3,41.7,CONFORME
LIN-02055,MAG-0127,315807072626,Épicerie Sucrée,17,13,76.5,23.5,CONFORME
LIN-02056,MAG-0011,395768177122,Produits Frais,19,1,5.3,94.7,STOCK_FAIBLE
LIN-02057,MAG-0090,354209172503,Produits Frais,10,8,80.0,20.0,CONFORME
LIN-02058,MAG-0081,355186789494,Boissons & Jus,9,7,77.8,22.2,CONFORME
LIN-02059,MAG-0109,353922639962,Boulangerie & Pâtisserie,22,8,36.4,63.6,STOCK_FAIBLE
LIN-02060,MAG-0048,327207207844,Produits Frais,16,6,37.5,62.5,STOCK_FAIBLE
LIN-02061,MAG-0055,375174121652,Traiteur & Plats Cuisinés,18,11,61.1,38.9,CONFORME
LIN-02062,MAG-0090,374676733336,Épicerie Salée,19,16,84.2,15.8,CONFORME
LIN-02063,MAG-0088,395776072230,Boissons & Jus,18,12,66.7,33.3,CONFORME
LIN-02064,MAG-0128,345050289118,Produits Frais,15,10,66.7,33.3,CONFORME
LIN-02065,MAG-0082,354758549398,Produits Frais,12,9,75.0,25.0,CONFORME
LIN-02066,MAG-0134,358907403583,Traiteur & Plats Cuisinés,19,16,84.2,15.8,CONFORME
LIN-02067,MAG-0061,364616803228,Épicerie Sucrée,16,8,50.0,50.0,CONFORME
LIN-02068,MAG-0116,340247417753,Épicerie Sucrée,23,15,65.2,34.8,CONFORME
LIN-02069,MAG-0048,311352450243,Produits Frais,10,2,20.0,80.0,STOCK_FAIBLE
LIN-02070,MAG-0076,321582415261,Produits Frais,6,4,66.7,33.3,CONFORME
LIN-02071,MAG-0069,398275063624,Boissons & Jus,24,18,75.0,25.0,CONFORME
LIN-02072,MAG-0071,356887872467,Traiteur & Plats Cuisinés,10,9,90.0,10.0,CONFORME
LIN-02073,MAG-0050,373387739677,Produits Frais,21,19,90.5,9.5,CONFORME
LIN-02074,MAG-0033,384681785409,Épicerie Sucrée,24,16,66.7,33.3,CONFORME
LIN-02075,MAG-0008,388683777612,Traiteur & Plats Cuisinés,8,7,87.5,12.5,CONFORME
LIN-02076,MAG-0022,361411101779,Boissons & Jus,15,8,53.3,46.7,CONFORME
LIN-02077,MAG-0089,376813270904,Produits Frais,6,5,83.3,16.7,CONFORME
LIN-02078,MAG-0111,315884528663,Boissons & Jus,8,2,25.0,75.0,STOCK_FAIBLE
LIN-02079,MAG-0130,311797869768,Épicerie Sucrée,12,11,91.7,8.3,CONFORME
LIN-02080,MAG-0078,374000285102,Épicerie Salée,23,9,39.1,60.9,STOCK_FAIBLE
LIN-02081,MAG-0142,385483821549,Épicerie Sucrée,12,11,91.7,8.3,CONFORME
LIN-02082,MAG-0094,312045830489,Épicerie Salée,14,9,64.3,35.7,CONFORME
LIN-02083,MAG-0077,396241677001,Produits Frais,13,2,15.4,84.6,STOCK_FAIBLE
LIN-02084,MAG-0003,316634707202,Boulangerie & Pâtisserie,8,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-02085,MAG-0091,389345980132,Boulangerie & Pâtisserie,16,8,50.0,50.0,CONFORME
LIN-02086,MAG-0106,338648389249,Boissons & Jus,9,1,11.1,88.9,STOCK_FAIBLE
LIN-02087,MAG-0074,375343202644,Boulangerie & Pâtisserie,18,2,11.1,88.9,STOCK_FAIBLE
LIN-02088,MAG-0121,394898269199,Boulangerie & Pâtisserie,21,20,95.2,4.8,CONFORME
LIN-02089,MAG-0069,353962070853,Boulangerie & Pâtisserie,22,14,63.6,36.4,CONFORME
LIN-02090,MAG-0050,331647806772,Boulangerie & Pâtisserie,13,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-02091,MAG-0118,314276406105,Traiteur & Plats Cuisinés,17,4,23.5,76.5,STOCK_FAIBLE
LIN-02092,MAG-0029,358111122376,Boissons & Jus,10,4,40.0,60.0,STOCK_FAIBLE
LIN-02093,MAG-0097,340971844209,Épicerie Sucrée,9,2,22.2,77.8,STOCK_FAIBLE
LIN-02094,MAG-0015,310886627140,Épicerie Salée,6,3,50.0,50.0,CONFORME
LIN-02095,MAG-0083,338865281079,Épicerie Sucrée,23,5,21.7,78.3,STOCK_FAIBLE
LIN-02096,MAG-0129,357515707651,Boissons & Jus,19,8,42.1,57.9,STOCK_FAIBLE
LIN-02097,MAG-0145,314981086079,Boissons & Jus,14,12,85.7,14.3,CONFORME
LIN-02098,MAG-0084,319986198331,Épicerie Sucrée,15,13,86.7,13.3,CONFORME
LIN-02099,MAG-0107,377511528145,Épicerie Salée,9,1,11.1,88.9,STOCK_FAIBLE
LIN-02100,MAG-0031,311691338134,Boulangerie & Pâtisserie,15,4,26.7,73.3,STOCK_FAIBLE
LIN-02101,MAG-0030,348251891855,Traiteur & Plats Cuisinés,21,3,14.3,85.7,STOCK_FAIBLE
LIN-02102,MAG-0052,374646423380,Traiteur & Plats Cuisinés,18,7,38.9,61.1,STOCK_FAIBLE
LIN-02103,MAG-0120,323842762850,Épicerie Sucrée,8,8,100.0,0.0,CONFORME
LIN-02104,MAG-0104,383890250974,Épicerie Salée,10,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-02105,MAG-0080,332788150464,Boissons & Jus,21,12,57.1,42.9,CONFORME
LIN-02106,MAG-0048,323174974152,Épicerie Salée,6,6,100.0,0.0,CONFORME
LIN-02107,MAG-0083,355743675229,Produits Frais,19,16,84.2,15.8,CONFORME
LIN-02108,MAG-0130,329211979158,Boulangerie & Pâtisserie,7,2,28.6,71.4,STOCK_FAIBLE
LIN-02109,MAG-0022,350828447851,Produits Frais,10,1,10.0,90.0,STOCK_FAIBLE
LIN-02110,MAG-0118,353047972087,Boissons & Jus,24,11,45.8,54.2,STOCK_FAIBLE
LIN-02111,MAG-0041,372562532328,Boulangerie & Pâtisserie,18,6,33.3,66.7,STOCK_FAIBLE
LIN-02112,MAG-0074,390526946196,Produits Frais,8,8,100.0,0.0,CONFORME
LIN-02113,MAG-0017,312084428958,Épicerie Sucrée,21,15,71.4,28.6,CONFORME
LIN-02114,MAG-0031,350196920993,Épicerie Sucrée,21,5,23.8,76.2,STOCK_FAIBLE
LIN-02115,MAG-0055,359707711064,Épicerie Sucrée,21,11,52.4,47.6,CONFORME
LIN-02116,MAG-0025,380414444409,Boissons & Jus,23,13,56.5,43.5,CONFORME
LIN-02117,MAG-0019,375438388423,Boulangerie & Pâtisserie,7,2,28.6,71.4,STOCK_FAIBLE
LIN-02118,MAG-0069,336230125038,Traiteur & Plats Cuisinés,19,12,63.2,36.8,CONFORME
LIN-02119,MAG-0047,389237731589,Produits Frais,9,7,77.8,22.2,CONFORME
LIN-02120,MAG-0098,376252427145,Épicerie Salée,7,6,85.7,14.3,CONFORME
LIN-02121,MAG-0006,361045854896,Épicerie Salée,6,4,66.7,33.3,CONFORME
LIN-02122,MAG-0079,389501160628,Boulangerie & Pâtisserie,9,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-02123,MAG-0123,354395349858,Boissons & Jus,20,17,85.0,15.0,CONFORME
LIN-02124,MAG-0054,320594389545,Épicerie Sucrée,8,3,37.5,62.5,STOCK_FAIBLE
LIN-02125,MAG-0073,332949782160,Épicerie Sucrée,9,8,88.9,11.1,CONFORME
LIN-02126,MAG-0144,384902595589,Boulangerie & Pâtisserie,18,8,44.4,55.6,STOCK_FAIBLE
LIN-02127,MAG-0128,373758963355,Épicerie Salée,6,5,83.3,16.7,CONFORME
LIN-02128,MAG-0019,323279228554,Boulangerie & Pâtisserie,14,8,57.1,42.9,CONFORME
LIN-02129,MAG-0040,341070318095,Boulangerie & Pâtisserie,19,14,73.7,26.3,CONFORME
LIN-02130,MAG-0084,399133109357,Traiteur & Plats Cuisinés,11,9,81.8,18.2,CONFORME
LIN-02131,MAG-0090,318083946761,Boissons & Jus,10,2,20.0,80.0,STOCK_FAIBLE
LIN-02132,MAG-0111,317085529398,Épicerie Sucrée,17,14,82.4,17.6,CONFORME
LIN-02133,MAG-0102,310780821722,Produits Frais,9,4,44.4,55.6,STOCK_FAIBLE
LIN-02134,MAG-0107,326814382071,Traiteur & Plats Cuisinés,23,23,100.0,0.0,CONFORME
LIN-02135,MAG-0013,369109808120,Boissons & Jus,14,2,14.3,85.7,STOCK_FAIBLE
LIN-02136,MAG-0016,363555375587,Traiteur & Plats Cuisinés,22,12,54.5,45.5,CONFORME
LIN-02137,MAG-0032,387310161541,Boulangerie & Pâtisserie,24,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-02138,MAG-0014,312949759342,Produits Frais,12,9,75.0,25.0,CONFORME
LIN-02139,MAG-0079,396957750239,Épicerie Sucrée,9,8,88.9,11.1,CONFORME
LIN-02140,MAG-0112,396607445365,Épicerie Salée,10,5,50.0,50.0,CONFORME
LIN-02141,MAG-0057,335056866651,Épicerie Salée,22,14,63.6,36.4,CONFORME
LIN-02142,MAG-0001,354110973828,Boulangerie & Pâtisserie,8,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-02143,MAG-0122,370311187325,Épicerie Sucrée,8,6,75.0,25.0,CONFORME
LIN-02144,MAG-0085,316778834503,Produits Frais,20,6,30.0,70.0,STOCK_FAIBLE
LIN-02145,MAG-0093,311583513376,Boissons & Jus,14,8,57.1,42.9,CONFORME
LIN-02146,MAG-0089,320693301958,Produits Frais,11,6,54.5,45.5,CONFORME
LIN-02147,MAG-0041,325739497719,Produits Frais,24,18,75.0,25.0,CONFORME
LIN-02148,MAG-0068,357359386538,Épicerie Sucrée,12,12,100.0,0.0,CONFORME
LIN-02149,MAG-0123,395429501539,Épicerie Salée,17,4,23.5,76.5,STOCK_FAIBLE
LIN-02150,MAG-0136,391848952406,Boissons & Jus,17,13,76.5,23.5,CONFORME
LIN-02151,MAG-0048,315333265281,Épicerie Salée,11,11,100.0,0.0,CONFORME
LIN-02152,MAG-0105,343283279275,Épicerie Sucrée,11,1,9.1,90.9,STOCK_FAIBLE
LIN-02153,MAG-0037,317851674435,Produits Frais,6,3,50.0,50.0,CONFORME
LIN-02154,MAG-0034,391202555395,Épicerie Sucrée,15,1,6.7,93.3,STOCK_FAIBLE
LIN-02155,MAG-0016,329736440107,Produits Frais,11,4,36.4,63.6,STOCK_FAIBLE
LIN-02156,MAG-0080,399597213698,Traiteur & Plats Cuisinés,20,20,100.0,0.0,CONFORME
LIN-02157,MAG-0149,352562724037,Produits Frais,20,4,20.0,80.0,STOCK_FAIBLE
LIN-02158,MAG-0021,396607445365,Épicerie Salée,10,10,100.0,0.0,CONFORME
LIN-02159,MAG-0008,329765301058,Produits Frais,7,1,14.3,85.7,STOCK_FAIBLE
LIN-02160,MAG-0049,397228307207,Épicerie Salée,23,2,8.7,91.3,STOCK_FAIBLE
LIN-02161,MAG-0006,367603926991,Traiteur & Plats Cuisinés,24,3,12.5,87.5,STOCK_FAIBLE
LIN-02162,MAG-0041,368442730216,Épicerie Sucrée,14,5,35.7,64.3,STOCK_FAIBLE
LIN-02163,MAG-0121,385693599119,Traiteur & Plats Cuisinés,21,18,85.7,14.3,CONFORME
LIN-02164,MAG-0002,331162519172,Boulangerie & Pâtisserie,10,1,10.0,90.0,STOCK_FAIBLE
LIN-02165,MAG-0006,386697792322,Épicerie Salée,13,13,100.0,0.0,CONFORME
LIN-02166,MAG-0106,332320792116,Boissons & Jus,18,12,66.7,33.3,CONFORME
LIN-02167,MAG-0112,393248126333,Épicerie Salée,14,3,21.4,78.6,STOCK_FAIBLE
LIN-02168,MAG-0102,344961442930,Boulangerie & Pâtisserie,19,7,36.8,63.2,STOCK_FAIBLE
LIN-02169,MAG-0127,314992154080,Épicerie Salée,6,2,33.3,66.7,STOCK_FAIBLE
LIN-02170,MAG-0139,327596867354,Boissons & Jus,15,6,40.0,60.0,STOCK_FAIBLE
LIN-02171,MAG-0106,340958297161,Produits Frais,20,14,70.0,30.0,CONFORME
LIN-02172,MAG-0112,388715001149,Épicerie Salée,6,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-02173,MAG-0005,388983636077,Boissons & Jus,10,1,10.0,90.0,STOCK_FAIBLE
LIN-02174,MAG-0001,390593736365,Boissons & Jus,11,11,100.0,0.0,CONFORME
LIN-02175,MAG-0017,364100757767,Produits Frais,19,5,26.3,73.7,STOCK_FAIBLE
LIN-02176,MAG-0057,365865504581,Boissons & Jus,9,7,77.8,22.2,CONFORME
LIN-02177,MAG-0022,350609010295,Traiteur & Plats Cuisinés,7,5,71.4,28.6,CONFORME
LIN-02178,MAG-0110,370506691410,Traiteur & Plats Cuisinés,20,10,50.0,50.0,CONFORME
LIN-02179,MAG-0106,320808984193,Épicerie Sucrée,9,9,100.0,0.0,CONFORME
LIN-02180,MAG-0126,370711195959,Épicerie Sucrée,6,3,50.0,50.0,CONFORME
LIN-02181,MAG-0058,343594718786,Traiteur & Plats Cuisinés,24,3,12.5,87.5,STOCK_FAIBLE
LIN-02182,MAG-0092,378159030832,Produits Frais,6,4,66.7,33.3,CONFORME
LIN-02183,MAG-0028,366778018632,Produits Frais,24,14,58.3,41.7,CONFORME
LIN-02184,MAG-0032,362441414882,Traiteur & Plats Cuisinés,10,1,10.0,90.0,STOCK_FAIBLE
LIN-02185,MAG-0067,397340950344,Produits Frais,7,6,85.7,14.3,CONFORME
LIN-02186,MAG-0099,380619209041,Épicerie Sucrée,12,7,58.3,41.7,CONFORME
LIN-02187,MAG-0110,358953177596,Boissons & Jus,13,10,76.9,23.1,CONFORME
LIN-02188,MAG-0118,312513191267,Produits Frais,20,18,90.0,10.0,CONFORME
LIN-02189,MAG-0041,317316607916,Épicerie Salée,8,6,75.0,25.0,CONFORME
LIN-02190,MAG-0131,325017061712,Traiteur & Plats Cuisinés,7,7,100.0,0.0,CONFORME
