id_magasin,nom_magasin,enseigne,commune,code_departement,nom_region,tranche_horaire,affluence_clients_jour,taux_conversion_passage_caisses_pct,demarque_pertes_produits_frais_14j_eur,consigne_reassort_automatique
MAG-0083,Auchan Super Lille #83,Auchan Super,Lille,59 - Nord,Hauts-de-France,14h-17h,1554,84.4,17334.15,REASSORT_URGENT_AUTOMATIQUE
MAG-0083,Auchan Super Lille #83,Auchan Super,Lille,59 - Nord,Hauts-de-France,17h-20h,602,62.3,8969.08,CONFORME
MAG-0084,E.Leclerc Nantes #84,E.Leclerc,Nantes,44 - Loire-Atlantique,Pays de la Loire,08h-11h,2581,76.8,13869.91,REASSORT_URGENT_AUTOMATIQUE
MAG-0084,E.Leclerc Nantes #84,E.Leclerc,Nantes,44 - Loire-Atlantique,Pays de la Loire,11h-14h,871,63.4,8399.39,CONFORME
MAG-0084,E.Leclerc Nantes #84,E.Leclerc,Nantes,44 - Loire-Atlantique,Pays de la Loire,14h-17h,2072,81.4,16885.67,REASSORT_URGENT_AUTOMATIQUE
MAG-0084,E.Leclerc Nantes #84,E.Leclerc,Nantes,44 - Loire-Atlantique,Pays de la Loire,17h-20h,1344,75.5,7289.17,CONFORME
MAG-0085,Auchan Super Bordeaux #85,Auchan Super,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,08h-11h,911,88.0,15584.24,REASSORT_URGENT_AUTOMATIQUE
MAG-0085,Auchan Super Bordeaux #85,Auchan Super,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,11h-14h,363,82.6,9846.91,CONFORME
MAG-0085,Auchan Super Bordeaux #85,Auchan Super,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,14h-17h,710,73.7,8812.61,CONFORME
MAG-0085,Auchan Super Bordeaux #85,Auchan Super,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,17h-20h,2078,85.8,7705.57,CONFORME
MAG-0086,Monoprix Nantes #86,Monoprix,Nantes,44 - Loire-Atlantique,Pays de la Loire,08h-11h,1370,72.7,1537.8,CONFORME
MAG-0086,Monoprix Nantes #86,Monoprix,Nantes,44 - Loire-Atlantique,Pays de la Loire,11h-14h,2307,70.6,6649.03,CONFORME
MAG-0086,Monoprix Nantes #86,Monoprix,Nantes,44 - Loire-Atlantique,Pays de la Loire,14h-17h,2757,70.9,7460.29,CONFORME
MAG-0086,Monoprix Nantes #86,Monoprix,Nantes,44 - Loire-Atlantique,Pays de la Loire,17h-20h,1355,64.7,7770.91,CONFORME
MAG-0087,Carrefour Hyper Lyon #87,Carrefour Hyper,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,08h-11h,2035,82.3,7875.97,CONFORME
MAG-0087,Carrefour Hyper Lyon #87,Carrefour Hyper,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,11h-14h,534,72.1,4257.9,CONFORME
MAG-0087,Carrefour Hyper Lyon #87,Carrefour Hyper,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,14h-17h,1715,68.1,9243.29,CONFORME
MAG-0087,Carrefour Hyper Lyon #87,Carrefour Hyper,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,17h-20h,508,67.4,14766.44,REASSORT_URGENT_AUTOMATIQUE
MAG-0088,E.Leclerc Strasbourg #88,E.Leclerc,Strasbourg,67 - Bas-Rhin,Grand Est,08h-11h,1929,75.4,3515.43,CONFORME
MAG-0088,E.Leclerc Strasbourg #88,E.Leclerc,Strasbourg,67 - Bas-Rhin,Grand Est,11h-14h,2408,74.4,15668.91,REASSORT_URGENT_AUTOMATIQUE
MAG-0088,E.Leclerc Strasbourg #88,E.Leclerc,Strasbourg,67 - Bas-Rhin,Grand Est,14h-17h,2116,80.8,8688.45,CONFORME
MAG-0088,E.Leclerc Strasbourg #88,E.Leclerc,Strasbourg,67 - Bas-Rhin,Grand Est,17h-20h,1903,69.1,15568.58,REASSORT_URGENT_AUTOMATIQUE
MAG-0089,Auchan Super Lyon #89,Auchan Super,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,08h-11h,1151,85.3,8031.78,CONFORME
MAG-0089,Auchan Super Lyon #89,Auchan Super,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,11h-14h,1672,64.6,11363.17,CONFORME
MAG-0089,Auchan Super Lyon #89,Auchan Super,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,14h-17h,1646,78.2,5196.45,CONFORME
MAG-0089,Auchan Super Lyon #89,Auchan Super,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,17h-20h,2627,64.1,1280.63,CONFORME
MAG-0090,Carrefour Hyper Paris #90,Carrefour Hyper,Paris,75 - Paris,Île-de-France,08h-11h,1767,84.8,17182.5,REASSORT_URGENT_AUTOMATIQUE
MAG-0090,Carrefour Hyper Paris #90,Carrefour Hyper,Paris,75 - Paris,Île-de-France,11h-14h,2119,82.9,3610.64,CONFORME
MAG-0090,Carrefour Hyper Paris #90,Carrefour Hyper,Paris,75 - Paris,Île-de-France,14h-17h,878,63.3,13005.92,REASSORT_URGENT_AUTOMATIQUE
MAG-0090,Carrefour Hyper Paris #90,Carrefour Hyper,Paris,75 - Paris,Île-de-France,17h-20h,1711,71.1,3994.31,CONFORME
MAG-0091,E.Leclerc Bordeaux #91,E.Leclerc,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,08h-11h,1719,74.2,14063.2,REASSORT_URGENT_AUTOMATIQUE
MAG-0091,E.Leclerc Bordeaux #91,E.Leclerc,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,11h-14h,978,86.8,3797.39,CONFORME
MAG-0091,E.Leclerc Bordeaux #91,E.Leclerc,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,14h-17h,2093,87.6,5148.74,CONFORME
MAG-0091,E.Leclerc Bordeaux #91,E.Leclerc,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,17h-20h,2258,81.6,3202.76,CONFORME
MAG-0092,Monoprix Marseille #92,Monoprix,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,08h-11h,1002,84.0,8702.34,CONFORME
MAG-0092,Monoprix Marseille #92,Monoprix,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,11h-14h,2138,80.6,16225.23,REASSORT_URGENT_AUTOMATIQUE
MAG-0092,Monoprix Marseille #92,Monoprix,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,14h-17h,2417,87.7,13997.71,REASSORT_URGENT_AUTOMATIQUE
MAG-0092,Monoprix Marseille #92,Monoprix,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,17h-20h,764,74.1,15759.76,REASSORT_URGENT_AUTOMATIQUE
MAG-0093,E.Leclerc Lyon #93,E.Leclerc,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,08h-11h,1116,86.4,7486.73,CONFORME
MAG-0093,E.Leclerc Lyon #93,E.Leclerc,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,11h-14h,2488,68.6,16797.8,REASSORT_URGENT_AUTOMATIQUE
MAG-0093,E.Leclerc Lyon #93,E.Leclerc,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,14h-17h,1748,74.4,2527.53,CONFORME
MAG-0093,E.Leclerc Lyon #93,E.Leclerc,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,17h-20h,2399,76.9,5689.06,CONFORME
MAG-0094,Monoprix Marseille #94,Monoprix,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,08h-11h,2655,64.6,14066.53,REASSORT_URGENT_AUTOMATIQUE
MAG-0094,Monoprix Marseille #94,Monoprix,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,11h-14h,1773,87.4,5346.08,CONFORME
MAG-0094,Monoprix Marseille #94,Monoprix,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,14h-17h,1770,79.8,2614.01,CONFORME
MAG-0094,Monoprix Marseille #94,Monoprix,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,17h-20h,1226,66.5,2959.81,CONFORME
MAG-0095,Monoprix Lille #95,Monoprix,Lille,59 - Nord,Hauts-de-France,08h-11h,2233,67.0,14529.58,REASSORT_URGENT_AUTOMATIQUE
MAG-0095,Monoprix Lille #95,Monoprix,Lille,59 - Nord,Hauts-de-France,11h-14h,1265,86.7,15062.27,REASSORT_URGENT_AUTOMATIQUE
MAG-0095,Monoprix Lille #95,Monoprix,Lille,59 - Nord,Hauts-de-France,14h-17h,1850,76.5,10748.94,CONFORME
MAG-0095,Monoprix Lille #95,Monoprix,Lille,59 - Nord,Hauts-de-France,17h-20h,2569,87.2,14716.57,REASSORT_URGENT_AUTOMATIQUE
MAG-0096,E.Leclerc Rennes #96,E.Leclerc,Rennes,35 - Ille-et-Vilaine,Bretagne,08h-11h,673,68.9,1986.11,CONFORME
MAG-0096,E.Leclerc Rennes #96,E.Leclerc,Rennes,35 - Ille-et-Vilaine,Bretagne,11h-14h,2188,67.4,2293.72,CONFORME
MAG-0096,E.Leclerc Rennes #96,E.Leclerc,Rennes,35 - Ille-et-Vilaine,Bretagne,14h-17h,2030,86.6,3523.93,CONFORME
MAG-0096,E.Leclerc Rennes #96,E.Leclerc,Rennes,35 - Ille-et-Vilaine,Bretagne,17h-20h,1644,65.1,13407.82,REASSORT_URGENT_AUTOMATIQUE
MAG-0097,Carrefour Hyper Strasbourg #97,Carrefour Hyper,Strasbourg,67 - Bas-Rhin,Grand Est,08h-11h,430,70.5,6947.58,CONFORME
MAG-0097,Carrefour Hyper Strasbourg #97,Carrefour Hyper,Strasbourg,67 - Bas-Rhin,Grand Est,11h-14h,1043,85.0,10376.81,CONFORME
MAG-0097,Carrefour Hyper Strasbourg #97,Carrefour Hyper,Strasbourg,67 - Bas-Rhin,Grand Est,14h-17h,2669,80.8,3284.97,CONFORME
MAG-0097,Carrefour Hyper Strasbourg #97,Carrefour Hyper,Strasbourg,67 - Bas-Rhin,Grand Est,17h-20h,1134,65.4,14936.73,REASSORT_URGENT_AUTOMATIQUE
MAG-0098,Auchan Super Rennes #98,Auchan Super,Rennes,35 - Ille-et-Vilaine,Bretagne,08h-11h,665,70.4,12727.55,REASSORT_URGENT_AUTOMATIQUE
MAG-0098,Auchan Super Rennes #98,Auchan Super,Rennes,35 - Ille-et-Vilaine,Bretagne,11h-14h,1553,80.3,11518.73,CONFORME
MAG-0098,Auchan Super Rennes #98,Auchan Super,Rennes,35 - Ille-et-Vilaine,Bretagne,14h-17h,1218,62.3,10869.84,CONFORME
MAG-0098,Auchan Super Rennes #98,Auchan Super,Rennes,35 - Ille-et-Vilaine,Bretagne,17h-20h,2291,63.8,8881.37,CONFORME
MAG-0099,E.Leclerc Marseille #99,E.Leclerc,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,08h-11h,2456,80.1,16178.46,REASSORT_URGENT_AUTOMATIQUE
MAG-0099,E.Leclerc Marseille #99,E.Leclerc,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,11h-14h,1473,65.8,2601.95,CONFORME
MAG-0099,E.Leclerc Marseille #99,E.Leclerc,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,14h-17h,740,75.0,6568.6,CONFORME
MAG-0099,E.Leclerc Marseille #99,E.Leclerc,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,17h-20h,502,73.3,14499.36,REASSORT_URGENT_AUTOMATIQUE
MAG-0100,Intermarché Lyon #100,Intermarché,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,08h-11h,1331,74.4,8584.57,CONFORME
MAG-0100,Intermarché Lyon #100,Intermarché,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,11h-14h,592,68.1,12066.01,REASSORT_URGENT_AUTOMATIQUE
MAG-0100,Intermarché Lyon #100,Intermarché,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,14h-17h,2342,86.4,14295.71,REASSORT_URGENT_AUTOMATIQUE
MAG-0100,Intermarché Lyon #100,Intermarché,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,17h-20h,1976,68.9,14974.32,REASSORT_URGENT_AUTOMATIQUE
MAG-0101,Auchan Super Nantes #101,Auchan Super,Nantes,44 - Loire-Atlantique,Pays de la Loire,08h-11h,1031,79.3,7650.83,CONFORME
MAG-0101,Auchan Super Nantes #101,Auchan Super,Nantes,44 - Loire-Atlantique,Pays de la Loire,11h-14h,1526,84.7,6729.65,CONFORME
MAG-0101,Auchan Super Nantes #101,Auchan Super,Nantes,44 - Loire-Atlantique,Pays de la Loire,14h-17h,736,88.4,14420.96,REASSORT_URGENT_AUTOMATIQUE
MAG-0101,Auchan Super Nantes #101,Auchan Super,Nantes,44 - Loire-Atlantique,Pays de la Loire,17h-20h,1420,71.7,15486.12,REASSORT_URGENT_AUTOMATIQUE
MAG-0102,E.Leclerc Bordeaux #102,E.Leclerc,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,08h-11h,578,86.7,14247.28,REASSORT_URGENT_AUTOMATIQUE
MAG-0102,E.Leclerc Bordeaux #102,E.Leclerc,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,11h-14h,1860,80.3,2103.98,CONFORME
MAG-0102,E.Leclerc Bordeaux #102,E.Leclerc,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,14h-17h,2794,78.2,14012.79,REASSORT_URGENT_AUTOMATIQUE
MAG-0102,E.Leclerc Bordeaux #102,E.Leclerc,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,17h-20h,723,86.0,3502.62,CONFORME
MAG-0103,Carrefour Hyper Toulouse #103,Carrefour Hyper,Toulouse,31 - Haute-Garonne,Occitanie,08h-11h,1922,84.0,1596.02,CONFORME
MAG-0103,Carrefour Hyper Toulouse #103,Carrefour Hyper,Toulouse,31 - Haute-Garonne,Occitanie,11h-14h,2020,86.0,10323.43,CONFORME
MAG-0103,Carrefour Hyper Toulouse #103,Carrefour Hyper,Toulouse,31 - Haute-Garonne,Occitanie,14h-17h,1291,75.6,9801.38,CONFORME
MAG-0103,Carrefour Hyper Toulouse #103,Carrefour Hyper,Toulouse,31 - Haute-Garonne,Occitanie,17h-20h,2180,64.1,11823.95,CONFORME
MAG-0104,Monoprix Rennes #104,Monoprix,Rennes,35 - Ille-et-Vilaine,Bretagne,08h-11h,892,87.1,11640.19,CONFORME
MAG-0104,Monoprix Rennes #104,Monoprix,Rennes,35 - Ille-et-Vilaine,Bretagne,11h-14h,856,69.5,17714.53,REASSORT_URGENT_AUTOMATIQUE
MAG-0104,Monoprix Rennes #104,Monoprix,Rennes,35 - Ille-et-Vilaine,Bretagne,14h-17h,2400,84.7,3480.07,CONFORME
MAG-0104,Monoprix Rennes #104,Monoprix,Rennes,35 - Ille-et-Vilaine,Bretagne,17h-20h,2221,77.5,14393.71,REASSORT_URGENT_AUTOMATIQUE
MAG-0105,Monoprix Lille #105,Monoprix,Lille,59 - Nord,Hauts-de-France,08h-11h,1799,72.3,8900.38,CONFORME
MAG-0105,Monoprix Lille #105,Monoprix,Lille,59 - Nord,Hauts-de-France,11h-14h,2633,70.5,4663.85,CONFORME
MAG-0105,Monoprix Lille #105,Monoprix,Lille,59 - Nord,Hauts-de-France,14h-17h,506,69.2,12632.25,REASSORT_URGENT_AUTOMATIQUE
MAG-0105,Monoprix Lille #105,Monoprix,Lille,59 - Nord,Hauts-de-France,17h-20h,1862,63.9,15451.44,REASSORT_URGENT_AUTOMATIQUE
MAG-0106,Intermarché Strasbourg #106,Intermarché,Strasbourg,67 - Bas-Rhin,Grand Est,08h-11h,382,70.6,1501.08,CONFORME
MAG-0106,Intermarché Strasbourg #106,Intermarché,Strasbourg,67 - Bas-Rhin,Grand Est,11h-14h,2297,72.2,4427.77,CONFORME
MAG-0106,Intermarché Strasbourg #106,Intermarché,Strasbourg,67 - Bas-Rhin,Grand Est,14h-17h,1701,85.0,9877.94,CONFORME
MAG-0106,Intermarché Strasbourg #106,Intermarché,Strasbourg,67 - Bas-Rhin,Grand Est,17h-20h,758,71.4,9885.54,CONFORME
MAG-0107,Monoprix Marseille #107,Monoprix,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,08h-11h,1305,78.1,1524.25,CONFORME
MAG-0107,Monoprix Marseille #107,Monoprix,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,11h-14h,874,79.2,6636.79,CONFORME
MAG-0107,Monoprix Marseille #107,Monoprix,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,14h-17h,1619,74.8,6510.25,CONFORME
MAG-0107,Monoprix Marseille #107,Monoprix,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,17h-20h,2758,66.5,1552.53,CONFORME
MAG-0108,Carrefour Hyper Marseille #108,Carrefour Hyper,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,08h-11h,1883,84.8,7887.08,CONFORME
MAG-0108,Carrefour Hyper Marseille #108,Carrefour Hyper,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,11h-14h,2625,70.9,9973.5,CONFORME
MAG-0108,Carrefour Hyper Marseille #108,Carrefour Hyper,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,14h-17h,2776,66.3,13646.59,REASSORT_URGENT_AUTOMATIQUE
MAG-0108,Carrefour Hyper Marseille #108,Carrefour Hyper,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,17h-20h,2369,67.1,16571.51,REASSORT_URGENT_AUTOMATIQUE
MAG-0109,Carrefour Hyper Toulouse #109,Carrefour Hyper,Toulouse,31 - Haute-Garonne,Occitanie,08h-11h,408,70.3,9758.34,CONFORME
MAG-0109,Carrefour Hyper Toulouse #109,Carrefour Hyper,Toulouse,31 - Haute-Garonne,Occitanie,11h-14h,2099,73.7,17432.33,REASSORT_URGENT_AUTOMATIQUE
MAG-0109,Carrefour Hyper Toulouse #109,Carrefour Hyper,Toulouse,31 - Haute-Garonne,Occitanie,14h-17h,2714,82.8,15667.14,REASSORT_URGENT_AUTOMATIQUE
MAG-0109,Carrefour Hyper Toulouse #109,Carrefour Hyper,Toulouse,31 - Haute-Garonne,Occitanie,17h-20h,678,72.8,13527.01,REASSORT_URGENT_AUTOMATIQUE
MAG-0110,Intermarché Paris #110,Intermarché,Paris,75 - Paris,Île-de-France,08h-11h,2349,72.7,16881.17,REASSORT_URGENT_AUTOMATIQUE
MAG-0110,Intermarché Paris #110,Intermarché,Paris,75 - Paris,Île-de-France,11h-14h,2702,68.8,4628.05,CONFORME
MAG-0110,Intermarché Paris #110,Intermarché,Paris,75 - Paris,Île-de-France,14h-17h,368,79.3,12766.32,REASSORT_URGENT_AUTOMATIQUE
MAG-0110,Intermarché Paris #110,Intermarché,Paris,75 - Paris,Île-de-France,17h-20h,1420,78.9,17443.56,REASSORT_URGENT_AUTOMATIQUE
MAG-0111,Auchan Super Nantes #111,Auchan Super,Nantes,44 - Loire-Atlantique,Pays de la Loire,08h-11h,1726,80.2,5696.87,CONFORME
MAG-0111,Auchan Super Nantes #111,Auchan Super,Nantes,44 - Loire-Atlantique,Pays de la Loire,11h-14h,2321,85.2,3190.23,CONFORME
MAG-0111,Auchan Super Nantes #111,Auchan Super,Nantes,44 - Loire-Atlantique,Pays de la Loire,14h-17h,716,62.8,8404.64,CONFORME
MAG-0111,Auchan Super Nantes #111,Auchan Super,Nantes,44 - Loire-Atlantique,Pays de la Loire,17h-20h,1646,68.4,9830.69,CONFORME
MAG-0112,Carrefour Hyper Lyon #112,Carrefour Hyper,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,08h-11h,2558,76.1,3729.6,CONFORME
MAG-0112,Carrefour Hyper Lyon #112,Carrefour Hyper,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,11h-14h,2020,77.7,15045.31,REASSORT_URGENT_AUTOMATIQUE
MAG-0112,Carrefour Hyper Lyon #112,Carrefour Hyper,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,14h-17h,1724,63.3,11043.44,CONFORME
MAG-0112,Carrefour Hyper Lyon #112,Carrefour Hyper,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,17h-20h,1641,66.5,8972.94,CONFORME
MAG-0113,Intermarché Bordeaux #113,Intermarché,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,08h-11h,1218,81.6,10325.68,CONFORME
MAG-0113,Intermarché Bordeaux #113,Intermarché,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,11h-14h,2016,68.6,9890.28,CONFORME
MAG-0113,Intermarché Bordeaux #113,Intermarché,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,14h-17h,1377,62.3,5607.5,CONFORME
MAG-0113,Intermarché Bordeaux #113,Intermarché,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,17h-20h,2756,86.4,2802.55,CONFORME
MAG-0114,Auchan Super Lille #114,Auchan Super,Lille,59 - Nord,Hauts-de-France,08h-11h,1603,83.6,3383.51,CONFORME
MAG-0114,Auchan Super Lille #114,Auchan Super,Lille,59 - Nord,Hauts-de-France,11h-14h,741,84.4,15998.83,REASSORT_URGENT_AUTOMATIQUE
MAG-0114,Auchan Super Lille #114,Auchan Super,Lille,59 - Nord,Hauts-de-France,14h-17h,1486,82.3,14428.16,REASSORT_URGENT_AUTOMATIQUE
MAG-0114,Auchan Super Lille #114,Auchan Super,Lille,59 - Nord,Hauts-de-France,17h-20h,1295,73.9,12362.97,REASSORT_URGENT_AUTOMATIQUE
MAG-0115,E.Leclerc Lille #115,E.Leclerc,Lille,59 - Nord,Hauts-de-France,08h-11h,852,82.5,13552.67,REASSORT_URGENT_AUTOMATIQUE
MAG-0115,E.Leclerc Lille #115,E.Leclerc,Lille,59 - Nord,Hauts-de-France,11h-14h,1763,64.8,11713.79,CONFORME
MAG-0115,E.Leclerc Lille #115,E.Leclerc,Lille,59 - Nord,Hauts-de-France,14h-17h,2535,67.5,16291.59,REASSORT_URGENT_AUTOMATIQUE
MAG-0115,E.Leclerc Lille #115,E.Leclerc,Lille,59 - Nord,Hauts-de-France,17h-20h,1225,62.9,5584.49,CONFORME
MAG-0116,Monoprix Marseille #116,Monoprix,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,08h-11h,2302,66.2,5918.95,CONFORME
MAG-0116,Monoprix Marseille #116,Monoprix,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,11h-14h,2164,81.3,8630.93,CONFORME
MAG-0116,Monoprix Marseille #116,Monoprix,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,14h-17h,1407,69.8,11446.8,CONFORME
MAG-0116,Monoprix Marseille #116,Monoprix,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,17h-20h,2279,69.0,13729.81,REASSORT_URGENT_AUTOMATIQUE
MAG-0117,Carrefour Hyper Rennes #117,Carrefour Hyper,Rennes,35 - Ille-et-Vilaine,Bretagne,08h-11h,1932,73.3,2841.77,CONFORME
MAG-0117,Carrefour Hyper Rennes #117,Carrefour Hyper,Rennes,35 - Ille-et-Vilaine,Bretagne,11h-14h,2747,84.9,3970.23,CONFORME
MAG-0117,Carrefour Hyper Rennes #117,Carrefour Hyper,Rennes,35 - Ille-et-Vilaine,Bretagne,14h-17h,1226,80.3,13396.79,REASSORT_URGENT_AUTOMATIQUE
MAG-0117,Carrefour Hyper Rennes #117,Carrefour Hyper,Rennes,35 - Ille-et-Vilaine,Bretagne,17h-20h,2515,84.7,9726.55,CONFORME
MAG-0118,Intermarché Strasbourg #118,Intermarché,Strasbourg,67 - Bas-Rhin,Grand Est,08h-11h,2202,70.4,6790.81,CONFORME
MAG-0118,Intermarché Strasbourg #118,Intermarché,Strasbourg,67 - Bas-Rhin,Grand Est,11h-14h,1562,80.4,9749.69,CONFORME
MAG-0118,Intermarché Strasbourg #118,Intermarché,Strasbourg,67 - Bas-Rhin,Grand Est,14h-17h,2778,63.7,11278.51,CONFORME
MAG-0118,Intermarché Strasbourg #118,Intermarché,Strasbourg,67 - Bas-Rhin,Grand Est,17h-20h,910,72.9,8581.51,CONFORME
MAG-0119,Auchan Super Lyon #119,Auchan Super,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,08h-11h,1541,66.8,13893.6,REASSORT_URGENT_AUTOMATIQUE
MAG-0119,Auchan Super Lyon #119,Auchan Super,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,11h-14h,2592,69.6,12692.06,REASSORT_URGENT_AUTOMATIQUE
MAG-0119,Auchan Super Lyon #119,Auchan Super,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,14h-17h,1002,70.2,12915.64,REASSORT_URGENT_AUTOMATIQUE
MAG-0119,Auchan Super Lyon #119,Auchan Super,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,17h-20h,1481,87.1,6576.78,CONFORME
MAG-0120,Auchan Super Marseille #120,Auchan Super,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,08h-11h,1475,62.6,14788.13,REASSORT_URGENT_AUTOMATIQUE
MAG-0120,Auchan Super Marseille #120,Auchan Super,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,11h-14h,2501,79.6,3999.09,CONFORME
MAG-0120,Auchan Super Marseille #120,Auchan Super,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,14h-17h,2693,87.1,9711.07,CONFORME
MAG-0120,Auchan Super Marseille #120,Auchan Super,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,17h-20h,2115,68.6,8245.86,CONFORME
MAG-0121,Intermarché Toulouse #121,Intermarché,Toulouse,31 - Haute-Garonne,Occitanie,08h-11h,808,78.6,11159.47,CONFORME
MAG-0121,Intermarché Toulouse #121,Intermarché,Toulouse,31 - Haute-Garonne,Occitanie,11h-14h,947,82.4,17572.74,REASSORT_URGENT_AUTOMATIQUE
MAG-0121,Intermarché Toulouse #121,Intermarché,Toulouse,31 - Haute-Garonne,Occitanie,14h-17h,1963,86.6,10691.09,CONFORME
MAG-0121,Intermarché Toulouse #121,Intermarché,Toulouse,31 - Haute-Garonne,Occitanie,17h-20h,1361,83.7,8154.97,CONFORME
MAG-0122,E.Leclerc Marseille #122,E.Leclerc,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,08h-11h,439,86.5,17851.21,REASSORT_URGENT_AUTOMATIQUE
MAG-0122,E.Leclerc Marseille #122,E.Leclerc,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,11h-14h,2537,63.6,14930.52,REASSORT_URGENT_AUTOMATIQUE
MAG-0122,E.Leclerc Marseille #122,E.Leclerc,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,14h-17h,2455,85.0,9876.89,CONFORME
MAG-0122,E.Leclerc Marseille #122,E.Leclerc,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,17h-20h,1718,66.8,8577.3,CONFORME
MAG-0123,Carrefour Hyper Rennes #123,Carrefour Hyper,Rennes,35 - Ille-et-Vilaine,Bretagne,08h-11h,2244,69.8,16108.51,REASSORT_URGENT_AUTOMATIQUE
MAG-0123,Carrefour Hyper Rennes #123,Carrefour Hyper,Rennes,35 - Ille-et-Vilaine,Bretagne,11h-14h,2732,74.7,17916.95,REASSORT_URGENT_AUTOMATIQUE
MAG-0123,Carrefour Hyper Rennes #123,Carrefour Hyper,Rennes,35 - Ille-et-Vilaine,Bretagne,14h-17h,2446,64.7,10772.1,CONFORME
