id_releve_panier,commune,code_departement,nom_region,rayon_categorie,prix_moyen_panier_eur,marge_brute_pct,part_produits_bio_pct,part_marques_distributeur_pct
PAN-00500,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Épicerie,54.74,26.5,34.4,50.3
PAN-00501,Lille,59 - Nord,Hauts-de-France,Produits Laitiers,81.11,43.2,24.3,53.1
PAN-00502,Toulouse,31 - Haute-Garonne,Occitanie,Boulangerie,66.25,47.1,23.7,54.5
PAN-00503,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,49.67,30.8,18.0,41.9
PAN-00504,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Produits Frais,45.65,29.8,34.7,48.2
PAN-00505,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Laitiers,65.25,42.5,28.4,35.6
PAN-00506,Strasbourg,67 - Bas-Rhin,Grand Est,Épicerie,68.72,44.9,12.2,41.6
PAN-00507,Lille,59 - Nord,Hauts-de-France,Boulangerie,85.19,23.1,25.4,47.9
PAN-00508,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boulangerie,59.91,36.9,33.8,39.0
PAN-00509,Lille,59 - Nord,Hauts-de-France,Épicerie,93.16,47.5,28.1,46.6
PAN-00510,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Surgelés,86.9,43.5,19.8,48.7
PAN-00511,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,47.57,39.5,28.0,52.6
PAN-00512,Rennes,35 - Ille-et-Vilaine,Bretagne,Boulangerie,89.3,25.2,32.1,50.2
PAN-00513,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Frais,55.0,29.8,22.8,40.9
PAN-00514,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Surgelés,78.32,42.7,20.8,47.7
PAN-00515,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boissons,82.85,46.4,15.7,29.4
PAN-00516,Nantes,44 - Loire-Atlantique,Pays de la Loire,Épicerie,32.08,38.3,24.3,42.6
PAN-00517,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Épicerie,64.36,47.4,27.0,46.6
PAN-00518,Strasbourg,67 - Bas-Rhin,Grand Est,Épicerie,72.18,25.0,15.9,36.7
PAN-00519,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Produits Laitiers,59.69,41.8,36.7,53.0
PAN-00520,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Frais,81.56,25.2,15.4,47.1
PAN-00521,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Laitiers,57.67,26.4,18.1,53.5
PAN-00522,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boulangerie,83.14,41.1,35.5,45.4
PAN-00523,Lille,59 - Nord,Hauts-de-France,Produits Laitiers,66.08,23.5,21.6,28.1
PAN-00524,Lille,59 - Nord,Hauts-de-France,Boulangerie,71.11,37.9,34.7,38.8
PAN-00525,Toulouse,31 - Haute-Garonne,Occitanie,Surgelés,68.04,38.5,35.3,42.7
PAN-00526,Strasbourg,67 - Bas-Rhin,Grand Est,Épicerie,45.1,33.2,36.4,52.7
PAN-00527,Nantes,44 - Loire-Atlantique,Pays de la Loire,Épicerie,34.19,31.1,36.2,29.5
PAN-00528,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Épicerie,54.72,24.9,29.2,25.6
PAN-00529,Paris,75 - Paris,Île-de-France,Surgelés,76.44,28.3,22.6,28.9
PAN-00530,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boissons,67.94,30.7,14.4,30.3
PAN-00531,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,29.2,24.5,17.0,30.2
PAN-00532,Paris,75 - Paris,Île-de-France,Épicerie,46.33,23.5,29.0,51.4
PAN-00533,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Surgelés,51.61,26.3,19.8,29.5
PAN-00534,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boissons,82.58,37.0,23.1,45.6
PAN-00535,Lille,59 - Nord,Hauts-de-France,Surgelés,43.8,47.1,30.3,28.0
PAN-00536,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boissons,36.41,31.0,17.3,50.3
PAN-00537,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Épicerie,40.57,29.8,30.3,51.0
PAN-00538,Lille,59 - Nord,Hauts-de-France,Boissons,93.62,31.3,34.2,47.2
PAN-00539,Rennes,35 - Ille-et-Vilaine,Bretagne,Surgelés,87.4,41.1,34.8,31.4
PAN-00540,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Laitiers,47.06,44.7,16.8,29.3
PAN-00541,Nantes,44 - Loire-Atlantique,Pays de la Loire,Surgelés,89.77,38.4,31.5,27.2
PAN-00542,Lille,59 - Nord,Hauts-de-France,Épicerie,93.95,39.6,27.8,35.1
PAN-00543,Paris,75 - Paris,Île-de-France,Surgelés,71.33,47.4,13.4,43.7
PAN-00544,Paris,75 - Paris,Île-de-France,Boulangerie,40.12,40.6,31.0,54.7
PAN-00545,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Laitiers,76.6,39.8,35.2,36.7
PAN-00546,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Frais,69.1,23.7,21.8,47.6
PAN-00547,Rennes,35 - Ille-et-Vilaine,Bretagne,Boissons,41.02,26.3,26.5,54.8
PAN-00548,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Surgelés,84.44,39.1,36.3,34.0
PAN-00549,Rennes,35 - Ille-et-Vilaine,Bretagne,Épicerie,55.66,46.2,37.5,26.6
PAN-00550,Strasbourg,67 - Bas-Rhin,Grand Est,Boulangerie,34.61,47.1,27.0,30.7
PAN-00551,Lille,59 - Nord,Hauts-de-France,Boulangerie,64.72,34.0,16.8,26.7
PAN-00552,Toulouse,31 - Haute-Garonne,Occitanie,Surgelés,86.68,35.5,17.3,29.8
PAN-00553,Lille,59 - Nord,Hauts-de-France,Produits Frais,61.48,22.1,33.6,29.4
PAN-00554,Strasbourg,67 - Bas-Rhin,Grand Est,Boissons,34.18,28.7,29.9,43.1
PAN-00555,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Laitiers,32.62,22.9,12.7,27.1
PAN-00556,Rennes,35 - Ille-et-Vilaine,Bretagne,Surgelés,81.34,23.8,22.9,41.0
PAN-00557,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boissons,53.15,23.5,35.8,44.9
PAN-00558,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Surgelés,83.16,40.1,14.3,25.3
PAN-00559,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Laitiers,86.7,29.0,27.9,28.4
PAN-00560,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Laitiers,73.14,38.0,18.6,32.9
PAN-00561,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Frais,92.65,42.9,22.8,50.2
PAN-00562,Toulouse,31 - Haute-Garonne,Occitanie,Surgelés,46.18,45.5,19.1,52.4
PAN-00563,Paris,75 - Paris,Île-de-France,Épicerie,89.23,35.7,27.3,27.8
PAN-00564,Rennes,35 - Ille-et-Vilaine,Bretagne,Boulangerie,82.6,48.4,33.3,29.3
PAN-00565,Strasbourg,67 - Bas-Rhin,Grand Est,Boulangerie,29.12,35.1,23.7,37.9
PAN-00566,Paris,75 - Paris,Île-de-France,Produits Frais,34.48,35.3,15.8,36.4
PAN-00567,Nantes,44 - Loire-Atlantique,Pays de la Loire,Épicerie,59.94,37.1,26.9,45.4
PAN-00568,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Épicerie,51.4,41.4,30.2,49.8
PAN-00569,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Frais,92.96,45.0,19.4,48.9
PAN-00570,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Surgelés,55.18,32.0,37.9,38.8
PAN-00571,Lille,59 - Nord,Hauts-de-France,Produits Frais,59.99,27.3,18.7,32.5
PAN-00572,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Frais,43.87,35.5,32.4,33.1
PAN-00573,Toulouse,31 - Haute-Garonne,Occitanie,Surgelés,31.5,22.8,37.5,36.0
PAN-00574,Paris,75 - Paris,Île-de-France,Boulangerie,41.39,28.1,26.8,27.1
PAN-00575,Nantes,44 - Loire-Atlantique,Pays de la Loire,Surgelés,54.14,45.9,26.0,33.8
PAN-00576,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Surgelés,38.41,47.4,12.9,44.3
PAN-00577,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Produits Frais,79.81,24.2,31.7,34.1
PAN-00578,Paris,75 - Paris,Île-de-France,Épicerie,80.14,42.7,33.8,53.4
PAN-00579,Lille,59 - Nord,Hauts-de-France,Boulangerie,28.64,46.5,33.9,38.0
PAN-00580,Paris,75 - Paris,Île-de-France,Produits Frais,73.36,39.4,22.9,51.0
PAN-00581,Paris,75 - Paris,Île-de-France,Surgelés,39.4,27.7,36.7,45.0
PAN-00582,Toulouse,31 - Haute-Garonne,Occitanie,Boulangerie,68.73,42.1,32.3,25.6
PAN-00583,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boulangerie,58.43,36.5,18.3,40.5
PAN-00584,Lille,59 - Nord,Hauts-de-France,Produits Frais,73.0,32.1,14.2,36.2
PAN-00585,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Surgelés,60.01,33.6,32.3,43.1
PAN-00586,Rennes,35 - Ille-et-Vilaine,Bretagne,Boissons,45.29,32.8,19.6,47.4
PAN-00587,Lille,59 - Nord,Hauts-de-France,Produits Frais,55.73,30.8,12.5,52.3
PAN-00588,Toulouse,31 - Haute-Garonne,Occitanie,Surgelés,53.22,25.2,25.4,29.8
PAN-00589,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Laitiers,41.94,24.6,20.9,47.4
PAN-00590,Lille,59 - Nord,Hauts-de-France,Épicerie,76.29,24.1,18.8,51.2
PAN-00591,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Laitiers,91.43,22.6,26.7,32.4
PAN-00592,Paris,75 - Paris,Île-de-France,Produits Laitiers,41.04,33.6,34.1,38.3
PAN-00593,Paris,75 - Paris,Île-de-France,Boissons,28.63,34.6,35.8,38.9
PAN-00594,Paris,75 - Paris,Île-de-France,Surgelés,86.49,22.4,23.8,47.8
PAN-00595,Toulouse,31 - Haute-Garonne,Occitanie,Boulangerie,82.94,39.5,16.7,50.7
PAN-00596,Strasbourg,67 - Bas-Rhin,Grand Est,Boulangerie,87.97,36.2,37.9,45.8
PAN-00597,Strasbourg,67 - Bas-Rhin,Grand Est,Boissons,87.31,27.2,37.0,26.8
PAN-00598,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Frais,88.71,30.1,15.6,40.5
PAN-00599,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Épicerie,87.89,28.6,29.8,53.5
PAN-00600,Toulouse,31 - Haute-Garonne,Occitanie,Produits Frais,72.7,48.2,26.8,40.7
PAN-00601,Lille,59 - Nord,Hauts-de-France,Boulangerie,93.29,25.1,26.6,33.1
PAN-00602,Rennes,35 - Ille-et-Vilaine,Bretagne,Surgelés,62.1,47.6,13.2,47.8
PAN-00603,Toulouse,31 - Haute-Garonne,Occitanie,Boissons,77.17,26.0,25.5,39.7
PAN-00604,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Laitiers,72.9,26.6,12.3,44.0
PAN-00605,Lille,59 - Nord,Hauts-de-France,Produits Frais,43.02,22.7,24.9,37.2
PAN-00606,Rennes,35 - Ille-et-Vilaine,Bretagne,Surgelés,69.97,25.8,17.7,27.9
PAN-00607,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boissons,52.6,22.4,25.2,45.5
PAN-00608,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Surgelés,89.04,48.0,13.5,46.5
PAN-00609,Paris,75 - Paris,Île-de-France,Surgelés,31.69,46.3,31.3,54.2
PAN-00610,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Frais,80.99,39.7,37.2,30.1
PAN-00611,Lille,59 - Nord,Hauts-de-France,Produits Laitiers,84.02,35.4,27.8,29.0
PAN-00612,Strasbourg,67 - Bas-Rhin,Grand Est,Épicerie,71.27,46.0,30.2,30.9
PAN-00613,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boulangerie,58.17,23.8,17.6,43.4
PAN-00614,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Laitiers,36.21,37.9,29.9,37.5
PAN-00615,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Laitiers,37.63,27.4,37.9,54.4
PAN-00616,Toulouse,31 - Haute-Garonne,Occitanie,Surgelés,52.92,37.5,33.7,46.9
PAN-00617,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boulangerie,85.01,36.7,26.3,28.1
PAN-00618,Lille,59 - Nord,Hauts-de-France,Épicerie,93.78,33.1,32.1,51.9
PAN-00619,Lille,59 - Nord,Hauts-de-France,Épicerie,70.57,30.8,34.8,41.5
PAN-00620,Lille,59 - Nord,Hauts-de-France,Boissons,73.39,44.4,31.8,49.1
PAN-00621,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Surgelés,36.98,36.2,28.2,37.4
PAN-00622,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boissons,35.24,37.1,14.7,41.5
PAN-00623,Lille,59 - Nord,Hauts-de-France,Boulangerie,68.3,30.6,35.2,31.8
PAN-00624,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Épicerie,71.55,24.4,20.0,40.6
PAN-00625,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Laitiers,34.62,24.8,17.7,26.6
PAN-00626,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Frais,69.75,47.3,29.8,54.4
PAN-00627,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boissons,68.36,30.0,30.6,30.4
PAN-00628,Rennes,35 - Ille-et-Vilaine,Bretagne,Surgelés,65.99,28.4,37.9,51.2
PAN-00629,Lille,59 - Nord,Hauts-de-France,Boissons,60.9,41.9,24.1,26.9
PAN-00630,Nantes,44 - Loire-Atlantique,Pays de la Loire,Surgelés,81.82,24.8,15.6,34.3
PAN-00631,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Frais,41.03,41.8,24.1,47.7
PAN-00632,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boissons,67.74,40.3,34.3,40.1
PAN-00633,Strasbourg,67 - Bas-Rhin,Grand Est,Boulangerie,43.71,41.3,36.5,48.7
PAN-00634,Paris,75 - Paris,Île-de-France,Produits Laitiers,62.05,42.0,30.1,45.6
PAN-00635,Toulouse,31 - Haute-Garonne,Occitanie,Produits Frais,82.2,36.4,36.2,43.7
PAN-00636,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Laitiers,91.99,41.3,15.5,45.9
PAN-00637,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Surgelés,40.45,33.6,25.6,44.9
PAN-00638,Lille,59 - Nord,Hauts-de-France,Surgelés,53.65,45.5,37.8,45.3
PAN-00639,Paris,75 - Paris,Île-de-France,Boissons,75.08,44.5,35.8,36.6
PAN-00640,Nantes,44 - Loire-Atlantique,Pays de la Loire,Épicerie,73.97,22.8,34.6,48.1
PAN-00641,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Laitiers,82.61,23.6,15.2,34.1
PAN-00642,Toulouse,31 - Haute-Garonne,Occitanie,Boissons,33.16,22.2,31.4,50.2
PAN-00643,Rennes,35 - Ille-et-Vilaine,Bretagne,Boulangerie,73.58,39.7,26.4,39.8
PAN-00644,Paris,75 - Paris,Île-de-France,Épicerie,42.69,44.8,18.9,30.9
PAN-00645,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Épicerie,84.55,39.2,32.6,33.3
PAN-00646,Lille,59 - Nord,Hauts-de-France,Produits Frais,51.92,48.0,15.7,25.5
PAN-00647,Toulouse,31 - Haute-Garonne,Occitanie,Boissons,49.84,43.7,35.0,39.2
PAN-00648,Lille,59 - Nord,Hauts-de-France,Surgelés,29.3,38.0,27.8,30.9
PAN-00649,Strasbourg,67 - Bas-Rhin,Grand Est,Boulangerie,59.51,26.7,35.3,41.8
PAN-00650,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Frais,54.25,43.2,35.6,39.5
PAN-00651,Toulouse,31 - Haute-Garonne,Occitanie,Boulangerie,73.55,36.9,28.4,38.2
PAN-00652,Strasbourg,67 - Bas-Rhin,Grand Est,Boulangerie,54.61,28.7,22.9,44.3
PAN-00653,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Laitiers,84.96,31.6,33.8,35.9
PAN-00654,Strasbourg,67 - Bas-Rhin,Grand Est,Boulangerie,44.26,30.1,33.0,32.7
PAN-00655,Toulouse,31 - Haute-Garonne,Occitanie,Produits Laitiers,79.16,39.8,27.1,37.0
PAN-00656,Paris,75 - Paris,Île-de-France,Épicerie,30.0,31.5,28.3,41.6
PAN-00657,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Produits Frais,87.68,34.7,12.2,39.4
PAN-00658,Paris,75 - Paris,Île-de-France,Surgelés,58.69,25.1,19.4,40.5
PAN-00659,Paris,75 - Paris,Île-de-France,Produits Laitiers,58.91,45.5,35.1,42.6
PAN-00660,Paris,75 - Paris,Île-de-France,Surgelés,51.44,45.9,34.1,37.4
PAN-00661,Strasbourg,67 - Bas-Rhin,Grand Est,Boissons,41.34,36.9,24.4,38.2
PAN-00662,Nantes,44 - Loire-Atlantique,Pays de la Loire,Surgelés,69.24,36.6,36.6,51.4
PAN-00663,Nantes,44 - Loire-Atlantique,Pays de la Loire,Épicerie,60.95,46.0,24.3,39.5
PAN-00664,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Frais,65.03,28.7,26.5,53.9
PAN-00665,Toulouse,31 - Haute-Garonne,Occitanie,Boissons,73.29,29.7,31.1,25.8
PAN-00666,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,88.34,35.1,24.7,44.0
PAN-00667,Toulouse,31 - Haute-Garonne,Occitanie,Produits Frais,79.73,40.7,29.8,54.4
PAN-00668,Lille,59 - Nord,Hauts-de-France,Produits Frais,57.28,30.8,35.9,39.3
PAN-00669,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boulangerie,69.37,33.2,19.3,41.8
PAN-00670,Lille,59 - Nord,Hauts-de-France,Produits Frais,93.63,30.2,16.6,43.3
PAN-00671,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boulangerie,38.28,32.6,25.0,49.8
PAN-00672,Toulouse,31 - Haute-Garonne,Occitanie,Produits Laitiers,65.2,26.9,33.0,33.3
PAN-00673,Strasbourg,67 - Bas-Rhin,Grand Est,Surgelés,33.55,33.6,33.2,32.4
PAN-00674,Lille,59 - Nord,Hauts-de-France,Boulangerie,60.81,45.3,28.8,38.6
PAN-00675,Nantes,44 - Loire-Atlantique,Pays de la Loire,Épicerie,79.03,34.0,24.2,41.5
PAN-00676,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Laitiers,34.96,30.4,37.6,48.9
PAN-00677,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boulangerie,37.25,30.8,21.6,32.4
PAN-00678,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boissons,30.52,28.4,15.6,26.3
PAN-00679,Paris,75 - Paris,Île-de-France,Épicerie,72.69,34.6,22.4,35.0
PAN-00680,Lille,59 - Nord,Hauts-de-France,Boulangerie,70.38,43.3,29.4,31.4
PAN-00681,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Laitiers,69.82,24.7,23.4,47.1
PAN-00682,Lille,59 - Nord,Hauts-de-France,Épicerie,74.38,41.5,19.7,36.2
PAN-00683,Strasbourg,67 - Bas-Rhin,Grand Est,Boulangerie,36.2,31.0,31.9,40.4
PAN-00684,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Laitiers,76.54,25.0,29.4,40.3
PAN-00685,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boissons,47.03,38.7,21.9,44.7
PAN-00686,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Laitiers,58.03,33.9,19.5,33.3
PAN-00687,Paris,75 - Paris,Île-de-France,Produits Frais,66.9,33.7,22.1,48.1
PAN-00688,Rennes,35 - Ille-et-Vilaine,Bretagne,Boissons,28.98,27.6,31.0,35.4
PAN-00689,Lille,59 - Nord,Hauts-de-France,Boissons,53.05,40.3,36.8,39.1
PAN-00690,Toulouse,31 - Haute-Garonne,Occitanie,Boissons,89.43,38.8,25.1,49.9
PAN-00691,Paris,75 - Paris,Île-de-France,Surgelés,45.6,47.6,36.0,39.2
PAN-00692,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boulangerie,46.6,44.0,18.6,41.5
PAN-00693,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Surgelés,53.58,29.4,33.1,52.2
PAN-00694,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Laitiers,69.81,28.1,30.9,39.6
PAN-00695,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Épicerie,86.11,34.5,13.2,25.2
PAN-00696,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Laitiers,34.23,34.2,26.3,53.5
PAN-00697,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Laitiers,64.62,37.2,32.8,52.0
PAN-00698,Toulouse,31 - Haute-Garonne,Occitanie,Surgelés,44.82,26.3,36.1,36.3
PAN-00699,Strasbourg,67 - Bas-Rhin,Grand Est,Boulangerie,37.5,30.9,19.5,47.5
PAN-00700,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,48.04,46.6,36.4,39.5
PAN-00701,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Frais,79.43,30.5,27.6,28.6
PAN-00702,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Frais,83.49,37.8,36.5,52.9
PAN-00703,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boulangerie,69.97,43.6,23.7,48.8
PAN-00704,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boulangerie,90.2,27.0,31.2,38.0
PAN-00705,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boissons,46.74,46.6,28.6,47.5
PAN-00706,Toulouse,31 - Haute-Garonne,Occitanie,Surgelés,33.53,36.6,12.7,34.6
PAN-00707,Paris,75 - Paris,Île-de-France,Produits Frais,29.56,25.9,14.0,29.7
PAN-00708,Lille,59 - Nord,Hauts-de-France,Surgelés,77.72,42.5,30.3,36.5
PAN-00709,Paris,75 - Paris,Île-de-France,Produits Frais,73.2,38.1,18.2,46.4
PAN-00710,Nantes,44 - Loire-Atlantique,Pays de la Loire,Surgelés,43.99,43.0,15.3,46.4
PAN-00711,Lille,59 - Nord,Hauts-de-France,Surgelés,69.4,25.9,24.4,41.5
PAN-00712,Toulouse,31 - Haute-Garonne,Occitanie,Épicerie,63.23,44.3,24.3,45.3
PAN-00713,Strasbourg,67 - Bas-Rhin,Grand Est,Boulangerie,80.56,42.5,35.5,26.1
PAN-00714,Paris,75 - Paris,Île-de-France,Produits Frais,66.19,46.0,25.2,26.8
PAN-00715,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Laitiers,49.07,33.8,28.9,53.9
PAN-00716,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Laitiers,80.15,40.7,32.3,39.7
PAN-00717,Lille,59 - Nord,Hauts-de-France,Épicerie,67.85,22.5,36.8,26.0
PAN-00718,Lille,59 - Nord,Hauts-de-France,Produits Frais,29.88,47.9,30.4,38.8
PAN-00719,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Surgelés,52.42,46.7,18.1,37.8
PAN-00720,Lille,59 - Nord,Hauts-de-France,Épicerie,63.82,44.9,31.4,43.3
PAN-00721,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Frais,48.48,23.5,31.4,26.8
PAN-00722,Rennes,35 - Ille-et-Vilaine,Bretagne,Boulangerie,67.58,24.9,22.8,50.3
PAN-00723,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,84.13,36.1,16.3,39.0
PAN-00724,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boulangerie,32.0,39.1,22.3,26.2
PAN-00725,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boulangerie,80.75,40.3,22.8,48.5
PAN-00726,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Frais,56.71,27.4,12.3,49.7
PAN-00727,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Frais,43.49,32.8,33.4,33.5
PAN-00728,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Épicerie,90.31,36.2,20.3,46.5
PAN-00729,Rennes,35 - Ille-et-Vilaine,Bretagne,Surgelés,43.41,37.2,27.2,46.7
PAN-00730,Paris,75 - Paris,Île-de-France,Produits Frais,71.87,26.8,13.6,46.7
PAN-00731,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Surgelés,35.33,43.9,28.5,29.4
PAN-00732,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boissons,33.11,42.6,36.9,47.5
PAN-00733,Toulouse,31 - Haute-Garonne,Occitanie,Produits Frais,56.85,34.6,31.8,37.4
PAN-00734,Paris,75 - Paris,Île-de-France,Produits Frais,93.39,42.0,26.9,49.6
PAN-00735,Lille,59 - Nord,Hauts-de-France,Boulangerie,57.91,24.5,29.8,41.6
PAN-00736,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Épicerie,56.05,48.2,15.1,34.4
PAN-00737,Lille,59 - Nord,Hauts-de-France,Produits Frais,45.35,35.3,35.0,26.4
PAN-00738,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boissons,46.71,43.6,25.7,44.4
PAN-00739,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Laitiers,63.02,30.3,28.6,45.9
PAN-00740,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Surgelés,85.79,32.0,18.1,35.1
PAN-00741,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boissons,53.05,32.0,25.7,42.6
PAN-00742,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Laitiers,38.84,27.2,31.8,33.4
PAN-00743,Strasbourg,67 - Bas-Rhin,Grand Est,Boissons,70.86,35.4,34.2,38.1
PAN-00744,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,31.56,35.3,18.1,46.1
PAN-00745,Lille,59 - Nord,Hauts-de-France,Produits Laitiers,67.88,33.2,22.0,30.0
PAN-00746,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Produits Frais,31.8,34.5,34.6,28.7
PAN-00747,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Produits Frais,83.57,41.4,17.9,47.3
PAN-00748,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boulangerie,48.59,28.6,12.7,46.2
PAN-00749,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Laitiers,48.08,45.5,30.8,29.8
