validation_id,passenger_id,code_uic_gare,station_name,transport_mode,line_code,department_code,region_name,timestamp,validation_status
VAL-006188,USG-00886,87481002,Nantes,TER,Ligne Régionale TER,44,Pays de la Loire,2026-08-19 07:02:00,VALIDE
VAL-006189,USG-01626,87747004,Grenoble,TGV InOui,Ligne Grande Vitesse East,38,Auvergne-Rhône-Alpes,2026-06-29 07:31:00,VALIDE
VAL-006190,USG-02533,87223263,Lille Flandres,RER A,Axe RER A Charles de Gaulle - Étoile,59,Hauts-de-France,2026-08-29 17:46:00,VALIDE
VAL-006191,USG-00691,87223263,Lille Flandres,RER A,Axe RER A Charles de Gaulle - Étoile,59,Hauts-de-France,2026-06-03 18:58:00,CORRESPONDANCE
VAL-006192,USG-02745,87271007,Paris Gare du Nord,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-05-02 17:21:00,VALIDE
VAL-006193,USG-01564,87756054,Nice Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,06,Provence-Alpes-Côte d'Azur,2026-07-06 07:00:00,CORRESPONDANCE
VAL-006194,USG-00541,87747004,Grenoble,RER A,Axe RER A Charles de Gaulle - Étoile,38,Auvergne-Rhône-Alpes,2026-10-12 17:20:00,VALIDE
VAL-006195,USG-02895,87686006,Paris Gare de Lyon,TER,Ligne Régionale TER,75,Île-de-France,2026-05-08 07:47:00,VALIDE
VAL-006196,USG-00459,87581009,Bordeaux Saint-Jean,TER,Ligne Régionale TER,33,Nouvelle-Aquitaine,2026-06-15 08:00:00,CORRESPONDANCE
VAL-006197,USG-00898,87212027,Strasbourg Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,67,Grand Est,2026-05-30 18:41:00,VALIDE
VAL-006198,USG-00044,87722023,Lyon Part-Dieu,TGV InOui,Ligne Grande Vitesse East,69,Auvergne-Rhône-Alpes,2026-07-13 08:19:00,VALIDE
VAL-006199,USG-01070,87747004,Grenoble,Métro 1,Ligne 1 La Défense - Château de Vincennes,38,Auvergne-Rhône-Alpes,2026-05-27 17:59:00,VALIDE
VAL-006200,USG-02836,87212027,Strasbourg Ville,RER A,Axe RER A Charles de Gaulle - Étoile,67,Grand Est,2026-07-04 08:44:00,VALIDE
VAL-006201,USG-01375,87747004,Grenoble,Métro 1,Ligne 1 La Défense - Château de Vincennes,38,Auvergne-Rhône-Alpes,2026-08-11 07:27:00,CORRESPONDANCE
VAL-006202,USG-00504,87686006,Paris Gare de Lyon,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-05-03 18:07:00,CORRESPONDANCE
VAL-006203,USG-03000,87471003,Rennes,Métro 1,Ligne 1 La Défense - Château de Vincennes,35,Bretagne,2026-05-15 18:29:00,VALIDE
VAL-006204,USG-01635,87686006,Paris Gare de Lyon,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-09-30 18:23:00,VALIDE
VAL-006205,USG-02912,87686006,Paris Gare de Lyon,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-09-22 07:28:00,VALIDE
VAL-006206,USG-00184,87686006,Paris Gare de Lyon,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-08-30 07:12:00,VALIDE
VAL-006207,USG-01919,87271007,Paris Gare du Nord,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-10-15 18:02:00,VALIDE
VAL-006208,USG-01622,87756054,Nice Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,06,Provence-Alpes-Côte d'Azur,2026-10-03 08:08:00,VALIDE
VAL-006209,USG-02517,87391003,Paris Montparnasse,TER,Ligne Régionale TER,75,Île-de-France,2026-08-16 18:33:00,VALIDE
VAL-006210,USG-01694,87391003,Paris Montparnasse,TER,Ligne Régionale TER,75,Île-de-France,2026-10-14 17:38:00,VALIDE
VAL-006211,USG-01089,87751006,Marseille Saint-Charles,TGV InOui,Ligne Grande Vitesse East,13,Provence-Alpes-Côte d'Azur,2026-07-13 07:47:00,VALIDE
VAL-006212,USG-01938,87223263,Lille Flandres,TGV InOui,Ligne Grande Vitesse East,59,Hauts-de-France,2026-06-27 07:29:00,VALIDE
VAL-006213,USG-01367,87686006,Paris Gare de Lyon,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-08-24 08:09:00,VALIDE
VAL-006214,USG-01134,87391003,Paris Montparnasse,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-08-31 18:55:00,VALIDE
VAL-006215,USG-02681,87756054,Nice Ville,TGV InOui,Ligne Grande Vitesse East,06,Provence-Alpes-Côte d'Azur,2026-09-06 17:06:00,VALIDE
VAL-006216,USG-01731,87391003,Paris Montparnasse,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-06-10 18:20:00,VALIDE
VAL-006217,USG-00976,87271007,Paris Gare du Nord,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-08-25 07:27:00,VALIDE
VAL-006218,USG-00620,87751006,Marseille Saint-Charles,Métro 1,Ligne 1 La Défense - Château de Vincennes,13,Provence-Alpes-Côte d'Azur,2026-05-11 18:12:00,VALIDE
VAL-006219,USG-00741,87271007,Paris Gare du Nord,TER,Ligne Régionale TER,75,Île-de-France,2026-10-14 08:27:00,VALIDE
VAL-006220,USG-01391,87751006,Marseille Saint-Charles,TGV InOui,Ligne Grande Vitesse East,13,Provence-Alpes-Côte d'Azur,2026-05-11 08:08:00,VALIDE
VAL-006221,USG-01154,87212027,Strasbourg Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,67,Grand Est,2026-06-11 17:31:00,VALIDE
VAL-006222,USG-00487,87747004,Grenoble,TGV InOui,Ligne Grande Vitesse East,38,Auvergne-Rhône-Alpes,2026-05-15 08:18:00,VALIDE
VAL-006223,USG-01236,87391003,Paris Montparnasse,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-07-20 18:48:00,VALIDE
VAL-006224,USG-00041,87722023,Lyon Part-Dieu,RER A,Axe RER A Charles de Gaulle - Étoile,69,Auvergne-Rhône-Alpes,2026-05-17 08:17:00,CORRESPONDANCE
VAL-006225,USG-02203,87212027,Strasbourg Ville,TGV InOui,Ligne Grande Vitesse East,67,Grand Est,2026-09-14 18:16:00,VALIDE
VAL-006226,USG-00564,87391003,Paris Montparnasse,TER,Ligne Régionale TER,75,Île-de-France,2026-10-24 18:17:00,VALIDE
VAL-006227,USG-01700,87686006,Paris Gare de Lyon,TER,Ligne Régionale TER,75,Île-de-France,2026-05-11 17:22:00,VALIDE
VAL-006228,USG-01575,87212027,Strasbourg Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,67,Grand Est,2026-10-23 18:25:00,VALIDE
VAL-006229,USG-02215,87686006,Paris Gare de Lyon,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-09-05 07:50:00,VALIDE
VAL-006230,USG-02044,87756054,Nice Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,06,Provence-Alpes-Côte d'Azur,2026-09-13 07:38:00,VALIDE
VAL-006231,USG-00522,87581009,Bordeaux Saint-Jean,RER A,Axe RER A Charles de Gaulle - Étoile,33,Nouvelle-Aquitaine,2026-09-28 18:09:00,VALIDE
VAL-006232,USG-02026,87722023,Lyon Part-Dieu,Métro 1,Ligne 1 La Défense - Château de Vincennes,69,Auvergne-Rhône-Alpes,2026-08-05 18:01:00,VALIDE
VAL-006233,USG-01264,87611004,Toulouse Matabiau,Métro 1,Ligne 1 La Défense - Château de Vincennes,31,Occitanie,2026-09-08 08:25:00,VALIDE
VAL-006234,USG-02370,87471003,Rennes,TER,Ligne Régionale TER,35,Bretagne,2026-06-16 08:17:00,VALIDE
VAL-006235,USG-02375,87212027,Strasbourg Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,67,Grand Est,2026-09-22 17:42:00,VALIDE
VAL-006236,USG-01098,87581009,Bordeaux Saint-Jean,RER A,Axe RER A Charles de Gaulle - Étoile,33,Nouvelle-Aquitaine,2026-07-13 07:46:00,VALIDE
VAL-006237,USG-02542,87471003,Rennes,RER A,Axe RER A Charles de Gaulle - Étoile,35,Bretagne,2026-10-26 18:33:00,VALIDE
VAL-006238,USG-01936,87471003,Rennes,Métro 1,Ligne 1 La Défense - Château de Vincennes,35,Bretagne,2026-09-06 17:59:00,VALIDE
VAL-006239,USG-02658,87722023,Lyon Part-Dieu,RER A,Axe RER A Charles de Gaulle - Étoile,69,Auvergne-Rhône-Alpes,2026-08-17 08:44:00,VALIDE
VAL-006240,USG-00983,87212027,Strasbourg Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,67,Grand Est,2026-07-14 17:06:00,VALIDE
VAL-006241,USG-00766,87391003,Paris Montparnasse,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-06-10 08:18:00,VALIDE
VAL-006242,USG-01491,87471003,Rennes,Métro 1,Ligne 1 La Défense - Château de Vincennes,35,Bretagne,2026-08-06 08:27:00,VALIDE
VAL-006243,USG-02976,87611004,Toulouse Matabiau,RER A,Axe RER A Charles de Gaulle - Étoile,31,Occitanie,2026-09-02 17:03:00,VALIDE
VAL-006244,USG-01135,87471003,Rennes,Métro 1,Ligne 1 La Défense - Château de Vincennes,35,Bretagne,2026-07-26 08:20:00,VALIDE
VAL-006245,USG-01553,87481002,Nantes,RER A,Axe RER A Charles de Gaulle - Étoile,44,Pays de la Loire,2026-07-27 08:19:00,VALIDE
VAL-006246,USG-02094,87391003,Paris Montparnasse,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-06-01 08:46:00,VALIDE
VAL-006247,USG-01083,87747004,Grenoble,TGV InOui,Ligne Grande Vitesse East,38,Auvergne-Rhône-Alpes,2026-09-08 18:08:00,VALIDE
VAL-006248,USG-01939,87686006,Paris Gare de Lyon,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-10-10 18:08:00,VALIDE
VAL-006249,USG-02828,87686006,Paris Gare de Lyon,TER,Ligne Régionale TER,75,Île-de-France,2026-05-27 18:49:00,VALIDE
VAL-006250,USG-02957,87756054,Nice Ville,RER A,Axe RER A Charles de Gaulle - Étoile,06,Provence-Alpes-Côte d'Azur,2026-05-15 07:20:00,VALIDE
VAL-006251,USG-00960,87223263,Lille Flandres,TGV InOui,Ligne Grande Vitesse East,59,Hauts-de-France,2026-05-22 08:42:00,VALIDE
VAL-006252,USG-01859,87751006,Marseille Saint-Charles,RER A,Axe RER A Charles de Gaulle - Étoile,13,Provence-Alpes-Côte d'Azur,2026-07-01 18:44:00,VALIDE
VAL-006253,USG-00726,87481002,Nantes,TGV InOui,Ligne Grande Vitesse East,44,Pays de la Loire,2026-05-15 17:52:00,VALIDE
VAL-006254,USG-01126,87471003,Rennes,RER A,Axe RER A Charles de Gaulle - Étoile,35,Bretagne,2026-08-31 08:15:00,VALIDE
VAL-006255,USG-00398,87581009,Bordeaux Saint-Jean,RER A,Axe RER A Charles de Gaulle - Étoile,33,Nouvelle-Aquitaine,2026-05-19 17:24:00,VALIDE
VAL-006256,USG-00299,87271007,Paris Gare du Nord,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-05-31 18:45:00,VALIDE
VAL-006257,USG-01961,87756054,Nice Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,06,Provence-Alpes-Côte d'Azur,2026-06-21 08:00:00,REFUSE_SOLDE
VAL-006258,USG-01576,87611004,Toulouse Matabiau,TGV InOui,Ligne Grande Vitesse East,31,Occitanie,2026-08-08 07:05:00,HORS_ZONE
VAL-006259,USG-02067,87686006,Paris Gare de Lyon,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-07-14 18:17:00,VALIDE
VAL-006260,USG-00705,87581009,Bordeaux Saint-Jean,TER,Ligne Régionale TER,33,Nouvelle-Aquitaine,2026-09-04 08:02:00,VALIDE
VAL-006261,USG-00721,87756054,Nice Ville,TGV InOui,Ligne Grande Vitesse East,06,Provence-Alpes-Côte d'Azur,2026-08-26 08:28:00,VALIDE
VAL-006262,USG-02206,87751006,Marseille Saint-Charles,TER,Ligne Régionale TER,13,Provence-Alpes-Côte d'Azur,2026-08-23 17:30:00,VALIDE
VAL-006263,USG-01058,87751006,Marseille Saint-Charles,RER A,Axe RER A Charles de Gaulle - Étoile,13,Provence-Alpes-Côte d'Azur,2026-07-22 17:38:00,VALIDE
VAL-006264,USG-00444,87212027,Strasbourg Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,67,Grand Est,2026-08-21 08:27:00,VALIDE
VAL-006265,USG-00081,87471003,Rennes,RER A,Axe RER A Charles de Gaulle - Étoile,35,Bretagne,2026-08-21 17:56:00,REFUSE_SOLDE
VAL-006266,USG-00967,87686006,Paris Gare de Lyon,TER,Ligne Régionale TER,75,Île-de-France,2026-07-24 07:31:00,REFUSE_SOLDE
VAL-006267,USG-00381,87747004,Grenoble,Métro 1,Ligne 1 La Défense - Château de Vincennes,38,Auvergne-Rhône-Alpes,2026-08-28 08:28:00,VALIDE
VAL-006268,USG-00040,87747004,Grenoble,Métro 1,Ligne 1 La Défense - Château de Vincennes,38,Auvergne-Rhône-Alpes,2026-06-23 17:51:00,VALIDE
VAL-006269,USG-01921,87686006,Paris Gare de Lyon,TER,Ligne Régionale TER,75,Île-de-France,2026-07-01 07:15:00,VALIDE
VAL-006270,USG-01876,87212027,Strasbourg Ville,RER A,Axe RER A Charles de Gaulle - Étoile,67,Grand Est,2026-09-24 07:24:00,VALIDE
VAL-006271,USG-01296,87756054,Nice Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,06,Provence-Alpes-Côte d'Azur,2026-06-25 07:45:00,VALIDE
VAL-006272,USG-00185,87391003,Paris Montparnasse,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-09-03 18:36:00,VALIDE
VAL-006273,USG-00103,87722023,Lyon Part-Dieu,Métro 1,Ligne 1 La Défense - Château de Vincennes,69,Auvergne-Rhône-Alpes,2026-10-23 17:08:00,VALIDE
VAL-006274,USG-00481,87756054,Nice Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,06,Provence-Alpes-Côte d'Azur,2026-07-11 17:19:00,VALIDE
VAL-006275,USG-01169,87481002,Nantes,RER A,Axe RER A Charles de Gaulle - Étoile,44,Pays de la Loire,2026-09-09 07:12:00,VALIDE
VAL-006276,USG-01393,87722023,Lyon Part-Dieu,RER A,Axe RER A Charles de Gaulle - Étoile,69,Auvergne-Rhône-Alpes,2026-06-27 08:04:00,VALIDE
VAL-006277,USG-01470,87751006,Marseille Saint-Charles,TER,Ligne Régionale TER,13,Provence-Alpes-Côte d'Azur,2026-08-19 08:57:00,VALIDE
VAL-006278,USG-00335,87747004,Grenoble,RER A,Axe RER A Charles de Gaulle - Étoile,38,Auvergne-Rhône-Alpes,2026-07-16 18:37:00,VALIDE
VAL-006279,USG-01212,87751006,Marseille Saint-Charles,TGV InOui,Ligne Grande Vitesse East,13,Provence-Alpes-Côte d'Azur,2026-07-08 18:56:00,VALIDE
VAL-006280,USG-02472,87747004,Grenoble,Métro 1,Ligne 1 La Défense - Château de Vincennes,38,Auvergne-Rhône-Alpes,2026-07-24 08:55:00,VALIDE
VAL-006281,USG-00334,87223263,Lille Flandres,RER A,Axe RER A Charles de Gaulle - Étoile,59,Hauts-de-France,2026-09-10 18:51:00,VALIDE
VAL-006282,USG-00534,87271007,Paris Gare du Nord,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-06-02 08:09:00,REFUSE_SOLDE
VAL-006283,USG-00747,87611004,Toulouse Matabiau,TGV InOui,Ligne Grande Vitesse East,31,Occitanie,2026-10-06 17:05:00,VALIDE
VAL-006284,USG-00393,87271007,Paris Gare du Nord,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-06-30 17:52:00,VALIDE
VAL-006285,USG-00036,87471003,Rennes,Métro 1,Ligne 1 La Défense - Château de Vincennes,35,Bretagne,2026-10-02 08:55:00,VALIDE
VAL-006286,USG-02920,87271007,Paris Gare du Nord,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-05-06 08:33:00,VALIDE
VAL-006287,USG-02073,87722023,Lyon Part-Dieu,TER,Ligne Régionale TER,69,Auvergne-Rhône-Alpes,2026-10-05 18:42:00,VALIDE
VAL-006288,USG-02944,87751006,Marseille Saint-Charles,RER A,Axe RER A Charles de Gaulle - Étoile,13,Provence-Alpes-Côte d'Azur,2026-09-27 08:27:00,VALIDE
VAL-006289,USG-01545,87481002,Nantes,TER,Ligne Régionale TER,44,Pays de la Loire,2026-09-16 08:11:00,VALIDE
VAL-006290,USG-02105,87686006,Paris Gare de Lyon,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-06-26 07:04:00,VALIDE
VAL-006291,USG-02871,87611004,Toulouse Matabiau,RER A,Axe RER A Charles de Gaulle - Étoile,31,Occitanie,2026-09-18 08:10:00,VALIDE
VAL-006292,USG-01527,87756054,Nice Ville,RER A,Axe RER A Charles de Gaulle - Étoile,06,Provence-Alpes-Côte d'Azur,2026-06-21 17:33:00,REFUSE_SOLDE
VAL-006293,USG-01911,87481002,Nantes,Métro 1,Ligne 1 La Défense - Château de Vincennes,44,Pays de la Loire,2026-06-03 17:17:00,VALIDE
VAL-006294,USG-00862,87391003,Paris Montparnasse,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-06-09 18:06:00,VALIDE
VAL-006295,USG-01642,87481002,Nantes,TGV InOui,Ligne Grande Vitesse East,44,Pays de la Loire,2026-07-20 17:18:00,VALIDE
VAL-006296,USG-01178,87223263,Lille Flandres,TER,Ligne Régionale TER,59,Hauts-de-France,2026-08-17 17:04:00,VALIDE
VAL-006297,USG-02802,87751006,Marseille Saint-Charles,Métro 1,Ligne 1 La Défense - Château de Vincennes,13,Provence-Alpes-Côte d'Azur,2026-05-30 07:40:00,VALIDE
VAL-006298,USG-00899,87471003,Rennes,TGV InOui,Ligne Grande Vitesse East,35,Bretagne,2026-08-20 08:02:00,CORRESPONDANCE
VAL-006299,USG-01145,87581009,Bordeaux Saint-Jean,RER A,Axe RER A Charles de Gaulle - Étoile,33,Nouvelle-Aquitaine,2026-07-29 18:07:00,VALIDE
VAL-006300,USG-00698,87722023,Lyon Part-Dieu,Métro 1,Ligne 1 La Défense - Château de Vincennes,69,Auvergne-Rhône-Alpes,2026-06-26 17:00:00,VALIDE
VAL-006301,USG-02862,87271007,Paris Gare du Nord,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-09-23 07:52:00,VALIDE
VAL-006302,USG-00335,87581009,Bordeaux Saint-Jean,Métro 1,Ligne 1 La Défense - Château de Vincennes,33,Nouvelle-Aquitaine,2026-06-25 18:04:00,VALIDE
VAL-006303,USG-00169,87223263,Lille Flandres,TGV InOui,Ligne Grande Vitesse East,59,Hauts-de-France,2026-09-01 17:23:00,VALIDE
VAL-006304,USG-00456,87756054,Nice Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,06,Provence-Alpes-Côte d'Azur,2026-10-25 08:20:00,VALIDE
VAL-006305,USG-02367,87471003,Rennes,TGV InOui,Ligne Grande Vitesse East,35,Bretagne,2026-06-25 17:14:00,VALIDE
VAL-006306,USG-01956,87581009,Bordeaux Saint-Jean,RER A,Axe RER A Charles de Gaulle - Étoile,33,Nouvelle-Aquitaine,2026-10-25 08:35:00,VALIDE
VAL-006307,USG-00302,87212027,Strasbourg Ville,TGV InOui,Ligne Grande Vitesse East,67,Grand Est,2026-09-26 08:14:00,VALIDE
VAL-006308,USG-01209,87391003,Paris Montparnasse,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-07-20 07:21:00,VALIDE
VAL-006309,USG-00502,87686006,Paris Gare de Lyon,TER,Ligne Régionale TER,75,Île-de-France,2026-09-25 08:16:00,VALIDE
VAL-006310,USG-00466,87481002,Nantes,TER,Ligne Régionale TER,44,Pays de la Loire,2026-05-13 08:18:00,VALIDE
VAL-006311,USG-00146,87481002,Nantes,TGV InOui,Ligne Grande Vitesse East,44,Pays de la Loire,2026-05-20 17:34:00,VALIDE
VAL-006312,USG-01175,87471003,Rennes,RER A,Axe RER A Charles de Gaulle - Étoile,35,Bretagne,2026-10-01 08:36:00,VALIDE
VAL-006313,USG-00379,87722023,Lyon Part-Dieu,RER A,Axe RER A Charles de Gaulle - Étoile,69,Auvergne-Rhône-Alpes,2026-09-24 17:36:00,VALIDE
VAL-006314,USG-01618,87686006,Paris Gare de Lyon,TER,Ligne Régionale TER,75,Île-de-France,2026-07-30 08:33:00,VALIDE
VAL-006315,USG-00658,87722023,Lyon Part-Dieu,TGV InOui,Ligne Grande Vitesse East,69,Auvergne-Rhône-Alpes,2026-08-09 07:42:00,VALIDE
VAL-006316,USG-00656,87223263,Lille Flandres,TER,Ligne Régionale TER,59,Hauts-de-France,2026-09-16 07:37:00,VALIDE
VAL-006317,USG-01265,87751006,Marseille Saint-Charles,RER A,Axe RER A Charles de Gaulle - Étoile,13,Provence-Alpes-Côte d'Azur,2026-06-29 18:23:00,VALIDE
VAL-006318,USG-01829,87611004,Toulouse Matabiau,TGV InOui,Ligne Grande Vitesse East,31,Occitanie,2026-07-20 17:05:00,VALIDE
VAL-006319,USG-00940,87581009,Bordeaux Saint-Jean,TER,Ligne Régionale TER,33,Nouvelle-Aquitaine,2026-09-29 17:12:00,VALIDE
VAL-006320,USG-01379,87471003,Rennes,RER A,Axe RER A Charles de Gaulle - Étoile,35,Bretagne,2026-08-11 08:11:00,VALIDE
VAL-006321,USG-00862,87271007,Paris Gare du Nord,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-08-19 08:45:00,VALIDE
VAL-006322,USG-02568,87686006,Paris Gare de Lyon,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-06-26 08:00:00,CORRESPONDANCE
VAL-006323,USG-02176,87581009,Bordeaux Saint-Jean,Métro 1,Ligne 1 La Défense - Château de Vincennes,33,Nouvelle-Aquitaine,2026-07-29 18:31:00,VALIDE
VAL-006324,USG-00927,87722023,Lyon Part-Dieu,Métro 1,Ligne 1 La Défense - Château de Vincennes,69,Auvergne-Rhône-Alpes,2026-10-07 17:56:00,VALIDE
VAL-006325,USG-01002,87223263,Lille Flandres,RER A,Axe RER A Charles de Gaulle - Étoile,59,Hauts-de-France,2026-07-25 18:58:00,VALIDE
VAL-006326,USG-00392,87611004,Toulouse Matabiau,Métro 1,Ligne 1 La Défense - Château de Vincennes,31,Occitanie,2026-10-28 07:51:00,VALIDE
VAL-006327,USG-02087,87471003,Rennes,TGV InOui,Ligne Grande Vitesse East,35,Bretagne,2026-05-31 07:35:00,REFUSE_SOLDE
VAL-006328,USG-00135,87212027,Strasbourg Ville,TGV InOui,Ligne Grande Vitesse East,67,Grand Est,2026-10-06 07:14:00,VALIDE
VAL-006329,USG-00161,87223263,Lille Flandres,RER A,Axe RER A Charles de Gaulle - Étoile,59,Hauts-de-France,2026-07-16 07:26:00,VALIDE
VAL-006330,USG-02530,87481002,Nantes,TGV InOui,Ligne Grande Vitesse East,44,Pays de la Loire,2026-08-09 17:30:00,VALIDE
VAL-006331,USG-01038,87756054,Nice Ville,TGV InOui,Ligne Grande Vitesse East,06,Provence-Alpes-Côte d'Azur,2026-09-01 17:34:00,VALIDE
VAL-006332,USG-01671,87223263,Lille Flandres,TER,Ligne Régionale TER,59,Hauts-de-France,2026-06-05 08:16:00,VALIDE
VAL-006333,USG-01721,87481002,Nantes,Métro 1,Ligne 1 La Défense - Château de Vincennes,44,Pays de la Loire,2026-07-20 07:35:00,VALIDE
VAL-006334,USG-00822,87722023,Lyon Part-Dieu,TER,Ligne Régionale TER,69,Auvergne-Rhône-Alpes,2026-10-22 18:42:00,CORRESPONDANCE
VAL-006335,USG-00475,87212027,Strasbourg Ville,TGV InOui,Ligne Grande Vitesse East,67,Grand Est,2026-07-22 07:24:00,VALIDE
VAL-006336,USG-01056,87756054,Nice Ville,TGV InOui,Ligne Grande Vitesse East,06,Provence-Alpes-Côte d'Azur,2026-07-05 07:13:00,VALIDE
VAL-006337,USG-01387,87611004,Toulouse Matabiau,TER,Ligne Régionale TER,31,Occitanie,2026-10-17 07:10:00,VALIDE
VAL-006338,USG-00025,87471003,Rennes,TGV InOui,Ligne Grande Vitesse East,35,Bretagne,2026-09-20 08:50:00,VALIDE
VAL-006339,USG-01588,87611004,Toulouse Matabiau,TGV InOui,Ligne Grande Vitesse East,31,Occitanie,2026-09-22 08:40:00,CORRESPONDANCE
VAL-006340,USG-00849,87212027,Strasbourg Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,67,Grand Est,2026-05-09 07:12:00,CORRESPONDANCE
VAL-006341,USG-00395,87722023,Lyon Part-Dieu,TER,Ligne Régionale TER,69,Auvergne-Rhône-Alpes,2026-09-25 07:40:00,VALIDE
VAL-006342,USG-02466,87212027,Strasbourg Ville,TGV InOui,Ligne Grande Vitesse East,67,Grand Est,2026-07-20 07:42:00,REFUSE_SOLDE
VAL-006343,USG-00367,87212027,Strasbourg Ville,TER,Ligne Régionale TER,67,Grand Est,2026-07-26 17:23:00,CORRESPONDANCE
VAL-006344,USG-00242,87747004,Grenoble,TER,Ligne Régionale TER,38,Auvergne-Rhône-Alpes,2026-05-18 08:51:00,VALIDE
VAL-006345,USG-00673,87581009,Bordeaux Saint-Jean,Métro 1,Ligne 1 La Défense - Château de Vincennes,33,Nouvelle-Aquitaine,2026-09-20 18:09:00,VALIDE
VAL-006346,USG-01503,87686006,Paris Gare de Lyon,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-06-09 17:32:00,VALIDE
VAL-006347,USG-01827,87391003,Paris Montparnasse,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-07-02 08:42:00,CORRESPONDANCE
VAL-006348,USG-01910,87747004,Grenoble,TGV InOui,Ligne Grande Vitesse East,38,Auvergne-Rhône-Alpes,2026-05-27 17:17:00,CORRESPONDANCE
VAL-006349,USG-02429,87212027,Strasbourg Ville,TER,Ligne Régionale TER,67,Grand Est,2026-09-07 17:52:00,VALIDE
VAL-006350,USG-00807,87751006,Marseille Saint-Charles,TGV InOui,Ligne Grande Vitesse East,13,Provence-Alpes-Côte d'Azur,2026-07-03 07:31:00,VALIDE
VAL-006351,USG-00499,87611004,Toulouse Matabiau,TGV InOui,Ligne Grande Vitesse East,31,Occitanie,2026-10-11 17:32:00,CORRESPONDANCE
VAL-006352,USG-00606,87686006,Paris Gare de Lyon,TER,Ligne Régionale TER,75,Île-de-France,2026-09-14 17:00:00,VALIDE
VAL-006353,USG-02003,87611004,Toulouse Matabiau,TGV InOui,Ligne Grande Vitesse East,31,Occitanie,2026-08-17 17:25:00,VALIDE
VAL-006354,USG-01919,87581009,Bordeaux Saint-Jean,TGV InOui,Ligne Grande Vitesse East,33,Nouvelle-Aquitaine,2026-09-18 18:26:00,VALIDE
VAL-006355,USG-00895,87756054,Nice Ville,RER A,Axe RER A Charles de Gaulle - Étoile,06,Provence-Alpes-Côte d'Azur,2026-05-12 18:09:00,CORRESPONDANCE
VAL-006356,USG-01134,87722023,Lyon Part-Dieu,Métro 1,Ligne 1 La Défense - Château de Vincennes,69,Auvergne-Rhône-Alpes,2026-07-27 17:58:00,VALIDE
VAL-006357,USG-01762,87271007,Paris Gare du Nord,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-05-09 08:29:00,CORRESPONDANCE
VAL-006358,USG-01063,87212027,Strasbourg Ville,RER A,Axe RER A Charles de Gaulle - Étoile,67,Grand Est,2026-09-01 18:58:00,VALIDE
