ligne_axe_id,nom_axe_ferroviaire,gare_depart,gare_arrivee,service_type,region,duree_moyenne_trajet_minutes,circulations_prevues_nombre,nombre_trains_annules,retard_moyen_minutes,taux_regularite_ponctualite_pct,cause_retard_infrastructure_pct,cause_retard_materiel_roulant_pct,cause_retard_gestion_trafic_pct,perte_financiere_retards_eur
AXE-TGV-06580,MARSEILLE ST CHARLES - PARIS LYON,MARSEILLE ST CHARLES,PARIS LYON,TGV InOui,National TGV,117.7,514,0,13.4,93.3,23.5,37.8,38.7,823750.66
AXE-TGV-06581,MONTPELLIER - PARIS LYON,MONTPELLIER,PARIS LYON,TGV InOui,National TGV,122.2,262,0,15.2,92.4,30.9,34.3,34.8,478111.93
AXE-TGV-06582,NANTES - STRASBOURG,NANTES,STRASBOURG,TGV InOui,National TGV,95.8,55,0,8.1,96.0,31.9,41.6,26.5,53273.0
AXE-TGV-06583,PARIS EST - METZ,PARIS EST,METZ,TGV InOui,National TGV,215.7,272,0,11.0,94.5,22.4,36.2,41.4,357807.67
AXE-TGV-06584,PARIS EST - REIMS,PARIS EST,REIMS,TGV InOui,National TGV,213.0,238,0,10.1,95.0,33.1,30.4,36.5,287902.11
AXE-TGV-06585,PARIS LYON - AIX EN PROVENCE TGV,PARIS LYON,AIX EN PROVENCE TGV,TGV InOui,National TGV,135.9,457,0,35.6,82.2,21.6,23.6,54.8,1951508.28
AXE-TGV-06586,PARIS LYON - BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN),TGV InOui,National TGV,155.4,217,0,24.6,87.7,21.8,42.0,36.2,640504.29
AXE-TGV-06587,PARIS LYON - GRENOBLE,PARIS LYON,GRENOBLE,TGV InOui,National TGV,186.3,194,2,23.9,87.0,19.4,33.7,46.9,560222.4
AXE-TGV-06588,PARIS LYON - MULHOUSE VILLE,PARIS LYON,MULHOUSE VILLE,TGV InOui,National TGV,70.4,314,3,23.5,87.3,27.1,24.1,48.8,890152.06
AXE-TGV-06589,PARIS LYON - NIMES,PARIS LYON,NIMES,TGV InOui,National TGV,157.8,241,0,21.9,89.0,32.4,37.0,30.6,634368.23
AXE-TGV-06590,PARIS LYON - PERPIGNAN,PARIS LYON,PERPIGNAN,TGV InOui,National TGV,68.1,204,3,21.3,87.9,22.7,25.1,52.2,527524.0
AXE-TGV-06591,PARIS MONTPARNASSE - NANTES,PARIS MONTPARNASSE,NANTES,TGV InOui,National TGV,140.2,584,0,21.7,89.2,30.7,39.5,29.8,1517565.71
AXE-TGV-06592,PARIS MONTPARNASSE - POITIERS,PARIS MONTPARNASSE,POITIERS,TGV InOui,National TGV,63.1,561,0,15.4,92.3,19.7,40.7,39.6,1036042.33
AXE-TGV-06593,PARIS MONTPARNASSE - QUIMPER,PARIS MONTPARNASSE,QUIMPER,TGV InOui,National TGV,196.5,240,1,11.2,94.0,21.0,27.0,52.0,325071.26
AXE-TGV-06594,PARIS NORD - DOUAI,PARIS NORD,DOUAI,TGV InOui,National TGV,230.3,134,1,16.2,91.2,21.0,36.6,42.4,262583.33
AXE-TGV-06595,PARIS NORD - LILLE,PARIS NORD,LILLE,TGV InOui,National TGV,116.8,610,6,22.8,87.6,21.1,23.2,55.7,1681240.34
AXE-TGV-06596,QUIMPER - PARIS MONTPARNASSE,QUIMPER,PARIS MONTPARNASSE,TGV InOui,National TGV,194.7,260,1,12.3,93.4,19.1,33.6,47.3,387820.0
AXE-TGV-06597,TOURCOING - BORDEAUX ST JEAN,TOURCOING,BORDEAUX ST JEAN,TGV InOui,National TGV,154.2,27,0,18.8,90.6,31.5,39.5,29.0,60912.0
AXE-TGV-06598,TOURS - PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE,TGV InOui,National TGV,64.9,186,0,7.1,96.5,29.6,29.6,40.8,158157.23
AXE-TGV-06599,VANNES - PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE,TGV InOui,National TGV,160.0,281,2,6.0,96.3,18.9,23.8,57.3,208742.2
AXE-TGV-06600,FRANCFORT - PARIS EST,FRANCFORT,PARIS EST,TGV InOui,National TGV,100.3,163,1,6.7,96.0,21.7,30.8,47.5,135090.17
AXE-TGV-06601,PARIS EST - FRANCFORT,PARIS EST,FRANCFORT,TGV InOui,National TGV,146.8,161,3,17.6,89.4,25.3,25.8,48.9,346449.89
AXE-TGV-06602,PARIS EST - STUTTGART,PARIS EST,STUTTGART,TGV InOui,National TGV,210.1,105,1,10.2,93.9,21.5,22.6,55.9,132004.0
AXE-TGV-06603,BREST - PARIS MONTPARNASSE,BREST,PARIS MONTPARNASSE,TGV InOui,National TGV,230.7,264,0,10.0,95.0,23.8,28.2,48.0,317629.71
AXE-TGV-06604,LE MANS - PARIS MONTPARNASSE,LE MANS,PARIS MONTPARNASSE,TGV InOui,National TGV,85.2,466,2,8.4,95.4,22.2,32.2,45.6,476001.68
AXE-TGV-06605,LYON PART DIEU - LILLE,LYON PART DIEU,LILLE,TGV InOui,National TGV,74.3,319,2,14.2,92.3,32.1,24.8,43.1,550715.39
AXE-TGV-06606,LYON PART DIEU - MONTPELLIER,LYON PART DIEU,MONTPELLIER,TGV InOui,National TGV,205.7,275,0,12.8,93.6,31.6,33.9,34.5,422679.71
AXE-TGV-06607,MACON LOCHE - PARIS LYON,MACON LOCHE,PARIS LYON,TGV InOui,National TGV,82.7,263,0,16.0,92.0,22.6,33.9,43.5,505457.64
AXE-TGV-06608,MULHOUSE VILLE - PARIS LYON,MULHOUSE VILLE,PARIS LYON,TGV InOui,National TGV,180.6,317,3,5.8,96.1,25.0,27.3,47.7,233279.74
AXE-TGV-06609,NANTES - PARIS MONTPARNASSE,NANTES,PARIS MONTPARNASSE,TGV InOui,National TGV,168.3,616,1,16.0,91.8,27.3,35.2,37.5,1186995.59
AXE-TGV-06610,NICE VILLE - PARIS LYON,NICE VILLE,PARIS LYON,TGV InOui,National TGV,201.0,254,0,28.9,85.6,18.9,29.5,51.6,880660.33
AXE-TGV-06611,PARIS EST - NANCY,PARIS EST,NANCY,TGV InOui,National TGV,163.8,306,0,9.5,95.2,20.1,27.1,52.8,350499.66
AXE-TGV-06612,PARIS EST - STRASBOURG,PARIS EST,STRASBOURG,TGV InOui,National TGV,105.8,580,3,13.7,92.6,23.3,28.1,48.6,960254.63
AXE-TGV-06613,PARIS LYON - ANNECY,PARIS LYON,ANNECY,TGV InOui,National TGV,172.9,145,0,25.7,87.2,28.3,29.6,42.1,446562.58
AXE-TGV-06614,PARIS LYON - LYON PART DIEU,PARIS LYON,LYON PART DIEU,TGV InOui,National TGV,86.4,654,4,23.8,87.5,21.2,27.6,51.2,1875159.29
AXE-TGV-06615,PARIS LYON - MACON LOCHE,PARIS LYON,MACON LOCHE,TGV InOui,National TGV,122.0,283,0,23.4,88.3,21.1,35.5,43.4,795317.08
AXE-TGV-06616,PARIS LYON - TOULON,PARIS LYON,TOULON,TGV InOui,National TGV,78.6,308,0,22.0,89.0,22.1,27.7,50.2,813008.92
AXE-TGV-06617,PARIS MONTPARNASSE - BORDEAUX ST JEAN,PARIS MONTPARNASSE,BORDEAUX ST JEAN,TGV InOui,National TGV,102.1,976,2,18.2,90.7,28.7,38.9,32.4,2133322.65
AXE-TGV-06618,PARIS MONTPARNASSE - LA ROCHELLE VILLE,PARIS MONTPARNASSE,LA ROCHELLE VILLE,TGV InOui,National TGV,84.9,222,0,10.7,94.7,20.7,36.9,42.4,283965.75
AXE-TGV-06619,PARIS MONTPARNASSE - ST PIERRE DES CORPS,PARIS MONTPARNASSE,ST PIERRE DES CORPS,TGV InOui,National TGV,184.0,534,0,12.0,94.0,21.9,26.0,52.1,766981.57
AXE-TGV-06620,PARIS NORD - ARRAS,PARIS NORD,ARRAS,TGV InOui,National TGV,84.9,480,3,22.4,88.2,23.8,34.7,41.5,1297690.0
AXE-TGV-06621,REIMS - PARIS EST,REIMS,PARIS EST,TGV InOui,National TGV,210.2,239,0,8.0,96.0,20.7,28.4,50.9,229714.6
AXE-TGV-06622,RENNES - LYON PART DIEU,RENNES,LYON PART DIEU,TGV InOui,National TGV,212.8,79,0,6.6,96.7,27.6,39.4,33.0,62165.1
AXE-TGV-06623,ST MALO - PARIS MONTPARNASSE,ST MALO,PARIS MONTPARNASSE,TGV InOui,National TGV,100.8,90,0,4.3,97.9,32.6,33.2,34.2,46380.0
AXE-TGV-06624,STRASBOURG - NANTES,STRASBOURG,NANTES,TGV InOui,National TGV,219.3,54,0,5.5,97.3,24.8,22.9,52.3,35412.0
AXE-TGV-06625,TOULON - PARIS LYON,TOULON,PARIS LYON,TGV InOui,National TGV,115.0,305,0,16.8,91.6,30.2,40.0,29.8,614243.48
AXE-TGV-06626,BARCELONA - PARIS LYON,BARCELONA,PARIS LYON,TGV InOui,National TGV,113.7,46,0,5.2,97.4,32.8,39.7,27.5,28458.67
AXE-TGV-06627,GENEVE - PARIS LYON,GENEVE,PARIS LYON,TGV InOui,National TGV,81.9,218,0,5.3,97.4,31.2,28.6,40.2,138168.4
AXE-TGV-06628,ITALIE - PARIS LYON,ITALIE,PARIS LYON,TGV InOui,National TGV,124.0,91,0,22.6,88.7,28.4,31.8,39.8,247153.73
AXE-TGV-06629,LAUSANNE - PARIS LYON,LAUSANNE,PARIS LYON,TGV InOui,National TGV,203.9,151,0,4.3,97.9,28.5,26.2,45.3,77202.61
AXE-TGV-06630,PARIS LYON - ITALIE,PARIS LYON,ITALIE,TGV InOui,National TGV,64.3,91,0,25.6,87.2,29.5,23.6,46.9,279376.28
AXE-TGV-06631,BESANCON FRANCHE COMTE TGV - PARIS LYON,BESANCON FRANCHE COMTE TGV,PARIS LYON,TGV InOui,National TGV,212.1,172,3,9.2,93.6,28.8,25.7,45.5,200526.67
AXE-TGV-06632,CHAMBERY CHALLES LES EAUX - PARIS LYON,CHAMBERY CHALLES LES EAUX,PARIS LYON,TGV InOui,National TGV,147.2,232,0,13.8,93.1,20.9,23.1,56.0,384802.53
AXE-TGV-06633,GRENOBLE - PARIS LYON,GRENOBLE,PARIS LYON,TGV InOui,National TGV,108.4,180,2,12.8,92.5,32.5,38.5,29.0,282230.0
AXE-TGV-06634,LA ROCHELLE VILLE - PARIS MONTPARNASSE,LA ROCHELLE VILLE,PARIS MONTPARNASSE,TGV InOui,National TGV,77.3,214,0,9.9,95.1,18.1,38.1,43.8,254096.84
AXE-TGV-06635,LILLE - LYON PART DIEU,LILLE,LYON PART DIEU,TGV InOui,National TGV,159.3,315,0,8.1,96.0,24.3,39.1,36.6,304590.68
AXE-TGV-06636,LILLE - PARIS NORD,LILLE,PARIS NORD,TGV InOui,National TGV,102.1,632,6,9.6,94.3,30.6,29.0,40.4,744666.9
AXE-TGV-06637,LYON PART DIEU - PARIS LYON,LYON PART DIEU,PARIS LYON,TGV InOui,National TGV,90.8,670,4,8.1,95.4,22.1,33.4,44.5,661527.87
AXE-TGV-06638,MARSEILLE ST CHARLES - LYON PART DIEU,MARSEILLE ST CHARLES,LYON PART DIEU,TGV InOui,National TGV,165.9,500,2,14.1,92.6,20.0,36.8,43.2,849547.38
AXE-TGV-06639,MONTPELLIER - LYON PART DIEU,MONTPELLIER,LYON PART DIEU,TGV InOui,National TGV,122.1,223,2,13.3,92.4,30.3,34.7,35.0,362579.28
AXE-TGV-06640,NIMES - PARIS LYON,NIMES,PARIS LYON,TGV InOui,National TGV,227.9,262,0,13.0,93.5,25.0,26.9,48.1,409867.81
AXE-TGV-06641,PARIS LYON - BESANCON FRANCHE COMTE TGV,PARIS LYON,BESANCON FRANCHE COMTE TGV,TGV InOui,National TGV,83.2,164,3,31.9,82.2,32.3,28.6,39.1,630057.29
AXE-TGV-06642,PARIS LYON - CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX,TGV InOui,National TGV,81.1,234,0,25.6,87.2,22.7,38.4,38.9,719565.6
AXE-TGV-06643,PARIS LYON - LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,TGV InOui,National TGV,124.1,189,1,20.7,89.1,30.5,35.1,34.4,470503.66
AXE-TGV-06644,PARIS LYON - MARSEILLE ST CHARLES,PARIS LYON,MARSEILLE ST CHARLES,TGV InOui,National TGV,193.0,583,0,30.1,85.0,22.9,24.9,52.2,2105280.07
AXE-TGV-06645,PARIS LYON - NICE VILLE,PARIS LYON,NICE VILLE,TGV InOui,National TGV,96.1,252,0,23.8,88.1,30.3,27.1,42.6,720407.52
AXE-TGV-06646,PARIS MONTPARNASSE - ANGERS SAINT LAUD,PARIS MONTPARNASSE,ANGERS SAINT LAUD,TGV InOui,National TGV,145.9,501,0,23.5,88.2,27.8,23.3,48.9,1415003.46
AXE-TGV-06647,PARIS MONTPARNASSE - LAVAL,PARIS MONTPARNASSE,LAVAL,TGV InOui,National TGV,166.4,252,0,10.0,95.0,31.7,26.5,41.8,303460.14
AXE-TGV-06648,PERPIGNAN - PARIS LYON,PERPIGNAN,PARIS LYON,TGV InOui,National TGV,119.0,210,0,15.7,92.2,25.7,41.6,32.7,394941.57
AXE-TGV-06649,RENNES - PARIS MONTPARNASSE,RENNES,PARIS MONTPARNASSE,TGV InOui,National TGV,195.3,823,2,8.7,95.4,18.1,40.2,41.7,863849.61
AXE-TGV-06650,SAINT ETIENNE CHATEAUCREUX - PARIS LYON,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,TGV InOui,National TGV,96.2,114,1,7.7,95.3,25.6,35.1,39.3,108234.0
AXE-TGV-06651,VALENCE ALIXAN TGV - PARIS LYON,VALENCE ALIXAN TGV,PARIS LYON,TGV InOui,National TGV,169.3,459,0,15.9,92.1,19.5,25.5,55.0,874905.0
AXE-TGV-06652,PARIS LYON - BARCELONA,PARIS LYON,BARCELONA,TGV InOui,National TGV,105.1,47,0,12.6,93.7,21.2,35.7,43.1,70870.47
AXE-TGV-06653,PARIS LYON - GENEVE,PARIS LYON,GENEVE,TGV InOui,National TGV,136.7,218,0,26.6,86.7,28.6,24.0,47.4,696652.54
AXE-TGV-06654,PARIS LYON - LAUSANNE,PARIS LYON,LAUSANNE,TGV InOui,National TGV,166.5,168,1,20.3,89.2,28.1,30.8,41.1,412282.69
AXE-TGV-06655,STUTTGART - PARIS EST,STUTTGART,PARIS EST,TGV InOui,National TGV,174.0,109,1,9.1,94.5,32.3,35.8,31.9,123061.02
AXE-TGV-06656,ANGERS SAINT LAUD - PARIS MONTPARNASSE,ANGERS SAINT LAUD,PARIS MONTPARNASSE,TGV InOui,National TGV,82.7,531,1,12.6,93.5,20.1,37.5,42.4,808265.89
AXE-TGV-06657,ARRAS - PARIS NORD,ARRAS,PARIS NORD,TGV InOui,National TGV,79.7,483,4,11.5,93.4,26.2,29.7,44.1,678577.01
AXE-TGV-06658,BORDEAUX ST JEAN - TOURCOING,BORDEAUX ST JEAN,TOURCOING,TGV InOui,National TGV,104.2,27,0,17.6,91.2,22.4,35.2,42.4,57088.8
AXE-TGV-06659,DIJON VILLE - PARIS LYON,DIJON VILLE,PARIS LYON,TGV InOui,National TGV,152.2,381,4,10.0,94.0,20.0,32.4,47.6,469474.64
AXE-TGV-06660,LAVAL - PARIS MONTPARNASSE,LAVAL,PARIS MONTPARNASSE,TGV InOui,National TGV,191.4,278,1,9.4,95.0,26.4,33.6,40.0,316308.47
AXE-TGV-06661,LILLE - MARSEILLE ST CHARLES,LILLE,MARSEILLE ST CHARLES,TGV InOui,National TGV,181.8,195,0,18.8,90.6,30.4,28.2,41.4,440395.93
AXE-TGV-06662,MARNE LA VALLEE - LYON PART DIEU,MARNE LA VALLEE,LYON PART DIEU,TGV InOui,National TGV,236.8,390,0,10.0,95.0,29.3,31.5,39.2,468438.41
AXE-TGV-06663,MARSEILLE ST CHARLES - MARNE LA VALLEE,MARSEILLE ST CHARLES,MARNE LA VALLEE,TGV InOui,National TGV,83.5,274,0,23.2,88.4,19.7,41.2,39.1,762256.34
AXE-TGV-06664,METZ - PARIS EST,METZ,PARIS EST,TGV InOui,National TGV,126.9,298,1,8.6,95.4,24.7,36.0,39.3,309443.4
AXE-TGV-06665,PARIS LYON - AVIGNON TGV,PARIS LYON,AVIGNON TGV,TGV InOui,National TGV,95.1,443,0,32.7,83.6,21.2,41.7,37.1,1739764.02
AXE-TGV-06666,PARIS LYON - SAINT ETIENNE CHATEAUCREUX,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,TGV InOui,National TGV,68.5,114,95,25.2,75.0,31.2,25.6,43.2,484843.9
AXE-TGV-06667,PARIS MONTPARNASSE - BREST,PARIS MONTPARNASSE,BREST,TGV InOui,National TGV,171.3,264,1,13.1,93.1,25.8,26.4,47.8,417222.14
AXE-TGV-06668,PARIS MONTPARNASSE - LE MANS,PARIS MONTPARNASSE,LE MANS,TGV InOui,National TGV,133.6,484,1,23.6,88.0,20.6,33.7,45.7,1374788.89
AXE-TGV-06669,PARIS MONTPARNASSE - ST MALO,PARIS MONTPARNASSE,ST MALO,TGV InOui,National TGV,146.1,94,1,10.5,93.7,25.6,23.6,50.8,121945.71
AXE-TGV-06670,PARIS MONTPARNASSE - TOULOUSE MATABIAU,PARIS MONTPARNASSE,TOULOUSE MATABIAU,TGV InOui,National TGV,171.9,179,0,22.5,88.7,25.9,22.7,51.4,483642.43
AXE-TGV-06671,PARIS NORD - DUNKERQUE,PARIS NORD,DUNKERQUE,TGV InOui,National TGV,195.0,171,0,18.0,91.0,22.3,37.3,40.4,369550.0
AXE-TGV-06672,POITIERS - PARIS MONTPARNASSE,POITIERS,PARIS MONTPARNASSE,TGV InOui,National TGV,112.6,468,1,9.2,95.2,27.2,30.3,42.5,520361.84
AXE-TGV-06673,STRASBOURG - PARIS EST,STRASBOURG,PARIS EST,TGV InOui,National TGV,85.8,543,1,14.3,92.7,32.7,41.3,26.0,934790.25
AXE-TGV-06674,TOULOUSE MATABIAU - PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE,TGV InOui,National TGV,122.0,181,0,48.7,75.7,21.0,30.7,48.3,1056738.33
AXE-TGV-06675,AIX EN PROVENCE TGV - PARIS LYON,AIX EN PROVENCE TGV,PARIS LYON,TGV InOui,National TGV,73.4,475,0,11.0,94.5,22.3,37.8,39.9,629490.42
AXE-TGV-06676,AVIGNON TGV - PARIS LYON,AVIGNON TGV,PARIS LYON,TGV InOui,National TGV,63.2,460,0,10.7,94.6,30.2,22.4,47.4,590918.65
AXE-TGV-06677,BELLEGARDE (AIN) - PARIS LYON,BELLEGARDE (AIN),PARIS LYON,TGV InOui,National TGV,136.4,228,0,7.4,96.3,33.6,33.5,32.9,202346.61
AXE-TGV-06678,DOUAI - PARIS NORD,DOUAI,PARIS NORD,TGV InOui,National TGV,171.5,178,1,12.8,93.1,22.7,22.4,54.9,275605.0
AXE-TGV-06679,LYON PART DIEU - MARNE LA VALLEE,LYON PART DIEU,MARNE LA VALLEE,TGV InOui,National TGV,126.4,362,2,14.1,92.4,20.8,35.4,43.8,619034.37
AXE-TGV-06680,MARSEILLE ST CHARLES - LILLE,MARSEILLE ST CHARLES,LILLE,TGV InOui,National TGV,227.0,206,0,21.2,89.4,18.9,22.7,58.4,524682.0
AXE-TGV-06681,MARSEILLE ST CHARLES - TOURCOING,MARSEILLE ST CHARLES,TOURCOING,TGV InOui,National TGV,149.6,30,0,28.8,85.6,24.3,28.3,47.4,103813.33
AXE-TGV-06682,NANCY - PARIS EST,NANCY,PARIS EST,TGV InOui,National TGV,79.8,297,0,7.5,96.2,21.2,22.3,56.5,267718.0
AXE-TGV-06683,PARIS LYON - DIJON VILLE,PARIS LYON,DIJON VILLE,TGV InOui,National TGV,152.7,392,3,25.6,86.4,23.4,40.4,36.2,1210073.97
AXE-TGV-06684,PARIS LYON - MONTPELLIER,PARIS LYON,MONTPELLIER,TGV InOui,National TGV,66.8,241,0,21.9,89.0,33.3,31.5,35.2,634368.23
AXE-TGV-06685,PARIS LYON - VALENCE ALIXAN TGV,PARIS LYON,VALENCE ALIXAN TGV,TGV InOui,National TGV,178.3,392,0,25.1,87.5,19.2,33.9,46.9,1179812.39
AXE-TGV-06686,PARIS MONTPARNASSE - ANGOULEME,PARIS MONTPARNASSE,ANGOULEME,TGV InOui,National TGV,195.1,292,1,23.3,88.0,25.2,31.1,43.7,817916.13
AXE-TGV-06687,PARIS MONTPARNASSE - RENNES,PARIS MONTPARNASSE,RENNES,TGV InOui,National TGV,203.8,801,0,11.8,94.1,30.1,36.8,33.1,1131194.68
AXE-TGV-06688,PARIS MONTPARNASSE - TOURS,PARIS MONTPARNASSE,TOURS,TGV InOui,National TGV,106.4,185,1,9.0,94.9,32.3,27.4,40.3,203661.6
AXE-TGV-06689,PARIS MONTPARNASSE - VANNES,PARIS MONTPARNASSE,VANNES,TGV InOui,National TGV,212.6,267,0,11.3,94.4,26.6,41.6,31.8,360984.0
AXE-TGV-06690,ST PIERRE DES CORPS - PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE,TGV InOui,National TGV,225.6,540,0,7.4,96.3,26.2,32.2,41.6,476661.45
AXE-TGV-06691,ITALIE - PARIS LYON,ITALIE,PARIS LYON,TGV InOui,National TGV,87.7,92,1,43.4,77.2,31.1,28.4,40.5,478123.15
AXE-TGV-06692,LAUSANNE - PARIS LYON,LAUSANNE,PARIS LYON,TGV InOui,National TGV,99.0,186,0,3.7,98.1,31.0,39.7,29.3,83598.99
AXE-TGV-06693,PARIS LYON - LAUSANNE,PARIS LYON,LAUSANNE,TGV InOui,National TGV,69.8,186,8,26.9,82.3,23.4,31.5,45.1,609734.45
AXE-TGV-06694,AIX EN PROVENCE TGV - PARIS LYON,AIX EN PROVENCE TGV,PARIS LYON,TGV InOui,National TGV,166.8,496,2,13.3,93.0,20.7,26.1,53.2,795340.61
AXE-TGV-06695,ARRAS - PARIS NORD,ARRAS,PARIS NORD,TGV InOui,National TGV,202.4,471,17,13.0,89.9,19.8,29.1,51.1,784080.71
AXE-TGV-06696,BELLEGARDE (AIN) - PARIS LYON,BELLEGARDE (AIN),PARIS LYON,TGV InOui,National TGV,143.1,248,1,11.2,94.0,28.7,31.0,40.3,337230.02
AXE-TGV-06697,LILLE - LYON PART DIEU,LILLE,LYON PART DIEU,TGV InOui,National TGV,68.3,341,4,8.5,94.6,20.6,41.8,37.6,363029.24
AXE-TGV-06698,LYON PART DIEU - MARSEILLE ST CHARLES,LYON PART DIEU,MARSEILLE ST CHARLES,TGV InOui,National TGV,154.6,565,1,14.7,92.5,30.6,30.3,39.1,996157.37
AXE-TGV-06699,LYON PART DIEU - PARIS LYON,LYON PART DIEU,PARIS LYON,TGV InOui,National TGV,219.7,629,2,9.0,95.2,21.2,38.5,40.3,686339.63
AXE-TGV-06700,PARIS EST - NANCY,PARIS EST,NANCY,TGV InOui,National TGV,78.3,297,7,12.3,91.5,32.5,38.2,29.3,460110.17
AXE-TGV-06701,PARIS EST - STRASBOURG,PARIS EST,STRASBOURG,TGV InOui,National TGV,188.7,575,7,13.4,92.1,20.9,33.5,45.6,946266.65
AXE-TGV-06702,PARIS LYON - BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN),TGV InOui,National TGV,237.0,245,0,25.8,87.1,31.4,27.2,41.4,758044.0
AXE-TGV-06703,PARIS LYON - GRENOBLE,PARIS LYON,GRENOBLE,TGV InOui,National TGV,128.6,156,1,21.8,88.5,21.0,37.6,41.4,409814.67
AXE-TGV-06704,PARIS LYON - MARSEILLE ST CHARLES,PARIS LYON,MARSEILLE ST CHARLES,TGV InOui,National TGV,145.8,556,0,23.7,88.2,32.3,23.1,44.6,1578340.63
AXE-TGV-06705,PARIS LYON - MONTPELLIER,PARIS LYON,MONTPELLIER,TGV InOui,National TGV,186.0,336,3,28.1,85.0,22.7,23.3,54.0,1137387.91
AXE-TGV-06706,PARIS LYON - MULHOUSE VILLE,PARIS LYON,MULHOUSE VILLE,TGV InOui,National TGV,183.7,320,4,21.6,87.9,31.2,27.0,41.8,837451.2
AXE-TGV-06707,PARIS LYON - PERPIGNAN,PARIS LYON,PERPIGNAN,TGV InOui,National TGV,66.6,278,11,29.1,81.5,20.7,24.8,54.5,981320.38
AXE-TGV-06708,PARIS LYON - VALENCE ALIXAN TGV,PARIS LYON,VALENCE ALIXAN TGV,TGV InOui,National TGV,221.0,468,5,29.0,84.4,33.2,22.3,44.5,1632240.28
AXE-TGV-06709,PARIS MONTPARNASSE - BORDEAUX ST JEAN,PARIS MONTPARNASSE,BORDEAUX ST JEAN,TGV InOui,National TGV,143.6,1025,20,23.8,86.2,29.4,23.2,47.4,2954968.6
AXE-TGV-06710,PARIS MONTPARNASSE - BREST,PARIS MONTPARNASSE,BREST,TGV InOui,National TGV,78.2,247,4,14.1,91.3,24.8,31.4,43.8,429577.2
AXE-TGV-06711,PARIS MONTPARNASSE - NANTES,PARIS MONTPARNASSE,NANTES,TGV InOui,National TGV,208.6,586,1,13.3,93.2,27.0,27.3,45.7,941455.5
AXE-TGV-06712,PARIS MONTPARNASSE - POITIERS,PARIS MONTPARNASSE,POITIERS,TGV InOui,National TGV,101.1,608,7,22.4,87.6,23.4,34.6,42.0,1650183.91
AXE-TGV-06713,PARIS MONTPARNASSE - QUIMPER,PARIS MONTPARNASSE,QUIMPER,TGV InOui,National TGV,184.8,242,3,16.5,90.5,22.9,38.2,38.9,487472.6
AXE-TGV-06714,PARIS MONTPARNASSE - ST MALO,PARIS MONTPARNASSE,ST MALO,TGV InOui,National TGV,146.6,121,1,11.6,93.4,31.0,37.2,31.8,171935.29
AXE-TGV-06715,PARIS MONTPARNASSE - ST PIERRE DES CORPS,PARIS MONTPARNASSE,ST PIERRE DES CORPS,TGV InOui,National TGV,225.1,509,4,19.3,89.6,22.7,31.5,45.8,1184705.38
AXE-TGV-06716,PARIS MONTPARNASSE - TOURS,PARIS MONTPARNASSE,TOURS,TGV InOui,National TGV,71.9,162,1,16.4,91.2,31.8,23.0,45.2,321001.23
AXE-TGV-06717,PARIS NORD - DUNKERQUE,PARIS NORD,DUNKERQUE,TGV InOui,National TGV,148.6,161,7,19.6,85.8,33.8,33.2,33.0,393909.79
AXE-TGV-06718,POITIERS - PARIS MONTPARNASSE,POITIERS,PARIS MONTPARNASSE,TGV InOui,National TGV,163.2,445,3,14.7,92.0,19.3,40.4,40.3,792039.25
AXE-TGV-06719,STRASBOURG - NANTES,STRASBOURG,NANTES,TGV InOui,National TGV,237.3,57,1,14.8,90.8,26.2,35.2,38.6,104168.8
AXE-TGV-06720,TOURS - PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE,TGV InOui,National TGV,149.6,158,0,15.6,92.2,24.7,34.1,41.2,295582.89
AXE-TGV-06721,BARCELONA - PARIS LYON,BARCELONA,PARIS LYON,TGV InOui,National TGV,120.0,62,0,5.2,97.4,19.4,32.7,47.9,38943.91
AXE-TGV-06722,GENEVE - PARIS LYON,GENEVE,PARIS LYON,TGV InOui,National TGV,111.9,223,1,4.6,97.2,31.1,27.4,41.5,127207.86
AXE-TGV-06723,MADRID - MARSEILLE ST CHARLES,MADRID,MARSEILLE ST CHARLES,TGV InOui,National TGV,183.9,31,4,0.0,87.1,28.3,26.4,45.3,18000.0
AXE-TGV-06724,MARSEILLE ST CHARLES - MADRID,MARSEILLE ST CHARLES,MADRID,TGV InOui,National TGV,193.8,31,2,10.2,88.4,19.2,26.1,54.7,44525.0
AXE-TGV-06725,PARIS LYON - GENEVE,PARIS LYON,GENEVE,TGV InOui,National TGV,104.8,223,2,23.6,87.3,33.5,29.9,36.6,635919.2
AXE-TGV-06726,PARIS LYON - ZURICH,PARIS LYON,ZURICH,TGV InOui,National TGV,239.1,42,4,23.4,78.8,23.5,41.0,35.5,124932.0
