code_uic_gare,nom_gare,code_postal,departement_code,region_nom,direction_regionale_sncf,total_voyageurs_2024,total_voyageurs_2023,total_voyageurs_2022
87595827,Sarlat-la-Canéda,24200,24,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,82527,72932,65784
87734152,Sarliève - Cournon,63800,63,DRG AURA BFC,DRG AURA BFC,85420,64587,44092
87444315,Serquigny,27470,27,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,48728,36718,31539
87182105,Sierentz,68510,68,DRG GRAND EST,DRG GRAND EST,268981,261901,222398
87345405,Sin-le-Noble,59450,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,12146,18815,27058
87175216,St-Eulien,52100,52,DRG GRAND EST,DRG GRAND EST,0,10,15
87141598,Tantonville,54116,54,DRG GRAND EST,DRG GRAND EST,1587,890,200
87296442,Tergnier,02700,02,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,575283,531177,507490
87342287,Thiennes,59189,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,248,575,712
87725622,Tournus,71700,71,DRG AURA BFC,DRG AURA BFC,436114,406085,411023
87381236,Trie-Château,60590,60,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,36652,34716,35594
87672386,Urt,64240,64,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,11803,7289,6270
87594093,Ussel,19200,19,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,81348,62274,73875
87763029,Valence TGV Rhône-Alpes Sud,26958,26,DRG AURA BFC,DRG AURA BFC,3283288,3550552,3022392
87697318,Villetaneuse Université,93430,93,DEX GIF,DEX GIF,4579187,4152466,3902317
87439554,Vitrolles Aéroport Marseille Provence,13127,13,DRG OCCITANIE SUD,DRG OCCITANIE SUD,657725,589410,548809
87545293,Vitry-sur-Seine,94400,94,DEX GIF,DEX GIF,4424496,4012166,3770683
87281436,Watten - Éperlecques,62910,62,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,122322,115840,102356
87213744,Wingen-sur-Moder,67290,67,DRG GRAND EST,DRG GRAND EST,150209,142903,142127
87342048,Achiet-le-Grand,62121,62,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,100369,82597,80648
87586693,Aiguillon,47190,47,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,156853,152744,133450
87381848,Argenteuil,95100,95,DEX GIF,DEX GIF,17548229,15911703,16033835
87286864,Ascq,59650,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,29204,22382,17383
87316604,Aubin-Saint-Vaast,62140,62,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,1847,1416,1691
87773457,Baillargues,34670,34,DRG OCCITANIE SUD,DRG OCCITANIE SUD,551329,515805,419523
87181073,Ballersdorf,68210,68,DRG GRAND EST,DRG GRAND EST,0,0,0
87784298,Banyuls-sur-Mer,66650,66,DRG OCCITANIE SUD,DRG OCCITANIE SUD,119683,107964,95022
87726778,Bas - Monistrol-sur-Loire,43120,43,DRG AURA BFC,DRG AURA BFC,119627,106723,106606
87141218,Bayon,54290,54,DRG GRAND EST,DRG GRAND EST,200592,208600,163022
87743526,Bellignat,01810,01,DRG AURA BFC,DRG AURA BFC,4083,5116,4219
87345553,Bertry,59980,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,6208,5096,3350
87342402,Beuvry lès Béthune,62660,62,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,13375,13296,12518
87576306,Bigny,18190,18,DRG B-CVL-PDL,DRG B-CVL-PDL,406,219,123
87214296,Bischoffsheim,67830,67,DRG GRAND EST,DRG GRAND EST,136135,124307,118917
87645184,Boisset,15600,15,DRG AURA BFC,DRG AURA BFC,500,474,368
87142224,Bologne,52310,52,DRG GRAND EST,DRG GRAND EST,6694,4643,3117
87413344,Bréauté - Beuzeville,76110,76,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,739866,769085,674677
87144154,Bruyères,88600,88,DRG GRAND EST,DRG GRAND EST,127688,134444,114217
87582684,Cadaujac,33140,33,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,74005,66894,52220
87671156,Capvern,65130,65,DRG OCCITANIE SUD,DRG OCCITANIE SUD,6472,7019,7061
87696302,Chantenay-Saint-Imbert,58240,58,DRG AURA BFC,DRG AURA BFC,7223,6774,9463
87481648,Châteaubriant,44110,44,DRG B-CVL-PDL,DRG B-CVL-PDL,56208,170704,156378
87576298,Châteauneuf-sur-Cher,18190,18,DRG B-CVL-PDL,DRG B-CVL-PDL,13527,13957,16400
87574665,Château-Renault,37110,37,DRG B-CVL-PDL,DRG B-CVL-PDL,110831,100907,101627
87484246,Chemillé-en-Anjou,49120,49,DRG B-CVL-PDL,DRG B-CVL-PDL,193192,184247,160348
87393637,Chilly-Mazarin,91380,91,DEX GIF,DEX GIF,715378,902688,848244
87286260,Comines,59560,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,131,455,1056
87756338,Cros de Cagnes,06800,06,DRG OCCITANIE SUD,DRG OCCITANIE SUD,305284,286437,240535
87734673,Darsac,43270,43,DRG AURA BFC,DRG AURA BFC,1827,2132,2133
87476770,Drefféac,44530,44,DRG B-CVL-PDL,DRG B-CVL-PDL,11659,9969,7301
87396564,Écommoy,72220,72,DRG B-CVL-PDL,DRG B-CVL-PDL,90899,84622,74026
87386763,Épône - Mézières,78680,78,DEX GIF,DEX GIF,1559294,1414302,1243300
87756387,Èze,06360,06,DRG OCCITANIE SUD,DRG OCCITANIE SUD,301616,288274,195128
87725663,Fleurville - Pont-de-Vaux,71260,71,DRG AURA BFC,DRG AURA BFC,19817,19910,19130
87276071,Franconville - Le Plessis-Bouchard,95130,95,DEX GIF,DEX GIF,6019741,5458186,5203210
87718304,Franois,25770,25,DRG AURA BFC,DRG AURA BFC,9544,8656,9331
87741629,Frontenex,73460,73,DRG AURA BFC,DRG AURA BFC,45427,37921,32224
87191742,Gandrange - Amnéville,57175,57,DRG GRAND EST,DRG GRAND EST,4341,3775,3965
87313262,Gannes,60120,60,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,3882,2969,2867
87393439,Garancières - La Queue,78890,78,DEX GIF,DEX GIF,376750,339637,273442
87673459,Guéthary,64210,64,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,55069,47682,38627
87545244,Juvisy-sur-Orge,91260,91,DEX GIF,DEX GIF,41881077,35396457,33271111
87474213,Kerhuon,29480,29,DRG B-CVL-PDL,DRG B-CVL-PDL,60172,49527,39605
87215491,Keskastel,67260,67,DRG GRAND EST,DRG GRAND EST,54120,50298,52193
87571802,La Chapelle-sur-Loire,37140,37,DRG B-CVL-PDL,DRG B-CVL-PDL,3371,3121,4016
87009696,La Douzillère,37300,37,DRG B-CVL-PDL,DRG B-CVL-PDL,9979,6573,9903
87396325,La Ferté-Bernard,72400,72,DRG B-CVL-PDL,DRG B-CVL-PDL,297050,276215,270677
87491274,La Grave d'Ambarès,33440,33,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,25137,30196,29282
87473124,La Méaugon,22440,22,DRG B-CVL-PDL,DRG B-CVL-PDL,476,15,86
87545459,La Norville - Saint-Germain-lès-Arpajon,91290,91,DEX GIF,DEX GIF,604879,548509,515437
87594416,La Rivière de Mansac,19520,19,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,20688,13144,4610
87474262,La Roche-Maurice,29800,29,DRG B-CVL-PDL,DRG B-CVL-PDL,23711,19088,18632
87761544,La-Voulte-sur-Rhône,07800,07,DRG AURA BFC,DRG AURA BFC,909,1021,1406
87734160,Le Cendre - Orcet,63670,63,DRG AURA BFC,DRG AURA BFC,183417,165289,147109
87316687,Le Haut Banc,62250,62,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,2990,1658,1359
87682179,Le Mée-sur-Seine,77350,77,DEX GIF,DEX GIF,2628948,2097046,1970800
87381095,Le Stade,92700,92,DEX GIF,DEX GIF,3216734,2916687,2801735
87746768,Les Bossons,74400,74,DRG AURA BFC,DRG AURA BFC,7780,6418,5988
87721704,Les Flachères,69260,69,DRG AURA BFC,DRG AURA BFC,1857,762,969
87746818,Les Moussoux,74400,74,DRG AURA BFC,DRG AURA BFC,4178,2487,2054
87386680,Les Mureaux,78130,78,DEX GIF,DEX GIF,5383889,4883031,4588884
87471060,L'Hermitage - Mordelles,35590,35,DRG B-CVL-PDL,DRG B-CVL-PDL,66738,60286,55145
87598755,Limoux Flassian,11300,11,DRG OCCITANIE SUD,DRG OCCITANIE SUD,5869,9719,8990
87476002,Lorient Bretagne Sud,56100,56,DRG B-CVL-PDL,DRG B-CVL-PDL,2066021,1910564,1766624
87576363,Luçay-le-Mâle,36360,36,DRG B-CVL-PDL,DRG B-CVL-PDL,21421,21786,30316
87762906,Lyon Saint-Exupéry TGV,69125,69,DRG AURA BFC,DRG AURA BFC,2251500,1813737,1666530
87781666,Magalas,34480,34,DRG OCCITANIE SUD,DRG OCCITANIE SUD,10234,14407,9554
87681486,Maisse,91720,91,DEX GIF,DEX GIF,158480,146800,137968
87597625,Marsac,23210,23,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,8680,7688,5114
87784546,Millas,66170,66,DRG OCCITANIE SUD,DRG OCCITANIE SUD,4326,7980,5503
87276618,Montataire,60160,60,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,63783,55887,58123
87694620,Montceau-les-Mines,71300,71,DRG AURA BFC,DRG AURA BFC,84173,70967,99863
87641472,Mont-Dore,63240,63,DRG AURA BFC,DRG AURA BFC,0,2,8236
87571273,Montlouis-sur-Loire,37270,37,DRG B-CVL-PDL,DRG B-CVL-PDL,134378,93548,36020
87781534,Montpaon,12540,12,DRG OCCITANIE SUD,DRG OCCITANIE SUD,459,466,412
87595322,Montpon-Ménestérol,24700,24,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,204596,180284,170416
87141143,Mont-sur-Meurthe,54360,54,DRG GRAND EST,DRG GRAND EST,16486,14745,11591
87386011,Nanterre La Folie,92000,92,nan,nan,0,0,0
87703975,Nîmes Pont du Gard,30129,30,DRG OCCITANIE SUD,DRG OCCITANIE SUD,1168501,1054535,745834
87574368,Noizay,37210,37,DRG B-CVL-PDL,DRG B-CVL-PDL,4278,6269,5685
87471540,Noyal - Acigné,35530,35,DRG B-CVL-PDL,DRG B-CVL-PDL,332259,285601,246195
87594630,Objat,19130,19,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,26688,19923,17133
87215632,Oermingen,67970,67,DRG GRAND EST,DRG GRAND EST,38063,33538,36302
87113001,Paris Est,75010,75,ETAB GARES PARIS,ETAB GARES PARIS,42725621,39877017,36774394
87393504,Petit Jouy - Les Loges,78350,78,DEX GIF,DEX GIF,178195,161582,151872
87672337,Peyrehorade,40300,40,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,47299,39856,28211
87276097,Pierrelaye,95480,95,DEX GIF,DEX GIF,1421147,1288628,1263736
87345207,Pont de la Deûle,59128,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,27234,25078,24168
87582767,Preignac,33210,33,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,6076,6662,6832
87571455,Reignac-sur-Indre,37310,37,DRG B-CVL-PDL,DRG B-CVL-PDL,8922,6908,14273
87734749,Retournac,43130,43,DRG AURA BFC,DRG AURA BFC,57476,50459,51748
87113704,Rosny-sous-Bois,93110,93,DEX GIF,DEX GIF,6290410,5704642,5361506
87712026,Rully,71150,71,DRG AURA BFC,DRG AURA BFC,40268,37407,37542
87592717,Saillat - Chassenon,87720,87,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,4716,4588,5272
87755215,Saint-Cyr Les Lecques - La Cadière,83270,83,DRG OCCITANIE SUD,DRG OCCITANIE SUD,423272,388741,366619
87271015,Saint-Denis,93200,93,DEX GIF,DEX GIF,36960585,28530643,26902902
87491282,Sainte-Eulalie - Carbon-Blanc,33560,33,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,55417,61960,46371
87575050,Sainte-Maure - Noyant,37800,37,DRG B-CVL-PDL,DRG B-CVL-PDL,146892,144500,159393
87682542,Saint-Fargeau-Ponthierry,77310,77,DEX GIF,DEX GIF,100087,106177,99778
87576272,Saint-Florent-sur-Cher,18400,18,DRG B-CVL-PDL,DRG B-CVL-PDL,9733,11154,10766
87571851,Saint-Genouph,37510,37,DRG B-CVL-PDL,DRG B-CVL-PDL,986,473,282
87276600,Saint-Leu-la-Forêt,95320,95,DEX GIF,DEX GIF,2504878,2271180,2272089
87582825,Saint-Macaire,33490,33,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,17006,17365,17836
87382481,Saint-Nom-la-Bretèche Forêt de Marly,78620,78,DEX GIF,DEX GIF,2048759,1615796,1258313
87491035,Saint-Savinien,17350,17,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,29982,20203,19148
87694174,Saint-Symphorien-de-Marmagne,71710,71,DRG AURA BFC,DRG AURA BFC,194,76,44
87761130,Saint-Vallier sur Rhône,26240,26,DRG AURA BFC,DRG AURA BFC,372697,339426,309631
87193615,Sarreguemines,57200,57,DRG GRAND EST,DRG GRAND EST,381439,428391,457024
87753558,Sausset-les-Pins,13960,13,DRG OCCITANIE SUD,DRG OCCITANIE SUD,85428,71131,69814
87481838,Savenay,44260,44,DRG B-CVL-PDL,DRG B-CVL-PDL,859138,787338,677561
87172254,Sedan,08200,08,DRG GRAND EST,DRG GRAND EST,462646,466520,358878
87753715,Sénas,13560,13,DRG OCCITANIE SUD,DRG OCCITANIE SUD,46862,42438,40150
87751636,Séon Saint-Henri,13016,13,DRG OCCITANIE SUD,DRG OCCITANIE SUD,0,0,0
87763722,Serres,05700,05,DRG OCCITANIE SUD,DRG OCCITANIE SUD,13012,11563,11638
87396234,Sillé-le-Guillaume,72140,72,DRG B-CVL-PDL,DRG B-CVL-PDL,115577,105128,91402
87491043,Taillebourg,17350,17,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,0,0,0
87116210,Tournan-en-Brie,77220,77,DEX GIF,DEX GIF,2507603,2273937,2096889
87322347,Traou Nez,22860,22,DRG B-CVL-PDL,DRG B-CVL-PDL,481,86,111
87182352,Turckheim,68230,68,DRG GRAND EST,DRG GRAND EST,43974,49445,41049
87673624,Ustaritz Jatxou,64480,64,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,7532,7526,5742
87343004,Valenciennes,59300,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,3373297,3144191,2875726
87447284,Valognes,50700,50,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,282866,270670,251892
87746727,Vaudagne,74310,74,DRG AURA BFC,DRG AURA BFC,394,213,159
87726208,Veauche - Saint-Galmier,42340,42,DRG AURA BFC,DRG AURA BFC,88116,76323,72299
87297119,Verneuil-sur-Serre,02000,02,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,4606,8008,6503
87722587,Vienne,38200,38,DRG AURA BFC,DRG AURA BFC,2266354,2063036,1956515
87491258,Villeneuve-la-Comtesse,17330,17,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,1618,1274,867
87618215,Villenouvelle,31290,31,DRG OCCITANIE SUD,DRG OCCITANIE SUD,28046,29151,26687
87715102,Andelot-en-Montagne,39320,39,DRG AURA BFC,DRG AURA BFC,36040,31549,25960
87113878,Allée de la Tour Rendez-Vous,93320,93,DEX GIF,DEX GIF,1006727,912913,857918
87582726,Arbanats,33640,33,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,46870,47658,51865
87672212,Artix,64170,64,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,106432,82495,65223
87295733,Avesnes-sur-Helpe,59440,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,161629,146849,142784
87476200,Auray,56400,56,DRG B-CVL-PDL,DRG B-CVL-PDL,1317309,1258333,1110096
87783563,Barjac,48000,48,DRG OCCITANIE SUD,DRG OCCITANIE SUD,35,51,54
87184200,Bas Évette,90350,90,DRG AURA BFC,DRG AURA BFC,14957,11577,11503
87182113,Bartenheim,68870,68,DRG GRAND EST,DRG GRAND EST,136895,129259,116030
87611723,Baziège,31450,31,DRG OCCITANIE SUD,DRG OCCITANIE SUD,103277,104508,94556
87781609,Bédarieux,34600,34,DRG OCCITANIE SUD,DRG OCCITANIE SUD,42068,44798,35301
87491076,Beillant,17800,17,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,913,347,112
87641068,Bellenaves,03330,03,DRG AURA BFC,DRG AURA BFC,9674,10212,8124
87784892,Bena Fanes,66760,66,DRG OCCITANIE SUD,DRG OCCITANIE SUD,116,65,86
87592352,Bersac-sur-Rivalier,87370,87,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,6212,5373,3437
87673400,Biarritz,64200,64,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,895222,829355,731466
87172049,Bogny-sur-Meuse,08120,08,DRG GRAND EST,DRG GRAND EST,82139,86934,79860
87471102,Breteil,35160,35,DRG B-CVL-PDL,DRG B-CVL-PDL,114549,104172,85747
87682120,Brunoy,91800,91,DEX GIF,DEX GIF,4831405,4519023,4246577
87276063,Cernay (Val-d'Oise),95120,95,DEX GIF,DEX GIF,3088419,2800451,2643784
87734269,Brioude,43100,43,DRG AURA BFC,DRG AURA BFC,118457,109121,110941
87181032,Brunstatt,68350,68,DRG GRAND EST,DRG GRAND EST,0,0,0
87571463,Chambourg-sur-Indre,37310,37,DRG B-CVL-PDL,DRG B-CVL-PDL,3926,3374,2486
87722561,Chasse-sur-Rhône,38670,38,DRG AURA BFC,DRG AURA BFC,276928,241445,237250
87543066,Château-Gaillard,28210,28,DRG B-CVL-PDL,DRG B-CVL-PDL,6308,5363,7509
87571836,Cinq-Mars-la-Pile,37130,37,DRG B-CVL-PDL,DRG B-CVL-PDL,186647,176011,183608
87345116,Corbehem,62112,62,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,30265,26133,27638
87271874,Crouy,02880,02,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,1360,1035,563
87575126,Dangé-Saint-Romain,86220,86,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,34472,31152,29629
87765180,Courthézon,84350,84,DRG OCCITANIE SUD,DRG OCCITANIE SUD,38740,34749,33392
87718429,Deluz,25960,25,DRG AURA BFC,DRG AURA BFC,4461,2726,2682
87696427,Dompierre Sept Fons,03290,03,DRG AURA BFC,DRG AURA BFC,19081,20117,19909
87271148,Épinay-sur-Seine,93800,93,DEX GIF,DEX GIF,6744736,6116202,5747660
87281469,Ebblinghem,59173,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,12334,14778,13896
87697300,Épinay - Villetaneuse T11,93800,93,nan,nan,4834692,0,0
87611616,Foix,09000,09,DRG OCCITANIE SUD,DRG OCCITANIE SUD,313936,318840,283007
87313841,Fouilloy,60220,60,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,5152,4677,4942
87295048,Fourmies,59610,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,174812,177248,169985
87413708,Harfleur Halte,76700,76,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,2962,5262,4022
87386409,Houilles - Carrières-sur-Seine,78800,78,DEX GIF,DEX GIF,18250565,16550470,15852935
87755629,Hyères,83400,83,DRG OCCITANIE SUD,DRG OCCITANIE SUD,765868,677310,650137
87193276,Hombourg-Haut,57470,57,DRG GRAND EST,DRG GRAND EST,17089,15670,12961
87141473,Houdemont,54180,54,DRG GRAND EST,DRG GRAND EST,14750,13353,11588
87113472,Le Raincy - Villemomble - Montfermeil,93340,93,DEX GIF,DEX GIF,7632569,6921819,6505496
87581389,Le Verdon-sur-Mer,33123,33,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,20000,16700,14292
87710921,Les Portes de Saint-Cyr,78210,78,DEX GIF,DEX GIF,58848,53359,25258
87615161,Limoux,11300,11,DRG OCCITANIE SUD,DRG OCCITANIE SUD,63875,58021,28250
87171728,Loivre,51220,51,DRG GRAND EST,DRG GRAND EST,58616,51678,43778
87194001,Longwy,54400,54,DRG GRAND EST,DRG GRAND EST,550404,573680,468004
87185595,Luxeuil-les-Bains,70300,70,DRG AURA BFC,DRG AURA BFC,23351,20822,24557
87681155,Maisons-Alfort - Alfortville,94700,94,DEX GIF,DEX GIF,14504292,11974756,11252775
87713065,Mâlain,21410,21,DRG AURA BFC,DRG AURA BFC,66176,59698,62336
87611871,Malause,82200,82,DRG OCCITANIE SUD,DRG OCCITANIE SUD,0,0,9
87615419,Marssac-sur-Tarn,81500,81,DRG OCCITANIE SUD,DRG OCCITANIE SUD,14133,12690,11976
87713701,Mervans,71310,71,DRG AURA BFC,DRG AURA BFC,15893,12515,11555
87396044,Montbizot,72380,72,DRG B-CVL-PDL,DRG B-CVL-PDL,47015,39769,30758
87611038,Muret,31600,31,DRG OCCITANIE SUD,DRG OCCITANIE SUD,882910,954165,853048
87592410,Nieul,87510,87,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,5138,4723,3572
87595512,Niversac,24330,24,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,27457,19216,11239
87718411,Novillars,25220,25,DRG AURA BFC,DRG AURA BFC,6339,6192,6281
87713156,Nuits sous Ravières,89390,89,DRG AURA BFC,DRG AURA BFC,46689,48296,43191
87718361,Orchamps,39700,39,DRG AURA BFC,DRG AURA BFC,66549,59907,64574
87581751,Pessac,33600,33,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,1206056,1150020,1039275
87718189,Poligny,39800,39,DRG AURA BFC,DRG AURA BFC,123658,110532,117389
87141820,Pont-à-Mousson,54700,54,DRG GRAND EST,DRG GRAND EST,1207366,1188177,1067490
87696211,Pougues-les-Eaux,58320,58,DRG AURA BFC,DRG AURA BFC,19650,16282,14877
87476457,Quiberon,56170,56,DRG B-CVL-PDL,DRG B-CVL-PDL,151000,139301,121766
87182402,Ranspach,68470,68,DRG GRAND EST,DRG GRAND EST,20080,18532,18596
87718403,Roche-lez-Beaupré,25220,25,DRG AURA BFC,DRG AURA BFC,7315,6352,6860
87118158,Romilly-sur-Seine,10100,10,DRG GRAND EST,DRG GRAND EST,470006,426999,352333
87474155,Rosporden,29140,29,DRG B-CVL-PDL,DRG B-CVL-PDL,302899,272283,234588
87485532,Rouillé,86480,86,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,17896,16897,16496
87491803,Royan,17200,17,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,308109,272843,277670
87741769,Aime - La Plagne,73210,73,DRG AURA BFC,DRG AURA BFC,137211,123261,126465
87710913,Allée Royale,78210,78,DEX GIF,DEX GIF,50743,46010,21783
87734111,Aubiat,63260,63,DRG AURA BFC,DRG AURA BFC,8533,8171,7790
87295725,Avesnelles,59440,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,2196,3358,4532
87726869,Balbigny,42510,42,DRG AURA BFC,DRG AURA BFC,98551,85385,85385
87571604,Ballan-Miré,37510,37,DRG B-CVL-PDL,DRG B-CVL-PDL,40844,37300,39095
87775023,Beaucaire,30300,30,DRG OCCITANIE SUD,DRG OCCITANIE SUD,84064,56589,47307
87723544,Beynost,01700,01,DRG AURA BFC,DRG AURA BFC,294449,267635,244377
87342097,Biache-Saint-Vaast,62118,62,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,79041,69391,63288
87444380,Blonville-sur-Mer - Benerville,14910,14,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,3177,2996,2498
87476242,Brandérion,56700,56,DRG B-CVL-PDL,DRG B-CVL-PDL,18657,15066,11356
87611822,Brax - Léguevin,31490,31,DRG OCCITANIE SUD,DRG OCCITANIE SUD,199193,218967,183031
87381624,Bréval,78980,78,DEX GIF,DEX GIF,362272,328513,308723
87317180,Brimeux,62170,62,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,4683,3722,2929
87448084,Briouze,61220,61,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,45439,57305,54629
87615625,Carmaux,81400,81,DRG OCCITANIE SUD,DRG OCCITANIE SUD,137475,140409,118263
87473561,Carnoët - Locarn,22160,22,DRG B-CVL-PDL,DRG B-CVL-PDL,3015,3913,4753
87208553,Casino Lacroix Laval,69260,69,DRG AURA BFC,DRG AURA BFC,24956,20079,20337
87613356,Caussade,82300,82,DRG OCCITANIE SUD,DRG OCCITANIE SUD,182137,186977,155774
87396606,Château-du-Loir,72500,72,DRG B-CVL-PDL,DRG B-CVL-PDL,155829,149322,141544
87545756,Châteaudun,28200,28,DRG B-CVL-PDL,DRG B-CVL-PDL,263411,209757,180998
87393207,Chaville Rive Gauche,92370,92,DEX GIF,DEX GIF,1199547,1088062,769094
87696807,Clamecy,58500,58,DRG AURA BFC,DRG AURA BFC,42824,40284,37889
87192211,Courcelles-sur-Nied,57530,57,DRG GRAND EST,DRG GRAND EST,36803,35081,24671
87613232,Cransac,12110,12,DRG OCCITANIE SUD,DRG OCCITANIE SUD,4301,5436,4989
87286716,Croix - Wasquehal,59170,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,5990,4507,4628
87755355,Cuers - Pierrefeu,83390,83,DRG OCCITANIE SUD,DRG OCCITANIE SUD,145776,124755,105189
87315044,Daours,80800,80,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,33652,33546,31621
87343459,Denain,59220,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,24409,21034,18097
87713008,Dijon Porte Neuve,21000,21,DRG AURA BFC,DRG AURA BFC,118604,97491,106372
87763466,Embrun,05200,05,DRG OCCITANIE SUD,DRG OCCITANIE SUD,136541,123315,108682
87575357,Épanvilliers,86510,86,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,1283,1220,1450
87545228,Épinay-sur-Orge,91360,91,DEX GIF,DEX GIF,4036796,2380315,2236797
87345496,Escaudœuvres,59161,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,2353,2102,804
87718536,Étalans,25580,25,DRG AURA BFC,DRG AURA BFC,38103,49647,60802
87682211,Fontainebleau - Avon,77210,77,DEX GIF,DEX GIF,4848120,4395905,3194698
87582858,Gironde-sur-Dropt,33190,33,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,7529,7027,4333
87613059,Gramat,46500,46,DRG OCCITANIE SUD,DRG OCCITANIE SUD,23867,24194,20641
87741611,Grésy-sur-Isère,73460,73,DRG AURA BFC,DRG AURA BFC,16740,14177,12966
87673640,Halsou - Larressore,64480,64,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,7357,8190,6740
87590331,Haluchère Batignolles,44300,44,DRG B-CVL-PDL,DRG B-CVL-PDL,133201,125764,107739
87286062,Hellemmes,59260,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,262,400,1231
87116616,Isles - Armentières - Congis,77440,77,DEX GIF,DEX GIF,108253,97916,85504
87734202,Issoire,63500,63,DRG AURA BFC,DRG AURA BFC,585807,552083,501158
87577403,Iteuil,86240,86,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,21999,18291,14456
87172031,Joigny-sur-Meuse,08700,08,DRG GRAND EST,DRG GRAND EST,13128,13652,11957
87571885,Joué-lès-Tours,37300,37,DRG B-CVL-PDL,DRG B-CVL-PDL,65666,62174,60999
87574251,La Chaussée-Saint-Victor,41260,41,DRG B-CVL-PDL,DRG B-CVL-PDL,1525,995,1511
87694737,La Clayette - Baudemont,71800,71,DRG AURA BFC,DRG AURA BFC,42507,37704,36569
87592501,La Coquille,24450,24,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,21682,18053,17333
87592337,La Jonchère-Saint-Maurice,87340,87,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,17523,17573,16469
