id_installation,commune,code_departement,nom_region,filiere_energie,puissance_installee_kw,production_journaliere_mwh,taux_injection_reseau_pct
PROD-ENEDIS-01000,Colombes,75 - Paris,Île-de-France,Hydraulique,6328.9,62873.5,86.9
PROD-ENEDIS-01001,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,6041.1,46633.6,86.3
PROD-ENEDIS-01002,Paris,75 - Paris,Île-de-France,Éolien Terrestre,5555.4,52860.0,94.9
PROD-ENEDIS-01003,La Côte-Saint-André,75 - Paris,Île-de-France,Biomasse / Biogaz,6847.3,65665.4,98.8
PROD-ENEDIS-01004,Bellac,75 - Paris,Île-de-France,Solaire Photovoltaïque,1613.7,8105.5,98.5
PROD-ENEDIS-01005,Paris,75 - Paris,Île-de-France,Éolien Terrestre,8206.7,66517.4,94.3
PROD-ENEDIS-01006,Sélestat,75 - Paris,Île-de-France,Solaire Photovoltaïque,4338.1,32166.9,98.8
PROD-ENEDIS-01007,Écouflant,75 - Paris,Île-de-France,Hydraulique,6331.4,30151.0,88.4
PROD-ENEDIS-01008,Paris,75 - Paris,Île-de-France,Hydraulique,7125.2,45424.9,98.5
PROD-ENEDIS-01009,Paris,75 - Paris,Île-de-France,Hydraulique,4177.9,19319.8,94.5
PROD-ENEDIS-01010,Linselles,75 - Paris,Île-de-France,Biomasse / Biogaz,3617.6,23527.3,96.8
PROD-ENEDIS-01011,Paris,75 - Paris,Île-de-France,Hydraulique,5907.6,29183.2,95.9
PROD-ENEDIS-01012,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,676.4,6755.2,93.2
PROD-ENEDIS-01013,Paris,75 - Paris,Île-de-France,Éolien Terrestre,587.1,2554.4,85.2
PROD-ENEDIS-01014,Paris,75 - Paris,Île-de-France,Éolien Terrestre,3380.0,30527.9,91.4
PROD-ENEDIS-01015,Vaulx-en-Velin,75 - Paris,Île-de-France,Éolien Terrestre,1959.3,10306.1,89.8
PROD-ENEDIS-01016,Jeuxey,75 - Paris,Île-de-France,Éolien Terrestre,2971.9,25392.6,87.2
PROD-ENEDIS-01017,Paris,75 - Paris,Île-de-France,Éolien Terrestre,4736.3,39070.1,94.0
PROD-ENEDIS-01018,Courbevoie,75 - Paris,Île-de-France,Éolien Terrestre,2315.2,8598.1,98.4
PROD-ENEDIS-01019,Saint-Étienne-de-Saint-Geoirs,75 - Paris,Île-de-France,Solaire Photovoltaïque,1516.8,8794.5,93.4
PROD-ENEDIS-01020,Perpignan,75 - Paris,Île-de-France,Hydraulique,5420.2,30716.5,94.3
PROD-ENEDIS-01021,Paris,75 - Paris,Île-de-France,Éolien Terrestre,2586.2,10601.0,94.3
PROD-ENEDIS-01022,Paris,75 - Paris,Île-de-France,Hydraulique,5680.2,43346.7,90.2
PROD-ENEDIS-01023,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,586.0,5123.9,90.1
PROD-ENEDIS-01024,Brest,75 - Paris,Île-de-France,Solaire Photovoltaïque,7210.6,67187.3,95.2
PROD-ENEDIS-01025,Labège,75 - Paris,Île-de-France,Éolien Terrestre,720.9,5814.6,90.7
PROD-ENEDIS-01026,La Ciotat,75 - Paris,Île-de-France,Hydraulique,7262.1,69263.4,93.0
PROD-ENEDIS-01027,Chambéry,75 - Paris,Île-de-France,Biomasse / Biogaz,123.8,884.9,91.2
PROD-ENEDIS-01028,Schweighouse-sur-Moder,75 - Paris,Île-de-France,Éolien Terrestre,4479.0,18281.7,89.3
PROD-ENEDIS-01029,Paris,75 - Paris,Île-de-France,Éolien Terrestre,5014.8,31194.6,86.0
PROD-ENEDIS-01030,Paris,75 - Paris,Île-de-France,Éolien Terrestre,5853.5,47533.2,96.9
PROD-ENEDIS-01031,Courbevoie,75 - Paris,Île-de-France,Biomasse / Biogaz,3007.6,27340.2,87.6
PROD-ENEDIS-01032,Paris,75 - Paris,Île-de-France,Éolien Terrestre,6386.9,59010.4,94.4
PROD-ENEDIS-01033,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,3793.9,20228.5,86.8
PROD-ENEDIS-01034,Paris,75 - Paris,Île-de-France,Éolien Terrestre,6410.5,43651.9,90.2
PROD-ENEDIS-01035,Nontron,75 - Paris,Île-de-France,Éolien Terrestre,4663.9,40646.6,94.1
PROD-ENEDIS-01036,Paris,75 - Paris,Île-de-France,Éolien Terrestre,4372.6,18230.7,89.4
PROD-ENEDIS-01037,Courbevoie,75 - Paris,Île-de-France,Solaire Photovoltaïque,663.2,6498.9,94.3
PROD-ENEDIS-01038,Grande-Synthe,75 - Paris,Île-de-France,Biomasse / Biogaz,2040.4,15254.8,94.7
PROD-ENEDIS-01039,Arcueil,75 - Paris,Île-de-France,Hydraulique,714.9,6957.2,85.8
PROD-ENEDIS-01040,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,2920.1,20461.4,98.5
PROD-ENEDIS-01041,Saint-Martin-sur-le-Pré,75 - Paris,Île-de-France,Solaire Photovoltaïque,6206.7,28386.7,94.5
PROD-ENEDIS-01042,Gruissan,75 - Paris,Île-de-France,Éolien Terrestre,5362.0,25428.5,92.2
PROD-ENEDIS-01043,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,4252.5,17060.0,93.5
PROD-ENEDIS-01044,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,6123.2,24063.3,86.6
PROD-ENEDIS-01045,Courbevoie,75 - Paris,Île-de-France,Hydraulique,392.8,2770.9,92.6
PROD-ENEDIS-01046,Cholet,75 - Paris,Île-de-France,Éolien Terrestre,1504.5,12263.1,94.1
PROD-ENEDIS-01047,Saint-Ouen,75 - Paris,Île-de-France,Biomasse / Biogaz,8382.0,54801.1,91.6
PROD-ENEDIS-01048,Champagnole,75 - Paris,Île-de-France,Hydraulique,1479.9,8127.5,99.7
PROD-ENEDIS-01049,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,5252.4,50294.0,99.2
PROD-ENEDIS-01050,La Courneuve,75 - Paris,Île-de-France,Hydraulique,4233.6,23785.4,96.4
PROD-ENEDIS-01051,Villeneuve-d'Ascq,75 - Paris,Île-de-France,Biomasse / Biogaz,8451.5,84603.0,87.3
PROD-ENEDIS-01052,Caluire-et-Cuire,75 - Paris,Île-de-France,Solaire Photovoltaïque,533.7,2688.8,97.4
PROD-ENEDIS-01053,Châteaugiron,75 - Paris,Île-de-France,Hydraulique,3053.0,17299.7,91.8
PROD-ENEDIS-01054,Montrevel-en-Bresse,75 - Paris,Île-de-France,Éolien Terrestre,3410.1,20117.1,91.9
PROD-ENEDIS-01055,Saint-Martin-sur-le-Pré,75 - Paris,Île-de-France,Hydraulique,3700.2,36794.2,95.0
PROD-ENEDIS-01056,Paris,75 - Paris,Île-de-France,Hydraulique,7112.3,66947.8,94.3
PROD-ENEDIS-01057,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,6999.7,36885.2,92.7
PROD-ENEDIS-01058,Paris,75 - Paris,Île-de-France,Éolien Terrestre,108.0,446.8,94.8
PROD-ENEDIS-01059,Bondues,75 - Paris,Île-de-France,Biomasse / Biogaz,1118.9,5504.9,90.4
PROD-ENEDIS-01060,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,8227.1,71822.8,97.7
PROD-ENEDIS-01061,Paris,75 - Paris,Île-de-France,Éolien Terrestre,1311.9,10007.3,89.9
PROD-ENEDIS-01062,Paris,75 - Paris,Île-de-France,Hydraulique,721.7,6466.6,90.4
PROD-ENEDIS-01063,Perpignan,75 - Paris,Île-de-France,Biomasse / Biogaz,8465.8,31196.7,99.2
PROD-ENEDIS-01064,Montauban,75 - Paris,Île-de-France,Solaire Photovoltaïque,1935.2,18668.9,95.7
PROD-ENEDIS-01065,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,621.1,5189.1,86.6
PROD-ENEDIS-01066,Onnaing,75 - Paris,Île-de-France,Éolien Terrestre,4665.8,42761.9,99.8
PROD-ENEDIS-01067,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,189.5,820.6,94.6
PROD-ENEDIS-01068,Dieppe,75 - Paris,Île-de-France,Éolien Terrestre,1306.7,12653.4,97.2
PROD-ENEDIS-01069,Pailhès,75 - Paris,Île-de-France,Éolien Terrestre,79.8,645.0,87.9
PROD-ENEDIS-01070,Les Ulis,75 - Paris,Île-de-France,Hydraulique,4762.7,41126.0,94.1
PROD-ENEDIS-01071,Forbach,75 - Paris,Île-de-France,Solaire Photovoltaïque,3104.3,13936.5,94.0
PROD-ENEDIS-01072,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,4373.9,43909.7,88.5
PROD-ENEDIS-01073,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,3367.4,22237.2,90.4
PROD-ENEDIS-01074,Chenôve,75 - Paris,Île-de-France,Biomasse / Biogaz,4581.0,46068.3,95.1
PROD-ENEDIS-01075,Francheville,75 - Paris,Île-de-France,Biomasse / Biogaz,3784.3,17024.5,86.5
PROD-ENEDIS-01076,Paris,75 - Paris,Île-de-France,Éolien Terrestre,419.4,2283.4,96.2
PROD-ENEDIS-01077,Paris,75 - Paris,Île-de-France,Hydraulique,3383.2,13771.5,90.3
PROD-ENEDIS-01078,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,2806.5,14029.0,85.3
PROD-ENEDIS-01079,Paris,75 - Paris,Île-de-France,Éolien Terrestre,2709.1,22088.4,98.4
PROD-ENEDIS-01080,Épron,75 - Paris,Île-de-France,Éolien Terrestre,8276.3,78692.8,89.2
PROD-ENEDIS-01081,Athée,75 - Paris,Île-de-France,Biomasse / Biogaz,2777.0,22244.0,96.3
PROD-ENEDIS-01082,Paris,75 - Paris,Île-de-France,Hydraulique,7175.3,42918.5,99.1
PROD-ENEDIS-01083,Tarbes,75 - Paris,Île-de-France,Hydraulique,2158.0,10893.7,97.9
PROD-ENEDIS-01084,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,4857.5,47550.6,93.6
PROD-ENEDIS-01085,Puteaux,75 - Paris,Île-de-France,Éolien Terrestre,3459.9,20342.5,97.3
PROD-ENEDIS-01086,Saint-Félix,75 - Paris,Île-de-France,Solaire Photovoltaïque,2142.3,8795.6,92.1
PROD-ENEDIS-01087,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,5893.5,31832.9,98.3
PROD-ENEDIS-01088,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,2267.1,21062.7,98.1
PROD-ENEDIS-01089,Paris,75 - Paris,Île-de-France,Hydraulique,7830.3,75898.6,86.8
PROD-ENEDIS-01090,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,4468.7,20334.6,88.9
PROD-ENEDIS-01091,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,3443.0,27209.3,89.9
PROD-ENEDIS-01092,Paris,75 - Paris,Île-de-France,Éolien Terrestre,5969.1,36214.4,97.4
PROD-ENEDIS-01093,Cambrai,75 - Paris,Île-de-France,Biomasse / Biogaz,6395.6,38883.2,88.4
PROD-ENEDIS-01094,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,1862.5,15074.5,98.5
PROD-ENEDIS-01095,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,6191.0,39483.4,96.3
PROD-ENEDIS-01096,Lyon,75 - Paris,Île-de-France,Solaire Photovoltaïque,1717.1,6233.1,91.5
PROD-ENEDIS-01097,Toulon,75 - Paris,Île-de-France,Biomasse / Biogaz,8436.9,46514.2,87.3
PROD-ENEDIS-01098,Entre-deux-Guiers,75 - Paris,Île-de-France,Biomasse / Biogaz,5552.5,36974.6,85.6
PROD-ENEDIS-01099,Lamalou-les-Bains,75 - Paris,Île-de-France,Éolien Terrestre,6542.1,47539.9,89.1
PROD-ENEDIS-01100,Chambéry,75 - Paris,Île-de-France,Biomasse / Biogaz,8491.5,35760.4,93.2
PROD-ENEDIS-01101,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,6895.7,49714.9,87.0
PROD-ENEDIS-01102,Paris,75 - Paris,Île-de-France,Hydraulique,2759.2,16701.6,91.8
PROD-ENEDIS-01103,Roissy-en-France,75 - Paris,Île-de-France,Hydraulique,5529.6,49511.6,100.0
PROD-ENEDIS-01104,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,4208.0,17791.1,94.6
PROD-ENEDIS-01105,Évian-les-Bains,75 - Paris,Île-de-France,Biomasse / Biogaz,8408.6,49687.3,98.2
PROD-ENEDIS-01106,Saint-André-les-Vergers,75 - Paris,Île-de-France,Biomasse / Biogaz,6941.2,27582.0,97.3
PROD-ENEDIS-01107,Cavaillon,75 - Paris,Île-de-France,Hydraulique,1631.5,14040.5,88.1
PROD-ENEDIS-01108,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,7503.9,51898.8,85.8
PROD-ENEDIS-01109,Maffliers,75 - Paris,Île-de-France,Éolien Terrestre,4721.0,37830.7,91.7
PROD-ENEDIS-01110,Paris,75 - Paris,Île-de-France,Hydraulique,7170.4,42665.4,89.2
PROD-ENEDIS-01111,Paris,75 - Paris,Île-de-France,Éolien Terrestre,4232.5,40680.9,93.0
PROD-ENEDIS-01112,Paris,75 - Paris,Île-de-France,Hydraulique,5847.7,28222.6,86.0
PROD-ENEDIS-01113,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,3529.1,26220.9,96.2
PROD-ENEDIS-01114,Chartres,75 - Paris,Île-de-France,Solaire Photovoltaïque,8463.4,35354.4,95.1
PROD-ENEDIS-01115,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,554.9,5250.1,91.3
PROD-ENEDIS-01116,Paris,75 - Paris,Île-de-France,Éolien Terrestre,4774.2,23108.2,89.7
PROD-ENEDIS-01117,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,6685.2,52261.7,89.1
PROD-ENEDIS-01118,Chambéry,75 - Paris,Île-de-France,Solaire Photovoltaïque,8019.4,43211.0,94.2
PROD-ENEDIS-01119,Cesson-Sévigné,75 - Paris,Île-de-France,Éolien Terrestre,3754.6,23357.9,86.6
PROD-ENEDIS-01120,Lyon,75 - Paris,Île-de-France,Hydraulique,1174.5,4451.3,88.2
PROD-ENEDIS-01121,Ingwiller,75 - Paris,Île-de-France,Hydraulique,8199.7,66975.7,92.3
PROD-ENEDIS-01122,Rosny-sous-Bois,75 - Paris,Île-de-France,Éolien Terrestre,4175.2,22713.8,95.2
PROD-ENEDIS-01123,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,1408.2,11216.2,87.6
PROD-ENEDIS-01124,Leers,75 - Paris,Île-de-France,Solaire Photovoltaïque,4417.1,26772.8,95.3
PROD-ENEDIS-01125,Saint-Saturnin,75 - Paris,Île-de-France,Solaire Photovoltaïque,1535.6,11219.0,90.2
PROD-ENEDIS-01126,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,7252.4,70049.6,90.8
PROD-ENEDIS-01127,Paris,75 - Paris,Île-de-France,Hydraulique,7887.5,48613.8,90.5
PROD-ENEDIS-01128,Boussy-Saint-Antoine,75 - Paris,Île-de-France,Éolien Terrestre,4557.3,18116.9,98.1
PROD-ENEDIS-01129,Paris,75 - Paris,Île-de-France,Éolien Terrestre,4973.5,38686.3,90.8
PROD-ENEDIS-01130,Villebarou,75 - Paris,Île-de-France,Biomasse / Biogaz,2501.1,9423.8,91.9
PROD-ENEDIS-01131,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,5917.5,48707.0,90.2
PROD-ENEDIS-01132,Paris,75 - Paris,Île-de-France,Hydraulique,1627.8,8028.0,98.7
PROD-ENEDIS-01133,Bligny-lès-Beaune,75 - Paris,Île-de-France,Biomasse / Biogaz,3859.9,37870.9,92.3
PROD-ENEDIS-01134,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,1984.1,17101.8,93.2
PROD-ENEDIS-01135,Paris,75 - Paris,Île-de-France,Éolien Terrestre,1817.4,7884.9,93.7
PROD-ENEDIS-01136,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,6475.7,37721.6,91.6
PROD-ENEDIS-01137,Dechy,75 - Paris,Île-de-France,Solaire Photovoltaïque,947.3,6916.1,86.6
PROD-ENEDIS-01138,Paris,75 - Paris,Île-de-France,Hydraulique,6486.8,62580.7,91.7
PROD-ENEDIS-01139,Paris,75 - Paris,Île-de-France,Hydraulique,676.3,5320.7,88.9
PROD-ENEDIS-01140,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,3360.0,22220.3,95.4
PROD-ENEDIS-01141,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,4561.9,27897.3,86.8
PROD-ENEDIS-01142,Paris,75 - Paris,Île-de-France,Hydraulique,8315.6,55833.6,98.8
PROD-ENEDIS-01143,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,131.3,1268.6,86.3
PROD-ENEDIS-01144,Chartres,75 - Paris,Île-de-France,Hydraulique,4531.0,43114.7,92.6
PROD-ENEDIS-01145,Paris,75 - Paris,Île-de-France,Hydraulique,3500.5,33300.8,86.6
PROD-ENEDIS-01146,Anzin,75 - Paris,Île-de-France,Biomasse / Biogaz,376.7,1932.4,87.1
PROD-ENEDIS-01147,Peaugres,75 - Paris,Île-de-France,Hydraulique,6045.1,55959.6,97.9
PROD-ENEDIS-01148,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,2714.1,18057.0,92.9
PROD-ENEDIS-01149,Avesnes-les-Aubert,75 - Paris,Île-de-France,Hydraulique,5339.0,26199.5,87.7
PROD-ENEDIS-01150,Mâcon,75 - Paris,Île-de-France,Éolien Terrestre,1471.7,12921.6,93.6
PROD-ENEDIS-01151,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,7487.3,65922.0,97.0
PROD-ENEDIS-01152,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,1665.5,15376.5,97.6
PROD-ENEDIS-01153,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,7866.9,48070.4,95.1
PROD-ENEDIS-01154,Paris,75 - Paris,Île-de-France,Hydraulique,186.3,1300.8,88.6
PROD-ENEDIS-01155,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,2635.3,19926.4,93.4
PROD-ENEDIS-01156,Paris,75 - Paris,Île-de-France,Hydraulique,875.4,6716.7,99.9
PROD-ENEDIS-01157,Chavanoz,75 - Paris,Île-de-France,Biomasse / Biogaz,2019.6,12407.6,96.5
PROD-ENEDIS-01158,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,2798.9,25416.6,99.8
PROD-ENEDIS-01159,Toulouse,75 - Paris,Île-de-France,Éolien Terrestre,4056.5,29646.2,93.5
PROD-ENEDIS-01160,Hénin-Beaumont,75 - Paris,Île-de-France,Hydraulique,3980.0,33629.7,88.2
PROD-ENEDIS-01161,Paris,75 - Paris,Île-de-France,Éolien Terrestre,4564.4,20536.1,98.9
PROD-ENEDIS-01162,Rosières-aux-Salines,75 - Paris,Île-de-France,Biomasse / Biogaz,1104.4,10871.2,91.7
PROD-ENEDIS-01163,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,7186.5,67919.5,86.2
PROD-ENEDIS-01164,Paris,75 - Paris,Île-de-France,Hydraulique,549.6,2729.5,94.8
PROD-ENEDIS-01165,Arcueil,75 - Paris,Île-de-France,Biomasse / Biogaz,8086.5,51783.5,98.8
PROD-ENEDIS-01166,Paris,75 - Paris,Île-de-France,Éolien Terrestre,8323.7,64322.0,93.2
PROD-ENEDIS-01167,Dijon,75 - Paris,Île-de-France,Hydraulique,2573.4,16578.2,87.5
PROD-ENEDIS-01168,Heillecourt,75 - Paris,Île-de-France,Éolien Terrestre,571.5,2665.5,94.3
PROD-ENEDIS-01169,Caudry,75 - Paris,Île-de-France,Solaire Photovoltaïque,1943.1,11743.7,95.6
PROD-ENEDIS-01170,Paris,75 - Paris,Île-de-France,Éolien Terrestre,7828.2,70277.6,96.0
PROD-ENEDIS-01171,Audincourt,75 - Paris,Île-de-France,Éolien Terrestre,2295.0,12523.3,97.3
PROD-ENEDIS-01172,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,7923.1,73881.9,99.2
PROD-ENEDIS-01173,Fagnières,75 - Paris,Île-de-France,Solaire Photovoltaïque,1615.1,7921.6,97.2
PROD-ENEDIS-01174,Paris,75 - Paris,Île-de-France,Éolien Terrestre,6884.0,47747.9,92.6
PROD-ENEDIS-01175,Saint-Saturnin,75 - Paris,Île-de-France,Solaire Photovoltaïque,6510.3,53631.7,99.3
PROD-ENEDIS-01176,Paris,75 - Paris,Île-de-France,Éolien Terrestre,4264.2,30763.6,89.7
PROD-ENEDIS-01177,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,5228.0,21730.3,91.2
PROD-ENEDIS-01178,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,2336.6,16310.7,85.9
PROD-ENEDIS-01179,Annecy,75 - Paris,Île-de-France,Biomasse / Biogaz,2030.6,12354.1,86.1
PROD-ENEDIS-01180,Paris,75 - Paris,Île-de-France,Éolien Terrestre,4748.1,30012.1,89.1
PROD-ENEDIS-01181,Beauzelle,75 - Paris,Île-de-France,Solaire Photovoltaïque,6901.9,43782.7,96.8
PROD-ENEDIS-01182,Paris,75 - Paris,Île-de-France,Hydraulique,3107.3,16864.9,92.1
PROD-ENEDIS-01183,Paris,75 - Paris,Île-de-France,Hydraulique,4731.1,19729.5,94.5
PROD-ENEDIS-01184,Pleine-Selve,75 - Paris,Île-de-France,Hydraulique,4378.0,18468.4,88.1
PROD-ENEDIS-01185,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,6235.8,51321.5,98.1
PROD-ENEDIS-01186,Montauban,75 - Paris,Île-de-France,Biomasse / Biogaz,6811.3,58468.7,88.0
PROD-ENEDIS-01187,Chemillé-en-Anjou,75 - Paris,Île-de-France,Éolien Terrestre,1858.2,8402.9,99.2
PROD-ENEDIS-01188,Toulouse,75 - Paris,Île-de-France,Biomasse / Biogaz,2983.2,14650.3,95.2
PROD-ENEDIS-01189,Saint-Quentin,75 - Paris,Île-de-France,Hydraulique,5272.8,21024.8,91.6
PROD-ENEDIS-01190,Pornic,75 - Paris,Île-de-France,Solaire Photovoltaïque,4410.4,22066.3,98.2
PROD-ENEDIS-01191,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,6040.6,39402.9,85.2
PROD-ENEDIS-01192,Ceillac,75 - Paris,Île-de-France,Éolien Terrestre,3813.8,27598.7,94.9
PROD-ENEDIS-01193,Saint-Martin-de-Queyrières,75 - Paris,Île-de-France,Éolien Terrestre,2731.5,19184.6,89.5
PROD-ENEDIS-01194,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,4217.8,27889.1,92.2
PROD-ENEDIS-01195,Paris,75 - Paris,Île-de-France,Hydraulique,4971.9,45369.1,92.9
PROD-ENEDIS-01196,Guérande,75 - Paris,Île-de-France,Éolien Terrestre,912.6,7236.1,94.2
PROD-ENEDIS-01197,Pessac,75 - Paris,Île-de-France,Biomasse / Biogaz,7336.1,54653.4,89.7
PROD-ENEDIS-01198,Lagord,75 - Paris,Île-de-France,Éolien Terrestre,7889.5,78297.7,90.0
PROD-ENEDIS-01199,Paris,75 - Paris,Île-de-France,Hydraulique,4390.8,41969.1,90.9
PROD-ENEDIS-01200,Neuilly-sur-Marne,75 - Paris,Île-de-France,Biomasse / Biogaz,173.8,1150.4,85.9
PROD-ENEDIS-01201,Lyon,75 - Paris,Île-de-France,Éolien Terrestre,7070.1,51562.4,92.2
PROD-ENEDIS-01202,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,7427.1,31447.4,95.8
PROD-ENEDIS-01203,Paris,75 - Paris,Île-de-France,Hydraulique,8456.7,60280.2,99.4
PROD-ENEDIS-01204,Paris,75 - Paris,Île-de-France,Hydraulique,3770.7,18309.7,99.1
PROD-ENEDIS-01205,Grenay,75 - Paris,Île-de-France,Solaire Photovoltaïque,2076.6,17601.5,95.3
PROD-ENEDIS-01206,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,357.4,1408.2,86.8
PROD-ENEDIS-01207,Sallaumines,75 - Paris,Île-de-France,Hydraulique,589.9,2854.6,87.3
PROD-ENEDIS-01208,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,7579.6,66906.0,92.3
PROD-ENEDIS-01209,Paris,75 - Paris,Île-de-France,Éolien Terrestre,3989.2,27301.6,91.8
PROD-ENEDIS-01210,Paris,75 - Paris,Île-de-France,Éolien Terrestre,6188.2,30805.0,93.2
PROD-ENEDIS-01211,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,7919.3,28657.6,98.7
PROD-ENEDIS-01212,Nîmes,75 - Paris,Île-de-France,Biomasse / Biogaz,6889.8,44514.4,97.0
PROD-ENEDIS-01213,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,3776.5,29159.5,88.8
PROD-ENEDIS-01214,La Baule-Escoublac,75 - Paris,Île-de-France,Solaire Photovoltaïque,6224.6,50928.4,96.6
PROD-ENEDIS-01215,Vivonne,75 - Paris,Île-de-France,Éolien Terrestre,2993.0,17738.2,97.2
PROD-ENEDIS-01216,Sommières,75 - Paris,Île-de-France,Éolien Terrestre,4684.2,42235.6,90.1
PROD-ENEDIS-01217,Paris,75 - Paris,Île-de-France,Hydraulique,3661.6,26363.4,90.3
PROD-ENEDIS-01218,Theix-Noyalo,75 - Paris,Île-de-France,Éolien Terrestre,2440.8,14168.4,99.1
PROD-ENEDIS-01219,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,2689.0,26070.2,95.3
PROD-ENEDIS-01220,Toulouse,75 - Paris,Île-de-France,Biomasse / Biogaz,753.3,3101.1,89.4
PROD-ENEDIS-01221,Courbevoie,75 - Paris,Île-de-France,Hydraulique,3719.8,33777.7,95.6
PROD-ENEDIS-01222,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,5157.9,19057.7,92.6
PROD-ENEDIS-01223,Hazebrouck,75 - Paris,Île-de-France,Hydraulique,4429.3,17657.7,98.9
PROD-ENEDIS-01224,Paris,75 - Paris,Île-de-France,Éolien Terrestre,1833.5,6973.3,85.2
PROD-ENEDIS-01225,Ploufragan,75 - Paris,Île-de-France,Biomasse / Biogaz,5363.8,39225.0,90.7
PROD-ENEDIS-01226,Tourcoing,75 - Paris,Île-de-France,Éolien Terrestre,1586.0,15453.5,93.0
PROD-ENEDIS-01227,Paris,75 - Paris,Île-de-France,Hydraulique,5135.2,34107.5,91.6
PROD-ENEDIS-01228,Paris,75 - Paris,Île-de-France,Hydraulique,766.2,4188.3,96.9
PROD-ENEDIS-01229,Clairoix,75 - Paris,Île-de-France,Biomasse / Biogaz,1833.7,15435.3,92.7
PROD-ENEDIS-01230,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,6470.7,35782.9,87.4
PROD-ENEDIS-01231,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,8118.2,78710.8,93.1
PROD-ENEDIS-01232,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,6315.1,44890.8,87.3
PROD-ENEDIS-01233,Abondance,75 - Paris,Île-de-France,Éolien Terrestre,6520.2,53372.9,90.1
PROD-ENEDIS-01234,La Baule-Escoublac,75 - Paris,Île-de-France,Hydraulique,590.3,2628.7,93.1
PROD-ENEDIS-01235,Floirac,75 - Paris,Île-de-France,Hydraulique,2120.6,8895.6,85.5
PROD-ENEDIS-01236,Blagnac,75 - Paris,Île-de-France,Hydraulique,2198.1,14213.0,92.7
PROD-ENEDIS-01237,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,3147.7,19135.1,89.8
PROD-ENEDIS-01238,Paris,75 - Paris,Île-de-France,Hydraulique,453.4,2168.6,86.6
