id_releve,id_station_itinerance,commune,code_departement,nom_region,nom_transformateur_quartier,horodate_pas30min,consommation_totale_mwh,pic_consommation_kw,capacite_max_transformateur_kw,taux_charge_transformateur_pct,risque_tension_reseau
REL-02068,FRFR1P2452845642018246830,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2068,2026-08-17 18:30:00 UTC,9.79,326.2,500.0,65.2,Normal
REL-02069,FRLDLPLFR4224EVCP,Wintzenheim,75 - Paris,Île-de-France,TR-ENEDIS-WINT-2069,2026-08-17 18:30:00 UTC,23.17,772.3,1000.0,77.2,Sous Surveillance Forte
REL-02070,FRQPKEQPRK11551,Chambéry,75 - Paris,Île-de-France,TR-ENEDIS-CHAM-2070,2026-08-17 18:30:00 UTC,23.08,769.4,1500.0,51.3,Normal
REL-02071,FRQVI8700003,Eyjeaux,75 - Paris,Île-de-France,TR-ENEDIS-EYJE-2071,2026-08-17 18:30:00 UTC,28.93,964.3,2000.0,48.2,Normal
REL-02072,FRQWCP8681458158990370983,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2072,2026-08-17 18:30:00 UTC,19.12,637.2,1500.0,42.5,Normal
REL-02073,FRQPKEQPRK51131,Vannes,75 - Paris,Île-de-France,TR-ENEDIS-VANN-2073,2026-08-17 18:30:00 UTC,22.17,738.9,800.0,92.4,Saturation / Disjonction Imminente 48h
REL-02074,FRE11PLMLEZENNES592601,Lezennes,75 - Paris,Île-de-France,TR-ENEDIS-LEZE-2074,2026-08-17 18:30:00 UTC,43.02,1434.0,1500.0,95.6,Saturation / Disjonction Imminente 48h
REL-02075,FREFLP9017662623414646169,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2075,2026-08-17 18:30:00 UTC,6.87,229.1,500.0,45.8,Normal
REL-02076,FRFR1P1368529360074366191,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2076,2026-08-17 18:30:00 UTC,28.41,947.0,1200.0,78.9,Sous Surveillance Forte
REL-02077,FRPKGP75110043,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2077,2026-08-17 18:30:00 UTC,20.23,674.3,800.0,84.3,Sous Surveillance Forte
REL-02078,FRELCP12954211,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2078,2026-08-17 18:30:00 UTC,57.69,1923.1,2000.0,96.2,Saturation / Disjonction Imminente 48h
REL-02079,FRLDLPLFR3323EVCP,Dax,75 - Paris,Île-de-France,TR-ENEDIS-DAX-2079,2026-08-17 18:30:00 UTC,33.33,1111.0,1500.0,74.1,Normal
REL-02080,FRIZFPFAST381,Bois-Guillaume,75 - Paris,Île-de-France,TR-ENEDIS-BOIS-2080,2026-08-17 18:30:00 UTC,19.3,643.3,800.0,80.4,Sous Surveillance Forte
REL-02081,FRELCP12953963,Roissy-en-France,75 - Paris,Île-de-France,TR-ENEDIS-ROIS-2081,2026-08-17 18:30:00 UTC,11.5,383.2,500.0,76.6,Sous Surveillance Forte
REL-02082,FRLDLPLFR3228EVCP,Chalezeule,75 - Paris,Île-de-France,TR-ENEDIS-CHAL-2082,2026-08-17 18:30:00 UTC,15.22,507.4,1200.0,42.3,Normal
REL-02083,FRROSE349,Beaune,75 - Paris,Île-de-France,TR-ENEDIS-BEAU-2083,2026-08-17 18:30:00 UTC,20.64,688.0,800.0,86.0,Sous Surveillance Forte
REL-02084,FRPKGP67482002,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2084,2026-08-17 18:30:00 UTC,47.48,1582.8,2000.0,79.1,Sous Surveillance Forte
REL-02085,FRQPKEQPRK97111,Chartres,75 - Paris,Île-de-France,TR-ENEDIS-CHAR-2085,2026-08-17 18:30:00 UTC,14.5,483.2,800.0,60.4,Normal
REL-02086,FRQPKPQPRK604,Chartres,75 - Paris,Île-de-France,TR-ENEDIS-CHAR-2086,2026-08-17 18:30:00 UTC,12.83,427.6,800.0,53.4,Normal
REL-02087,FRELCPMDVCC,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2087,2026-08-17 18:30:00 UTC,22.44,748.1,1000.0,74.8,Normal
REL-02088,FRQPKPQPRK60,Chartres,75 - Paris,Île-de-France,TR-ENEDIS-CHAR-2088,2026-08-17 18:30:00 UTC,35.1,1170.0,2000.0,58.5,Normal
REL-02089,FRGSPP91309816,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2089,2026-08-17 18:30:00 UTC,17.16,572.0,800.0,71.5,Normal
REL-02090,FRRVEP6986814259215806821,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2090,2026-08-17 18:30:00 UTC,15.52,517.3,1000.0,51.7,Normal
REL-02091,FRELCP12954427,Gigean,75 - Paris,Île-de-France,TR-ENEDIS-GIGE-2091,2026-08-17 18:30:00 UTC,40.99,1366.2,2000.0,68.3,Normal
REL-02092,FRFR1P1732496010463487488,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2092,2026-08-17 18:30:00 UTC,17.35,578.4,800.0,72.3,Normal
REL-02093,FREBNPBBGFT,Les Orres,75 - Paris,Île-de-France,TR-ENEDIS-LES -2093,2026-08-17 18:30:00 UTC,31.65,1055.0,1200.0,87.9,Sous Surveillance Forte
REL-02094,FRELCEBU6X,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2094,2026-08-17 18:30:00 UTC,19.96,665.3,1000.0,66.5,Normal
REL-02095,FRGSPP90215464,Abbeville,75 - Paris,Île-de-France,TR-ENEDIS-ABBE-2095,2026-08-17 18:30:00 UTC,7.28,242.8,500.0,48.6,Normal
REL-02096,FRELCPMLHNO,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2096,2026-08-17 18:30:00 UTC,22.1,736.8,1500.0,49.1,Normal
REL-02097,FRFR1P3490496721174001928,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2097,2026-08-17 18:30:00 UTC,38.38,1279.4,1500.0,85.3,Sous Surveillance Forte
REL-02098,FRPKGP75056039,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2098,2026-08-17 18:30:00 UTC,25.03,834.3,1500.0,55.6,Normal
REL-02099,FRELCPGSYCR,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2099,2026-08-17 18:30:00 UTC,32.26,1075.4,1500.0,71.7,Normal
REL-02100,FRPKGP37261001,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2100,2026-08-17 18:30:00 UTC,16.23,540.9,1000.0,54.1,Normal
REL-02101,FREVZP3319181982370635834,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2101,2026-08-17 18:30:00 UTC,49.4,1646.6,2000.0,82.3,Sous Surveillance Forte
REL-02102,FRLDLPLFR2334EVCP,Vittel,75 - Paris,Île-de-France,TR-ENEDIS-VITT-2102,2026-08-17 18:30:00 UTC,20.67,688.9,1500.0,45.9,Normal
REL-02103,FRR3MP897225,Montbrison,75 - Paris,Île-de-France,TR-ENEDIS-MONT-2103,2026-08-17 18:30:00 UTC,20.77,692.3,800.0,86.5,Sous Surveillance Forte
REL-02104,FRQPKPQPRK641,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2104,2026-08-17 18:30:00 UTC,24.35,811.6,1000.0,81.2,Sous Surveillance Forte
REL-02105,FRIZFPFAST97,Fécamp,75 - Paris,Île-de-France,TR-ENEDIS-FÉCA-2105,2026-08-17 18:30:00 UTC,21.02,700.8,1000.0,70.1,Normal
REL-02106,FRPKGP75108002,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2106,2026-08-17 18:30:00 UTC,15.08,502.7,800.0,62.8,Normal
REL-02107,Non concerné,Avesnes-le-Comte,75 - Paris,Île-de-France,TR-ENEDIS-AVES-2107,2026-08-17 18:30:00 UTC,7.08,236.0,500.0,47.2,Normal
REL-02108,FRRVEP4174709223842865082,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2108,2026-08-17 18:30:00 UTC,11.18,372.7,800.0,46.6,Normal
REL-02109,FRIZFPFAST447,Ludres,75 - Paris,Île-de-France,TR-ENEDIS-LUDR-2109,2026-08-17 18:30:00 UTC,26.78,892.7,1200.0,74.4,Normal
REL-02110,FRLDLPLFR4275EVCP,Saint-Gervais-la-Forêt,75 - Paris,Île-de-France,TR-ENEDIS-SAIN-2110,2026-08-17 18:30:00 UTC,26.19,873.0,1000.0,87.3,Sous Surveillance Forte
REL-02111,FREBNPBNWCM,La Seyne-sur-Mer,75 - Paris,Île-de-France,TR-ENEDIS-LA S-2111,2026-08-17 18:30:00 UTC,31.83,1061.0,1500.0,70.7,Normal
REL-02112,FRELCE6KR8,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2112,2026-08-17 18:30:00 UTC,9.4,313.3,500.0,62.7,Normal
REL-02113,FRPKGP57463017,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2113,2026-08-17 18:30:00 UTC,25.45,848.5,1200.0,70.7,Normal
REL-02114,FRFR1P721934251831705041,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2114,2026-08-17 18:30:00 UTC,26.68,889.3,1000.0,88.9,Saturation / Disjonction Imminente 48h
REL-02115,FRE04POAZS14,Limoges,75 - Paris,Île-de-France,TR-ENEDIS-LIMO-2115,2026-08-17 18:30:00 UTC,34.37,1145.8,2000.0,57.3,Normal
REL-02116,FRQPKEQPRK60371,Chartres,75 - Paris,Île-de-France,TR-ENEDIS-CHAR-2116,2026-08-17 18:30:00 UTC,14.44,481.3,800.0,60.2,Normal
REL-02117,FRFR1P5215250019092565961,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2117,2026-08-17 18:30:00 UTC,49.13,1637.6,2000.0,81.9,Sous Surveillance Forte
REL-02118,FRQPKPQPRK682,Nice,75 - Paris,Île-de-France,TR-ENEDIS-NICE-2118,2026-08-17 18:30:00 UTC,32.72,1090.8,1500.0,72.7,Normal
REL-02119,FREBNP5003660028967560660,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2119,2026-08-17 18:30:00 UTC,33.5,1116.7,2000.0,55.8,Normal
REL-02120,FRQPKPQPRK512,Vannes,75 - Paris,Île-de-France,TR-ENEDIS-VANN-2120,2026-08-17 18:30:00 UTC,9.47,315.8,500.0,63.2,Normal
REL-02121,FRELCE83EW,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2121,2026-08-17 18:30:00 UTC,8.23,274.5,500.0,54.9,Normal
REL-02122,FRFR1P2485552208735216030,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2122,2026-08-17 18:30:00 UTC,21.75,725.1,1200.0,60.4,Normal
REL-02123,FRROSE117,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2123,2026-08-17 18:30:00 UTC,19.97,665.8,1000.0,66.6,Normal
REL-02124,FRFR1P53108109716677815,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2124,2026-08-17 18:30:00 UTC,9.18,306.0,500.0,61.2,Normal
REL-02125,FRGOBEIES2025081260420002,Capesterre-Belle-Eau,75 - Paris,Île-de-France,TR-ENEDIS-CAPE-2125,2026-08-17 18:30:00 UTC,21.99,733.0,800.0,91.6,Saturation / Disjonction Imminente 48h
REL-02126,FRDRVPCRFMKT343701,Cazouls-lès-Béziers,75 - Paris,Île-de-France,TR-ENEDIS-CAZO-2126,2026-08-17 18:30:00 UTC,18.97,632.3,800.0,79.0,Sous Surveillance Forte
REL-02127,FRIZFPFAST436,Hennebont,75 - Paris,Île-de-France,TR-ENEDIS-HENN-2127,2026-08-17 18:30:00 UTC,25.37,845.6,1200.0,70.5,Normal
REL-02128,FRDRVPCRFMKT632001,Riom,75 - Paris,Île-de-France,TR-ENEDIS-RIOM-2128,2026-08-17 18:30:00 UTC,13.18,439.4,800.0,54.9,Normal
REL-02129,FRGSPP89911915,Bordeaux,75 - Paris,Île-de-France,TR-ENEDIS-BORD-2129,2026-08-17 18:30:00 UTC,21.35,711.7,800.0,89.0,Saturation / Disjonction Imminente 48h
REL-02130,FRPLNEE007409,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2130,2026-08-17 18:30:00 UTC,24.08,802.7,1200.0,66.9,Normal
REL-02131,FRGSPP1000056011,Gradignan,75 - Paris,Île-de-France,TR-ENEDIS-GRAD-2131,2026-08-17 18:30:00 UTC,25.26,842.1,1500.0,56.1,Normal
REL-02132,FREFLP2016463714401904619,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2132,2026-08-17 18:30:00 UTC,17.77,592.5,800.0,74.1,Normal
REL-02133,FREVEPCMOLI8F1W000211B1GNKMAVWA,Saint-Quentin-Fallavier,75 - Paris,Île-de-France,TR-ENEDIS-SAIN-2133,2026-08-17 18:30:00 UTC,22.21,740.5,1000.0,74.1,Normal
REL-02134,FREBNP6674131189546641923,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2134,2026-08-17 18:30:00 UTC,20.13,671.0,1500.0,44.7,Normal
REL-02135,FRELCPLVVEP,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2135,2026-08-17 18:30:00 UTC,26.11,870.4,1200.0,72.5,Normal
REL-02136,FRELCPNIOHIM,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2136,2026-08-17 18:30:00 UTC,28.48,949.5,1500.0,63.3,Normal
REL-02137,FREVMP5216,Charleville-Mézières,75 - Paris,Île-de-France,TR-ENEDIS-CHAR-2137,2026-08-17 18:30:00 UTC,15.72,524.0,1000.0,52.4,Normal
REL-02138,FRRVEP9153365475482263151,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2138,2026-08-17 18:30:00 UTC,39.9,1329.9,1500.0,88.7,Saturation / Disjonction Imminente 48h
REL-02139,FRLDLPLFR4289EVCP,Châtenay-Malabry,75 - Paris,Île-de-France,TR-ENEDIS-CHÂT-2139,2026-08-17 18:30:00 UTC,12.11,403.5,500.0,80.7,Sous Surveillance Forte
REL-02140,FRFR1P8340518466268580468,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2140,2026-08-17 18:30:00 UTC,32.33,1077.6,1500.0,71.8,Normal
REL-02141,FRQPKEQPRK13441,Saint-Étienne,75 - Paris,Île-de-France,TR-ENEDIS-SAIN-2141,2026-08-17 18:30:00 UTC,6.04,201.4,500.0,40.3,Normal
REL-02142,FREBNPBAFYY,Valence,75 - Paris,Île-de-France,TR-ENEDIS-VALE-2142,2026-08-17 18:30:00 UTC,15.64,521.2,800.0,65.2,Normal
REL-02143,FRR3MP1096851,Hirsingue,75 - Paris,Île-de-France,TR-ENEDIS-HIRS-2143,2026-08-17 18:30:00 UTC,20.21,673.8,1500.0,44.9,Normal
REL-02144,FRELCP12954088,Hauconcourt,75 - Paris,Île-de-France,TR-ENEDIS-HAUC-2144,2026-08-17 18:30:00 UTC,11.14,371.4,800.0,46.4,Normal
REL-02145,FRLDLPLFR3976EVCP,Servian,75 - Paris,Île-de-France,TR-ENEDIS-SERV-2145,2026-08-17 18:30:00 UTC,26.15,871.7,1200.0,72.6,Normal
REL-02146,FRLDLPLFR2833EVCP,Lagord,75 - Paris,Île-de-France,TR-ENEDIS-LAGO-2146,2026-08-17 18:30:00 UTC,12.44,414.7,1000.0,41.5,Normal
REL-02147,FRLDLPLFR2778EVCP,Auragne,75 - Paris,Île-de-France,TR-ENEDIS-AURA-2147,2026-08-17 18:30:00 UTC,13.0,433.3,1000.0,43.3,Normal
REL-02148,FRPKGP64122002,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2148,2026-08-17 18:30:00 UTC,12.25,408.3,500.0,81.7,Sous Surveillance Forte
REL-02149,FRLDLPLFR4122EVCP,Annay,75 - Paris,Île-de-France,TR-ENEDIS-ANNA-2149,2026-08-17 18:30:00 UTC,26.18,872.7,1000.0,87.3,Sous Surveillance Forte
REL-02150,FRIZFPFAST693,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2150,2026-08-17 18:30:00 UTC,12.43,414.2,1000.0,41.4,Normal
REL-02151,FRELCP13751701,Coupvray,75 - Paris,Île-de-France,TR-ENEDIS-COUP-2151,2026-08-17 18:30:00 UTC,16.66,555.2,1200.0,46.3,Normal
REL-02152,FRPKGP75110001,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2152,2026-08-17 18:30:00 UTC,12.59,419.7,1000.0,42.0,Normal
REL-02153,FRGYMP758397,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2153,2026-08-17 18:30:00 UTC,24.46,815.3,1000.0,81.5,Sous Surveillance Forte
REL-02154,FREVCP000471,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2154,2026-08-17 18:30:00 UTC,12.71,423.7,500.0,84.7,Sous Surveillance Forte
REL-02155,FRLDLPLFR3611EVCP,Arras,75 - Paris,Île-de-France,TR-ENEDIS-ARRA-2155,2026-08-17 18:30:00 UTC,20.08,669.4,1000.0,66.9,Normal
REL-02156,FRIZMPMAMP66,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2156,2026-08-17 18:30:00 UTC,40.47,1348.9,2000.0,67.4,Normal
REL-02157,FRPKGP75056039,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2157,2026-08-17 18:30:00 UTC,15.72,524.0,1200.0,43.7,Normal
REL-02158,FRIZFPFAST642,Vern-sur-Seiche,75 - Paris,Île-de-France,TR-ENEDIS-VERN-2158,2026-08-17 18:30:00 UTC,28.87,962.2,1500.0,64.1,Normal
REL-02159,FRQPKEQPRK9351,Vandœuvre-lès-Nancy,75 - Paris,Île-de-France,TR-ENEDIS-VAND-2159,2026-08-17 18:30:00 UTC,28.04,934.5,1200.0,77.9,Sous Surveillance Forte
REL-02160,FRPKGP75101001,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2160,2026-08-17 18:30:00 UTC,32.82,1093.9,1500.0,72.9,Normal
REL-02161,FRLDLPLFR3770EVCP,Ploërmel,75 - Paris,Île-de-France,TR-ENEDIS-PLOË-2161,2026-08-17 18:30:00 UTC,21.16,705.3,1200.0,58.8,Normal
REL-02162,FRPKGP85194006,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2162,2026-08-17 18:30:00 UTC,11.69,389.8,500.0,78.0,Sous Surveillance Forte
REL-02163,FREVZP4583186927211680364,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2163,2026-08-17 18:30:00 UTC,17.46,582.0,1200.0,48.5,Normal
REL-02164,FRDRVPCRFMKT34090150089507588199,Montpellier,75 - Paris,Île-de-France,TR-ENEDIS-MONT-2164,2026-08-17 18:30:00 UTC,19.1,636.8,1000.0,63.7,Normal
REL-02165,FRLDLPLFR3850EVCP,Mont-Saint-Martin,75 - Paris,Île-de-France,TR-ENEDIS-MONT-2165,2026-08-17 18:30:00 UTC,9.43,314.4,500.0,62.9,Normal
REL-02166,FRR3MP1071073,Sélestat,75 - Paris,Île-de-France,TR-ENEDIS-SÉLE-2166,2026-08-17 18:30:00 UTC,22.33,744.2,1000.0,74.4,Normal
REL-02167,FREVCP000133,Toulouse,75 - Paris,Île-de-France,TR-ENEDIS-TOUL-2167,2026-08-17 18:30:00 UTC,27.24,907.9,1000.0,90.8,Saturation / Disjonction Imminente 48h
REL-02168,FRPKGP67482005,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2168,2026-08-17 18:30:00 UTC,40.56,1351.9,1500.0,90.1,Saturation / Disjonction Imminente 48h
REL-02169,FRLDLPLFR3899EVCP,Vitrolles,75 - Paris,Île-de-France,TR-ENEDIS-VITR-2169,2026-08-17 18:30:00 UTC,22.65,755.0,1000.0,75.5,Sous Surveillance Forte
REL-02170,FRLDLPLFR4134EVCP,Biganos,75 - Paris,Île-de-France,TR-ENEDIS-BIGA-2170,2026-08-17 18:30:00 UTC,17.52,584.1,1200.0,48.7,Normal
REL-02171,FRQPKEQPRK91231,Nîmes,75 - Paris,Île-de-France,TR-ENEDIS-NÎME-2171,2026-08-17 18:30:00 UTC,13.5,449.9,800.0,56.2,Normal
REL-02172,FRLDLPLFR4130EVCP,Saint-Jean-de-Monts,75 - Paris,Île-de-France,TR-ENEDIS-SAIN-2172,2026-08-17 18:30:00 UTC,18.64,621.3,1500.0,41.4,Normal
REL-02173,FRQPKPQPRK641,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2173,2026-08-17 18:30:00 UTC,26.42,880.7,1200.0,73.4,Normal
REL-02174,FRQPKPQPRK61,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2174,2026-08-17 18:30:00 UTC,12.0,400.1,800.0,50.0,Normal
REL-02175,FRR3MP1092178,Châlons-en-Champagne,75 - Paris,Île-de-France,TR-ENEDIS-CHÂL-2175,2026-08-17 18:30:00 UTC,33.89,1129.6,1500.0,75.3,Sous Surveillance Forte
REL-02176,FRR3MP1030117,Caudry,75 - Paris,Île-de-France,TR-ENEDIS-CAUD-2176,2026-08-17 18:30:00 UTC,30.29,1009.6,2000.0,50.5,Normal
REL-02177,FRBMPP177488P50044796978010,Andernos-les-Bains,75 - Paris,Île-de-France,TR-ENEDIS-ANDE-2177,2026-08-17 18:30:00 UTC,28.71,956.9,1500.0,63.8,Normal
REL-02178,FRPKGP37261002,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2178,2026-08-17 18:30:00 UTC,14.32,477.3,500.0,95.5,Saturation / Disjonction Imminente 48h
REL-02179,FRQPKPQPRK702,Boulogne-sur-Mer,75 - Paris,Île-de-France,TR-ENEDIS-BOUL-2179,2026-08-17 18:30:00 UTC,26.37,878.9,1200.0,73.2,Normal
REL-02180,FRELCPSERCC,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2180,2026-08-17 18:30:00 UTC,11.88,396.1,800.0,49.5,Normal
REL-02181,FRFR1P7615902926733402351,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2181,2026-08-17 18:30:00 UTC,33.46,1115.5,2000.0,55.8,Normal
REL-02182,FRFR1P7513013539791836633,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2182,2026-08-17 18:30:00 UTC,28.37,945.7,1200.0,78.8,Sous Surveillance Forte
REL-02183,FRQVI8500013,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2183,2026-08-17 18:30:00 UTC,19.6,653.3,800.0,81.7,Sous Surveillance Forte
REL-02184,FRLDLPLFR4196EVCP,Nevers,75 - Paris,Île-de-France,TR-ENEDIS-NEVE-2184,2026-08-17 18:30:00 UTC,58.14,1938.1,2000.0,96.9,Saturation / Disjonction Imminente 48h
REL-02185,FRELCP12954212,Dieppe,75 - Paris,Île-de-France,TR-ENEDIS-DIEP-2185,2026-08-17 18:30:00 UTC,14.84,494.7,1000.0,49.5,Normal
REL-02186,FRRVEP2161979086381236394,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2186,2026-08-17 18:30:00 UTC,40.99,1366.4,1500.0,91.1,Saturation / Disjonction Imminente 48h
REL-02187,FREFLP8972093358697547839,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2187,2026-08-17 18:30:00 UTC,11.42,380.6,800.0,47.6,Normal
REL-02188,FRPKGP93048001,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2188,2026-08-17 18:30:00 UTC,8.53,284.3,500.0,56.9,Normal
REL-02189,FRELCP13722897,Saran,75 - Paris,Île-de-France,TR-ENEDIS-SARA-2189,2026-08-17 18:30:00 UTC,25.36,845.3,1500.0,56.4,Normal
REL-02190,FRELCEH9MJ,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2190,2026-08-17 18:30:00 UTC,33.4,1113.3,1200.0,92.8,Saturation / Disjonction Imminente 48h
REL-02191,FRLDLPLFR3665EVCP,Reynès,75 - Paris,Île-de-France,TR-ENEDIS-REYN-2191,2026-08-17 18:30:00 UTC,13.49,449.7,800.0,56.2,Normal
REL-02192,Non concerné,Bréhal,75 - Paris,Île-de-France,TR-ENEDIS-BRÉH-2192,2026-08-17 18:30:00 UTC,53.95,1798.5,2000.0,89.9,Saturation / Disjonction Imminente 48h
REL-02193,FRQPKEQPRK78141,Toulon,75 - Paris,Île-de-France,TR-ENEDIS-TOUL-2193,2026-08-17 18:30:00 UTC,20.85,695.1,1000.0,69.5,Normal
REL-02194,FRPKGP34172001,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2194,2026-08-17 18:30:00 UTC,7.22,240.7,500.0,48.1,Normal
REL-02195,FRRVEP8284045185222840184,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2195,2026-08-17 18:30:00 UTC,13.81,460.5,500.0,92.1,Saturation / Disjonction Imminente 48h
REL-02196,FRQPKPQPRK603,Chartres,75 - Paris,Île-de-France,TR-ENEDIS-CHAR-2196,2026-08-17 18:30:00 UTC,14.12,470.7,500.0,94.1,Saturation / Disjonction Imminente 48h
REL-02197,FRELCE24RS,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2197,2026-08-17 18:30:00 UTC,22.64,754.6,800.0,94.3,Saturation / Disjonction Imminente 48h
REL-02198,FRE11PLM600001,Beauvais,75 - Paris,Île-de-France,TR-ENEDIS-BEAU-2198,2026-08-17 18:30:00 UTC,14.11,470.2,500.0,94.0,Saturation / Disjonction Imminente 48h
REL-02199,FRFR1P7108742113812983940,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2199,2026-08-17 18:30:00 UTC,26.59,886.3,1000.0,88.6,Saturation / Disjonction Imminente 48h
REL-02200,FRIZFPFAST695,Morlaix,75 - Paris,Île-de-France,TR-ENEDIS-MORL-2200,2026-08-17 18:30:00 UTC,20.34,677.9,800.0,84.7,Sous Surveillance Forte
REL-02201,FRE11PLMLEZENNES592601,Lezennes,75 - Paris,Île-de-France,TR-ENEDIS-LEZE-2201,2026-08-17 18:30:00 UTC,41.03,1367.8,1500.0,91.2,Saturation / Disjonction Imminente 48h
REL-02202,FRIZFPFAST442,Marennes-Hiers-Brouage,75 - Paris,Île-de-France,TR-ENEDIS-MARE-2202,2026-08-17 18:30:00 UTC,21.82,727.3,1000.0,72.7,Normal
REL-02203,FRFR1P9006510752806069198,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2203,2026-08-17 18:30:00 UTC,16.23,541.1,1000.0,54.1,Normal
REL-02204,FREBNPBQJJP,Ainay-le-Château,75 - Paris,Île-de-France,TR-ENEDIS-AINA-2204,2026-08-17 18:30:00 UTC,25.42,847.2,1200.0,70.6,Normal
REL-02205,FRPKGP75110001,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2205,2026-08-17 18:30:00 UTC,20.21,673.8,1500.0,44.9,Normal
REL-02206,FRFZDP95310002,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-2206,2026-08-17 18:30:00 UTC,12.92,430.8,500.0,86.2,Sous Surveillance Forte
REL-02207,FRLDLPLFR4188EVCP,Bitche,75 - Paris,Île-de-France,TR-ENEDIS-BITC-2207,2026-08-17 18:30:00 UTC,40.18,1339.2,2000.0,67.0,Normal
REL-02208,FRQVI1200002,Creissels,75 - Paris,Île-de-France,TR-ENEDIS-CREI-2208,2026-08-17 18:30:00 UTC,34.54,1151.2,1500.0,76.7,Sous Surveillance Forte
REL-02209,FREVZP8E164D1B5C364799B13367C8028D5,Balaruc-le-Vieux,75 - Paris,Île-de-France,TR-ENEDIS-BALA-2209,2026-08-17 18:30:00 UTC,19.08,635.9,1000.0,63.6,Normal
REL-02210,FRELCP12954072,Le Grand-Quevilly,75 - Paris,Île-de-France,TR-ENEDIS-LE G-2210,2026-08-17 18:30:00 UTC,45.61,1520.2,2000.0,76.0,Sous Surveillance Forte
