aide_id,demandeur_id,siret,nom_aide_dispositif,montant_aide_accordee_eur,date_debut_aide,date_expiration_aide,statut_aide,organisme_financeur
AIDE-02484,DEM-0246,46337646609766,AFPR (Action de Formation Préalable à l'Emploi),10833.86,2025-05-04,2026-02-23,En cours de versement,Opco Atlas
AIDE-02485,DEM-0034,45310140795023,AFPR (Action de Formation Préalable à l'Emploi),7281.34,2025-04-16,2025-07-06,Accordée,Agefiph
AIDE-02486,DEM-0086,45445785410912,Prime Reprise d'Activité AGEFIPH (Handicap),10665.5,2025-02-17,2025-09-29,Accordée,Agefiph
AIDE-02487,DEM-0439,43934963578566,AFPR (Action de Formation Préalable à l'Emploi),6030.15,2025-04-13,2025-07-21,Clôturée,Région
AIDE-02488,DEM-0497,45531259004098,AFPR (Action de Formation Préalable à l'Emploi),3573.19,2025-03-25,2025-09-10,Accordée,Agefiph
AIDE-02489,DEM-0234,41758910009219,POEI (Préparation Opérationnelle à l'Emploi Individuelle),10016.24,2025-04-15,2025-10-04,Clôturée,Agefiph
AIDE-02490,DEM-0219,41558092173825,POEI (Préparation Opérationnelle à l'Emploi Individuelle),8894.24,2025-02-09,2025-05-06,Accordée,Opco Atlas
AIDE-02491,DEM-0477,44673687085469,Compte Personnel de Formation (CPF Co-financé),3587.87,2025-05-04,2025-11-08,Clôturée,Opco Atlas
AIDE-02492,DEM-0025,43085531309691,AFPR (Action de Formation Préalable à l'Emploi),4617.95,2025-03-14,2025-08-12,Clôturée,Région
AIDE-02493,DEM-0216,49288466745552,Compte Personnel de Formation (CPF Co-financé),3126.59,2025-03-08,2025-09-08,En cours de versement,France Travail
AIDE-02494,DEM-0227,41322349488262,Prime Reprise d'Activité AGEFIPH (Handicap),9744.28,2025-04-29,2026-01-31,Accordée,Agefiph
AIDE-02495,DEM-0306,44570227643053,POEI (Préparation Opérationnelle à l'Emploi Individuelle),3009.64,2025-01-17,2025-08-28,Accordée,France Travail
AIDE-02496,DEM-0368,41520845618095,Compte Personnel de Formation (CPF Co-financé),11638.95,2025-04-09,2025-11-01,Accordée,France Travail
AIDE-02497,DEM-0318,48131894346124,PMSMP (Immersion en Entreprise 15j),2903.56,2025-03-04,2025-10-06,Clôturée,Région
AIDE-02498,DEM-0117,41713359629034,POEI (Préparation Opérationnelle à l'Emploi Individuelle),10113.92,2025-03-05,2026-01-09,En cours de versement,Région
AIDE-02499,DEM-0013,45653905369993,Aid'Emploi ZFU / QPV Recrutement,14329.56,2025-04-05,2025-07-26,Clôturée,Région
AIDE-02500,DEM-0440,42605738515962,Compte Personnel de Formation (CPF Co-financé),10887.57,2025-04-08,2026-02-08,Accordée,Opco AKTO
AIDE-02501,DEM-0058,48779418629809,Compte Personnel de Formation (CPF Co-financé),5851.43,2025-03-04,2025-08-28,Accordée,Opco Atlas
AIDE-02502,DEM-0145,43357157926898,Compte Personnel de Formation (CPF Co-financé),9426.16,2025-03-10,2025-09-14,Clôturée,France Travail
AIDE-02503,DEM-0438,42431338345297,PMSMP (Immersion en Entreprise 15j),13272.4,2025-04-04,2025-12-24,Clôturée,Opco Atlas
AIDE-02504,DEM-0082,47196603195816,AFPR (Action de Formation Préalable à l'Emploi),6687.46,2025-02-23,2025-12-29,En cours de versement,Agefiph
AIDE-02505,DEM-0440,41631347289782,PMSMP (Immersion en Entreprise 15j),14064.47,2025-02-14,2025-08-27,En cours de versement,Agefiph
AIDE-02506,DEM-0241,49706867990325,POEI (Préparation Opérationnelle à l'Emploi Individuelle),8684.91,2025-01-26,2025-09-02,Clôturée,France Travail
AIDE-02507,DEM-0374,48275215469332,PMSMP (Immersion en Entreprise 15j),13554.63,2025-04-25,2025-12-11,Accordée,Région
AIDE-02508,DEM-0127,45656404042760,Prime Reprise d'Activité AGEFIPH (Handicap),13347.95,2025-03-21,2026-01-14,En cours de versement,Opco Atlas
AIDE-02509,DEM-0022,41940720053095,POEI (Préparation Opérationnelle à l'Emploi Individuelle),11284.75,2025-03-17,2025-09-24,En cours de versement,Opco AKTO
AIDE-02510,DEM-0442,43787148773257,POEI (Préparation Opérationnelle à l'Emploi Individuelle),11700.49,2025-02-10,2025-11-26,En cours de versement,Opco AKTO
AIDE-02511,DEM-0351,41392466327068,AFPR (Action de Formation Préalable à l'Emploi),9044.75,2025-03-05,2025-10-23,Clôturée,France Travail
AIDE-02512,DEM-0355,41187533374468,AFPR (Action de Formation Préalable à l'Emploi),10678.77,2025-01-29,2025-12-12,Accordée,Opco AKTO
AIDE-02513,DEM-0404,43434206511073,Aid'Emploi ZFU / QPV Recrutement,9691.03,2025-05-12,2026-01-10,En cours de versement,Région
AIDE-02514,DEM-0114,45333845231657,Prime Reprise d'Activité AGEFIPH (Handicap),12583.75,2025-03-29,2025-07-08,Accordée,Région
AIDE-02515,DEM-0390,48006069602284,Prime Reprise d'Activité AGEFIPH (Handicap),12530.85,2025-03-26,2026-01-30,En cours de versement,Région
AIDE-02516,DEM-0051,47679258501043,PMSMP (Immersion en Entreprise 15j),3123.04,2025-04-13,2025-11-01,Accordée,France Travail
AIDE-02517,DEM-0390,89930000000034,PMSMP (Immersion en Entreprise 15j),5044.62,2025-02-24,2025-05-23,Accordée,Agefiph
AIDE-02518,DEM-0347,45216142310337,PMSMP (Immersion en Entreprise 15j),3601.36,2025-02-24,2025-06-27,Accordée,Opco AKTO
AIDE-02519,DEM-0365,44480572782083,Prime Reprise d'Activité AGEFIPH (Handicap),2700.46,2025-03-06,2025-07-07,Clôturée,Opco AKTO
AIDE-02520,DEM-0018,49460085697813,Prime Reprise d'Activité AGEFIPH (Handicap),13144.38,2025-01-30,2025-05-28,Accordée,France Travail
AIDE-02521,DEM-0211,48732054674532,Prime Reprise d'Activité AGEFIPH (Handicap),6492.09,2025-03-25,2026-03-01,En cours de versement,Opco Atlas
AIDE-02522,DEM-0498,41821229946896,AFPR (Action de Formation Préalable à l'Emploi),9868.73,2025-01-24,2025-07-24,Accordée,Région
AIDE-02523,DEM-0082,41323929653721,Aid'Emploi ZFU / QPV Recrutement,7047.54,2025-04-29,2025-11-22,Accordée,Agefiph
AIDE-02524,DEM-0164,47841063176834,AFPR (Action de Formation Préalable à l'Emploi),4145.3,2025-01-22,2025-06-10,Clôturée,Agefiph
AIDE-02525,DEM-0321,47434054220640,POEI (Préparation Opérationnelle à l'Emploi Individuelle),11723.64,2025-05-02,2025-11-14,Clôturée,Agefiph
AIDE-02526,DEM-0424,49137697017536,Prime Reprise d'Activité AGEFIPH (Handicap),10631.95,2025-01-25,2025-09-21,Clôturée,Région
AIDE-02527,DEM-0045,42596537565018,Aid'Emploi ZFU / QPV Recrutement,5483.2,2025-01-28,2025-12-16,En cours de versement,Région
AIDE-02528,DEM-0234,47903657081957,Compte Personnel de Formation (CPF Co-financé),12924.58,2025-04-04,2026-03-01,Accordée,Agefiph
AIDE-02529,DEM-0348,46756317575328,AFPR (Action de Formation Préalable à l'Emploi),11126.12,2025-02-08,2025-11-29,En cours de versement,France Travail
AIDE-02530,DEM-0201,47674927355374,Prime Reprise d'Activité AGEFIPH (Handicap),10116.22,2025-01-17,2025-04-03,Accordée,Opco AKTO
AIDE-02531,DEM-0061,42495356950434,Compte Personnel de Formation (CPF Co-financé),9106.2,2025-03-10,2025-12-06,Clôturée,Région
AIDE-02532,DEM-0391,42671020038669,AFPR (Action de Formation Préalable à l'Emploi),5860.64,2025-01-26,2025-05-02,En cours de versement,Opco AKTO
AIDE-02533,DEM-0462,46150023245156,POEI (Préparation Opérationnelle à l'Emploi Individuelle),11697.75,2025-03-05,2025-05-12,Clôturée,Opco AKTO
AIDE-02534,DEM-0138,44025304735393,POEI (Préparation Opérationnelle à l'Emploi Individuelle),2116.16,2025-03-03,2025-10-27,Accordée,Région
AIDE-02535,DEM-0358,43695524688938,PMSMP (Immersion en Entreprise 15j),5920.82,2025-02-02,2025-12-29,En cours de versement,Opco AKTO
AIDE-02536,DEM-0107,45426767271152,POEI (Préparation Opérationnelle à l'Emploi Individuelle),3996.5,2025-02-21,2025-07-30,En cours de versement,Agefiph
AIDE-02537,DEM-0146,46502521115398,PMSMP (Immersion en Entreprise 15j),7648.55,2025-01-30,2025-11-16,Accordée,Opco Atlas
AIDE-02538,DEM-0399,43789011218378,POEI (Préparation Opérationnelle à l'Emploi Individuelle),8848.66,2025-05-06,2025-08-05,Clôturée,Opco Atlas
AIDE-02539,DEM-0440,48403779317480,Compte Personnel de Formation (CPF Co-financé),10551.36,2025-03-30,2025-11-30,Accordée,Opco Atlas
AIDE-02540,DEM-0009,49432649566340,POEI (Préparation Opérationnelle à l'Emploi Individuelle),7933.1,2025-04-25,2026-03-19,Clôturée,France Travail
AIDE-02541,DEM-0240,42074185841501,Prime Reprise d'Activité AGEFIPH (Handicap),2947.93,2025-04-04,2025-08-20,Clôturée,Opco AKTO
AIDE-02542,DEM-0239,46251471601669,PMSMP (Immersion en Entreprise 15j),12855.21,2025-04-24,2025-10-12,Clôturée,Opco Atlas
AIDE-02543,DEM-0115,44789976340526,Prime Reprise d'Activité AGEFIPH (Handicap),1648.1,2025-03-01,2025-10-11,Clôturée,Opco Atlas
AIDE-02544,DEM-0030,46656694823191,AFPR (Action de Formation Préalable à l'Emploi),9876.47,2025-04-29,2025-08-30,En cours de versement,France Travail
AIDE-02545,DEM-0449,45191444190566,Compte Personnel de Formation (CPF Co-financé),10969.49,2025-01-30,2025-07-29,Accordée,Opco AKTO
AIDE-02546,DEM-0391,43740444163122,POEI (Préparation Opérationnelle à l'Emploi Individuelle),8425.76,2025-04-21,2025-08-01,Accordée,Région
AIDE-02547,DEM-0074,47398468154400,AFPR (Action de Formation Préalable à l'Emploi),14434.07,2025-04-30,2025-07-24,En cours de versement,Opco AKTO
AIDE-02548,DEM-0301,41704985072022,POEI (Préparation Opérationnelle à l'Emploi Individuelle),5681.31,2025-03-01,2025-12-14,Clôturée,Opco Atlas
AIDE-02549,DEM-0240,49705770101124,Compte Personnel de Formation (CPF Co-financé),10893.76,2025-02-07,2025-10-31,Accordée,Agefiph
AIDE-02550,DEM-0114,43150468964953,Prime Reprise d'Activité AGEFIPH (Handicap),7242.05,2025-05-05,2025-10-30,Clôturée,France Travail
AIDE-02551,DEM-0447,43137009098895,PMSMP (Immersion en Entreprise 15j),10675.62,2025-04-23,2026-02-25,Clôturée,Opco Atlas
AIDE-02552,DEM-0475,43817301062960,Aid'Emploi ZFU / QPV Recrutement,12062.22,2025-04-23,2025-10-14,En cours de versement,France Travail
AIDE-02553,DEM-0349,45876749697675,Prime Reprise d'Activité AGEFIPH (Handicap),3763.51,2025-04-17,2025-10-23,Clôturée,Région
AIDE-02554,DEM-0175,46829046563177,POEI (Préparation Opérationnelle à l'Emploi Individuelle),5683.18,2025-04-23,2025-07-15,En cours de versement,Région
AIDE-02555,DEM-0309,45969459599677,Aid'Emploi ZFU / QPV Recrutement,12661.31,2025-01-31,2025-11-06,En cours de versement,Opco AKTO
AIDE-02556,DEM-0209,46459630125206,AFPR (Action de Formation Préalable à l'Emploi),12763.8,2025-02-27,2025-10-15,Clôturée,Région
AIDE-02557,DEM-0172,44920947494629,Compte Personnel de Formation (CPF Co-financé),6099.18,2025-05-10,2025-08-14,Clôturée,France Travail
AIDE-02558,DEM-0391,42859047350407,Compte Personnel de Formation (CPF Co-financé),3929.36,2025-03-20,2025-10-09,Accordée,Opco Atlas
AIDE-02559,DEM-0446,49752272529492,PMSMP (Immersion en Entreprise 15j),12188.2,2025-03-16,2025-07-16,En cours de versement,Opco AKTO
AIDE-02560,DEM-0315,43118688900121,POEI (Préparation Opérationnelle à l'Emploi Individuelle),7851.87,2025-03-20,2026-01-12,En cours de versement,Région
AIDE-02561,DEM-0486,47011996064625,PMSMP (Immersion en Entreprise 15j),12542.53,2025-02-20,2025-06-27,En cours de versement,Opco AKTO
AIDE-02562,DEM-0044,43481844293150,Prime Reprise d'Activité AGEFIPH (Handicap),9522.09,2025-04-04,2026-02-02,Accordée,Agefiph
AIDE-02563,DEM-0041,47168534482005,POEI (Préparation Opérationnelle à l'Emploi Individuelle),9996.71,2025-02-13,2025-05-17,Clôturée,France Travail
AIDE-02564,DEM-0421,42839480177860,Prime Reprise d'Activité AGEFIPH (Handicap),14055.62,2025-04-05,2025-07-04,Accordée,Opco Atlas
AIDE-02565,DEM-0197,43815676620556,Prime Reprise d'Activité AGEFIPH (Handicap),4169.0,2025-01-30,2026-01-01,Clôturée,Opco AKTO
AIDE-02566,DEM-0227,43314976888891,PMSMP (Immersion en Entreprise 15j),6520.78,2025-03-01,2025-07-25,Clôturée,Opco Atlas
AIDE-02567,DEM-0016,42121173469865,POEI (Préparation Opérationnelle à l'Emploi Individuelle),9036.91,2025-03-17,2025-07-22,En cours de versement,Région
AIDE-02568,DEM-0012,48530822545270,Aid'Emploi ZFU / QPV Recrutement,2402.11,2025-03-13,2025-11-19,En cours de versement,Opco Atlas
AIDE-02569,DEM-0075,45489489304627,Compte Personnel de Formation (CPF Co-financé),4343.7,2025-04-01,2026-03-03,En cours de versement,Opco Atlas
AIDE-02570,DEM-0374,42490552461676,AFPR (Action de Formation Préalable à l'Emploi),5496.99,2025-04-20,2026-03-11,Accordée,Opco Atlas
AIDE-02571,DEM-0005,41756891396748,AFPR (Action de Formation Préalable à l'Emploi),4874.22,2025-01-30,2025-12-04,Clôturée,Opco Atlas
AIDE-02572,DEM-0141,49538357043473,PMSMP (Immersion en Entreprise 15j),5249.12,2025-03-22,2025-07-22,Accordée,Agefiph
AIDE-02573,DEM-0093,45692596302259,POEI (Préparation Opérationnelle à l'Emploi Individuelle),13521.43,2025-04-28,2025-09-03,Clôturée,Agefiph
AIDE-02574,DEM-0237,46544862589447,Aid'Emploi ZFU / QPV Recrutement,7216.33,2025-03-27,2026-02-07,Clôturée,Région
AIDE-02575,DEM-0038,46749767197433,POEI (Préparation Opérationnelle à l'Emploi Individuelle),3555.19,2025-01-15,2025-06-13,Accordée,Agefiph
AIDE-02576,DEM-0398,44437736511969,Aid'Emploi ZFU / QPV Recrutement,9470.2,2025-02-12,2026-01-22,En cours de versement,France Travail
AIDE-02577,DEM-0184,42210515450665,Prime Reprise d'Activité AGEFIPH (Handicap),6839.83,2025-04-29,2025-07-25,Accordée,Région
AIDE-02578,DEM-0189,42446702636054,POEI (Préparation Opérationnelle à l'Emploi Individuelle),2525.04,2025-02-23,2025-06-02,En cours de versement,Opco Atlas
AIDE-02579,DEM-0299,41983049819070,Compte Personnel de Formation (CPF Co-financé),4006.53,2025-01-26,2025-03-31,Accordée,Opco AKTO
AIDE-02580,DEM-0030,49363212733647,PMSMP (Immersion en Entreprise 15j),10181.17,2025-04-29,2026-04-04,Clôturée,Région
AIDE-02581,DEM-0364,43965133252194,Prime Reprise d'Activité AGEFIPH (Handicap),14057.66,2025-04-14,2025-11-14,Accordée,Agefiph
AIDE-02582,DEM-0330,46705539968779,POEI (Préparation Opérationnelle à l'Emploi Individuelle),9722.84,2025-04-19,2026-03-30,En cours de versement,Agefiph
AIDE-02583,DEM-0064,46037504335431,PMSMP (Immersion en Entreprise 15j),7759.61,2025-02-10,2025-10-09,Clôturée,France Travail
AIDE-02584,DEM-0190,47725067400173,Aid'Emploi ZFU / QPV Recrutement,14303.49,2025-05-03,2026-01-24,Accordée,Opco Atlas
AIDE-02585,DEM-0349,41340300729827,PMSMP (Immersion en Entreprise 15j),9423.46,2025-03-29,2025-09-06,Accordée,France Travail
AIDE-02586,DEM-0157,48778537246829,Prime Reprise d'Activité AGEFIPH (Handicap),10175.6,2025-05-14,2025-12-04,En cours de versement,France Travail
AIDE-02587,DEM-0196,42050849968987,Aid'Emploi ZFU / QPV Recrutement,11096.53,2025-01-15,2025-09-25,Clôturée,Région
AIDE-02588,DEM-0219,43397591156266,PMSMP (Immersion en Entreprise 15j),13986.22,2025-03-02,2026-01-01,Clôturée,Opco AKTO
AIDE-02589,DEM-0316,45202657528554,POEI (Préparation Opérationnelle à l'Emploi Individuelle),8661.74,2025-01-17,2025-07-31,En cours de versement,Région
AIDE-02590,DEM-0407,41192848629809,Compte Personnel de Formation (CPF Co-financé),4318.4,2025-04-15,2025-08-11,Clôturée,Agefiph
AIDE-02591,DEM-0321,46899934897280,Compte Personnel de Formation (CPF Co-financé),3483.35,2025-01-21,2025-04-20,Clôturée,Région
AIDE-02592,DEM-0064,41177163185091,Compte Personnel de Formation (CPF Co-financé),4053.47,2025-03-07,2025-06-12,Accordée,Opco Atlas
AIDE-02593,DEM-0022,46926401301866,AFPR (Action de Formation Préalable à l'Emploi),5881.31,2025-05-05,2025-09-03,En cours de versement,France Travail
AIDE-02594,DEM-0294,42259010998843,PMSMP (Immersion en Entreprise 15j),5088.84,2025-03-17,2025-10-31,Clôturée,Opco AKTO
AIDE-02595,DEM-0495,44284416571437,Prime Reprise d'Activité AGEFIPH (Handicap),4370.04,2025-04-19,2026-03-12,En cours de versement,Opco AKTO
AIDE-02596,DEM-0180,41257479471826,AFPR (Action de Formation Préalable à l'Emploi),6607.15,2025-04-10,2025-12-15,En cours de versement,Opco Atlas
AIDE-02597,DEM-0421,49958116994002,POEI (Préparation Opérationnelle à l'Emploi Individuelle),12112.29,2025-04-24,2026-03-12,Clôturée,Opco AKTO
AIDE-02598,DEM-0136,42444599764813,Compte Personnel de Formation (CPF Co-financé),7386.87,2025-04-18,2026-03-14,En cours de versement,France Travail
AIDE-02599,DEM-0398,44247530104241,AFPR (Action de Formation Préalable à l'Emploi),5168.01,2025-03-18,2025-12-30,Clôturée,Agefiph
AIDE-02600,DEM-0045,49935551402843,Compte Personnel de Formation (CPF Co-financé),9686.49,2025-01-27,2026-01-13,Accordée,Région
AIDE-02601,DEM-0248,45455688581220,Aid'Emploi ZFU / QPV Recrutement,7495.96,2025-02-28,2025-11-04,Accordée,Agefiph
AIDE-02602,DEM-0328,46217975385569,Aid'Emploi ZFU / QPV Recrutement,7327.85,2025-02-27,2025-10-11,Clôturée,Région
AIDE-02603,DEM-0328,41166302611166,AFPR (Action de Formation Préalable à l'Emploi),13735.37,2025-03-20,2026-01-17,Accordée,France Travail
AIDE-02604,DEM-0411,47561153126299,Prime Reprise d'Activité AGEFIPH (Handicap),3189.33,2025-05-14,2025-12-26,Accordée,France Travail
AIDE-02605,DEM-0292,43537014700338,AFPR (Action de Formation Préalable à l'Emploi),6722.82,2025-02-08,2026-01-02,En cours de versement,Opco AKTO
AIDE-02606,DEM-0078,45707363969163,Aid'Emploi ZFU / QPV Recrutement,2774.56,2025-03-03,2026-01-23,En cours de versement,Opco AKTO
AIDE-02607,DEM-0088,48440439970723,Prime Reprise d'Activité AGEFIPH (Handicap),11739.06,2025-03-04,2025-08-22,Clôturée,Agefiph
AIDE-02608,DEM-0354,49089308261921,Prime Reprise d'Activité AGEFIPH (Handicap),14477.68,2025-04-09,2025-12-02,En cours de versement,Opco Atlas
AIDE-02609,DEM-0447,41427122245574,Aid'Emploi ZFU / QPV Recrutement,10740.79,2025-01-18,2025-08-05,En cours de versement,Région
AIDE-02610,DEM-0116,44930381628869,POEI (Préparation Opérationnelle à l'Emploi Individuelle),4289.16,2025-01-25,2025-09-19,Clôturée,Agefiph
AIDE-02611,DEM-0174,43102282244300,Prime Reprise d'Activité AGEFIPH (Handicap),13813.09,2025-04-14,2025-10-06,En cours de versement,Opco AKTO
AIDE-02612,DEM-0475,42225187700897,POEI (Préparation Opérationnelle à l'Emploi Individuelle),5292.97,2025-02-06,2026-01-16,Clôturée,France Travail
AIDE-02613,DEM-0162,46719963282450,Aid'Emploi ZFU / QPV Recrutement,3871.29,2025-04-22,2025-07-31,Accordée,Opco Atlas
AIDE-02614,DEM-0412,43420952090697,POEI (Préparation Opérationnelle à l'Emploi Individuelle),4275.37,2025-05-02,2026-03-03,En cours de versement,Agefiph
AIDE-02615,DEM-0048,49089959280107,Aid'Emploi ZFU / QPV Recrutement,12155.55,2025-03-13,2025-09-04,Accordée,Agefiph
AIDE-02616,DEM-0183,48329160181082,POEI (Préparation Opérationnelle à l'Emploi Individuelle),9650.6,2025-02-16,2025-10-05,En cours de versement,France Travail
AIDE-02617,DEM-0449,42210515450665,PMSMP (Immersion en Entreprise 15j),12937.17,2025-02-12,2025-04-27,Accordée,Opco AKTO
AIDE-02618,DEM-0371,43215324461564,AFPR (Action de Formation Préalable à l'Emploi),10218.6,2025-03-01,2025-10-11,Accordée,Agefiph
AIDE-02619,DEM-0440,43665926550831,POEI (Préparation Opérationnelle à l'Emploi Individuelle),11369.26,2025-02-07,2025-10-14,Clôturée,Région
AIDE-02620,DEM-0323,48260667990170,AFPR (Action de Formation Préalable à l'Emploi),2167.06,2025-02-24,2026-02-24,En cours de versement,Région
AIDE-02621,DEM-0485,41172707807876,PMSMP (Immersion en Entreprise 15j),4986.32,2025-04-06,2026-02-02,Accordée,France Travail
AIDE-02622,DEM-0347,47817577664249,AFPR (Action de Formation Préalable à l'Emploi),2618.76,2025-03-22,2026-03-18,Accordée,Opco Atlas
AIDE-02623,DEM-0335,43634389520041,Compte Personnel de Formation (CPF Co-financé),6262.22,2025-04-03,2025-12-15,Clôturée,Opco Atlas
AIDE-02624,DEM-0492,45787094561021,PMSMP (Immersion en Entreprise 15j),11116.68,2025-05-10,2025-07-12,Accordée,France Travail
AIDE-02625,DEM-0044,47555700050303,Compte Personnel de Formation (CPF Co-financé),4715.83,2025-03-29,2025-11-01,Accordée,Opco Atlas
AIDE-02626,DEM-0399,49497367407099,PMSMP (Immersion en Entreprise 15j),9750.69,2025-05-01,2025-10-05,Accordée,Opco Atlas
AIDE-02627,DEM-0037,49250899402629,AFPR (Action de Formation Préalable à l'Emploi),12824.65,2025-04-06,2025-07-11,Clôturée,Agefiph
AIDE-02628,DEM-0406,48475239958858,PMSMP (Immersion en Entreprise 15j),13064.85,2025-05-13,2025-11-09,Clôturée,Opco Atlas
AIDE-02629,DEM-0387,49270658394623,Compte Personnel de Formation (CPF Co-financé),4733.53,2025-02-02,2025-04-30,En cours de versement,Région
AIDE-02630,DEM-0361,49484612186161,Prime Reprise d'Activité AGEFIPH (Handicap),13333.46,2025-04-22,2026-04-22,Accordée,Région
AIDE-02631,DEM-0235,49462719973136,Aid'Emploi ZFU / QPV Recrutement,3605.39,2025-02-13,2025-12-20,Clôturée,Opco AKTO
AIDE-02632,DEM-0446,45703168012727,POEI (Préparation Opérationnelle à l'Emploi Individuelle),7641.86,2025-03-12,2025-09-05,Clôturée,Région
AIDE-02633,DEM-0325,48859967710075,PMSMP (Immersion en Entreprise 15j),4170.15,2025-03-11,2025-07-20,En cours de versement,France Travail
AIDE-02634,DEM-0382,43395856740628,POEI (Préparation Opérationnelle à l'Emploi Individuelle),9284.73,2025-02-12,2025-10-10,Clôturée,Opco AKTO
AIDE-02635,DEM-0454,43105195701034,Prime Reprise d'Activité AGEFIPH (Handicap),7336.2,2025-01-16,2025-04-19,En cours de versement,France Travail
AIDE-02636,DEM-0445,47778658562842,AFPR (Action de Formation Préalable à l'Emploi),2553.16,2025-02-18,2025-11-28,En cours de versement,Opco Atlas
AIDE-02637,DEM-0342,43888761732009,Compte Personnel de Formation (CPF Co-financé),7219.83,2025-02-09,2025-10-24,En cours de versement,France Travail
AIDE-02638,DEM-0283,46317279808522,AFPR (Action de Formation Préalable à l'Emploi),6226.59,2025-03-10,2025-05-12,En cours de versement,France Travail
AIDE-02639,DEM-0188,43309959390522,Prime Reprise d'Activité AGEFIPH (Handicap),11235.84,2025-04-20,2026-03-01,En cours de versement,Opco Atlas
AIDE-02640,DEM-0307,45209804335379,PMSMP (Immersion en Entreprise 15j),4111.71,2025-03-09,2026-03-04,En cours de versement,Région
AIDE-02641,DEM-0165,45352703006979,PMSMP (Immersion en Entreprise 15j),8569.72,2025-01-31,2025-06-28,Clôturée,Opco Atlas
AIDE-02642,DEM-0477,43109713950403,PMSMP (Immersion en Entreprise 15j),13814.73,2025-03-22,2026-02-10,Clôturée,Région
AIDE-02643,DEM-0161,41639302354059,AFPR (Action de Formation Préalable à l'Emploi),10476.19,2025-02-28,2025-10-31,En cours de versement,France Travail
AIDE-02644,DEM-0219,49439101081120,PMSMP (Immersion en Entreprise 15j),7608.17,2025-02-28,2025-07-27,Clôturée,France Travail
AIDE-02645,DEM-0122,41558900471290,AFPR (Action de Formation Préalable à l'Emploi),4208.33,2025-02-28,2026-01-11,Clôturée,Agefiph
AIDE-02646,DEM-0062,46960098350786,POEI (Préparation Opérationnelle à l'Emploi Individuelle),10420.28,2025-04-03,2026-02-18,Accordée,France Travail
AIDE-02647,DEM-0003,41131966812791,Aid'Emploi ZFU / QPV Recrutement,6065.18,2025-03-30,2025-07-06,Clôturée,France Travail
AIDE-02648,DEM-0097,45378767249736,PMSMP (Immersion en Entreprise 15j),11550.75,2025-03-24,2025-07-08,Accordée,France Travail
AIDE-02649,DEM-0274,42976155764417,Aid'Emploi ZFU / QPV Recrutement,6135.96,2025-03-01,2025-08-01,En cours de versement,France Travail
AIDE-02650,DEM-0326,45834489617206,AFPR (Action de Formation Préalable à l'Emploi),11902.06,2025-02-02,2025-04-06,En cours de versement,Agefiph
AIDE-02651,DEM-0111,44342600856042,Prime Reprise d'Activité AGEFIPH (Handicap),10320.88,2025-03-12,2026-02-18,Clôturée,Région
AIDE-02652,DEM-0471,42406278188457,AFPR (Action de Formation Préalable à l'Emploi),2565.08,2025-03-01,2025-07-21,En cours de versement,Région
AIDE-02653,DEM-0145,45602951778415,PMSMP (Immersion en Entreprise 15j),8320.72,2025-02-11,2025-11-09,Accordée,Agefiph
AIDE-02654,DEM-0228,48175476316620,PMSMP (Immersion en Entreprise 15j),8126.83,2025-04-23,2026-04-14,Clôturée,Région
AIDE-02655,DEM-0332,48931475587206,POEI (Préparation Opérationnelle à l'Emploi Individuelle),3922.3,2025-04-20,2026-02-20,En cours de versement,France Travail
AIDE-02656,DEM-0177,45363487935669,POEI (Préparation Opérationnelle à l'Emploi Individuelle),6166.74,2025-04-20,2026-02-07,En cours de versement,Agefiph
AIDE-02657,DEM-0147,47198116172607,Prime Reprise d'Activité AGEFIPH (Handicap),14494.58,2025-03-13,2026-03-11,Accordée,Opco AKTO
AIDE-02658,DEM-0363,48543033283925,Aid'Emploi ZFU / QPV Recrutement,9392.21,2025-03-09,2025-07-26,Accordée,France Travail
AIDE-02659,DEM-0426,46509248105900,POEI (Préparation Opérationnelle à l'Emploi Individuelle),4010.0,2025-01-17,2025-06-12,En cours de versement,Agefiph
AIDE-02660,DEM-0359,45545155845058,Compte Personnel de Formation (CPF Co-financé),2645.3,2025-03-17,2025-08-02,Accordée,Opco AKTO
AIDE-02661,DEM-0246,46654346804941,PMSMP (Immersion en Entreprise 15j),8385.79,2025-04-12,2025-06-11,Accordée,France Travail
AIDE-02662,DEM-0322,47596735873366,PMSMP (Immersion en Entreprise 15j),4391.39,2025-04-01,2025-12-28,Clôturée,Agefiph
AIDE-02663,DEM-0074,45247413300327,Prime Reprise d'Activité AGEFIPH (Handicap),3109.06,2025-02-27,2025-08-30,Accordée,Agefiph
AIDE-02664,DEM-0325,41681737650607,Compte Personnel de Formation (CPF Co-financé),8064.6,2025-01-22,2025-12-07,En cours de versement,Opco AKTO
AIDE-02665,DEM-0268,42812498078962,AFPR (Action de Formation Préalable à l'Emploi),14455.06,2025-02-22,2026-02-16,En cours de versement,France Travail
AIDE-02666,DEM-0034,42939648862667,AFPR (Action de Formation Préalable à l'Emploi),12592.58,2025-02-09,2025-06-20,Clôturée,Agefiph
AIDE-02667,DEM-0347,46283973733737,PMSMP (Immersion en Entreprise 15j),7016.49,2025-03-08,2025-07-23,En cours de versement,France Travail
AIDE-02668,DEM-0350,42760544969163,Aid'Emploi ZFU / QPV Recrutement,8969.64,2025-04-03,2026-03-26,En cours de versement,Opco AKTO
