code_rome,intitule_rome_appellation,grand_domaine_code,grand_domaine_libelle,domaine_prof_code,domaine_prof_libelle,code_ogr
G1403,Directeur / Directrice de centre sportif,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14237
G1403,Directeur / Directrice de piscine,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14301
G1403,Directeur / Directrice de résidence de tourisme,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14322
G1403,Directeur / Directrice de salle de cinéma,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14326
G1403,Directeur / Directrice de structure touristique,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,404438
G1403,Exploitant / Exploitante d'attraction foraine,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14969
G1403,Exploitant / Exploitante d'attractions,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14970
G1403,Exploitant / Exploitante d'équipement de loisirs,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,15002
G1403,Exploitant / Exploitante d'équipement de loisirs de plein air,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,15003
G1403,Exploitant / Exploitante d'équipement sportif,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,15001
G1403,Exploitant / Exploitante de cabaret,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14973
G1403,Exploitant / Exploitante de camping,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14976
G1403,Exploitant / Exploitante de casino des jeux,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14977
G1403,Exploitant / Exploitante de centre équestre,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14978
G1403,Exploitant / Exploitante de cercle de jeux,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14979
G1403,Exploitant / Exploitante de chambres d'hôtes,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14980
G1403,Exploitant / Exploitante de cinéma,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14981
G1403,Exploitant / Exploitante de discothèque,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14982
G1403,Exploitant / Exploitante de gîte rural,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14983
G1403,Exploitant / Exploitante de karting,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14984
G1403,Exploitant / Exploitante de manège,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14985
G1403,Exploitant / Exploitante de manège forain,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14986
G1403,Exploitant / Exploitante de minigolf,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14987
G1403,Exploitant / Exploitante de parc de parcours acrobatique,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14988
G1403,Exploitant / Exploitante de parc naturel et animalier,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14989
G1403,Exploitant / Exploitante de parcours acrobatique en hauteur,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14991
G1403,Exploitant / Exploitante de parc zoologique,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14990
G1403,Exploitant / Exploitante de patinoire,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14992
G1403,Exploitant / Exploitante de salle de billard,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14994
G1403,Exploitant / Exploitante de salle de bowling,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14995
G1403,Exploitant / Exploitante de salle de jeux électroniques/automatiques,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14996
G1403,Exploitant / Exploitante de salle de spectacles,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14997
G1403,Exploitant / Exploitante de structure d'hébergement touristique,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14999
G1403,Exploitant / Exploitante de tennis,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,15000
G1403,Exploitant directeur / Exploitante directrice de golf,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,15008
G1403,Gardien / Gardienne de refuge de montagne,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,38890
G1403,Gérant / Gérante d'équipement de loisirs,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,15300
G1403,Gérant / Gérante d'équipement sportif,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,15301
G1403,Gérant / Gérante de camping,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,15279
G1403,Gérant / Gérante de centre nautique,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,15281
G1403,Gérant / Gérante de dancing,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,15285
G1403,Gérant / Gérante de piscine,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,15291
G1403,Gestionnaire d'espaces naturels et de loisirs,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,15358
G1403,Gestionnaire de base de loisirs,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,15322
G1403,Gestionnaire de parc de loisirs,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,15338
G1403,Gestionnaire de structure d'hébergement touristique,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,15355
G1403,Gestionnaire de structure de loisirs,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,15354
G1403,Responsable d'aquarium,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,18626
G1403,Responsable de parc naturel,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,18799
G1403,Responsable de planétarium,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,18804
G1403,Responsable de salle de sports,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,18851
G1403,Responsable de village de vacances,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,18896
G1404,Responsable d'établissement de restauration collective,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,194
G1404,Chef / Cheffe de production en restauration collective,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,12217
G1404,Chef de secteur de restauration collective,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,12318
G1404,Chef gérant / gérante de restaurant de collectivité,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,12568
G1404,Directeur / Directrice de cuisine centrale,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14249
G1404,Directeur / Directrice de restaurant de collectivité,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14325
G1404,Économe en restauration collective,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,14565
G1404,Gérant / Gérante de cantine scolaire,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,15280
G1404,Gérant / Gérante de cuisine hospitalière,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,15284
G1404,Gérant / Gérante de mess,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,15289
G1404,Gérant / Gérante de restaurant de collectivité,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,15295
G1404,Gérant / Gérante en restauration collective,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,38936
G1404,Gérant adjoint / Gérante adjointe de restaurant de collectivité,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,15272
G1404,Gestionnaire de restaurant de collectivité,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,15352
G1404,Intendant / Intendante de restaurant de collectivité,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,16034
G1404,Responsable d'établissement de restauration collective,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,18955
G1404,Responsable de production en restauration collective,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,18816
G1404,Responsable de restaurant de collectivité,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,18848
G1404,Responsable des achats en restauration collective,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,18919
G1405,Directeur / Directrice de structure sportive,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,404965
G1405,Directeur / Directrice de centre de fitness,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,405212
G1405,Directeur / Directrice de salle de sport,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,405213
G1405,Directeur / Directrice de structure sportive,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,405232
G1405,Directeur général / Directrice générale de club sportif,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,405215
G1405,Manager général de club de sport,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G14,Domaine G14,405214
G1405,Personnel d'étage en hôtellerie,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,
G1501,Valet / Femme de chambre,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,195
G1501,Commis / Commise d'étage,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,12764
G1501,Employé / Employée d'étage,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,14793
G1501,Employé / Employée d'étage en hôtellerie,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,14794
G1501,Employé / Employée de ménage d'hôtel,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,14775
G1501,Employé / Employée de ménage en hôtellerie de plein air,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,38578
G1501,Premier valet / Première femme de chambre,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,17979
G1501,Valet / Femme de chambre,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,20500
G1502,Employé / Employée d'hôtel,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,196
G1502,Agent polyvalent / Agente polyvalente d'hôtellerie,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,10752
G1502,Cafetier / Cafetière d'hôtel,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,38083
G1502,Employé / Employée d'hôtel,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,14796
G1502,Employé polyvalent / Employée polyvalente d'hôtellerie,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,14814
G1502,Employé polyvalent / Employée polyvalente en établissement hôtelier,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,14815
G1502,Équipier / Équipière d'hôtel,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,14873
G1502,Équipier / Équipière de banquet,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,38579
G1503,Gouvernant / Gouvernante d'hôtel,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,197
G1503,Aide gouvernant / Aide gouvernante en hôtellerie,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,10848
G1503,Assistant gouvernant / Assistante gouvernante en hôtellerie,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,11357
G1503,Assistant gouvernant général / Assistante gouvernante générale en hôtellerie,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,11358
G1503,Chef gouvernant / Chef gouvernante en hôtellerie,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,12569
G1503,Gouvernant / Gouvernante d'étage,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,15384
G1503,Gouvernant / Gouvernante d'hôtel,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,15385
G1503,Gouvernant / Gouvernante en établissement hôtelier,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,15387
G1503,Gouvernant / Gouvernante en hôtellerie,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,15388
G1503,Gouvernant général / Gouvernante générale en hôtellerie,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,15390
G1503,Premier gouvernant / Première gouvernante d'hôtel,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,17984
G1503,Responsable d'étage,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G15,Domaine G15,18960
G1503,Production culinaire,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,
G1601,Chef / Cheffe de cuisine,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,198
G1601,Chef / Cheffe d'atelier de cuisine,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,403766
G1601,Chef / Cheffe de cuisine,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,12110
G1601,Chef / Cheffe de cuisine à domicile,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,126511
G1601,Chef / Cheffe de cuisine traiteur / traiteuse,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,12111
G1601,Chef / Cheffe des cuisines,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,12495
G1601,Chef cuisinier / Cheffe cuisinière,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,12018
G1601,Chef cuisinier/pâtissier / Cheffe cuisinière/pâtissière,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,403765
G1601,Chef gérant / Cheffe gérante,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,403768
G1601,Conseiller / Conseillère culinaire,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,13384
G1601,Cuisinier / Cuisinière,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,13861
G1601,Directeur / Directrice de cuisine,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,403767
G1601,Second / Seconde de cuisine,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,19354
G1602,Commis / Commise de cuisine,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,199
G1602,Agent / Agente de cuisine,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,10427
G1602,Aide de cuisine,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,10826
G1602,Assistant / Assistante de production en restauration collective,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,11243
G1602,Chef de partie,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,12196
G1602,Chef de partie pâtissier / pâtissière,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,12199
G1602,Chef de partie poissonnier / poissonnière,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,12200
G1602,Chef de partie rôtisseur / rôtisseuse,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,12201
G1602,Chef de partie tournant / tournante,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,38050
G1602,Chef entremettier / entremettière de restaurant,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,12565
G1602,Chef pâtissier / pâtissière de restaurant,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,12593
G1602,Chef saucier / saucière,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,12601
G1602,Commis / Commise de cuisine,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,12756
G1602,Commis / Commise de cuisine de collectivité,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,12757
G1602,Commis de cuisine tournant / Commise de cuisine tournante,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,12758
G1602,Commis pâtissier / Commise pâtissière de restaurant,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,12765
G1602,Cuisinier / Cuisinière à domicile,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,126512
G1602,Cuisinier pâtissier / Cuisinière pâtissière,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,38183
G1602,Demi-chef de partie,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,38580
G1602,Grillardin / Grillardine,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,15428
G1602,Pâtissier / Pâtissière de restaurant,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,17577
G1602,Premier commis / Première commise de cuisine,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,17974
G1602,Second / Seconde de pâtisserie,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,38084
G1602,Sushiman / Sushiwoman,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,200103
G1603,Équipier polyvalent / Équipière polyvalente de restauration rapide,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,200
G1603,Agent / Agente de restauration rapide,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,10594
G1603,Employé / Employée de friterie,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,14765
G1603,Employé / Employée de snack-bar,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,14788
G1603,Employé polyvalent / Employée polyvalente de restaurant,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,14812
G1603,Employé polyvalent / Employée polyvalente de restauration,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,14813
G1603,Équipier polyvalent / Équipière polyvalente de restauration rapide,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,14875
G1603,Préparateur livreur / Préparatrice livreuse en restauration rapide,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,18031
G1603,Préparateur-vendeur / Préparatrice-vendeuse de plats à emporter,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,18044
G1603,Préparateur-vendeur / Préparatrice-vendeuse de sandwichs,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,18045
G1603,Préparateur-vendeur / Préparatrice-vendeuse en point chaud,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,18046
G1603,Préparateur-vendeur / Préparatrice-vendeuse en restauration rapide,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,38417
G1603,Préparateur-vendeur / Préparatrice-vendeuse en terminal de cuisson,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,18047
G1603,Steward / Hôtesse de train,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,19529
G1603,Vendeur / Vendeuse de glaces,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,20526
G1603,Vendeur / Vendeuse de sandwichs,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,20533
G1604,Pizzaïolo / Pizzaïola,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,201
G1604,Crêpier / Crêpière,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,13844
G1604,Pizzaïolo / Pizzaïola,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,17807
G1604,Préparateur-vendeur / Préparatrice-vendeuse de crêpes,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,18042
G1604,Préparateur vendeur / Préparatrice vendeuse de pâtes alimentaires fraîches,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,140967
G1604,Préparateur-vendeur / Préparatrice-vendeuse de pizzas,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,18043
G1605,Plongeur officier / Plongeuse officière de cuisine,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,202
G1605,Plongeur / Plongeuse en restauration,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,17846
G1605,Plongeur-batterie / Plongeuse-batterie en restauration,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,17849
G1605,Plongeur officier / Plongeuse officière de cuisine,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,404954
G1605,Responsable de la plonge en restauration,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,18748
G1606,Cuisinier / Cuisinière de collectivité,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,404039
G1606,Cuisinier / Cuisinière de cantine,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,404260
G1606,Cuisinier / Cuisinière de collectivité,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,13863
G1606,Cuisinier / Cuisinière de laboratoire,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,13864
G1606,Cuisinier traiteur / Cuisinière traiteuse,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,13868
G1607,Employé / Employée de restauration collective,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,404040
G1607,Agent / Agente de restauration collective,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,404261
G1607,Aide de cuisine de collectivité,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,10827
G1607,Commis / Commise de self,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,12762
G1607,Employé / Employée de cafétéria,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,14759
G1607,Employé / Employée de cantine,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,14760
G1607,Employé / Employée de restauration collective,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,14786
G1608,Ecailler / Ecaillère,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,404540
G1608,Ecailler / Ecaillère,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,405279
G1608,Écailler / Écaillère de restaurant,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,14547
G1608,Écailler / Écaillère en poissonnerie,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G16,Domaine G16,14548
G1608,Accueil en hôtellerie,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G17,Domaine G17,
G1701,Concierge d'hôtel,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G17,Domaine G17,203
G1701,Assistant / Assistante concierge d'hôtel,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G17,Domaine G17,11215
G1701,Chef concierge d'hôtel,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G17,Domaine G17,12015
G1701,Concierge d'entreprise,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G17,Domaine G17,12844
G1701,Concierge d'hôtel,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G17,Domaine G17,12845
G1701,Majordome en hôtellerie,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G17,Domaine G17,38085
G1701,Premier / Première concierge d'hôtel,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G17,Domaine G17,17975
G1702,Bagagiste en établissement hôtelier,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G17,Domaine G17,204
G1702,Bagagiste en établissement hôtelier,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G17,Domaine G17,11483
G1702,Chasseur / Chasseuse,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G17,Domaine G17,11968
G1702,Chasseur-bagagiste / Chasseuse-bagagiste,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G17,Domaine G17,11970
G1702,Coursier / Coursière en hôtellerie,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G17,Domaine G17,13797
G1702,Employé / Employée du hall,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G17,Domaine G17,14799
G1702,Équipier / Équipière bagagiste,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G17,Domaine G17,14869
G1702,Garçon / Fille de hall,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G17,Domaine G17,15190
G1702,Groom,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G17,Domaine G17,15430
G1702,Liftier / Liftière,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G17,Domaine G17,16192
G1702,Portier / Portière,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G17,Domaine G17,17896
G1702,Responsable de vestiaire,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G17,Domaine G17,18895
G1702,Valet de pied,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G17,Domaine G17,20502
G1702,Vestiaire,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G17,Domaine G17,20670
