id_incident,nom_operateur,commune,code_departement,nom_region,type_equipement,severite_incident,nombre_abonnes_impactes,statut_resolution
INC-00377,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Antenne 5G 3.5GHz,Majeur - Rupture 48h,3602,RESOLU
INC-00378,Orange,Lille,59 - Nord,Hauts-de-France,PBO Fibre Optique,Mineur,25,EN_COURS
INC-00379,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,NRO Central Enedis/SFR,Majeur - Rupture 48h,5742,RESOLU
INC-00380,Free Mobile,Lille,59 - Nord,Hauts-de-France,NRO Central Enedis/SFR,Mineur,261,INTERVENTION_EQUIPE
INC-00381,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,Antenne 4G LTE,Majeur - Rupture 48h,5370,EN_COURS
INC-00382,SFR,Toulouse,31 - Haute-Garonne,Occitanie,Antenne 5G 3.5GHz,Majeur - Rupture 48h,13403,EN_COURS
INC-00383,Orange,Montpellier,34 - Hérault,Occitanie,Antenne 5G 3.5GHz,Moyen - Dégradation débit,556,INTERVENTION_EQUIPE
INC-00384,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,NRO Central Enedis/SFR,Moyen - Dégradation débit,374,RESOLU
INC-00385,Orange,Lille,59 - Nord,Hauts-de-France,Antenne 4G LTE,Majeur - Rupture 48h,12108,RESOLU
INC-00386,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,Routeur Cœur IP,Majeur - Rupture 48h,194,EN_COURS
INC-00387,Bouygues Telecom,Montpellier,34 - Hérault,Occitanie,NRO Central Enedis/SFR,Moyen - Dégradation débit,325,RESOLU
INC-00388,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,PBO Fibre Optique,Majeur - Rupture 48h,11497,EN_COURS
INC-00389,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,NRO Central Enedis/SFR,Mineur,356,EN_COURS
INC-00390,Free Mobile,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,NRO Central Enedis/SFR,Moyen - Dégradation débit,477,RESOLU
INC-00391,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,NRO Central Enedis/SFR,Moyen - Dégradation débit,238,RESOLU
INC-00392,SFR,Paris,75 - Paris,Île-de-France,PBO Fibre Optique,Moyen - Dégradation débit,219,INTERVENTION_EQUIPE
INC-00393,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Routeur Cœur IP,Moyen - Dégradation débit,551,RESOLU
INC-00394,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,NRO Central Enedis/SFR,Moyen - Dégradation débit,193,INTERVENTION_EQUIPE
INC-00395,Orange,Lille,59 - Nord,Hauts-de-France,NRO Central Enedis/SFR,Moyen - Dégradation débit,133,RESOLU
INC-00396,Bouygues Telecom,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Antenne 4G LTE,Moyen - Dégradation débit,688,EN_COURS
INC-00397,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Antenne 4G LTE,Majeur - Rupture 48h,11630,RESOLU
INC-00398,SFR,Strasbourg,67 - Bas-Rhin,Grand Est,NRO Central Enedis/SFR,Mineur,536,INTERVENTION_EQUIPE
INC-00399,Free Mobile,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Antenne 5G 3.5GHz,Mineur,802,INTERVENTION_EQUIPE
INC-00400,SFR,Paris,75 - Paris,Île-de-France,Routeur Cœur IP,Moyen - Dégradation débit,514,INTERVENTION_EQUIPE
INC-00401,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Antenne 4G LTE,Majeur - Rupture 48h,10572,RESOLU
INC-00402,SFR,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Antenne 4G LTE,Moyen - Dégradation débit,524,RESOLU
INC-00403,Bouygues Telecom,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,NRO Central Enedis/SFR,Moyen - Dégradation débit,158,RESOLU
INC-00404,Bouygues Telecom,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,NRO Central Enedis/SFR,Moyen - Dégradation débit,613,RESOLU
INC-00405,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,Routeur Cœur IP,Majeur - Rupture 48h,9860,INTERVENTION_EQUIPE
INC-00406,Free Mobile,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Antenne 4G LTE,Moyen - Dégradation débit,488,EN_COURS
INC-00407,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Antenne 5G 3.5GHz,Mineur,575,EN_COURS
INC-00408,Free Mobile,Lille,59 - Nord,Hauts-de-France,PBO Fibre Optique,Majeur - Rupture 48h,6973,INTERVENTION_EQUIPE
INC-00409,Bouygues Telecom,Lille,59 - Nord,Hauts-de-France,Antenne 5G 3.5GHz,Majeur - Rupture 48h,9953,EN_COURS
INC-00410,SFR,Montpellier,34 - Hérault,Occitanie,NRO Central Enedis/SFR,Mineur,691,INTERVENTION_EQUIPE
INC-00411,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,Routeur Cœur IP,Mineur,447,RESOLU
INC-00412,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,Routeur Cœur IP,Mineur,376,RESOLU
INC-00413,SFR,Rennes,35 - Ille-et-Vilaine,Bretagne,PBO Fibre Optique,Mineur,51,EN_COURS
INC-00414,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,NRO Central Enedis/SFR,Moyen - Dégradation débit,589,INTERVENTION_EQUIPE
INC-00415,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,PBO Fibre Optique,Mineur,331,INTERVENTION_EQUIPE
INC-00416,Bouygues Telecom,Rennes,35 - Ille-et-Vilaine,Bretagne,Antenne 4G LTE,Majeur - Rupture 48h,8404,INTERVENTION_EQUIPE
INC-00417,Orange,Strasbourg,67 - Bas-Rhin,Grand Est,Antenne 5G 3.5GHz,Majeur - Rupture 48h,1568,INTERVENTION_EQUIPE
INC-00418,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,NRO Central Enedis/SFR,Mineur,364,RESOLU
INC-00419,SFR,Paris,75 - Paris,Île-de-France,Antenne 5G 3.5GHz,Majeur - Rupture 48h,5491,RESOLU
INC-00420,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,NRO Central Enedis/SFR,Moyen - Dégradation débit,180,EN_COURS
INC-00421,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,NRO Central Enedis/SFR,Moyen - Dégradation débit,109,RESOLU
INC-00422,Bouygues Telecom,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,PBO Fibre Optique,Majeur - Rupture 48h,3127,RESOLU
INC-00423,Bouygues Telecom,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Antenne 4G LTE,Majeur - Rupture 48h,3249,INTERVENTION_EQUIPE
INC-00424,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,PBO Fibre Optique,Majeur - Rupture 48h,5410,RESOLU
INC-00425,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,PBO Fibre Optique,Moyen - Dégradation débit,378,EN_COURS
INC-00426,Orange,Nantes,44 - Loire-Atlantique,Pays de la Loire,Antenne 4G LTE,Moyen - Dégradation débit,781,INTERVENTION_EQUIPE
INC-00427,Orange,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Antenne 5G 3.5GHz,Moyen - Dégradation débit,808,INTERVENTION_EQUIPE
INC-00428,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,Routeur Cœur IP,Mineur,209,INTERVENTION_EQUIPE
INC-00429,Bouygues Telecom,Paris,75 - Paris,Île-de-France,PBO Fibre Optique,Mineur,492,INTERVENTION_EQUIPE
INC-00430,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,Antenne 4G LTE,Moyen - Dégradation débit,736,INTERVENTION_EQUIPE
INC-00431,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Antenne 5G 3.5GHz,Moyen - Dégradation débit,86,EN_COURS
INC-00432,Free Mobile,Montpellier,34 - Hérault,Occitanie,Antenne 5G 3.5GHz,Mineur,442,INTERVENTION_EQUIPE
INC-00433,Free Mobile,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,Antenne 5G 3.5GHz,Mineur,416,EN_COURS
INC-00434,Free Mobile,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Antenne 4G LTE,Moyen - Dégradation débit,146,EN_COURS
INC-00435,Bouygues Telecom,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,PBO Fibre Optique,Mineur,109,EN_COURS
INC-00436,Free Mobile,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,Routeur Cœur IP,Mineur,527,EN_COURS
INC-00437,SFR,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,NRO Central Enedis/SFR,Mineur,204,INTERVENTION_EQUIPE
INC-00438,Free Mobile,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,Antenne 4G LTE,Mineur,33,RESOLU
INC-00439,Free Mobile,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,PBO Fibre Optique,Majeur - Rupture 48h,8307,INTERVENTION_EQUIPE
INC-00440,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,Antenne 4G LTE,Moyen - Dégradation débit,266,EN_COURS
INC-00441,Free Mobile,Lille,59 - Nord,Hauts-de-France,Routeur Cœur IP,Moyen - Dégradation débit,330,EN_COURS
INC-00442,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,Antenne 5G 3.5GHz,Mineur,695,EN_COURS
INC-00443,Free Mobile,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Antenne 4G LTE,Mineur,222,INTERVENTION_EQUIPE
INC-00444,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Antenne 4G LTE,Majeur - Rupture 48h,2529,EN_COURS
INC-00445,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,PBO Fibre Optique,Mineur,850,RESOLU
INC-00446,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,NRO Central Enedis/SFR,Moyen - Dégradation débit,567,RESOLU
INC-00447,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,PBO Fibre Optique,Moyen - Dégradation débit,429,INTERVENTION_EQUIPE
INC-00448,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,PBO Fibre Optique,Mineur,581,INTERVENTION_EQUIPE
INC-00449,Orange,Toulouse,31 - Haute-Garonne,Occitanie,Routeur Cœur IP,Moyen - Dégradation débit,731,INTERVENTION_EQUIPE
INC-00450,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Antenne 4G LTE,Moyen - Dégradation débit,570,RESOLU
INC-00451,Orange,Lille,59 - Nord,Hauts-de-France,NRO Central Enedis/SFR,Majeur - Rupture 48h,7561,EN_COURS
INC-00452,Free Mobile,Paris,75 - Paris,Île-de-France,Antenne 4G LTE,Mineur,726,INTERVENTION_EQUIPE
INC-00453,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Antenne 4G LTE,Moyen - Dégradation débit,424,INTERVENTION_EQUIPE
INC-00454,Free Mobile,Lille,59 - Nord,Hauts-de-France,NRO Central Enedis/SFR,Mineur,229,RESOLU
INC-00455,Bouygues Telecom,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Antenne 5G 3.5GHz,Moyen - Dégradation débit,690,INTERVENTION_EQUIPE
INC-00456,SFR,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,Routeur Cœur IP,Majeur - Rupture 48h,8494,EN_COURS
INC-00457,Bouygues Telecom,Montpellier,34 - Hérault,Occitanie,PBO Fibre Optique,Mineur,748,INTERVENTION_EQUIPE
INC-00458,SFR,Paris,75 - Paris,Île-de-France,PBO Fibre Optique,Majeur - Rupture 48h,4059,INTERVENTION_EQUIPE
INC-00459,Bouygues Telecom,Lille,59 - Nord,Hauts-de-France,Routeur Cœur IP,Mineur,411,EN_COURS
INC-00460,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,PBO Fibre Optique,Majeur - Rupture 48h,9991,EN_COURS
INC-00461,Orange,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,NRO Central Enedis/SFR,Majeur - Rupture 48h,202,RESOLU
INC-00462,Free Mobile,Montpellier,34 - Hérault,Occitanie,NRO Central Enedis/SFR,Mineur,747,INTERVENTION_EQUIPE
INC-00463,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,PBO Fibre Optique,Majeur - Rupture 48h,10940,INTERVENTION_EQUIPE
INC-00464,Orange,Toulouse,31 - Haute-Garonne,Occitanie,PBO Fibre Optique,Mineur,710,INTERVENTION_EQUIPE
INC-00465,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Routeur Cœur IP,Majeur - Rupture 48h,7010,RESOLU
INC-00466,Bouygues Telecom,Strasbourg,67 - Bas-Rhin,Grand Est,Antenne 4G LTE,Majeur - Rupture 48h,4898,INTERVENTION_EQUIPE
INC-00467,Orange,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Antenne 4G LTE,Moyen - Dégradation débit,691,INTERVENTION_EQUIPE
INC-00468,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,NRO Central Enedis/SFR,Moyen - Dégradation débit,563,RESOLU
INC-00469,Orange,Nantes,44 - Loire-Atlantique,Pays de la Loire,Antenne 5G 3.5GHz,Moyen - Dégradation débit,59,EN_COURS
INC-00470,Bouygues Telecom,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,PBO Fibre Optique,Moyen - Dégradation débit,572,INTERVENTION_EQUIPE
INC-00471,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Antenne 5G 3.5GHz,Majeur - Rupture 48h,2420,INTERVENTION_EQUIPE
INC-00472,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,Routeur Cœur IP,Mineur,624,RESOLU
INC-00473,SFR,Paris,75 - Paris,Île-de-France,Antenne 5G 3.5GHz,Majeur - Rupture 48h,12642,EN_COURS
INC-00474,SFR,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,PBO Fibre Optique,Majeur - Rupture 48h,6461,EN_COURS
INC-00475,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,Antenne 5G 3.5GHz,Moyen - Dégradation débit,592,INTERVENTION_EQUIPE
INC-00476,SFR,Rennes,35 - Ille-et-Vilaine,Bretagne,Antenne 5G 3.5GHz,Mineur,842,RESOLU
INC-00477,Bouygues Telecom,Lille,59 - Nord,Hauts-de-France,PBO Fibre Optique,Moyen - Dégradation débit,574,RESOLU
INC-00478,Orange,Lille,59 - Nord,Hauts-de-France,Antenne 4G LTE,Majeur - Rupture 48h,570,INTERVENTION_EQUIPE
INC-00479,Free Mobile,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,Antenne 5G 3.5GHz,Majeur - Rupture 48h,10323,RESOLU
INC-00480,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,NRO Central Enedis/SFR,Moyen - Dégradation débit,830,EN_COURS
INC-00481,Free Mobile,Paris,75 - Paris,Île-de-France,Antenne 5G 3.5GHz,Moyen - Dégradation débit,741,EN_COURS
INC-00482,Bouygues Telecom,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,PBO Fibre Optique,Moyen - Dégradation débit,519,EN_COURS
INC-00483,SFR,Strasbourg,67 - Bas-Rhin,Grand Est,Routeur Cœur IP,Mineur,827,EN_COURS
INC-00484,Bouygues Telecom,Strasbourg,67 - Bas-Rhin,Grand Est,Antenne 5G 3.5GHz,Moyen - Dégradation débit,441,EN_COURS
INC-00485,SFR,Lille,59 - Nord,Hauts-de-France,PBO Fibre Optique,Majeur - Rupture 48h,2322,INTERVENTION_EQUIPE
INC-00486,SFR,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,PBO Fibre Optique,Mineur,394,RESOLU
INC-00487,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,Antenne 4G LTE,Majeur - Rupture 48h,3227,RESOLU
INC-00488,SFR,Strasbourg,67 - Bas-Rhin,Grand Est,NRO Central Enedis/SFR,Mineur,50,INTERVENTION_EQUIPE
INC-00489,Orange,Montpellier,34 - Hérault,Occitanie,PBO Fibre Optique,Moyen - Dégradation débit,679,INTERVENTION_EQUIPE
INC-00490,Bouygues Telecom,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,PBO Fibre Optique,Majeur - Rupture 48h,12677,EN_COURS
INC-00491,SFR,Lille,59 - Nord,Hauts-de-France,Antenne 4G LTE,Moyen - Dégradation débit,472,RESOLU
INC-00492,Orange,Montpellier,34 - Hérault,Occitanie,Routeur Cœur IP,Moyen - Dégradation débit,91,RESOLU
INC-00493,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,PBO Fibre Optique,Moyen - Dégradation débit,346,INTERVENTION_EQUIPE
INC-00494,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,Antenne 5G 3.5GHz,Majeur - Rupture 48h,2964,EN_COURS
INC-00495,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,Routeur Cœur IP,Mineur,771,INTERVENTION_EQUIPE
INC-00496,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,NRO Central Enedis/SFR,Majeur - Rupture 48h,12260,EN_COURS
INC-00497,Orange,Lille,59 - Nord,Hauts-de-France,Antenne 4G LTE,Moyen - Dégradation débit,531,EN_COURS
INC-00498,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,NRO Central Enedis/SFR,Mineur,144,INTERVENTION_EQUIPE
INC-00499,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,Antenne 5G 3.5GHz,Majeur - Rupture 48h,6021,RESOLU
INC-00500,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,PBO Fibre Optique,Mineur,619,EN_COURS
INC-00501,Orange,Lille,59 - Nord,Hauts-de-France,NRO Central Enedis/SFR,Mineur,759,RESOLU
INC-00502,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,PBO Fibre Optique,Moyen - Dégradation débit,511,RESOLU
INC-00503,SFR,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,NRO Central Enedis/SFR,Mineur,786,RESOLU
INC-00504,Orange,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,PBO Fibre Optique,Majeur - Rupture 48h,11713,EN_COURS
INC-00505,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Antenne 4G LTE,Majeur - Rupture 48h,11673,EN_COURS
INC-00506,Bouygues Telecom,Paris,75 - Paris,Île-de-France,NRO Central Enedis/SFR,Mineur,701,RESOLU
INC-00507,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Antenne 5G 3.5GHz,Mineur,145,INTERVENTION_EQUIPE
INC-00508,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Antenne 5G 3.5GHz,Mineur,473,INTERVENTION_EQUIPE
INC-00509,Orange,Strasbourg,67 - Bas-Rhin,Grand Est,Routeur Cœur IP,Moyen - Dégradation débit,446,EN_COURS
INC-00510,Orange,Paris,75 - Paris,Île-de-France,Routeur Cœur IP,Mineur,628,RESOLU
INC-00511,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,NRO Central Enedis/SFR,Majeur - Rupture 48h,12266,INTERVENTION_EQUIPE
INC-00512,Orange,Lille,59 - Nord,Hauts-de-France,PBO Fibre Optique,Mineur,328,INTERVENTION_EQUIPE
INC-00513,Free Mobile,Lille,59 - Nord,Hauts-de-France,NRO Central Enedis/SFR,Mineur,292,INTERVENTION_EQUIPE
INC-00514,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Routeur Cœur IP,Mineur,549,INTERVENTION_EQUIPE
INC-00515,SFR,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Routeur Cœur IP,Mineur,302,EN_COURS
INC-00516,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,Routeur Cœur IP,Moyen - Dégradation débit,532,RESOLU
INC-00517,Bouygues Telecom,Rennes,35 - Ille-et-Vilaine,Bretagne,Routeur Cœur IP,Majeur - Rupture 48h,2728,RESOLU
INC-00518,Bouygues Telecom,Lille,59 - Nord,Hauts-de-France,NRO Central Enedis/SFR,Majeur - Rupture 48h,10748,EN_COURS
INC-00519,Free Mobile,Paris,75 - Paris,Île-de-France,PBO Fibre Optique,Majeur - Rupture 48h,9011,EN_COURS
INC-00520,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,PBO Fibre Optique,Mineur,247,EN_COURS
INC-00521,Bouygues Telecom,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,NRO Central Enedis/SFR,Majeur - Rupture 48h,8015,INTERVENTION_EQUIPE
INC-00522,SFR,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Antenne 5G 3.5GHz,Mineur,285,EN_COURS
INC-00523,SFR,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Routeur Cœur IP,Mineur,531,RESOLU
INC-00524,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,NRO Central Enedis/SFR,Majeur - Rupture 48h,5875,RESOLU
INC-00525,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,NRO Central Enedis/SFR,Moyen - Dégradation débit,195,RESOLU
INC-00526,SFR,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Antenne 4G LTE,Moyen - Dégradation débit,621,EN_COURS
INC-00527,Orange,Nantes,44 - Loire-Atlantique,Pays de la Loire,Antenne 4G LTE,Majeur - Rupture 48h,10562,INTERVENTION_EQUIPE
INC-00528,SFR,Toulouse,31 - Haute-Garonne,Occitanie,NRO Central Enedis/SFR,Majeur - Rupture 48h,13817,RESOLU
INC-00529,Free Mobile,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Routeur Cœur IP,Moyen - Dégradation débit,233,INTERVENTION_EQUIPE
INC-00530,Free Mobile,Toulouse,31 - Haute-Garonne,Occitanie,Routeur Cœur IP,Majeur - Rupture 48h,6641,EN_COURS
INC-00531,SFR,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,Routeur Cœur IP,Mineur,518,EN_COURS
INC-00532,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,NRO Central Enedis/SFR,Mineur,806,INTERVENTION_EQUIPE
INC-00533,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Routeur Cœur IP,Mineur,676,EN_COURS
INC-00534,Free Mobile,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Antenne 4G LTE,Mineur,78,RESOLU
INC-00535,SFR,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,Antenne 5G 3.5GHz,Majeur - Rupture 48h,9178,RESOLU
INC-00536,Bouygues Telecom,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,PBO Fibre Optique,Moyen - Dégradation débit,135,EN_COURS
INC-00537,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Antenne 5G 3.5GHz,Mineur,809,INTERVENTION_EQUIPE
INC-00538,Free Mobile,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Antenne 5G 3.5GHz,Moyen - Dégradation débit,365,INTERVENTION_EQUIPE
INC-00539,Bouygues Telecom,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Antenne 4G LTE,Mineur,668,RESOLU
INC-00540,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,NRO Central Enedis/SFR,Moyen - Dégradation débit,769,RESOLU
INC-00541,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,Antenne 5G 3.5GHz,Majeur - Rupture 48h,7240,EN_COURS
INC-00542,SFR,Montpellier,34 - Hérault,Occitanie,Antenne 5G 3.5GHz,Moyen - Dégradation débit,45,EN_COURS
INC-00543,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,PBO Fibre Optique,Mineur,358,EN_COURS
INC-00544,SFR,Paris,75 - Paris,Île-de-France,Antenne 4G LTE,Moyen - Dégradation débit,326,INTERVENTION_EQUIPE
INC-00545,Orange,Lille,59 - Nord,Hauts-de-France,PBO Fibre Optique,Mineur,475,INTERVENTION_EQUIPE
INC-00546,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Antenne 4G LTE,Moyen - Dégradation débit,262,EN_COURS
INC-00547,Bouygues Telecom,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Antenne 5G 3.5GHz,Majeur - Rupture 48h,7776,INTERVENTION_EQUIPE
INC-00548,Bouygues Telecom,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,NRO Central Enedis/SFR,Majeur - Rupture 48h,7613,INTERVENTION_EQUIPE
INC-00549,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,Routeur Cœur IP,Majeur - Rupture 48h,3352,INTERVENTION_EQUIPE
INC-00550,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,PBO Fibre Optique,Mineur,339,RESOLU
INC-00551,Orange,Paris,75 - Paris,Île-de-France,NRO Central Enedis/SFR,Majeur - Rupture 48h,6775,INTERVENTION_EQUIPE
INC-00552,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,PBO Fibre Optique,Majeur - Rupture 48h,9773,INTERVENTION_EQUIPE
INC-00553,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Routeur Cœur IP,Majeur - Rupture 48h,3628,RESOLU
INC-00554,SFR,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Routeur Cœur IP,Majeur - Rupture 48h,853,EN_COURS
INC-00555,Free Mobile,Toulouse,31 - Haute-Garonne,Occitanie,Antenne 5G 3.5GHz,Majeur - Rupture 48h,11910,RESOLU
INC-00556,Orange,Strasbourg,67 - Bas-Rhin,Grand Est,Routeur Cœur IP,Moyen - Dégradation débit,419,EN_COURS
INC-00557,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,NRO Central Enedis/SFR,Majeur - Rupture 48h,6538,RESOLU
INC-00558,Free Mobile,Toulouse,31 - Haute-Garonne,Occitanie,PBO Fibre Optique,Majeur - Rupture 48h,3849,EN_COURS
INC-00559,SFR,Toulouse,31 - Haute-Garonne,Occitanie,Antenne 4G LTE,Moyen - Dégradation débit,589,RESOLU
INC-00560,SFR,Lille,59 - Nord,Hauts-de-France,Antenne 5G 3.5GHz,Majeur - Rupture 48h,8008,INTERVENTION_EQUIPE
INC-00561,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,PBO Fibre Optique,Majeur - Rupture 48h,11098,RESOLU
INC-00562,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Routeur Cœur IP,Majeur - Rupture 48h,13620,EN_COURS
INC-00563,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Antenne 4G LTE,Moyen - Dégradation débit,173,RESOLU
