id_mesure,nom_operateur,commune,code_departement,nom_region,technologie_reseau,debit_descendant_mbps,debit_montant_mbps,latence_ms,taux_couverture_4g_pct
QOS-01579,Orange,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 3.5GHz,567.3,45.8,11.8,95.5
QOS-01580,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 3.5GHz,323.7,56.2,12.3,99.4
QOS-01581,Bouygues Telecom,Montpellier,34 - Hérault,Occitanie,4G+ LTE,111.1,17.7,23.8,96.2
QOS-01582,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 3.5GHz,315.9,62.1,10.0,97.9
QOS-01583,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,5G 700MHz,172.5,26.6,16.9,98.0
QOS-01584,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 3.5GHz,429.4,82.0,13.3,94.9
QOS-01585,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 700MHz,233.0,43.2,14.9,98.0
QOS-01586,Bouygues Telecom,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G+ LTE,126.3,18.3,30.2,94.8
QOS-01587,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 3.5GHz,379.1,48.1,12.0,96.1
QOS-01588,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,4G,45.0,11.1,48.7,97.8
QOS-01589,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,5G 700MHz,130.5,38.4,22.1,99.4
QOS-01590,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,4G+ LTE,96.5,21.9,23.1,95.3
QOS-01591,Orange,Paris,75 - Paris,Île-de-France,5G 700MHz,197.5,41.7,19.7,96.3
QOS-01592,Orange,Paris,75 - Paris,Île-de-France,4G,42.8,15.3,30.8,99.5
QOS-01593,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G+ LTE,96.3,20.3,34.4,95.1
QOS-01594,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G,45.4,14.0,33.1,96.4
QOS-01595,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 3.5GHz,335.2,62.3,10.4,95.4
QOS-01596,Free Mobile,Paris,75 - Paris,Île-de-France,5G 3.5GHz,462.5,59.0,14.1,95.1
QOS-01597,SFR,Paris,75 - Paris,Île-de-France,5G 700MHz,211.4,27.6,20.9,99.8
QOS-01598,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 3.5GHz,331.2,60.8,15.2,95.4
QOS-01599,SFR,Toulouse,31 - Haute-Garonne,Occitanie,5G 3.5GHz,364.8,68.2,15.9,98.2
QOS-01600,Free Mobile,Montpellier,34 - Hérault,Occitanie,4G,44.2,9.7,36.8,98.1
QOS-01601,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,4G+ LTE,110.8,26.7,31.7,98.5
QOS-01602,Free Mobile,Montpellier,34 - Hérault,Occitanie,4G+ LTE,85.7,22.4,26.4,99.9
QOS-01603,Free Mobile,Lille,59 - Nord,Hauts-de-France,5G 700MHz,237.6,37.4,24.8,95.5
QOS-01604,SFR,Montpellier,34 - Hérault,Occitanie,4G+ LTE,91.5,23.6,33.4,95.6
QOS-01605,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 700MHz,233.8,43.8,21.6,97.6
QOS-01606,SFR,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,4G+ LTE,89.4,27.0,31.8,97.8
QOS-01607,Orange,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 3.5GHz,333.2,62.6,11.0,97.9
QOS-01608,Orange,Montpellier,34 - Hérault,Occitanie,5G 700MHz,145.2,41.0,14.7,94.6
QOS-01609,Bouygues Telecom,Paris,75 - Paris,Île-de-France,5G 3.5GHz,415.0,77.4,13.2,98.4
QOS-01610,SFR,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,5G 3.5GHz,348.4,54.2,10.7,98.9
QOS-01611,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G+ LTE,70.1,19.5,34.6,98.0
QOS-01612,SFR,Rennes,35 - Ille-et-Vilaine,Bretagne,4G,42.1,14.5,34.6,99.6
QOS-01613,SFR,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 3.5GHz,452.4,52.1,11.9,97.6
QOS-01614,SFR,Lille,59 - Nord,Hauts-de-France,5G 3.5GHz,539.6,60.3,13.3,98.0
QOS-01615,Orange,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G+ LTE,123.3,26.1,28.9,95.3
QOS-01616,Bouygues Telecom,Strasbourg,67 - Bas-Rhin,Grand Est,4G,43.1,12.0,42.6,95.2
QOS-01617,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,5G 700MHz,157.8,26.5,18.9,96.1
QOS-01618,SFR,Lille,59 - Nord,Hauts-de-France,4G+ LTE,111.1,19.3,23.9,94.6
QOS-01619,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 700MHz,170.4,27.9,23.6,96.6
QOS-01620,Orange,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 700MHz,157.2,31.2,15.8,98.6
QOS-01621,Orange,Paris,75 - Paris,Île-de-France,4G+ LTE,83.8,23.5,27.0,95.1
QOS-01622,Bouygues Telecom,Lille,59 - Nord,Hauts-de-France,4G+ LTE,92.3,22.6,31.4,98.1
QOS-01623,SFR,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 700MHz,209.4,27.1,17.7,99.7
QOS-01624,Orange,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,4G,31.2,13.4,47.2,99.2
QOS-01625,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G,31.0,13.3,48.8,99.5
QOS-01626,Orange,Lille,59 - Nord,Hauts-de-France,5G 3.5GHz,405.7,59.7,13.6,99.6
QOS-01627,Orange,Montpellier,34 - Hérault,Occitanie,4G+ LTE,78.2,17.9,31.7,98.1
QOS-01628,Free Mobile,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 3.5GHz,530.6,74.8,15.8,94.7
QOS-01629,Orange,Lille,59 - Nord,Hauts-de-France,4G+ LTE,122.2,22.3,31.0,98.6
QOS-01630,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 700MHz,232.4,33.2,14.6,99.5
QOS-01631,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G+ LTE,96.8,19.3,21.4,99.0
QOS-01632,SFR,Montpellier,34 - Hérault,Occitanie,4G,51.4,13.2,46.5,95.1
QOS-01633,SFR,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,4G+ LTE,86.1,15.4,30.8,94.7
QOS-01634,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 3.5GHz,539.1,55.9,9.7,99.4
QOS-01635,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,5G 700MHz,127.6,39.6,19.8,97.3
QOS-01636,Free Mobile,Montpellier,34 - Hérault,Occitanie,4G+ LTE,102.4,20.5,22.6,96.4
QOS-01637,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 700MHz,132.1,41.5,16.6,95.5
QOS-01638,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G,41.9,14.6,38.7,97.3
QOS-01639,SFR,Strasbourg,67 - Bas-Rhin,Grand Est,5G 700MHz,239.3,33.1,20.7,98.7
QOS-01640,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,5G 3.5GHz,339.3,68.1,12.5,95.8
QOS-01641,SFR,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 700MHz,230.5,32.6,14.9,96.1
QOS-01642,SFR,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,4G+ LTE,90.1,27.5,28.4,95.5
QOS-01643,Orange,Lille,59 - Nord,Hauts-de-France,4G+ LTE,120.3,23.0,31.5,94.8
QOS-01644,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G+ LTE,112.2,21.8,33.8,95.8
QOS-01645,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 3.5GHz,558.0,64.9,10.4,99.5
QOS-01646,Orange,Toulouse,31 - Haute-Garonne,Occitanie,5G 3.5GHz,356.2,76.3,12.7,96.6
QOS-01647,Orange,Montpellier,34 - Hérault,Occitanie,4G+ LTE,104.5,19.2,23.0,97.2
QOS-01648,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 700MHz,194.1,45.4,23.7,98.1
QOS-01649,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 3.5GHz,424.2,75.2,16.4,97.2
QOS-01650,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G+ LTE,69.6,21.0,34.8,99.1
QOS-01651,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 3.5GHz,548.9,79.2,14.2,99.6
QOS-01652,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,5G 700MHz,186.8,33.0,19.8,97.0
QOS-01653,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 3.5GHz,589.1,70.7,13.9,97.3
QOS-01654,Free Mobile,Montpellier,34 - Hérault,Occitanie,5G 700MHz,215.4,42.9,18.9,94.5
QOS-01655,SFR,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,5G 3.5GHz,393.0,76.0,14.6,96.5
QOS-01656,Bouygues Telecom,Montpellier,34 - Hérault,Occitanie,4G,55.9,12.7,45.0,96.2
QOS-01657,Orange,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,4G,41.9,11.3,46.7,96.5
QOS-01658,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 700MHz,197.7,37.1,19.7,98.7
QOS-01659,Orange,Lille,59 - Nord,Hauts-de-France,5G 700MHz,151.8,30.1,14.6,95.7
QOS-01660,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,4G+ LTE,68.7,24.4,20.2,96.7
QOS-01661,Free Mobile,Lille,59 - Nord,Hauts-de-France,5G 700MHz,161.6,33.0,19.1,95.0
QOS-01662,SFR,Strasbourg,67 - Bas-Rhin,Grand Est,5G 700MHz,239.0,34.8,17.6,96.2
QOS-01663,Bouygues Telecom,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 700MHz,137.1,35.4,17.4,96.2
QOS-01664,Free Mobile,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,4G,29.6,13.8,32.9,96.3
QOS-01665,SFR,Strasbourg,67 - Bas-Rhin,Grand Est,5G 700MHz,158.5,29.6,21.0,97.1
QOS-01666,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,4G+ LTE,121.4,18.6,21.6,96.9
QOS-01667,Free Mobile,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,4G,34.8,12.6,37.1,98.1
QOS-01668,SFR,Strasbourg,67 - Bas-Rhin,Grand Est,5G 3.5GHz,543.9,53.7,15.6,98.4
QOS-01669,Orange,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,4G,47.8,14.5,47.0,96.4
QOS-01670,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 700MHz,192.9,34.1,21.4,97.8
QOS-01671,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 700MHz,128.8,37.3,18.0,95.2
QOS-01672,Orange,Toulouse,31 - Haute-Garonne,Occitanie,5G 3.5GHz,546.6,73.6,12.9,96.0
QOS-01673,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 3.5GHz,442.8,72.1,10.3,99.0
QOS-01674,SFR,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G+ LTE,84.3,24.4,31.0,98.1
QOS-01675,SFR,Paris,75 - Paris,Île-de-France,4G,46.2,9.1,31.4,96.9
QOS-01676,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G,38.7,12.5,45.2,98.5
QOS-01677,Bouygues Telecom,Paris,75 - Paris,Île-de-France,4G+ LTE,82.3,26.7,25.6,97.6
QOS-01678,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G,44.6,13.5,34.2,96.5
QOS-01679,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 3.5GHz,437.2,82.8,12.4,96.3
QOS-01680,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 3.5GHz,361.8,72.3,15.3,99.1
QOS-01681,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,4G+ LTE,93.4,23.3,28.1,96.3
QOS-01682,Free Mobile,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 700MHz,139.3,38.2,17.8,94.9
QOS-01683,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G,48.8,12.3,29.6,96.1
QOS-01684,Bouygues Telecom,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 700MHz,221.3,34.0,16.8,97.2
QOS-01685,SFR,Strasbourg,67 - Bas-Rhin,Grand Est,4G,39.3,10.6,32.5,94.6
QOS-01686,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G+ LTE,121.5,22.8,32.9,95.5
QOS-01687,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G+ LTE,90.4,18.6,34.1,96.5
QOS-01688,Bouygues Telecom,Paris,75 - Paris,Île-de-France,4G+ LTE,77.4,24.9,33.2,98.9
QOS-01689,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 3.5GHz,321.7,75.0,10.1,94.9
QOS-01690,Bouygues Telecom,Montpellier,34 - Hérault,Occitanie,4G,32.3,12.7,38.3,95.1
QOS-01691,Free Mobile,Montpellier,34 - Hérault,Occitanie,4G,43.8,15.3,40.6,99.1
QOS-01692,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,4G,45.7,10.0,31.2,99.0
QOS-01693,Free Mobile,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 3.5GHz,348.9,59.6,12.6,94.7
QOS-01694,SFR,Rennes,35 - Ille-et-Vilaine,Bretagne,4G+ LTE,95.2,24.1,31.4,96.9
QOS-01695,Orange,Paris,75 - Paris,Île-de-France,4G+ LTE,117.5,24.6,24.1,96.4
QOS-01696,Free Mobile,Paris,75 - Paris,Île-de-France,4G,30.9,15.0,40.1,97.1
QOS-01697,SFR,Toulouse,31 - Haute-Garonne,Occitanie,4G,31.0,8.7,41.2,99.4
QOS-01698,Bouygues Telecom,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,4G+ LTE,85.0,23.8,29.6,98.6
QOS-01699,SFR,Paris,75 - Paris,Île-de-France,4G,46.5,14.6,33.1,99.7
QOS-01700,SFR,Lille,59 - Nord,Hauts-de-France,5G 3.5GHz,590.0,80.7,15.0,99.6
QOS-01701,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 3.5GHz,594.6,73.0,14.8,96.9
QOS-01702,SFR,Paris,75 - Paris,Île-de-France,4G+ LTE,116.6,20.2,22.1,95.2
QOS-01703,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 3.5GHz,422.1,81.7,12.3,99.7
QOS-01704,SFR,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 700MHz,149.4,30.6,16.2,98.5
QOS-01705,Bouygues Telecom,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 3.5GHz,532.7,58.7,15.8,94.6
QOS-01706,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 700MHz,206.6,27.4,18.0,98.3
QOS-01707,Orange,Montpellier,34 - Hérault,Occitanie,5G 3.5GHz,425.6,49.1,12.5,95.8
QOS-01708,SFR,Montpellier,34 - Hérault,Occitanie,5G 3.5GHz,321.8,75.2,15.2,97.2
QOS-01709,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G+ LTE,86.9,23.8,25.1,98.4
QOS-01710,SFR,Toulouse,31 - Haute-Garonne,Occitanie,4G,45.2,11.2,28.9,95.7
QOS-01711,Orange,Paris,75 - Paris,Île-de-France,4G+ LTE,68.5,24.1,27.1,96.0
QOS-01712,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,4G+ LTE,76.8,27.5,34.9,95.3
QOS-01713,SFR,Lille,59 - Nord,Hauts-de-France,4G,49.4,14.3,33.4,98.9
QOS-01714,Orange,Toulouse,31 - Haute-Garonne,Occitanie,5G 700MHz,187.8,25.2,20.2,96.9
QOS-01715,SFR,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,4G+ LTE,116.1,16.3,34.8,99.2
QOS-01716,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 3.5GHz,474.1,73.3,11.4,99.6
QOS-01717,Free Mobile,Paris,75 - Paris,Île-de-France,4G+ LTE,80.5,19.8,23.3,98.2
QOS-01718,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,4G,47.6,8.9,29.8,95.9
QOS-01719,Bouygues Telecom,Paris,75 - Paris,Île-de-France,4G,30.2,10.5,28.3,95.0
QOS-01720,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G+ LTE,124.3,25.2,34.5,99.4
QOS-01721,Free Mobile,Montpellier,34 - Hérault,Occitanie,4G+ LTE,84.9,18.8,31.2,96.6
QOS-01722,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G+ LTE,94.1,21.9,27.2,96.8
QOS-01723,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 3.5GHz,394.9,47.9,10.5,98.3
QOS-01724,Bouygues Telecom,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 700MHz,237.3,29.7,20.9,94.8
QOS-01725,Free Mobile,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 3.5GHz,319.1,52.5,16.5,94.8
QOS-01726,SFR,Paris,75 - Paris,Île-de-France,5G 3.5GHz,516.8,79.9,15.7,94.5
QOS-01727,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G,55.4,11.3,37.5,97.6
QOS-01728,Free Mobile,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G+ LTE,90.1,26.7,26.6,95.6
QOS-01729,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G+ LTE,97.5,24.4,22.4,96.7
QOS-01730,SFR,Toulouse,31 - Haute-Garonne,Occitanie,4G,41.4,12.4,33.6,97.7
QOS-01731,Orange,Strasbourg,67 - Bas-Rhin,Grand Est,4G,54.3,13.4,39.0,99.4
QOS-01732,Orange,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,4G,49.1,10.9,43.4,99.4
QOS-01733,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G,43.0,14.2,35.5,97.1
QOS-01734,Free Mobile,Montpellier,34 - Hérault,Occitanie,4G,34.0,9.9,37.8,99.2
QOS-01735,Orange,Lille,59 - Nord,Hauts-de-France,4G,52.3,11.4,36.8,94.6
QOS-01736,Bouygues Telecom,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G,31.2,9.8,38.1,97.3
QOS-01737,Orange,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G,49.8,14.0,37.7,96.6
QOS-01738,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 700MHz,170.6,45.3,24.0,98.9
QOS-01739,Orange,Lille,59 - Nord,Hauts-de-France,4G,53.9,13.3,48.9,96.8
QOS-01740,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,4G,56.0,11.1,46.6,98.7
QOS-01741,Free Mobile,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,4G+ LTE,78.3,24.0,22.1,97.5
QOS-01742,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,4G,53.8,15.0,38.4,96.8
QOS-01743,Bouygues Telecom,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G,41.3,12.8,47.5,97.0
QOS-01744,SFR,Montpellier,34 - Hérault,Occitanie,4G+ LTE,105.3,19.2,33.3,95.8
QOS-01745,Free Mobile,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,4G+ LTE,99.5,28.6,23.5,99.8
QOS-01746,Orange,Paris,75 - Paris,Île-de-France,4G+ LTE,109.2,15.4,30.6,95.8
QOS-01747,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G,29.6,14.2,47.7,98.1
QOS-01748,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,5G 3.5GHz,467.5,60.5,14.7,96.6
QOS-01749,Free Mobile,Toulouse,31 - Haute-Garonne,Occitanie,5G 3.5GHz,594.4,58.1,16.1,96.6
QOS-01750,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G+ LTE,119.6,16.7,27.2,98.5
QOS-01751,Free Mobile,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 3.5GHz,597.9,68.6,14.1,98.9
QOS-01752,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,4G,38.8,8.5,44.5,97.2
QOS-01753,Bouygues Telecom,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 700MHz,220.3,29.9,22.4,96.5
QOS-01754,SFR,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 3.5GHz,564.4,52.3,9.9,97.6
QOS-01755,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 700MHz,155.6,37.9,15.8,96.0
QOS-01756,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 700MHz,183.4,34.4,16.4,99.5
QOS-01757,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G,33.2,15.4,28.2,96.2
QOS-01758,Orange,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,4G+ LTE,86.9,22.7,27.9,95.6
QOS-01759,SFR,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 3.5GHz,407.8,55.9,15.8,98.9
QOS-01760,SFR,Lille,59 - Nord,Hauts-de-France,5G 700MHz,154.0,42.3,24.6,99.1
QOS-01761,SFR,Paris,75 - Paris,Île-de-France,5G 3.5GHz,521.8,72.0,13.6,94.8
QOS-01762,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 3.5GHz,325.8,62.1,10.1,95.6
QOS-01763,Free Mobile,Lille,59 - Nord,Hauts-de-France,5G 3.5GHz,427.5,61.5,10.7,98.7
QOS-01764,SFR,Lille,59 - Nord,Hauts-de-France,4G,40.1,9.0,30.1,96.6
QOS-01765,SFR,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,4G+ LTE,73.3,23.9,22.5,95.3
QOS-01766,Free Mobile,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 700MHz,154.0,27.8,16.1,95.5
QOS-01767,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 3.5GHz,465.4,82.1,13.4,99.7
QOS-01768,SFR,Strasbourg,67 - Bas-Rhin,Grand Est,4G,45.3,11.7,30.1,99.6
QOS-01769,Bouygues Telecom,Lille,59 - Nord,Hauts-de-France,4G,51.6,13.5,33.5,96.0
QOS-01770,Orange,Toulouse,31 - Haute-Garonne,Occitanie,4G,38.6,15.3,42.1,96.5
QOS-01771,Free Mobile,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G,38.9,13.1,46.8,96.6
QOS-01772,Orange,Paris,75 - Paris,Île-de-France,4G+ LTE,70.6,21.5,27.5,98.9
QOS-01773,Free Mobile,Lille,59 - Nord,Hauts-de-France,4G,43.9,8.5,47.7,98.1
QOS-01774,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 3.5GHz,318.4,67.9,16.6,97.2
QOS-01775,SFR,Toulouse,31 - Haute-Garonne,Occitanie,4G,29.5,9.6,30.1,96.1
QOS-01776,Bouygues Telecom,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 3.5GHz,438.8,54.7,11.3,99.3
QOS-01777,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G+ LTE,100.7,16.6,27.3,99.4
QOS-01778,Orange,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G,45.9,10.3,30.4,99.0
QOS-01779,Orange,Strasbourg,67 - Bas-Rhin,Grand Est,5G 700MHz,170.7,33.5,22.6,96.9
QOS-01780,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 3.5GHz,601.6,55.6,10.9,98.4
QOS-01781,Bouygues Telecom,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G,54.7,9.2,39.6,94.8
QOS-01782,Free Mobile,Paris,75 - Paris,Île-de-France,4G,51.9,14.8,37.2,96.3
QOS-01783,Orange,Toulouse,31 - Haute-Garonne,Occitanie,5G 3.5GHz,547.4,48.1,15.8,99.3
QOS-01784,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G,43.9,11.3,40.3,98.9
QOS-01785,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G+ LTE,79.5,28.4,31.9,97.3
QOS-01786,SFR,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 3.5GHz,582.3,82.4,15.8,97.3
QOS-01787,SFR,Toulouse,31 - Haute-Garonne,Occitanie,5G 700MHz,155.1,33.8,17.0,95.6
QOS-01788,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G+ LTE,105.0,17.6,24.2,94.7
QOS-01789,Orange,Paris,75 - Paris,Île-de-France,4G+ LTE,121.0,25.4,31.2,95.0
QOS-01790,SFR,Montpellier,34 - Hérault,Occitanie,5G 700MHz,173.3,43.5,18.8,97.6
QOS-01791,Bouygues Telecom,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 700MHz,172.2,40.4,17.2,95.9
QOS-01792,Free Mobile,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G+ LTE,123.4,24.6,28.1,95.6
QOS-01793,Orange,Strasbourg,67 - Bas-Rhin,Grand Est,5G 3.5GHz,460.4,46.4,11.7,95.4
QOS-01794,Orange,Strasbourg,67 - Bas-Rhin,Grand Est,5G 3.5GHz,374.7,64.1,16.4,97.9
QOS-01795,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 3.5GHz,499.2,68.0,12.4,98.0
QOS-01796,Bouygues Telecom,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 700MHz,210.5,27.6,18.2,96.7
QOS-01797,SFR,Toulouse,31 - Haute-Garonne,Occitanie,5G 700MHz,185.8,44.4,16.9,94.8
QOS-01798,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 3.5GHz,487.4,55.4,13.3,97.8
