annee_mois,secteur_activite,nom_region,taux_defaillance_annuel_pct,variation_trimestrielle_pct
2022-09,Automobile,Provence-Alpes-Côte d'Azur,7.01,1.56
2022-09,Automobile,Auvergne-Rhône-Alpes,7.96,0.46
2022-09,Automobile,Nouvelle-Aquitaine,7.87,2.13
2022-10,Commerce,Occitanie,8.63,-0.53
2022-10,Commerce,Île-de-France,7.67,0.96
2022-10,Commerce,Provence-Alpes-Côte d'Azur,7.39,2.91
2022-10,Commerce,Auvergne-Rhône-Alpes,7.63,-1.32
2022-10,Commerce,Nouvelle-Aquitaine,7.12,0.85
2022-10,Industrie,Occitanie,5.58,1.45
2022-10,Industrie,Île-de-France,4.84,0.13
2022-10,Industrie,Provence-Alpes-Côte d'Azur,3.91,-0.39
2022-10,Industrie,Auvergne-Rhône-Alpes,4.04,0.99
2022-10,Industrie,Nouvelle-Aquitaine,4.01,0.2
2022-10,BTP,Occitanie,10.62,1.04
2022-10,BTP,Île-de-France,8.86,2.12
2022-10,BTP,Provence-Alpes-Côte d'Azur,9.39,-0.2
2022-10,BTP,Auvergne-Rhône-Alpes,8.83,2.24
2022-10,BTP,Nouvelle-Aquitaine,9.42,3.05
2022-10,Technologies,Occitanie,5.01,-0.67
2022-10,Technologies,Île-de-France,4.7,-1.3
2022-10,Technologies,Provence-Alpes-Côte d'Azur,4.67,-0.16
2022-10,Technologies,Auvergne-Rhône-Alpes,4.42,0.07
2022-10,Technologies,Nouvelle-Aquitaine,4.87,2.06
2022-10,Agroalimentaire,Occitanie,4.49,1.98
2022-10,Agroalimentaire,Île-de-France,5.01,-0.67
2022-10,Agroalimentaire,Provence-Alpes-Côte d'Azur,4.84,0.78
2022-10,Agroalimentaire,Auvergne-Rhône-Alpes,4.04,2.71
2022-10,Agroalimentaire,Nouvelle-Aquitaine,4.77,1.29
2022-10,Transport,Occitanie,4.83,-0.57
2022-10,Transport,Île-de-France,4.71,0.03
2022-10,Transport,Provence-Alpes-Côte d'Azur,4.83,0.03
2022-10,Transport,Auvergne-Rhône-Alpes,4.02,1.97
2022-10,Transport,Nouvelle-Aquitaine,4.94,0.27
2022-10,Immobilier,Occitanie,4.7,0.71
2022-10,Immobilier,Île-de-France,4.48,2.69
2022-10,Immobilier,Provence-Alpes-Côte d'Azur,4.07,2.86
2022-10,Immobilier,Auvergne-Rhône-Alpes,4.45,0.32
2022-10,Immobilier,Nouvelle-Aquitaine,4.06,1.88
2022-10,Aéronautique,Occitanie,5.2,3.09
2022-10,Aéronautique,Île-de-France,4.14,-0.9
2022-10,Aéronautique,Provence-Alpes-Côte d'Azur,4.73,-1.22
2022-10,Aéronautique,Auvergne-Rhône-Alpes,4.06,2.5
2022-10,Aéronautique,Nouvelle-Aquitaine,4.45,-0.7
2022-10,Automobile,Occitanie,8.21,2.67
2022-10,Automobile,Île-de-France,7.62,2.21
2022-10,Automobile,Provence-Alpes-Côte d'Azur,7.67,1.37
2022-10,Automobile,Auvergne-Rhône-Alpes,7.1,3.06
2022-10,Automobile,Nouvelle-Aquitaine,7.93,-1.09
2022-11,Commerce,Occitanie,8.83,0.8
2022-11,Commerce,Île-de-France,8.09,1.28
2022-11,Commerce,Provence-Alpes-Côte d'Azur,7.9,-0.19
2022-11,Commerce,Auvergne-Rhône-Alpes,7.78,1.96
2022-11,Commerce,Nouvelle-Aquitaine,7.2,0.04
2022-11,Industrie,Occitanie,5.14,2.69
2022-11,Industrie,Île-de-France,4.61,-0.8
2022-11,Industrie,Provence-Alpes-Côte d'Azur,4.59,-1.48
2022-11,Industrie,Auvergne-Rhône-Alpes,5.08,-1.31
2022-11,Industrie,Nouvelle-Aquitaine,4.46,2.11
2022-11,BTP,Occitanie,9.74,1
2022-11,BTP,Île-de-France,9.18,2.25
2022-11,BTP,Provence-Alpes-Côte d'Azur,9.59,0.63
2022-11,BTP,Auvergne-Rhône-Alpes,8.89,1.12
2022-11,BTP,Nouvelle-Aquitaine,8.61,1.94
2022-11,Technologies,Occitanie,5.58,-0.88
2022-11,Technologies,Île-de-France,4.25,1.54
2022-11,Technologies,Provence-Alpes-Côte d'Azur,4.01,0.75
2022-11,Technologies,Auvergne-Rhône-Alpes,4.27,1.81
2022-11,Technologies,Nouvelle-Aquitaine,4.93,2.01
2022-11,Agroalimentaire,Occitanie,4.47,0.64
2022-11,Agroalimentaire,Île-de-France,4.83,2.61
2022-11,Agroalimentaire,Provence-Alpes-Côte d'Azur,4.39,2.21
2022-11,Agroalimentaire,Auvergne-Rhône-Alpes,4.34,0.68
2022-11,Agroalimentaire,Nouvelle-Aquitaine,4.66,2.54
2022-11,Transport,Occitanie,4.52,2.7
2022-11,Transport,Île-de-France,4.3,-1.35
2022-11,Transport,Provence-Alpes-Côte d'Azur,4.41,-0.23
2022-11,Transport,Auvergne-Rhône-Alpes,5.04,1.05
2022-11,Transport,Nouvelle-Aquitaine,4.85,2.2
2022-11,Immobilier,Occitanie,4.54,2.64
2022-11,Immobilier,Île-de-France,4.78,-1.24
2022-11,Immobilier,Provence-Alpes-Côte d'Azur,5.03,1.67
2022-11,Immobilier,Auvergne-Rhône-Alpes,4.97,-0.98
2022-11,Immobilier,Nouvelle-Aquitaine,4.34,1.41
2022-11,Aéronautique,Occitanie,4.88,-0.68
2022-11,Aéronautique,Île-de-France,4.57,-1.19
2022-11,Aéronautique,Provence-Alpes-Côte d'Azur,4.75,-0.54
2022-11,Aéronautique,Auvergne-Rhône-Alpes,5.08,-0.38
2022-11,Aéronautique,Nouvelle-Aquitaine,4.04,0.75
2022-11,Automobile,Occitanie,8.93,1.23
2022-11,Automobile,Île-de-France,8.05,-0.51
2022-11,Automobile,Provence-Alpes-Côte d'Azur,7.79,-0.44
2022-11,Automobile,Auvergne-Rhône-Alpes,7.32,-0.24
2022-11,Automobile,Nouvelle-Aquitaine,7.72,-0.2
2022-12,Commerce,Occitanie,7.88,0.12
2022-12,Commerce,Île-de-France,7.48,0.98
2022-12,Commerce,Provence-Alpes-Côte d'Azur,7.05,1.84
2022-12,Commerce,Auvergne-Rhône-Alpes,7.71,1
2022-12,Commerce,Nouvelle-Aquitaine,7.25,1.42
2022-12,Industrie,Occitanie,5.4,2.94
2022-12,Industrie,Île-de-France,4.87,2.92
2022-12,Industrie,Provence-Alpes-Côte d'Azur,3.98,2.69
2022-12,Industrie,Auvergne-Rhône-Alpes,4.45,-1.12
2022-12,Industrie,Nouvelle-Aquitaine,4.98,-0.14
2022-12,BTP,Occitanie,10.85,-0.99
2022-12,BTP,Île-de-France,8.93,1.78
2022-12,BTP,Provence-Alpes-Côte d'Azur,9.2,2.61
2022-12,BTP,Auvergne-Rhône-Alpes,9.22,1.45
2022-12,BTP,Nouvelle-Aquitaine,8.95,3.06
2022-12,Technologies,Occitanie,5.09,-0.88
2022-12,Technologies,Île-de-France,4.32,0.59
2022-12,Technologies,Provence-Alpes-Côte d'Azur,4.67,-0.13
2022-12,Technologies,Auvergne-Rhône-Alpes,3.98,2.6
2022-12,Technologies,Nouvelle-Aquitaine,4.18,2.95
2022-12,Agroalimentaire,Occitanie,5.21,0.43
2022-12,Agroalimentaire,Île-de-France,4.31,1.54
2022-12,Agroalimentaire,Provence-Alpes-Côte d'Azur,4.29,1.29
2022-12,Agroalimentaire,Auvergne-Rhône-Alpes,4.74,2.46
2022-12,Agroalimentaire,Nouvelle-Aquitaine,4.43,-0.07
2022-12,Transport,Occitanie,4.6,2.21
2022-12,Transport,Île-de-France,4.11,-0.28
2022-12,Transport,Provence-Alpes-Côte d'Azur,4.48,3.06
2022-12,Transport,Auvergne-Rhône-Alpes,4.82,-1.28
2022-12,Transport,Nouvelle-Aquitaine,4.32,0.64
2022-12,Immobilier,Occitanie,4.64,2.84
2022-12,Immobilier,Île-de-France,4.75,-0.16
2022-12,Immobilier,Provence-Alpes-Côte d'Azur,5.07,2.44
2022-12,Immobilier,Auvergne-Rhône-Alpes,4.73,1.63
2022-12,Immobilier,Nouvelle-Aquitaine,4.08,-0.38
2022-12,Aéronautique,Occitanie,4.49,-0.01
2022-12,Aéronautique,Île-de-France,4.05,-0.28
2022-12,Aéronautique,Provence-Alpes-Côte d'Azur,4.12,1.14
2022-12,Aéronautique,Auvergne-Rhône-Alpes,3.94,-0.01
2022-12,Aéronautique,Nouvelle-Aquitaine,4.31,0.25
2022-12,Automobile,Occitanie,8.45,-0.74
2022-12,Automobile,Île-de-France,7.26,2.83
2022-12,Automobile,Provence-Alpes-Côte d'Azur,7.39,0.85
2022-12,Automobile,Auvergne-Rhône-Alpes,7.07,0.65
2022-12,Automobile,Nouvelle-Aquitaine,7.28,-1.48
2023-01,Commerce,Occitanie,11.63,3.09
2023-01,Commerce,Île-de-France,9.92,1.82
2023-01,Commerce,Provence-Alpes-Côte d'Azur,10.09,-0.14
2023-01,Commerce,Auvergne-Rhône-Alpes,10.66,3.11
2023-01,Commerce,Nouvelle-Aquitaine,10.21,-0.81
2023-01,Industrie,Occitanie,6.88,2.76
2023-01,Industrie,Île-de-France,6.01,1.74
2023-01,Industrie,Provence-Alpes-Côte d'Azur,6.35,2.73
2023-01,Industrie,Auvergne-Rhône-Alpes,5.64,1.09
2023-01,Industrie,Nouvelle-Aquitaine,5.84,0.39
2023-01,BTP,Occitanie,14.32,0.6
2023-01,BTP,Île-de-France,11.93,-1.24
2023-01,BTP,Provence-Alpes-Côte d'Azur,12.59,1.24
2023-01,BTP,Auvergne-Rhône-Alpes,12.09,2.9
2023-01,BTP,Nouvelle-Aquitaine,12.15,-1.39
2023-01,Technologies,Occitanie,6.85,0.59
2023-01,Technologies,Île-de-France,6.28,-1.09
2023-01,Technologies,Provence-Alpes-Côte d'Azur,6.09,-0.59
2023-01,Technologies,Auvergne-Rhône-Alpes,5.86,1.34
2023-01,Technologies,Nouvelle-Aquitaine,6.61,2.77
2023-01,Agroalimentaire,Occitanie,6.64,-0.8
2023-01,Agroalimentaire,Île-de-France,6.5,0.24
2023-01,Agroalimentaire,Provence-Alpes-Côte d'Azur,5.92,-0.16
2023-01,Agroalimentaire,Auvergne-Rhône-Alpes,5.9,3.09
2023-01,Agroalimentaire,Nouvelle-Aquitaine,6.52,-1.09
2023-01,Transport,Occitanie,7.08,0.59
2023-01,Transport,Île-de-France,6.67,2.28
2023-01,Transport,Provence-Alpes-Côte d'Azur,5.82,2.29
2023-01,Transport,Auvergne-Rhône-Alpes,6.64,0.49
2023-01,Transport,Nouvelle-Aquitaine,6.55,-0.84
2023-01,Immobilier,Occitanie,6.91,-1.1
2023-01,Immobilier,Île-de-France,5.72,0.73
2023-01,Immobilier,Provence-Alpes-Côte d'Azur,6.52,3.14
2023-01,Immobilier,Auvergne-Rhône-Alpes,5.55,3.01
2023-01,Immobilier,Nouvelle-Aquitaine,6.38,-1.08
2023-01,Aéronautique,Occitanie,6.7,2.8
2023-01,Aéronautique,Île-de-France,5.97,1.11
2023-01,Aéronautique,Provence-Alpes-Côte d'Azur,6.33,2.05
2023-01,Aéronautique,Auvergne-Rhône-Alpes,5.64,-0.63
2023-01,Aéronautique,Nouvelle-Aquitaine,5.93,1.1
2023-01,Automobile,Occitanie,10.79,2.38
2023-01,Automobile,Île-de-France,10.53,-0.07
2023-01,Automobile,Provence-Alpes-Côte d'Azur,10.2,0.68
2023-01,Automobile,Auvergne-Rhône-Alpes,9.56,-1.49
2023-01,Automobile,Nouvelle-Aquitaine,9.84,2.99
2023-02,Commerce,Occitanie,11.74,0.72
2023-02,Commerce,Île-de-France,10.31,2.7
2023-02,Commerce,Provence-Alpes-Côte d'Azur,10.03,0.81
2023-02,Commerce,Auvergne-Rhône-Alpes,10.35,-0.35
2023-02,Commerce,Nouvelle-Aquitaine,9.67,-0.2
2023-02,Industrie,Occitanie,7.4,-1.19
2023-02,Industrie,Île-de-France,6.37,1.23
2023-02,Industrie,Provence-Alpes-Côte d'Azur,6.15,2.58
2023-02,Industrie,Auvergne-Rhône-Alpes,6.23,0.74
2023-02,Industrie,Nouvelle-Aquitaine,6.31,-0.94
2023-02,BTP,Occitanie,13.93,1.2
2023-02,BTP,Île-de-France,12.83,-0.73
2023-02,BTP,Provence-Alpes-Côte d'Azur,11.89,0
2023-02,BTP,Auvergne-Rhône-Alpes,12.87,-0.86
2023-02,BTP,Nouvelle-Aquitaine,12.02,-0.22
2023-02,Technologies,Occitanie,6.71,2.79
2023-02,Technologies,Île-de-France,5.9,-0.14
2023-02,Technologies,Provence-Alpes-Côte d'Azur,6.11,2.9
2023-02,Technologies,Auvergne-Rhône-Alpes,6.09,2.1
2023-02,Technologies,Nouvelle-Aquitaine,5.69,-1.06
2023-02,Agroalimentaire,Occitanie,7.11,1.06
2023-02,Agroalimentaire,Île-de-France,6.52,2.39
2023-02,Agroalimentaire,Provence-Alpes-Côte d'Azur,6.3,-0.08
2023-02,Agroalimentaire,Auvergne-Rhône-Alpes,6.3,1.74
2023-02,Agroalimentaire,Nouvelle-Aquitaine,5.59,1.23
2023-02,Transport,Occitanie,7.19,-1.44
2023-02,Transport,Île-de-France,6.1,0.25
2023-02,Transport,Provence-Alpes-Côte d'Azur,6.06,0.1
2023-02,Transport,Auvergne-Rhône-Alpes,6.57,-1.02
2023-02,Transport,Nouvelle-Aquitaine,5.66,-0.46
2023-02,Immobilier,Occitanie,6.43,2.72
2023-02,Immobilier,Île-de-France,6.21,2.41
2023-02,Immobilier,Provence-Alpes-Côte d'Azur,6.11,1
2023-02,Immobilier,Auvergne-Rhône-Alpes,6.14,2.05
2023-02,Immobilier,Nouvelle-Aquitaine,5.61,0.66
2023-02,Aéronautique,Occitanie,6.3,2.35
2023-02,Aéronautique,Île-de-France,6.58,0.75
2023-02,Aéronautique,Provence-Alpes-Côte d'Azur,5.85,0.2
2023-02,Aéronautique,Auvergne-Rhône-Alpes,6.46,2.68
2023-02,Aéronautique,Nouvelle-Aquitaine,6.19,2.09
2023-02,Automobile,Occitanie,11.15,1.84
2023-02,Automobile,Île-de-France,9.56,2.33
2023-02,Automobile,Provence-Alpes-Côte d'Azur,9.79,2.53
2023-02,Automobile,Auvergne-Rhône-Alpes,9.7,-0.44
2023-02,Automobile,Nouvelle-Aquitaine,9.68,-0.89
2023-03,Commerce,Occitanie,10.83,1.75
2023-03,Commerce,Île-de-France,10.47,-1.13
2023-03,Commerce,Provence-Alpes-Côte d'Azur,10.45,2.06
2023-03,Commerce,Auvergne-Rhône-Alpes,9.58,-0.99
2023-03,Commerce,Nouvelle-Aquitaine,10.48,0.91
2023-03,Industrie,Occitanie,6.28,-0.94
2023-03,Industrie,Île-de-France,5.78,-1.19
2023-03,Industrie,Provence-Alpes-Côte d'Azur,6.28,2.05
2023-03,Industrie,Auvergne-Rhône-Alpes,6.41,2.82
2023-03,Industrie,Nouvelle-Aquitaine,5.72,2.74
2023-03,BTP,Occitanie,13.53,0.15
2023-03,BTP,Île-de-France,11.93,2.48
2023-03,BTP,Provence-Alpes-Côte d'Azur,12.95,2.96
2023-03,BTP,Auvergne-Rhône-Alpes,12.24,-0.75
2023-03,BTP,Nouvelle-Aquitaine,12.42,1.92
2023-03,Technologies,Occitanie,6.49,1.18
2023-03,Technologies,Île-de-France,5.59,1.22
2023-03,Technologies,Provence-Alpes-Côte d'Azur,5.49,-0.48
2023-03,Technologies,Auvergne-Rhône-Alpes,5.7,-0.18
2023-03,Technologies,Nouvelle-Aquitaine,6.56,1.02
2023-03,Agroalimentaire,Occitanie,7.37,-1.04
2023-03,Agroalimentaire,Île-de-France,5.73,0.87
2023-03,Agroalimentaire,Provence-Alpes-Côte d'Azur,6.32,0.22
2023-03,Agroalimentaire,Auvergne-Rhône-Alpes,6.18,0.57
2023-03,Agroalimentaire,Nouvelle-Aquitaine,6.62,-0.65
2023-03,Transport,Occitanie,6.63,0.28
2023-03,Transport,Île-de-France,5.73,-0.43
2023-03,Transport,Provence-Alpes-Côte d'Azur,5.61,3.13
2023-03,Transport,Auvergne-Rhône-Alpes,5.62,-0.98
2023-03,Transport,Nouvelle-Aquitaine,5.64,2.08
2023-03,Immobilier,Occitanie,7.05,1.12
2023-03,Immobilier,Île-de-France,5.52,0.04
2023-03,Immobilier,Provence-Alpes-Côte d'Azur,5.61,-0.17
2023-03,Immobilier,Auvergne-Rhône-Alpes,6.2,-0.03
2023-03,Immobilier,Nouvelle-Aquitaine,6.65,0.59
2023-03,Aéronautique,Occitanie,6.87,-0.13
2023-03,Aéronautique,Île-de-France,6.5,-0.61
2023-03,Aéronautique,Provence-Alpes-Côte d'Azur,5.56,2.45
2023-03,Aéronautique,Auvergne-Rhône-Alpes,6.05,1.69
2023-03,Aéronautique,Nouvelle-Aquitaine,5.69,3.19
2023-03,Automobile,Occitanie,11.33,-1.01
2023-03,Automobile,Île-de-France,10.05,1.6
2023-03,Automobile,Provence-Alpes-Côte d'Azur,9.63,-0.83
2023-03,Automobile,Auvergne-Rhône-Alpes,10.01,1.28
2023-03,Automobile,Nouvelle-Aquitaine,9.65,2.85
2023-04,Commerce,Occitanie,11.91,-1.2
2023-04,Commerce,Île-de-France,10.7,0.09
2023-04,Commerce,Provence-Alpes-Côte d'Azur,10.24,3.16
2023-04,Commerce,Auvergne-Rhône-Alpes,9.67,2.44
2023-04,Commerce,Nouvelle-Aquitaine,10.4,-0.19
2023-04,Industrie,Occitanie,7.06,1.24
2023-04,Industrie,Île-de-France,5.8,2.21
2023-04,Industrie,Provence-Alpes-Côte d'Azur,6.25,0.38
2023-04,Industrie,Auvergne-Rhône-Alpes,6.05,1.33
2023-04,Industrie,Nouvelle-Aquitaine,5.96,0.78
2023-04,BTP,Occitanie,13.65,2.11
2023-04,BTP,Île-de-France,11.95,-0.32
2023-04,BTP,Provence-Alpes-Côte d'Azur,12.42,1.45
2023-04,BTP,Auvergne-Rhône-Alpes,11.98,-1.03
2023-04,BTP,Nouvelle-Aquitaine,11.88,-1.18
2023-04,Technologies,Occitanie,7.02,3.07
2023-04,Technologies,Île-de-France,5.93,1.69
2023-04,Technologies,Provence-Alpes-Côte d'Azur,5.66,1.42
2023-04,Technologies,Auvergne-Rhône-Alpes,5.59,-1.14
2023-04,Technologies,Nouvelle-Aquitaine,6.38,2.11
2023-04,Agroalimentaire,Occitanie,7.16,-0.55
2023-04,Agroalimentaire,Île-de-France,6.27,0.8
2023-04,Agroalimentaire,Provence-Alpes-Côte d'Azur,5.79,0.11
2023-04,Agroalimentaire,Auvergne-Rhône-Alpes,6.51,1.07
2023-04,Agroalimentaire,Nouvelle-Aquitaine,6.62,-1.35
2023-04,Transport,Occitanie,6.72,2.8
2023-04,Transport,Île-de-France,5.94,-0.02
2023-04,Transport,Provence-Alpes-Côte d'Azur,5.93,0.66
2023-04,Transport,Auvergne-Rhône-Alpes,5.51,1.12
2023-04,Transport,Nouvelle-Aquitaine,6.51,-0.08
2023-04,Immobilier,Occitanie,7.05,0.81
2023-04,Immobilier,Île-de-France,5.64,1.86
2023-04,Immobilier,Provence-Alpes-Côte d'Azur,6.06,-0.99
2023-04,Immobilier,Auvergne-Rhône-Alpes,6.29,1.6
2023-04,Immobilier,Nouvelle-Aquitaine,6.3,1.19
2023-04,Aéronautique,Occitanie,6.78,2.52
2023-04,Aéronautique,Île-de-France,6.08,0.34
2023-04,Aéronautique,Provence-Alpes-Côte d'Azur,6.07,3.06
2023-04,Aéronautique,Auvergne-Rhône-Alpes,6.22,0.16
2023-04,Aéronautique,Nouvelle-Aquitaine,6.65,0.01
2023-04,Automobile,Occitanie,10.77,-1.29
2023-04,Automobile,Île-de-France,10.53,0.14
2023-04,Automobile,Provence-Alpes-Côte d'Azur,10.42,-1.37
2023-04,Automobile,Auvergne-Rhône-Alpes,10.59,0.1
2023-04,Automobile,Nouvelle-Aquitaine,9.64,0.12
2023-05,Commerce,Occitanie,11.17,0.15
2023-05,Commerce,Île-de-France,10.32,-0.34
2023-05,Commerce,Provence-Alpes-Côte d'Azur,10.3,1.28
2023-05,Commerce,Auvergne-Rhône-Alpes,10.62,-1.19
2023-05,Commerce,Nouvelle-Aquitaine,9.89,0.09
2023-05,Industrie,Occitanie,6.23,0.03
2023-05,Industrie,Île-de-France,6.03,2.56
2023-05,Industrie,Provence-Alpes-Côte d'Azur,6.16,2.74
2023-05,Industrie,Auvergne-Rhône-Alpes,5.79,1.77
2023-05,Industrie,Nouvelle-Aquitaine,6.18,3.13
2023-05,BTP,Occitanie,13.76,0.33
2023-05,BTP,Île-de-France,12.51,2.3
2023-05,BTP,Provence-Alpes-Côte d'Azur,11.94,1.67
2023-05,BTP,Auvergne-Rhône-Alpes,12.22,0.86
2023-05,BTP,Nouvelle-Aquitaine,12.74,0.1
2023-05,Technologies,Occitanie,6.94,0.21
2023-05,Technologies,Île-de-France,6,0.84
2023-05,Technologies,Provence-Alpes-Côte d'Azur,6.49,2.2
2023-05,Technologies,Auvergne-Rhône-Alpes,6.48,1.02
2023-05,Technologies,Nouvelle-Aquitaine,5.82,-1.28
2023-05,Agroalimentaire,Occitanie,7.4,0.39
2023-05,Agroalimentaire,Île-de-France,5.75,1.99
2023-05,Agroalimentaire,Provence-Alpes-Côte d'Azur,5.59,2.47
2023-05,Agroalimentaire,Auvergne-Rhône-Alpes,5.59,0.08
2023-05,Agroalimentaire,Nouvelle-Aquitaine,5.56,2.27
2023-05,Transport,Occitanie,6.77,-0.51
2023-05,Transport,Île-de-France,6.43,1.56
2023-05,Transport,Provence-Alpes-Côte d'Azur,5.84,2.28
2023-05,Transport,Auvergne-Rhône-Alpes,5.99,1.04
2023-05,Transport,Nouvelle-Aquitaine,5.72,0.39
2023-05,Immobilier,Occitanie,6.95,0.63
2023-05,Immobilier,Île-de-France,6.39,-0.65
2023-05,Immobilier,Provence-Alpes-Côte d'Azur,5.5,1.81
2023-05,Immobilier,Auvergne-Rhône-Alpes,6.51,1.21
2023-05,Immobilier,Nouvelle-Aquitaine,5.73,3.02
2023-05,Aéronautique,Occitanie,7.09,0.7
2023-05,Aéronautique,Île-de-France,6.6,1
2023-05,Aéronautique,Provence-Alpes-Côte d'Azur,6.21,2.11
2023-05,Aéronautique,Auvergne-Rhône-Alpes,6,1.16
2023-05,Aéronautique,Nouvelle-Aquitaine,6.23,0.95
2023-05,Automobile,Occitanie,11.18,-0.81
2023-05,Automobile,Île-de-France,9.71,1.72
2023-05,Automobile,Provence-Alpes-Côte d'Azur,9.89,0.55
2023-05,Automobile,Auvergne-Rhône-Alpes,9.91,2.4
2023-05,Automobile,Nouvelle-Aquitaine,9.6,-0.54
2023-06,Commerce,Occitanie,11.23,2.37
2023-06,Commerce,Île-de-France,10.3,-0.29
2023-06,Commerce,Provence-Alpes-Côte d'Azur,10.25,0.41
2023-06,Commerce,Auvergne-Rhône-Alpes,9.66,-0.6
2023-06,Commerce,Nouvelle-Aquitaine,9.82,2.39
2023-06,Industrie,Occitanie,6.76,1.13
2023-06,Industrie,Île-de-France,6,1.54
2023-06,Industrie,Provence-Alpes-Côte d'Azur,5.52,-0.75
2023-06,Industrie,Auvergne-Rhône-Alpes,5.64,-0.29
2023-06,Industrie,Nouvelle-Aquitaine,6.44,1.6
2023-06,BTP,Occitanie,13.52,2.51
2023-06,BTP,Île-de-France,12.98,0.78
2023-06,BTP,Provence-Alpes-Côte d'Azur,11.84,2.54
2023-06,BTP,Auvergne-Rhône-Alpes,11.92,1.33
2023-06,BTP,Nouvelle-Aquitaine,12.86,2.73
2023-06,Technologies,Occitanie,6.69,0.21
2023-06,Technologies,Île-de-France,6.26,-1.08
2023-06,Technologies,Provence-Alpes-Côte d'Azur,6.61,1.9
2023-06,Technologies,Auvergne-Rhône-Alpes,5.64,-0.97
2023-06,Technologies,Nouvelle-Aquitaine,6.36,2.88
2023-06,Agroalimentaire,Occitanie,6.83,2.4
2023-06,Agroalimentaire,Île-de-France,6.61,2.88
2023-06,Agroalimentaire,Provence-Alpes-Côte d'Azur,5.78,2.66
2023-06,Agroalimentaire,Auvergne-Rhône-Alpes,5.76,-0.93
2023-06,Agroalimentaire,Nouvelle-Aquitaine,6.44,0.05
2023-06,Transport,Occitanie,6.91,0.33
2023-06,Transport,Île-de-France,6.37,-0.39
2023-06,Transport,Provence-Alpes-Côte d'Azur,5.98,-0.82
2023-06,Transport,Auvergne-Rhône-Alpes,5.69,3.06
2023-06,Transport,Nouvelle-Aquitaine,6,-0.3
2023-06,Immobilier,Occitanie,6.91,0.8
2023-06,Immobilier,Île-de-France,5.92,2.96
2023-06,Immobilier,Provence-Alpes-Côte d'Azur,5.85,0.49
2023-06,Immobilier,Auvergne-Rhône-Alpes,6.29,3.03
2023-06,Immobilier,Nouvelle-Aquitaine,6.53,2.9
2023-06,Aéronautique,Occitanie,6.64,1.86
2023-06,Aéronautique,Île-de-France,6.46,-1.4
2023-06,Aéronautique,Provence-Alpes-Côte d'Azur,6.64,1.35
2023-06,Aéronautique,Auvergne-Rhône-Alpes,6.48,1.61
2023-06,Aéronautique,Nouvelle-Aquitaine,6.6,1.75
2023-06,Automobile,Occitanie,11.69,-0.37
2023-06,Automobile,Île-de-France,10.19,-0.05
2023-06,Automobile,Provence-Alpes-Côte d'Azur,10.68,0.21
2023-06,Automobile,Auvergne-Rhône-Alpes,10.5,-0.93
2023-06,Automobile,Nouvelle-Aquitaine,10.57,2.53
2023-07,Commerce,Occitanie,11.21,2.78
2023-07,Commerce,Île-de-France,10,3.1
2023-07,Commerce,Provence-Alpes-Côte d'Azur,9.83,-1.08
2023-07,Commerce,Auvergne-Rhône-Alpes,10.51,-0.39
2023-07,Commerce,Nouvelle-Aquitaine,9.78,2.68
2023-07,Industrie,Occitanie,7.3,1.47
2023-07,Industrie,Île-de-France,6.53,2.1
2023-07,Industrie,Provence-Alpes-Côte d'Azur,5.96,-1.34
2023-07,Industrie,Auvergne-Rhône-Alpes,6.51,2.37
2023-07,Industrie,Nouvelle-Aquitaine,6.6,0.71
2023-07,BTP,Occitanie,13.81,2.45
2023-07,BTP,Île-de-France,12.68,2.62
2023-07,BTP,Provence-Alpes-Côte d'Azur,12.8,2.37
2023-07,BTP,Auvergne-Rhône-Alpes,12.66,0.88
2023-07,BTP,Nouvelle-Aquitaine,12.24,1.33
2023-07,Technologies,Occitanie,7.18,1.97
2023-07,Technologies,Île-de-France,6.02,-1.37
2023-07,Technologies,Provence-Alpes-Côte d'Azur,5.54,1.52
2023-07,Technologies,Auvergne-Rhône-Alpes,6.23,2.22
2023-07,Technologies,Nouvelle-Aquitaine,5.64,0.38
2023-07,Agroalimentaire,Occitanie,6.96,-0.03
2023-07,Agroalimentaire,Île-de-France,5.57,-0.76
2023-07,Agroalimentaire,Provence-Alpes-Côte d'Azur,6.09,3.06
2023-07,Agroalimentaire,Auvergne-Rhône-Alpes,6.47,2.09
2023-07,Agroalimentaire,Nouvelle-Aquitaine,6.49,1.72
2023-07,Transport,Occitanie,7.16,0
2023-07,Transport,Île-de-France,6.05,1.96
2023-07,Transport,Provence-Alpes-Côte d'Azur,5.79,1.73
2023-07,Transport,Auvergne-Rhône-Alpes,6.47,2.26
2023-07,Transport,Nouvelle-Aquitaine,5.71,0.45
2023-07,Immobilier,Occitanie,6.42,2.62
2023-07,Immobilier,Île-de-France,6.61,2.66
2023-07,Immobilier,Provence-Alpes-Côte d'Azur,5.74,2.96
2023-07,Immobilier,Auvergne-Rhône-Alpes,6.58,1.54
2023-07,Immobilier,Nouvelle-Aquitaine,6.23,2.76
2023-07,Aéronautique,Occitanie,7.37,-0.57
2023-07,Aéronautique,Île-de-France,6.32,-0.71
2023-07,Aéronautique,Provence-Alpes-Côte d'Azur,5.96,0.52
2023-07,Aéronautique,Auvergne-Rhône-Alpes,5.79,-1.08
2023-07,Aéronautique,Nouvelle-Aquitaine,5.92,2.95
2023-07,Automobile,Occitanie,10.88,1.88
2023-07,Automobile,Île-de-France,10.05,2.82
