id_parcelle,id_exploitation,nom_parcelle,surface_ha,culture_actuelle,code_ciqual,type_sol,irrigation_active,score_sante_sol,annee_plantation
PAR_EXP_310824_1,EXP_310824,Champ rue #1,99.7,"Raisin de cuve blanc, cru",13013,Limoneux,False,70,2021
PAR_EXP_310824_2,EXP_310824,Champ rue #2,99.7,"Raisin de cuve rouge, cru",13012,Alluvial,False,61,2019
PAR_EXP_310824_3,EXP_310824,Champ rue #3,99.7,"Raisin de cuve blanc, cru",13013,Limoneux,False,95,2024
PAR_EXP_310825_1,EXP_310825,Champ avenue #1,80.1,Graines de tournesol,15011,Alluvial,False,60,2020
PAR_EXP_310825_2,EXP_310825,Champ rue #2,80.1,"Pois chiche, sec",20042,Argilo-calcaire,False,51,2018
PAR_EXP_310825_3,EXP_310825,Champ rue #3,80.1,"Blé tendre, cru",11084,Granitique,True,73,2017
PAR_EXP_310826_1,EXP_310826,Champ rue #1,48.2,"Pomme, crue",13034,Sableux,True,70,2023
PAR_EXP_310826_2,EXP_310826,Champ avenue #2,48.2,"Pomme, crue",13034,Alluvial,True,68,2016
PAR_EXP_310826_3,EXP_310826,Champ boulevard #3,48.2,"Pêche, crue",13030,Alluvial,True,74,2022
PAR_EXP_310827_1,EXP_310827,Champ boulevard #1,84.3,"Raisin de cuve rouge, cru",13012,Granitique,True,72,2022
PAR_EXP_310827_2,EXP_310827,Champ rue #2,84.3,"Raisin de cuve blanc, cru",13013,Alluvial,True,76,2016
PAR_EXP_310827_3,EXP_310827,Champ rue #3,84.3,"Raisin de cuve blanc, cru",13013,Limoneux,False,94,2020
PAR_EXP_310828_1,EXP_310828,Champ avenue #1,58.6,"Pêche, crue",13030,Limoneux,True,53,2021
PAR_EXP_310828_2,EXP_310828,Champ avenue #2,58.6,"Pomme, crue",13034,Limoneux,True,42,2022
PAR_EXP_310828_3,EXP_310828,Champ rue #3,58.6,"Poire, crue",13032,Argilo-calcaire,True,36,2023
PAR_EXP_310829_1,EXP_310829,Champ rue #1,22.2,"Pêche, crue",13030,Argilo-calcaire,True,63,2021
PAR_EXP_310829_2,EXP_310829,Champ chemin #2,22.2,"Pêche, crue",13030,Alluvial,True,52,2024
PAR_EXP_310829_3,EXP_310829,Champ chemin #3,22.2,"Pomme, crue",13034,Argilo-calcaire,True,28,2023
PAR_EXP_310830_1,EXP_310830,Champ chemin #1,55.1,Graines de tournesol,15011,Granitique,False,31,2024
PAR_EXP_310830_2,EXP_310830,Champ rue #2,55.1,Graines de colza,15003,Limoneux,False,62,2021
PAR_EXP_310830_3,EXP_310830,Champ rue #3,55.1,"Pois chiche, sec",20042,Limoneux,True,57,2021
PAR_EXP_310831_1,EXP_310831,Champ chemin #1,91.0,"Poire, crue",13032,Sableux,True,73,2019
PAR_EXP_310831_2,EXP_310831,Champ rue #2,91.0,"Pomme, crue",13034,Granitique,True,56,2024
PAR_EXP_310831_3,EXP_310831,Champ avenue #3,91.0,"Pêche, crue",13030,Argilo-calcaire,True,66,2018
PAR_EXP_310832_1,EXP_310832,Champ rue #1,15.9,"Poire, crue",13032,Sableux,True,81,2024
PAR_EXP_310832_2,EXP_310832,Champ boulevard #2,15.9,"Pomme, crue",13034,Granitique,True,69,2015
PAR_EXP_310832_3,EXP_310832,Champ rue #3,15.9,"Pomme, crue",13034,Argilo-calcaire,True,94,2023
PAR_EXP_310833_1,EXP_310833,Champ avenue #1,49.9,"Pêche, crue",13030,Granitique,True,73,2016
PAR_EXP_310833_2,EXP_310833,Champ rue #2,49.9,"Poire, crue",13032,Limoneux,True,67,2015
PAR_EXP_310833_3,EXP_310833,Champ rue #3,49.9,"Pêche, crue",13030,Limoneux,True,86,2020
PAR_EXP_310834_1,EXP_310834,Champ boulevard #1,30.0,"Pomme, crue",13034,Sableux,True,70,2019
PAR_EXP_310834_2,EXP_310834,Champ chemin #2,30.0,"Pomme, crue",13034,Granitique,True,55,2016
PAR_EXP_310834_3,EXP_310834,Champ chemin #3,30.0,"Pomme, crue",13034,Limoneux,True,45,2016
PAR_EXP_310835_1,EXP_310835,Champ boulevard #1,83.2,"Pois chiche, sec",20042,Granitique,True,71,2018
PAR_EXP_310835_2,EXP_310835,Champ rue #2,83.2,"Blé tendre, cru",11084,Argilo-calcaire,False,29,2023
PAR_EXP_310835_3,EXP_310835,Champ avenue #3,83.2,"Maïs grain, cru",11015,Granitique,False,62,2016
PAR_EXP_310836_1,EXP_310836,Champ avenue #1,11.5,"Poire, crue",13032,Sableux,True,51,2015
PAR_EXP_310836_2,EXP_310836,Champ chemin #2,11.5,"Pêche, crue",13030,Granitique,True,93,2018
PAR_EXP_310836_3,EXP_310836,Champ rue #3,11.5,"Pêche, crue",13030,Sableux,True,64,2020
PAR_EXP_310837_1,EXP_310837,Champ avenue #1,74.5,"Raisin de cuve blanc, cru",13013,Argilo-calcaire,True,74,2023
PAR_EXP_310837_2,EXP_310837,Champ rue #2,74.5,"Raisin de cuve rouge, cru",13012,Limoneux,False,65,2016
PAR_EXP_310837_3,EXP_310837,Champ rue #3,74.5,"Raisin de cuve blanc, cru",13013,Granitique,False,25,2019
PAR_EXP_310838_1,EXP_310838,Champ boulevard #1,15.3,"Raisin de cuve blanc, cru",13013,Granitique,False,45,2021
PAR_EXP_310838_2,EXP_310838,Champ chemin #2,15.3,"Raisin de cuve rouge, cru",13012,Granitique,False,70,2018
PAR_EXP_310838_3,EXP_310838,Champ boulevard #3,15.3,"Raisin de cuve blanc, cru",13013,Limoneux,True,77,2016
PAR_EXP_310839_1,EXP_310839,Champ rue #1,84.8,"Maïs grain, cru",11015,Argilo-calcaire,True,52,2015
PAR_EXP_310839_2,EXP_310839,Champ chemin #2,84.8,Graines de colza,15003,Argilo-calcaire,False,82,2022
PAR_EXP_310839_3,EXP_310839,Champ boulevard #3,84.8,Graines de tournesol,15011,Granitique,False,45,2022
PAR_EXP_310840_1,EXP_310840,Champ avenue #1,79.1,"Maïs grain, cru",11015,Granitique,False,51,2017
PAR_EXP_310840_2,EXP_310840,Champ avenue #2,79.1,"Blé tendre, cru",11084,Argilo-calcaire,True,31,2017
PAR_EXP_310840_3,EXP_310840,Champ rue #3,79.1,Graines de tournesol,15011,Granitique,False,71,2018
PAR_EXP_310841_1,EXP_310841,Champ rue #1,46.5,"Raisin de cuve blanc, cru",13013,Granitique,True,68,2015
PAR_EXP_310841_2,EXP_310841,Champ avenue #2,46.5,"Raisin de cuve rouge, cru",13012,Sableux,False,64,2016
PAR_EXP_310841_3,EXP_310841,Champ avenue #3,46.5,"Raisin de cuve rouge, cru",13012,Alluvial,False,94,2017
PAR_EXP_310842_1,EXP_310842,Champ rue #1,9.8,"Raisin de cuve rouge, cru",13012,Alluvial,False,80,2019
PAR_EXP_310842_2,EXP_310842,Champ rue #2,9.8,"Raisin de cuve rouge, cru",13012,Argilo-calcaire,False,95,2023
PAR_EXP_310842_3,EXP_310842,Champ rue #3,9.8,"Raisin de cuve blanc, cru",13013,Granitique,False,48,2017
PAR_EXP_310843_1,EXP_310843,Champ avenue #1,11.7,"Pomme, crue",13034,Granitique,True,72,2019
PAR_EXP_310843_2,EXP_310843,Champ rue #2,11.7,"Pêche, crue",13030,Alluvial,True,48,2016
PAR_EXP_310843_3,EXP_310843,Champ chemin #3,11.7,"Pêche, crue",13030,Alluvial,True,43,2016
PAR_EXP_310844_1,EXP_310844,Champ chemin #1,79.2,"Raisin de cuve blanc, cru",13013,Granitique,False,44,2024
PAR_EXP_310844_2,EXP_310844,Champ rue #2,79.2,"Raisin de cuve blanc, cru",13013,Limoneux,True,66,2020
PAR_EXP_310844_3,EXP_310844,Champ chemin #3,79.2,"Raisin de cuve blanc, cru",13013,Granitique,False,33,2020
PAR_EXP_310845_1,EXP_310845,Champ avenue #1,70.0,"Poire, crue",13032,Argilo-calcaire,True,29,2018
PAR_EXP_310845_2,EXP_310845,Champ boulevard #2,70.0,"Pomme, crue",13034,Granitique,True,63,2017
PAR_EXP_310845_3,EXP_310845,Champ boulevard #3,70.0,"Pêche, crue",13030,Sableux,True,47,2021
PAR_EXP_310846_1,EXP_310846,Champ chemin #1,13.8,Graines de colza,15003,Limoneux,False,78,2022
PAR_EXP_310846_2,EXP_310846,Champ rue #2,13.8,Graines de tournesol,15011,Limoneux,False,58,2019
PAR_EXP_310846_3,EXP_310846,Champ avenue #3,13.8,Graines de tournesol,15011,Limoneux,False,52,2020
PAR_EXP_310847_1,EXP_310847,Champ boulevard #1,96.3,"Pêche, crue",13030,Alluvial,True,60,2015
PAR_EXP_310847_2,EXP_310847,Champ rue #2,96.3,"Poire, crue",13032,Argilo-calcaire,True,87,2017
PAR_EXP_310847_3,EXP_310847,Champ avenue #3,96.3,"Pêche, crue",13030,Sableux,True,48,2021
PAR_EXP_310848_1,EXP_310848,Champ rue #1,59.6,"Raisin de cuve rouge, cru",13012,Limoneux,False,87,2020
PAR_EXP_310848_2,EXP_310848,Champ rue #2,59.6,"Raisin de cuve blanc, cru",13013,Argilo-calcaire,False,87,2018
PAR_EXP_310848_3,EXP_310848,Champ rue #3,59.6,"Raisin de cuve blanc, cru",13013,Limoneux,False,79,2016
PAR_EXP_310849_1,EXP_310849,Champ avenue #1,31.0,"Maïs grain, cru",11015,Granitique,True,86,2024
PAR_EXP_310849_2,EXP_310849,Champ avenue #2,31.0,"Blé tendre, cru",11084,Limoneux,False,57,2024
PAR_EXP_310849_3,EXP_310849,Champ rue #3,31.0,"Pois chiche, sec",20042,Limoneux,True,53,2020
PAR_EXP_310850_1,EXP_310850,Champ avenue #1,104.3,"Pomme, crue",13034,Alluvial,True,65,2022
PAR_EXP_310850_2,EXP_310850,Champ avenue #2,104.3,"Pomme, crue",13034,Alluvial,True,78,2021
PAR_EXP_310850_3,EXP_310850,Champ boulevard #3,104.3,"Pêche, crue",13030,Limoneux,True,88,2023
PAR_EXP_310851_1,EXP_310851,Champ avenue #1,14.5,"Raisin de cuve rouge, cru",13012,Alluvial,True,53,2018
PAR_EXP_310851_2,EXP_310851,Champ boulevard #2,14.5,"Raisin de cuve rouge, cru",13012,Granitique,False,26,2018
PAR_EXP_310851_3,EXP_310851,Champ avenue #3,14.5,"Raisin de cuve blanc, cru",13013,Argilo-calcaire,False,46,2020
PAR_EXP_310852_1,EXP_310852,Champ rue #1,74.5,"Pomme de terre, crue",20038,Granitique,True,84,2020
PAR_EXP_310852_2,EXP_310852,Champ boulevard #2,74.5,"Carotte, crue",20008,Granitique,True,76,2022
PAR_EXP_310852_3,EXP_310852,Champ avenue #3,74.5,"Tomate, crue",20047,Argilo-calcaire,True,92,2024
PAR_EXP_310853_1,EXP_310853,Champ chemin #1,48.7,"Maïs grain, cru",11015,Granitique,False,42,2020
PAR_EXP_310853_2,EXP_310853,Champ chemin #2,48.7,"Pois chiche, sec",20042,Argilo-calcaire,False,48,2020
PAR_EXP_310853_3,EXP_310853,Champ chemin #3,48.7,Graines de colza,15003,Argilo-calcaire,False,44,2017
PAR_EXP_310854_1,EXP_310854,Champ rue #1,76.0,"Tomate, crue",20047,Granitique,True,54,2023
PAR_EXP_310854_2,EXP_310854,Champ boulevard #2,76.0,"Carotte, crue",20008,Alluvial,True,61,2024
PAR_EXP_310854_3,EXP_310854,Champ chemin #3,76.0,"Tomate, crue",20047,Argilo-calcaire,True,37,2022
PAR_EXP_310855_1,EXP_310855,Champ rue #1,62.3,"Blé tendre, cru",11084,Sableux,False,59,2018
PAR_EXP_310855_2,EXP_310855,Champ rue #2,62.3,"Blé tendre, cru",11084,Granitique,False,49,2022
PAR_EXP_310855_3,EXP_310855,Champ rue #3,62.3,"Pois chiche, sec",20042,Sableux,True,49,2017
PAR_EXP_310856_1,EXP_310856,Champ avenue #1,69.0,"Pomme, crue",13034,Argilo-calcaire,True,45,2022
PAR_EXP_310856_2,EXP_310856,Champ rue #2,69.0,"Pomme, crue",13034,Sableux,True,48,2024
PAR_EXP_310856_3,EXP_310856,Champ boulevard #3,69.0,"Pomme, crue",13034,Argilo-calcaire,True,63,2021
PAR_EXP_310857_1,EXP_310857,Champ rue #1,13.9,"Carotte, crue",20008,Sableux,True,52,2022
PAR_EXP_310857_2,EXP_310857,Champ avenue #2,13.9,"Pomme de terre, crue",20038,Limoneux,True,75,2015
PAR_EXP_310857_3,EXP_310857,Champ boulevard #3,13.9,"Pomme de terre, crue",20038,Granitique,True,93,2021
PAR_EXP_310858_1,EXP_310858,Champ rue #1,12.5,"Poire, crue",13032,Sableux,True,65,2018
PAR_EXP_310858_2,EXP_310858,Champ chemin #2,12.5,"Poire, crue",13032,Limoneux,True,91,2018
PAR_EXP_310858_3,EXP_310858,Champ rue #3,12.5,"Poire, crue",13032,Sableux,True,62,2015
PAR_EXP_310859_1,EXP_310859,Champ rue #1,51.3,"Pomme de terre, crue",20038,Granitique,True,47,2022
PAR_EXP_310859_2,EXP_310859,Champ rue #2,51.3,"Pomme de terre, crue",20038,Sableux,True,74,2017
PAR_EXP_310859_3,EXP_310859,Champ boulevard #3,51.3,"Pomme de terre, crue",20038,Alluvial,True,43,2015
PAR_EXP_310860_1,EXP_310860,Champ rue #1,36.1,Graines de colza,15003,Argilo-calcaire,False,93,2017
PAR_EXP_310860_2,EXP_310860,Champ chemin #2,36.1,Graines de tournesol,15011,Alluvial,False,67,2024
PAR_EXP_310860_3,EXP_310860,Champ rue #3,36.1,Graines de tournesol,15011,Granitique,True,77,2017
PAR_EXP_310861_1,EXP_310861,Champ chemin #1,40.6,"Maïs grain, cru",11015,Sableux,False,45,2024
PAR_EXP_310861_2,EXP_310861,Champ rue #2,40.6,"Blé tendre, cru",11084,Granitique,False,58,2016
PAR_EXP_310861_3,EXP_310861,Champ rue #3,40.6,Graines de colza,15003,Limoneux,False,45,2018
PAR_EXP_310862_1,EXP_310862,Champ avenue #1,70.7,"Carotte, crue",20008,Sableux,True,80,2017
PAR_EXP_310862_2,EXP_310862,Champ rue #2,70.7,"Pomme de terre, crue",20038,Argilo-calcaire,True,74,2021
PAR_EXP_310862_3,EXP_310862,Champ chemin #3,70.7,"Tomate, crue",20047,Argilo-calcaire,True,82,2022
PAR_EXP_310863_1,EXP_310863,Champ chemin #1,27.8,"Raisin de cuve blanc, cru",13013,Sableux,False,38,2017
PAR_EXP_310863_2,EXP_310863,Champ rue #2,27.8,"Raisin de cuve blanc, cru",13013,Limoneux,True,66,2023
PAR_EXP_310863_3,EXP_310863,Champ rue #3,27.8,"Raisin de cuve rouge, cru",13012,Argilo-calcaire,False,59,2018
PAR_EXP_310864_1,EXP_310864,Champ rue #1,105.6,"Raisin de cuve blanc, cru",13013,Argilo-calcaire,True,87,2023
PAR_EXP_310864_2,EXP_310864,Champ boulevard #2,105.6,"Raisin de cuve rouge, cru",13012,Granitique,True,74,2020
PAR_EXP_310864_3,EXP_310864,Champ avenue #3,105.6,"Raisin de cuve blanc, cru",13013,Sableux,False,52,2023
PAR_EXP_310865_1,EXP_310865,Champ rue #1,76.3,Graines de tournesol,15011,Sableux,False,91,2015
PAR_EXP_310865_2,EXP_310865,Champ chemin #2,76.3,Graines de colza,15003,Alluvial,False,94,2022
PAR_EXP_310865_3,EXP_310865,Champ boulevard #3,76.3,"Pois chiche, sec",20042,Alluvial,False,48,2018
PAR_EXP_310866_1,EXP_310866,Champ avenue #1,32.0,"Pêche, crue",13030,Argilo-calcaire,True,44,2017
PAR_EXP_310866_2,EXP_310866,Champ chemin #2,32.0,"Poire, crue",13032,Alluvial,True,31,2020
PAR_EXP_310866_3,EXP_310866,Champ rue #3,32.0,"Poire, crue",13032,Sableux,True,28,2015
PAR_EXP_310867_1,EXP_310867,Champ rue #1,34.1,"Pêche, crue",13030,Granitique,True,48,2019
PAR_EXP_310867_2,EXP_310867,Champ rue #2,34.1,"Pomme, crue",13034,Alluvial,True,64,2019
PAR_EXP_310867_3,EXP_310867,Champ boulevard #3,34.1,"Poire, crue",13032,Limoneux,True,66,2017
PAR_EXP_310868_1,EXP_310868,Champ rue #1,12.9,"Blé tendre, cru",11084,Sableux,True,48,2015
PAR_EXP_310868_2,EXP_310868,Champ avenue #2,12.9,"Maïs grain, cru",11015,Sableux,False,57,2023
PAR_EXP_310868_3,EXP_310868,Champ rue #3,12.9,Graines de tournesol,15011,Alluvial,False,54,2023
PAR_EXP_310869_1,EXP_310869,Champ rue #1,74.1,"Carotte, crue",20008,Alluvial,True,39,2023
PAR_EXP_310869_2,EXP_310869,Champ rue #2,74.1,"Pomme de terre, crue",20038,Alluvial,True,25,2015
PAR_EXP_310869_3,EXP_310869,Champ rue #3,74.1,"Pomme de terre, crue",20038,Granitique,True,70,2015
PAR_EXP_310870_1,EXP_310870,Champ rue #1,94.6,"Carotte, crue",20008,Argilo-calcaire,True,43,2024
PAR_EXP_310870_2,EXP_310870,Champ chemin #2,94.6,"Carotte, crue",20008,Alluvial,True,26,2015
PAR_EXP_310870_3,EXP_310870,Champ rue #3,94.6,"Tomate, crue",20047,Alluvial,True,35,2022
PAR_EXP_310871_1,EXP_310871,Champ rue #1,104.6,"Blé tendre, cru",11084,Granitique,False,74,2017
PAR_EXP_310871_2,EXP_310871,Champ avenue #2,104.6,"Pois chiche, sec",20042,Argilo-calcaire,False,56,2016
PAR_EXP_310871_3,EXP_310871,Champ rue #3,104.6,"Maïs grain, cru",11015,Alluvial,True,70,2022
PAR_EXP_310872_1,EXP_310872,Champ rue #1,35.1,"Raisin de cuve rouge, cru",13012,Granitique,False,78,2016
PAR_EXP_310872_2,EXP_310872,Champ boulevard #2,35.1,"Raisin de cuve rouge, cru",13012,Limoneux,False,67,2020
PAR_EXP_310872_3,EXP_310872,Champ chemin #3,35.1,"Raisin de cuve blanc, cru",13013,Granitique,False,58,2022
PAR_EXP_310873_1,EXP_310873,Champ rue #1,12.4,Graines de colza,15003,Alluvial,False,83,2018
PAR_EXP_310873_2,EXP_310873,Champ avenue #2,12.4,"Pois chiche, sec",20042,Alluvial,False,46,2022
PAR_EXP_310873_3,EXP_310873,Champ chemin #3,12.4,"Pois chiche, sec",20042,Sableux,False,66,2024
PAR_EXP_310874_1,EXP_310874,Champ boulevard #1,101.0,Graines de tournesol,15011,Alluvial,False,83,2019
PAR_EXP_310874_2,EXP_310874,Champ avenue #2,101.0,Graines de tournesol,15011,Granitique,False,78,2019
PAR_EXP_310874_3,EXP_310874,Champ chemin #3,101.0,"Blé tendre, cru",11084,Granitique,True,60,2017
PAR_EXP_310875_1,EXP_310875,Champ chemin #1,9.4,"Pomme de terre, crue",20038,Limoneux,True,29,2020
PAR_EXP_310875_2,EXP_310875,Champ avenue #2,9.4,"Tomate, crue",20047,Granitique,True,61,2019
PAR_EXP_310875_3,EXP_310875,Champ rue #3,9.4,"Carotte, crue",20008,Sableux,True,54,2016
PAR_EXP_310876_1,EXP_310876,Champ rue #1,97.8,"Pomme de terre, crue",20038,Alluvial,True,65,2018
PAR_EXP_310876_2,EXP_310876,Champ rue #2,97.8,"Carotte, crue",20008,Alluvial,True,27,2019
PAR_EXP_310876_3,EXP_310876,Champ boulevard #3,97.8,"Carotte, crue",20008,Argilo-calcaire,True,75,2017
PAR_EXP_310877_1,EXP_310877,Champ rue #1,19.8,"Raisin de cuve blanc, cru",13013,Alluvial,True,53,2024
PAR_EXP_310877_2,EXP_310877,Champ boulevard #2,19.8,"Raisin de cuve blanc, cru",13013,Argilo-calcaire,True,91,2020
PAR_EXP_310877_3,EXP_310877,Champ avenue #3,19.8,"Raisin de cuve rouge, cru",13012,Argilo-calcaire,True,95,2017
PAR_EXP_310878_1,EXP_310878,Champ avenue #1,26.6,"Pomme de terre, crue",20038,Argilo-calcaire,True,68,2015
PAR_EXP_310878_2,EXP_310878,Champ avenue #2,26.6,"Pomme de terre, crue",20038,Sableux,True,37,2023
PAR_EXP_310878_3,EXP_310878,Champ chemin #3,26.6,"Carotte, crue",20008,Granitique,True,48,2017
PAR_EXP_310879_1,EXP_310879,Champ rue #1,29.4,"Raisin de cuve blanc, cru",13013,Sableux,False,84,2023
PAR_EXP_310879_2,EXP_310879,Champ rue #2,29.4,"Raisin de cuve blanc, cru",13013,Sableux,True,71,2016
PAR_EXP_310879_3,EXP_310879,Champ rue #3,29.4,"Raisin de cuve rouge, cru",13012,Sableux,False,56,2015
PAR_EXP_310880_1,EXP_310880,Champ chemin #1,90.7,"Pomme de terre, crue",20038,Argilo-calcaire,True,64,2020
PAR_EXP_310880_2,EXP_310880,Champ boulevard #2,90.7,"Pomme de terre, crue",20038,Granitique,True,44,2021
PAR_EXP_310880_3,EXP_310880,Champ chemin #3,90.7,"Carotte, crue",20008,Alluvial,True,74,2016
PAR_EXP_310881_1,EXP_310881,Champ avenue #1,42.2,"Raisin de cuve rouge, cru",13012,Alluvial,True,59,2018
PAR_EXP_310881_2,EXP_310881,Champ avenue #2,42.2,"Raisin de cuve blanc, cru",13013,Sableux,False,92,2018
PAR_EXP_310881_3,EXP_310881,Champ chemin #3,42.2,"Raisin de cuve blanc, cru",13013,Alluvial,False,71,2023
PAR_EXP_310882_1,EXP_310882,Champ avenue #1,68.4,"Raisin de cuve rouge, cru",13012,Limoneux,False,47,2018
PAR_EXP_310882_2,EXP_310882,Champ rue #2,68.4,"Raisin de cuve rouge, cru",13012,Granitique,True,45,2017
PAR_EXP_310882_3,EXP_310882,Champ avenue #3,68.4,"Raisin de cuve rouge, cru",13012,Alluvial,False,54,2024
PAR_EXP_310883_1,EXP_310883,Champ rue #1,64.7,"Tomate, crue",20047,Granitique,True,87,2019
PAR_EXP_310883_2,EXP_310883,Champ avenue #2,64.7,"Tomate, crue",20047,Argilo-calcaire,True,86,2016
PAR_EXP_310883_3,EXP_310883,Champ boulevard #3,64.7,"Carotte, crue",20008,Granitique,True,51,2016
PAR_EXP_310884_1,EXP_310884,Champ rue #1,12.4,"Pois chiche, sec",20042,Sableux,False,88,2018
PAR_EXP_310884_2,EXP_310884,Champ avenue #2,12.4,"Pois chiche, sec",20042,Granitique,False,51,2019
PAR_EXP_310884_3,EXP_310884,Champ avenue #3,12.4,"Blé tendre, cru",11084,Limoneux,False,46,2018
PAR_EXP_310885_1,EXP_310885,Champ rue #1,52.5,"Tomate, crue",20047,Granitique,True,48,2024
PAR_EXP_310885_2,EXP_310885,Champ rue #2,52.5,"Pomme de terre, crue",20038,Limoneux,True,62,2020
PAR_EXP_310885_3,EXP_310885,Champ rue #3,52.5,"Carotte, crue",20008,Sableux,True,92,2020
PAR_EXP_310886_1,EXP_310886,Champ rue #1,18.6,"Pêche, crue",13030,Alluvial,True,65,2020
PAR_EXP_310886_2,EXP_310886,Champ boulevard #2,18.6,"Pomme, crue",13034,Limoneux,True,30,2022
PAR_EXP_310886_3,EXP_310886,Champ avenue #3,18.6,"Pomme, crue",13034,Limoneux,True,63,2023
PAR_EXP_310887_1,EXP_310887,Champ rue #1,9.5,"Raisin de cuve rouge, cru",13012,Sableux,False,87,2024
PAR_EXP_310887_2,EXP_310887,Champ chemin #2,9.5,"Raisin de cuve blanc, cru",13013,Limoneux,False,64,2021
PAR_EXP_310887_3,EXP_310887,Champ rue #3,9.5,"Raisin de cuve rouge, cru",13012,Argilo-calcaire,False,78,2024
PAR_EXP_310888_1,EXP_310888,Champ rue #1,67.1,"Raisin de cuve rouge, cru",13012,Limoneux,False,45,2023
PAR_EXP_310888_2,EXP_310888,Champ rue #2,67.1,"Raisin de cuve rouge, cru",13012,Sableux,False,34,2020
PAR_EXP_310888_3,EXP_310888,Champ avenue #3,67.1,"Raisin de cuve rouge, cru",13012,Granitique,True,74,2022
PAR_EXP_310889_1,EXP_310889,Champ chemin #1,42.0,"Poire, crue",13032,Limoneux,True,52,2018
PAR_EXP_310889_2,EXP_310889,Champ rue #2,42.0,"Pomme, crue",13034,Argilo-calcaire,True,26,2020
PAR_EXP_310889_3,EXP_310889,Champ avenue #3,42.0,"Pomme, crue",13034,Limoneux,True,56,2024
PAR_EXP_310890_1,EXP_310890,Champ chemin #1,79.0,"Pomme, crue",13034,Argilo-calcaire,True,76,2023
PAR_EXP_310890_2,EXP_310890,Champ boulevard #2,79.0,"Pomme, crue",13034,Argilo-calcaire,True,63,2018
PAR_EXP_310890_3,EXP_310890,Champ rue #3,79.0,"Pêche, crue",13030,Granitique,True,85,2020
PAR_EXP_310891_1,EXP_310891,Champ chemin #1,51.6,"Pois chiche, sec",20042,Alluvial,False,69,2015
PAR_EXP_310891_2,EXP_310891,Champ avenue #2,51.6,Graines de tournesol,15011,Alluvial,False,48,2017
PAR_EXP_310891_3,EXP_310891,Champ avenue #3,51.6,Graines de colza,15003,Granitique,False,52,2019
PAR_EXP_310892_1,EXP_310892,Champ chemin #1,31.3,"Carotte, crue",20008,Sableux,True,88,2023
PAR_EXP_310892_2,EXP_310892,Champ rue #2,31.3,"Tomate, crue",20047,Limoneux,True,67,2015
PAR_EXP_310892_3,EXP_310892,Champ rue #3,31.3,"Carotte, crue",20008,Sableux,True,49,2022
PAR_EXP_310893_1,EXP_310893,Champ avenue #1,13.8,"Pomme, crue",13034,Alluvial,True,36,2019
PAR_EXP_310893_2,EXP_310893,Champ rue #2,13.8,"Pomme, crue",13034,Argilo-calcaire,True,51,2015
PAR_EXP_310893_3,EXP_310893,Champ rue #3,13.8,"Pomme, crue",13034,Argilo-calcaire,True,35,2018
PAR_EXP_310894_1,EXP_310894,Champ chemin #1,77.5,"Pomme de terre, crue",20038,Granitique,True,52,2018
PAR_EXP_310894_2,EXP_310894,Champ boulevard #2,77.5,"Carotte, crue",20008,Alluvial,True,51,2017
PAR_EXP_310894_3,EXP_310894,Champ rue #3,77.5,"Tomate, crue",20047,Sableux,True,70,2019
PAR_EXP_310895_1,EXP_310895,Champ boulevard #1,42.9,"Pois chiche, sec",20042,Alluvial,False,73,2020
PAR_EXP_310895_2,EXP_310895,Champ rue #2,42.9,Graines de colza,15003,Alluvial,False,62,2017
PAR_EXP_310895_3,EXP_310895,Champ rue #3,42.9,"Pois chiche, sec",20042,Granitique,True,49,2021
PAR_EXP_310896_1,EXP_310896,Champ rue #1,88.6,"Poire, crue",13032,Sableux,True,31,2023
PAR_EXP_310896_2,EXP_310896,Champ chemin #2,88.6,"Pêche, crue",13030,Alluvial,True,27,2024
PAR_EXP_310896_3,EXP_310896,Champ avenue #3,88.6,"Pêche, crue",13030,Limoneux,True,43,2019
PAR_EXP_310897_1,EXP_310897,Champ avenue #1,49.2,"Poire, crue",13032,Sableux,True,80,2020
PAR_EXP_310897_2,EXP_310897,Champ rue #2,49.2,"Poire, crue",13032,Granitique,True,64,2018
PAR_EXP_310897_3,EXP_310897,Champ rue #3,49.2,"Poire, crue",13032,Granitique,True,75,2017
PAR_EXP_310898_1,EXP_310898,Champ chemin #1,101.3,"Pêche, crue",13030,Argilo-calcaire,True,36,2023
PAR_EXP_310898_2,EXP_310898,Champ rue #2,101.3,"Pomme, crue",13034,Granitique,True,53,2015
PAR_EXP_310898_3,EXP_310898,Champ rue #3,101.3,"Poire, crue",13032,Limoneux,True,29,2016
PAR_EXP_310899_1,EXP_310899,Champ avenue #1,16.3,"Carotte, crue",20008,Limoneux,True,44,2019
PAR_EXP_310899_2,EXP_310899,Champ rue #2,16.3,"Tomate, crue",20047,Granitique,True,65,2016
PAR_EXP_310899_3,EXP_310899,Champ chemin #3,16.3,"Carotte, crue",20008,Sableux,True,31,2020
PAR_EXP_310900_1,EXP_310900,Champ rue #1,62.5,"Maïs grain, cru",11015,Sableux,False,67,2023
PAR_EXP_310900_2,EXP_310900,Champ avenue #2,62.5,Graines de colza,15003,Alluvial,True,61,2023
PAR_EXP_310900_3,EXP_310900,Champ chemin #3,62.5,"Maïs grain, cru",11015,Alluvial,True,62,2015
PAR_EXP_310901_1,EXP_310901,Champ avenue #1,19.4,"Raisin de cuve rouge, cru",13012,Limoneux,False,65,2016
