id_capteur,id_parcelle,date_releve,humidite_sol_pct,temperature_sol_c,niveau_stress_hydrique,precipitations_mm,evapotranspiration_mm,indice_vegetation_ndvi
IOT_PAR_EXP_310767_3,PAR_EXP_310767_3,2025-06-14,34.0,20.0,FAIBLE,7.7,4.8,0.48
IOT_PAR_EXP_310767_3,PAR_EXP_310767_3,2025-06-15,40.5,25.6,FAIBLE,3.1,4.3,0.75
IOT_PAR_EXP_310768_1,PAR_EXP_310768_1,2025-06-01,32.4,26.1,FAIBLE,11.9,3.0,0.71
IOT_PAR_EXP_310768_1,PAR_EXP_310768_1,2025-06-02,39.0,24.8,FAIBLE,4.4,5.2,0.45
IOT_PAR_EXP_310768_1,PAR_EXP_310768_1,2025-06-03,42.4,21.6,FAIBLE,10.1,3.1,0.53
IOT_PAR_EXP_310768_1,PAR_EXP_310768_1,2025-06-04,30.7,16.9,FAIBLE,3.2,2.2,0.71
IOT_PAR_EXP_310768_1,PAR_EXP_310768_1,2025-06-05,24.3,19.1,MODERE,14.1,5.0,0.62
IOT_PAR_EXP_310768_1,PAR_EXP_310768_1,2025-06-06,33.0,27.5,FAIBLE,13.6,4.5,0.6
IOT_PAR_EXP_310768_1,PAR_EXP_310768_1,2025-06-07,31.5,16.9,FAIBLE,1.8,3.6,0.74
IOT_PAR_EXP_310768_1,PAR_EXP_310768_1,2025-06-08,35.9,18.3,FAIBLE,0.4,2.5,0.62
IOT_PAR_EXP_310768_1,PAR_EXP_310768_1,2025-06-09,25.2,24.1,MODERE,0.5,2.5,0.65
IOT_PAR_EXP_310768_1,PAR_EXP_310768_1,2025-06-10,26.7,22.9,MODERE,8.0,5.4,0.52
IOT_PAR_EXP_310768_1,PAR_EXP_310768_1,2025-06-11,31.4,17.4,FAIBLE,9.5,5.7,0.52
IOT_PAR_EXP_310768_1,PAR_EXP_310768_1,2025-06-12,21.7,25.2,SEVERE,9.3,3.2,0.49
IOT_PAR_EXP_310768_1,PAR_EXP_310768_1,2025-06-13,37.2,19.7,FAIBLE,10.8,2.7,0.58
IOT_PAR_EXP_310768_1,PAR_EXP_310768_1,2025-06-14,20.0,24.6,SEVERE,5.4,2.8,0.74
IOT_PAR_EXP_310768_1,PAR_EXP_310768_1,2025-06-15,18.4,27.8,SEVERE,2.4,4.2,0.49
IOT_PAR_EXP_310768_2,PAR_EXP_310768_2,2025-06-01,36.8,21.4,FAIBLE,11.6,5.1,0.64
IOT_PAR_EXP_310768_2,PAR_EXP_310768_2,2025-06-02,21.0,19.9,SEVERE,1.4,3.0,0.82
IOT_PAR_EXP_310768_2,PAR_EXP_310768_2,2025-06-03,37.7,25.9,FAIBLE,8.1,5.1,0.62
IOT_PAR_EXP_310768_2,PAR_EXP_310768_2,2025-06-04,30.3,21.1,FAIBLE,9.1,2.8,0.8
IOT_PAR_EXP_310768_2,PAR_EXP_310768_2,2025-06-05,35.1,24.7,FAIBLE,13.2,5.2,0.56
IOT_PAR_EXP_310768_2,PAR_EXP_310768_2,2025-06-06,18.3,16.1,SEVERE,1.6,4.4,0.66
IOT_PAR_EXP_310768_2,PAR_EXP_310768_2,2025-06-07,40.5,24.8,FAIBLE,2.9,3.1,0.53
IOT_PAR_EXP_310768_2,PAR_EXP_310768_2,2025-06-08,34.9,21.4,FAIBLE,12.5,5.0,0.73
IOT_PAR_EXP_310768_2,PAR_EXP_310768_2,2025-06-09,26.2,20.3,MODERE,12.2,2.7,0.73
IOT_PAR_EXP_310768_2,PAR_EXP_310768_2,2025-06-10,32.8,19.5,FAIBLE,6.8,2.9,0.56
IOT_PAR_EXP_310768_2,PAR_EXP_310768_2,2025-06-11,23.6,21.5,MODERE,9.2,5.3,0.67
IOT_PAR_EXP_310768_2,PAR_EXP_310768_2,2025-06-12,30.5,25.9,FAIBLE,13.0,5.1,0.63
IOT_PAR_EXP_310768_2,PAR_EXP_310768_2,2025-06-13,25.6,24.0,MODERE,10.3,4.0,0.55
IOT_PAR_EXP_310768_2,PAR_EXP_310768_2,2025-06-14,44.9,27.8,FAIBLE,13.7,5.7,0.76
IOT_PAR_EXP_310768_2,PAR_EXP_310768_2,2025-06-15,26.2,16.3,MODERE,7.2,5.1,0.68
IOT_PAR_EXP_310768_3,PAR_EXP_310768_3,2025-06-01,43.9,24.9,FAIBLE,7.7,3.2,0.73
IOT_PAR_EXP_310768_3,PAR_EXP_310768_3,2025-06-02,22.7,21.6,MODERE,3.1,2.1,0.48
IOT_PAR_EXP_310768_3,PAR_EXP_310768_3,2025-06-03,37.7,24.9,FAIBLE,10.1,2.6,0.6
IOT_PAR_EXP_310768_3,PAR_EXP_310768_3,2025-06-04,26.2,28.5,MODERE,13.4,5.8,0.59
IOT_PAR_EXP_310768_3,PAR_EXP_310768_3,2025-06-05,42.0,16.6,FAIBLE,1.5,3.7,0.72
IOT_PAR_EXP_310768_3,PAR_EXP_310768_3,2025-06-06,21.0,20.3,SEVERE,0.2,4.3,0.7
IOT_PAR_EXP_310768_3,PAR_EXP_310768_3,2025-06-07,28.7,26.4,MODERE,5.1,2.5,0.75
IOT_PAR_EXP_310768_3,PAR_EXP_310768_3,2025-06-08,42.6,26.2,FAIBLE,11.8,3.7,0.69
IOT_PAR_EXP_310768_3,PAR_EXP_310768_3,2025-06-09,32.9,24.8,FAIBLE,0.8,4.6,0.8
IOT_PAR_EXP_310768_3,PAR_EXP_310768_3,2025-06-10,33.0,22.4,FAIBLE,12.5,3.0,0.8
IOT_PAR_EXP_310768_3,PAR_EXP_310768_3,2025-06-11,43.2,20.4,FAIBLE,8.8,5.3,0.75
IOT_PAR_EXP_310768_3,PAR_EXP_310768_3,2025-06-12,30.9,26.2,FAIBLE,12.4,4.5,0.49
IOT_PAR_EXP_310768_3,PAR_EXP_310768_3,2025-06-13,19.1,18.1,SEVERE,8.2,5.7,0.71
IOT_PAR_EXP_310768_3,PAR_EXP_310768_3,2025-06-14,31.3,18.6,FAIBLE,4.5,2.7,0.82
IOT_PAR_EXP_310768_3,PAR_EXP_310768_3,2025-06-15,20.7,24.4,SEVERE,4.1,2.9,0.52
IOT_PAR_EXP_310769_1,PAR_EXP_310769_1,2025-06-01,30.8,22.3,FAIBLE,6.9,5.4,0.68
IOT_PAR_EXP_310769_1,PAR_EXP_310769_1,2025-06-02,37.0,20.9,FAIBLE,5.7,4.8,0.71
IOT_PAR_EXP_310769_1,PAR_EXP_310769_1,2025-06-03,28.1,22.3,MODERE,8.9,5.1,0.77
IOT_PAR_EXP_310769_1,PAR_EXP_310769_1,2025-06-04,25.0,18.9,MODERE,4.7,2.2,0.68
IOT_PAR_EXP_310769_1,PAR_EXP_310769_1,2025-06-05,29.9,16.5,MODERE,0.6,5.1,0.73
IOT_PAR_EXP_310769_1,PAR_EXP_310769_1,2025-06-06,42.1,22.4,FAIBLE,9.9,4.9,0.76
IOT_PAR_EXP_310769_1,PAR_EXP_310769_1,2025-06-07,30.8,24.9,FAIBLE,1.8,4.7,0.51
IOT_PAR_EXP_310769_1,PAR_EXP_310769_1,2025-06-08,25.0,27.8,MODERE,1.5,5.6,0.71
IOT_PAR_EXP_310769_1,PAR_EXP_310769_1,2025-06-09,30.6,21.4,FAIBLE,9.1,5.3,0.48
IOT_PAR_EXP_310769_1,PAR_EXP_310769_1,2025-06-10,26.2,19.0,MODERE,6.4,3.0,0.7
IOT_PAR_EXP_310769_1,PAR_EXP_310769_1,2025-06-11,24.9,18.2,MODERE,9.6,4.9,0.73
IOT_PAR_EXP_310769_1,PAR_EXP_310769_1,2025-06-12,28.2,21.9,MODERE,11.4,5.6,0.64
IOT_PAR_EXP_310769_1,PAR_EXP_310769_1,2025-06-13,26.1,16.8,MODERE,11.1,5.0,0.61
IOT_PAR_EXP_310769_1,PAR_EXP_310769_1,2025-06-14,29.5,24.1,MODERE,4.3,5.3,0.66
IOT_PAR_EXP_310769_1,PAR_EXP_310769_1,2025-06-15,30.9,17.2,FAIBLE,2.9,2.9,0.64
IOT_PAR_EXP_310769_2,PAR_EXP_310769_2,2025-06-01,22.4,17.1,MODERE,2.5,2.3,0.55
IOT_PAR_EXP_310769_2,PAR_EXP_310769_2,2025-06-02,36.2,19.0,FAIBLE,5.4,4.3,0.75
IOT_PAR_EXP_310769_2,PAR_EXP_310769_2,2025-06-03,30.8,21.9,FAIBLE,2.6,5.6,0.5
IOT_PAR_EXP_310769_2,PAR_EXP_310769_2,2025-06-04,25.5,24.2,MODERE,6.2,3.7,0.75
IOT_PAR_EXP_310769_2,PAR_EXP_310769_2,2025-06-05,39.2,21.2,FAIBLE,2.6,3.5,0.47
IOT_PAR_EXP_310769_2,PAR_EXP_310769_2,2025-06-06,32.0,26.1,FAIBLE,13.8,4.9,0.51
IOT_PAR_EXP_310769_2,PAR_EXP_310769_2,2025-06-07,19.4,24.1,SEVERE,5.1,2.8,0.66
IOT_PAR_EXP_310769_2,PAR_EXP_310769_2,2025-06-08,24.8,21.5,MODERE,1.0,3.1,0.46
IOT_PAR_EXP_310769_2,PAR_EXP_310769_2,2025-06-09,29.3,18.5,MODERE,4.2,3.0,0.58
IOT_PAR_EXP_310769_2,PAR_EXP_310769_2,2025-06-10,38.3,28.3,FAIBLE,3.2,4.9,0.62
IOT_PAR_EXP_310769_2,PAR_EXP_310769_2,2025-06-11,41.2,19.3,FAIBLE,4.6,3.3,0.63
IOT_PAR_EXP_310769_2,PAR_EXP_310769_2,2025-06-12,25.5,26.0,MODERE,5.7,5.0,0.82
IOT_PAR_EXP_310769_2,PAR_EXP_310769_2,2025-06-13,42.7,22.4,FAIBLE,0.2,4.4,0.8
IOT_PAR_EXP_310769_2,PAR_EXP_310769_2,2025-06-14,44.6,16.9,FAIBLE,14.4,5.1,0.54
IOT_PAR_EXP_310769_2,PAR_EXP_310769_2,2025-06-15,20.9,16.5,SEVERE,8.2,3.7,0.53
IOT_PAR_EXP_310769_3,PAR_EXP_310769_3,2025-06-01,41.4,26.9,FAIBLE,12.4,2.8,0.7
IOT_PAR_EXP_310769_3,PAR_EXP_310769_3,2025-06-02,28.1,24.0,MODERE,13.8,4.8,0.77
IOT_PAR_EXP_310769_3,PAR_EXP_310769_3,2025-06-03,26.5,24.1,MODERE,2.5,4.4,0.61
IOT_PAR_EXP_310769_3,PAR_EXP_310769_3,2025-06-04,18.5,18.1,SEVERE,12.8,5.8,0.77
IOT_PAR_EXP_310769_3,PAR_EXP_310769_3,2025-06-05,31.3,28.2,FAIBLE,0.4,3.4,0.6
IOT_PAR_EXP_310769_3,PAR_EXP_310769_3,2025-06-06,22.4,19.2,MODERE,7.2,2.7,0.72
IOT_PAR_EXP_310769_3,PAR_EXP_310769_3,2025-06-07,22.1,20.7,MODERE,7.6,2.5,0.63
IOT_PAR_EXP_310769_3,PAR_EXP_310769_3,2025-06-08,32.8,26.9,FAIBLE,7.6,4.6,0.72
IOT_PAR_EXP_310769_3,PAR_EXP_310769_3,2025-06-09,20.1,20.1,SEVERE,11.8,3.7,0.49
IOT_PAR_EXP_310769_3,PAR_EXP_310769_3,2025-06-10,23.2,20.3,MODERE,2.8,2.5,0.71
IOT_PAR_EXP_310769_3,PAR_EXP_310769_3,2025-06-11,20.4,16.5,SEVERE,12.9,2.9,0.62
IOT_PAR_EXP_310769_3,PAR_EXP_310769_3,2025-06-12,28.1,26.5,MODERE,1.2,4.8,0.57
IOT_PAR_EXP_310769_3,PAR_EXP_310769_3,2025-06-13,35.0,25.8,FAIBLE,6.4,3.5,0.73
IOT_PAR_EXP_310769_3,PAR_EXP_310769_3,2025-06-14,32.8,24.3,FAIBLE,3.3,2.9,0.63
IOT_PAR_EXP_310769_3,PAR_EXP_310769_3,2025-06-15,30.4,20.0,FAIBLE,9.6,5.4,0.77
IOT_PAR_EXP_310770_1,PAR_EXP_310770_1,2025-06-01,20.2,26.5,SEVERE,9.9,3.8,0.78
IOT_PAR_EXP_310770_1,PAR_EXP_310770_1,2025-06-02,28.6,22.6,MODERE,7.5,4.1,0.59
IOT_PAR_EXP_310770_1,PAR_EXP_310770_1,2025-06-03,34.1,20.3,FAIBLE,10.5,5.7,0.5
IOT_PAR_EXP_310770_1,PAR_EXP_310770_1,2025-06-04,40.0,26.7,FAIBLE,12.3,3.7,0.48
IOT_PAR_EXP_310770_1,PAR_EXP_310770_1,2025-06-05,42.5,22.4,FAIBLE,5.7,2.6,0.69
IOT_PAR_EXP_310770_1,PAR_EXP_310770_1,2025-06-06,36.3,25.6,FAIBLE,6.5,4.4,0.82
IOT_PAR_EXP_310770_1,PAR_EXP_310770_1,2025-06-07,40.4,19.3,FAIBLE,0.4,2.4,0.68
IOT_PAR_EXP_310770_1,PAR_EXP_310770_1,2025-06-08,24.1,27.6,MODERE,5.5,5.6,0.7
IOT_PAR_EXP_310770_1,PAR_EXP_310770_1,2025-06-09,24.1,27.9,MODERE,11.8,2.3,0.63
IOT_PAR_EXP_310770_1,PAR_EXP_310770_1,2025-06-10,39.8,26.7,FAIBLE,4.0,2.8,0.66
IOT_PAR_EXP_310770_1,PAR_EXP_310770_1,2025-06-11,30.6,18.5,FAIBLE,12.0,4.0,0.8
IOT_PAR_EXP_310770_1,PAR_EXP_310770_1,2025-06-12,38.0,26.4,FAIBLE,4.3,4.4,0.53
IOT_PAR_EXP_310770_1,PAR_EXP_310770_1,2025-06-13,31.9,23.5,FAIBLE,1.6,3.1,0.49
IOT_PAR_EXP_310770_1,PAR_EXP_310770_1,2025-06-14,40.0,23.6,FAIBLE,2.3,4.8,0.75
IOT_PAR_EXP_310770_1,PAR_EXP_310770_1,2025-06-15,32.8,27.9,FAIBLE,10.0,2.2,0.74
IOT_PAR_EXP_310770_2,PAR_EXP_310770_2,2025-06-01,20.8,22.4,SEVERE,1.4,2.8,0.57
IOT_PAR_EXP_310770_2,PAR_EXP_310770_2,2025-06-02,44.6,16.0,FAIBLE,14.0,3.5,0.73
IOT_PAR_EXP_310770_2,PAR_EXP_310770_2,2025-06-03,34.9,23.2,FAIBLE,11.8,2.5,0.69
IOT_PAR_EXP_310770_2,PAR_EXP_310770_2,2025-06-04,30.2,26.2,FAIBLE,2.8,2.8,0.5
IOT_PAR_EXP_310770_2,PAR_EXP_310770_2,2025-06-05,40.5,19.4,FAIBLE,5.2,2.5,0.7
IOT_PAR_EXP_310770_2,PAR_EXP_310770_2,2025-06-06,19.0,28.1,SEVERE,9.8,3.9,0.69
IOT_PAR_EXP_310770_2,PAR_EXP_310770_2,2025-06-07,43.9,19.8,FAIBLE,3.4,5.7,0.68
IOT_PAR_EXP_310770_2,PAR_EXP_310770_2,2025-06-08,25.8,24.1,MODERE,13.8,4.1,0.52
IOT_PAR_EXP_310770_2,PAR_EXP_310770_2,2025-06-09,42.7,26.7,FAIBLE,8.8,5.1,0.68
IOT_PAR_EXP_310770_2,PAR_EXP_310770_2,2025-06-10,31.6,25.2,FAIBLE,2.4,3.5,0.56
IOT_PAR_EXP_310770_2,PAR_EXP_310770_2,2025-06-11,44.2,18.9,FAIBLE,6.7,5.5,0.79
IOT_PAR_EXP_310770_2,PAR_EXP_310770_2,2025-06-12,34.8,25.8,FAIBLE,12.9,3.7,0.75
IOT_PAR_EXP_310770_2,PAR_EXP_310770_2,2025-06-13,41.7,22.9,FAIBLE,14.0,5.7,0.54
IOT_PAR_EXP_310770_2,PAR_EXP_310770_2,2025-06-14,23.4,19.9,MODERE,12.0,2.9,0.48
IOT_PAR_EXP_310770_2,PAR_EXP_310770_2,2025-06-15,24.6,28.5,MODERE,13.5,5.5,0.56
IOT_PAR_EXP_310770_3,PAR_EXP_310770_3,2025-06-01,32.9,21.6,FAIBLE,6.0,2.2,0.79
IOT_PAR_EXP_310770_3,PAR_EXP_310770_3,2025-06-02,35.5,21.9,FAIBLE,4.8,4.1,0.54
IOT_PAR_EXP_310770_3,PAR_EXP_310770_3,2025-06-03,35.3,23.4,FAIBLE,10.8,4.2,0.46
IOT_PAR_EXP_310770_3,PAR_EXP_310770_3,2025-06-04,37.8,23.7,FAIBLE,11.8,4.4,0.69
IOT_PAR_EXP_310770_3,PAR_EXP_310770_3,2025-06-05,19.0,25.0,SEVERE,9.1,4.9,0.48
IOT_PAR_EXP_310770_3,PAR_EXP_310770_3,2025-06-06,40.7,17.5,FAIBLE,8.2,2.3,0.67
IOT_PAR_EXP_310770_3,PAR_EXP_310770_3,2025-06-07,37.0,26.5,FAIBLE,7.6,3.8,0.59
IOT_PAR_EXP_310770_3,PAR_EXP_310770_3,2025-06-08,39.8,26.2,FAIBLE,13.1,5.0,0.49
IOT_PAR_EXP_310770_3,PAR_EXP_310770_3,2025-06-09,35.2,20.9,FAIBLE,10.4,4.1,0.46
IOT_PAR_EXP_310770_3,PAR_EXP_310770_3,2025-06-10,25.5,25.9,MODERE,10.1,2.5,0.54
IOT_PAR_EXP_310770_3,PAR_EXP_310770_3,2025-06-11,36.1,21.8,FAIBLE,11.9,5.1,0.77
IOT_PAR_EXP_310770_3,PAR_EXP_310770_3,2025-06-12,41.1,26.7,FAIBLE,4.3,5.2,0.78
IOT_PAR_EXP_310770_3,PAR_EXP_310770_3,2025-06-13,43.7,19.6,FAIBLE,7.8,2.8,0.69
IOT_PAR_EXP_310770_3,PAR_EXP_310770_3,2025-06-14,31.4,25.1,FAIBLE,8.9,2.5,0.69
IOT_PAR_EXP_310770_3,PAR_EXP_310770_3,2025-06-15,38.5,24.0,FAIBLE,7.0,2.3,0.45
IOT_PAR_EXP_310771_1,PAR_EXP_310771_1,2025-06-01,40.2,16.2,FAIBLE,12.2,3.3,0.77
IOT_PAR_EXP_310771_1,PAR_EXP_310771_1,2025-06-02,38.8,20.8,FAIBLE,11.2,4.2,0.67
IOT_PAR_EXP_310771_1,PAR_EXP_310771_1,2025-06-03,43.9,19.5,FAIBLE,11.9,3.7,0.5
IOT_PAR_EXP_310771_1,PAR_EXP_310771_1,2025-06-04,26.5,19.7,MODERE,8.3,5.3,0.7
IOT_PAR_EXP_310771_1,PAR_EXP_310771_1,2025-06-05,29.0,28.3,MODERE,0.5,2.7,0.65
IOT_PAR_EXP_310771_1,PAR_EXP_310771_1,2025-06-06,21.4,22.9,SEVERE,4.5,4.1,0.78
IOT_PAR_EXP_310771_1,PAR_EXP_310771_1,2025-06-07,44.0,19.3,FAIBLE,7.6,3.6,0.54
IOT_PAR_EXP_310771_1,PAR_EXP_310771_1,2025-06-08,44.2,26.1,FAIBLE,12.2,2.8,0.64
IOT_PAR_EXP_310771_1,PAR_EXP_310771_1,2025-06-09,31.8,20.0,FAIBLE,11.5,2.2,0.71
IOT_PAR_EXP_310771_1,PAR_EXP_310771_1,2025-06-10,29.3,24.8,MODERE,10.4,5.3,0.61
IOT_PAR_EXP_310771_1,PAR_EXP_310771_1,2025-06-11,38.8,21.4,FAIBLE,4.5,5.0,0.81
IOT_PAR_EXP_310771_1,PAR_EXP_310771_1,2025-06-12,42.0,23.2,FAIBLE,0.9,5.3,0.71
IOT_PAR_EXP_310771_1,PAR_EXP_310771_1,2025-06-13,32.0,22.2,FAIBLE,8.5,3.4,0.61
IOT_PAR_EXP_310771_1,PAR_EXP_310771_1,2025-06-14,38.2,21.6,FAIBLE,0.1,3.8,0.49
IOT_PAR_EXP_310771_1,PAR_EXP_310771_1,2025-06-15,32.1,22.5,FAIBLE,10.6,2.8,0.64
IOT_PAR_EXP_310771_2,PAR_EXP_310771_2,2025-06-01,37.5,20.1,FAIBLE,7.4,4.6,0.49
IOT_PAR_EXP_310771_2,PAR_EXP_310771_2,2025-06-02,33.3,17.7,FAIBLE,6.1,3.7,0.72
IOT_PAR_EXP_310771_2,PAR_EXP_310771_2,2025-06-03,20.0,20.2,SEVERE,6.1,3.9,0.59
IOT_PAR_EXP_310771_2,PAR_EXP_310771_2,2025-06-04,22.2,17.7,MODERE,4.0,3.2,0.7
IOT_PAR_EXP_310771_2,PAR_EXP_310771_2,2025-06-05,41.6,19.8,FAIBLE,7.7,3.5,0.76
IOT_PAR_EXP_310771_2,PAR_EXP_310771_2,2025-06-06,31.7,20.9,FAIBLE,2.4,3.0,0.49
IOT_PAR_EXP_310771_2,PAR_EXP_310771_2,2025-06-07,34.3,26.6,FAIBLE,1.3,3.3,0.64
IOT_PAR_EXP_310771_2,PAR_EXP_310771_2,2025-06-08,20.5,27.7,SEVERE,2.1,3.4,0.47
IOT_PAR_EXP_310771_2,PAR_EXP_310771_2,2025-06-09,22.4,18.0,MODERE,0.3,3.9,0.48
IOT_PAR_EXP_310771_2,PAR_EXP_310771_2,2025-06-10,37.8,16.8,FAIBLE,4.5,3.9,0.59
IOT_PAR_EXP_310771_2,PAR_EXP_310771_2,2025-06-11,36.3,17.6,FAIBLE,2.4,3.2,0.57
IOT_PAR_EXP_310771_2,PAR_EXP_310771_2,2025-06-12,27.2,21.3,MODERE,3.5,4.9,0.72
IOT_PAR_EXP_310771_2,PAR_EXP_310771_2,2025-06-13,20.5,22.8,SEVERE,8.8,5.1,0.78
IOT_PAR_EXP_310771_2,PAR_EXP_310771_2,2025-06-14,31.5,23.1,FAIBLE,7.7,4.8,0.62
IOT_PAR_EXP_310771_2,PAR_EXP_310771_2,2025-06-15,38.4,25.8,FAIBLE,5.8,5.7,0.55
IOT_PAR_EXP_310771_3,PAR_EXP_310771_3,2025-06-01,37.8,27.2,FAIBLE,7.6,3.4,0.48
IOT_PAR_EXP_310771_3,PAR_EXP_310771_3,2025-06-02,27.1,20.0,MODERE,10.7,5.8,0.6
IOT_PAR_EXP_310771_3,PAR_EXP_310771_3,2025-06-03,22.3,19.9,MODERE,12.1,5.3,0.68
IOT_PAR_EXP_310771_3,PAR_EXP_310771_3,2025-06-04,44.9,19.7,FAIBLE,5.9,5.2,0.62
IOT_PAR_EXP_310771_3,PAR_EXP_310771_3,2025-06-05,41.0,27.1,FAIBLE,7.0,5.6,0.77
IOT_PAR_EXP_310771_3,PAR_EXP_310771_3,2025-06-06,28.6,27.3,MODERE,0.5,4.1,0.73
IOT_PAR_EXP_310771_3,PAR_EXP_310771_3,2025-06-07,31.2,28.3,FAIBLE,11.5,2.2,0.53
IOT_PAR_EXP_310771_3,PAR_EXP_310771_3,2025-06-08,26.7,25.8,MODERE,12.2,4.4,0.78
IOT_PAR_EXP_310771_3,PAR_EXP_310771_3,2025-06-09,43.1,17.2,FAIBLE,6.5,4.0,0.48
IOT_PAR_EXP_310771_3,PAR_EXP_310771_3,2025-06-10,32.2,17.8,FAIBLE,9.9,4.2,0.77
IOT_PAR_EXP_310771_3,PAR_EXP_310771_3,2025-06-11,21.3,16.9,SEVERE,4.4,2.9,0.64
IOT_PAR_EXP_310771_3,PAR_EXP_310771_3,2025-06-12,37.5,28.5,FAIBLE,10.2,2.5,0.74
IOT_PAR_EXP_310771_3,PAR_EXP_310771_3,2025-06-13,42.5,16.9,FAIBLE,8.0,3.8,0.45
IOT_PAR_EXP_310771_3,PAR_EXP_310771_3,2025-06-14,38.7,19.4,FAIBLE,2.6,3.8,0.68
IOT_PAR_EXP_310771_3,PAR_EXP_310771_3,2025-06-15,31.9,26.7,FAIBLE,2.8,4.9,0.46
IOT_PAR_EXP_310772_1,PAR_EXP_310772_1,2025-06-01,25.1,20.4,MODERE,7.1,3.7,0.48
IOT_PAR_EXP_310772_1,PAR_EXP_310772_1,2025-06-02,24.7,20.6,MODERE,9.8,4.4,0.66
IOT_PAR_EXP_310772_1,PAR_EXP_310772_1,2025-06-03,30.7,20.5,FAIBLE,2.0,3.1,0.47
IOT_PAR_EXP_310772_1,PAR_EXP_310772_1,2025-06-04,28.4,27.3,MODERE,5.5,4.8,0.76
IOT_PAR_EXP_310772_1,PAR_EXP_310772_1,2025-06-05,36.3,16.3,FAIBLE,5.3,5.0,0.58
IOT_PAR_EXP_310772_1,PAR_EXP_310772_1,2025-06-06,33.9,22.0,FAIBLE,5.2,3.6,0.58
IOT_PAR_EXP_310772_1,PAR_EXP_310772_1,2025-06-07,22.2,28.0,MODERE,9.3,2.6,0.64
IOT_PAR_EXP_310772_1,PAR_EXP_310772_1,2025-06-08,38.7,17.4,FAIBLE,2.8,4.2,0.73
IOT_PAR_EXP_310772_1,PAR_EXP_310772_1,2025-06-09,28.4,24.2,MODERE,1.0,2.2,0.74
IOT_PAR_EXP_310772_1,PAR_EXP_310772_1,2025-06-10,36.2,24.0,FAIBLE,8.4,2.6,0.71
IOT_PAR_EXP_310772_1,PAR_EXP_310772_1,2025-06-11,41.6,28.4,FAIBLE,5.7,3.6,0.5
IOT_PAR_EXP_310772_1,PAR_EXP_310772_1,2025-06-12,41.5,21.6,FAIBLE,8.3,5.1,0.71
IOT_PAR_EXP_310772_1,PAR_EXP_310772_1,2025-06-13,27.6,19.7,MODERE,7.7,4.4,0.75
IOT_PAR_EXP_310772_1,PAR_EXP_310772_1,2025-06-14,41.7,28.4,FAIBLE,7.2,5.2,0.51
IOT_PAR_EXP_310772_1,PAR_EXP_310772_1,2025-06-15,40.3,27.1,FAIBLE,9.9,2.6,0.56
IOT_PAR_EXP_310772_2,PAR_EXP_310772_2,2025-06-01,20.2,17.1,SEVERE,11.5,4.4,0.79
IOT_PAR_EXP_310772_2,PAR_EXP_310772_2,2025-06-02,39.0,27.7,FAIBLE,8.0,2.5,0.79
IOT_PAR_EXP_310772_2,PAR_EXP_310772_2,2025-06-03,30.5,26.8,FAIBLE,0.9,4.6,0.48
IOT_PAR_EXP_310772_2,PAR_EXP_310772_2,2025-06-04,33.7,20.2,FAIBLE,5.3,3.3,0.65
IOT_PAR_EXP_310772_2,PAR_EXP_310772_2,2025-06-05,37.4,27.8,FAIBLE,4.3,2.9,0.76
IOT_PAR_EXP_310772_2,PAR_EXP_310772_2,2025-06-06,29.9,21.9,MODERE,12.3,2.9,0.72
IOT_PAR_EXP_310772_2,PAR_EXP_310772_2,2025-06-07,41.0,22.0,FAIBLE,1.5,4.3,0.54
IOT_PAR_EXP_310772_2,PAR_EXP_310772_2,2025-06-08,25.0,28.0,MODERE,4.5,5.5,0.7
IOT_PAR_EXP_310772_2,PAR_EXP_310772_2,2025-06-09,22.3,27.6,MODERE,9.6,5.6,0.59
IOT_PAR_EXP_310772_2,PAR_EXP_310772_2,2025-06-10,27.1,28.4,MODERE,12.3,3.7,0.47
IOT_PAR_EXP_310772_2,PAR_EXP_310772_2,2025-06-11,18.3,26.4,SEVERE,7.7,5.0,0.82
IOT_PAR_EXP_310772_2,PAR_EXP_310772_2,2025-06-12,26.2,24.1,MODERE,6.9,2.2,0.7
IOT_PAR_EXP_310772_2,PAR_EXP_310772_2,2025-06-13,34.1,18.7,FAIBLE,10.4,3.8,0.73
IOT_PAR_EXP_310772_2,PAR_EXP_310772_2,2025-06-14,29.4,19.8,MODERE,0.2,3.6,0.68
IOT_PAR_EXP_310772_2,PAR_EXP_310772_2,2025-06-15,32.0,22.8,FAIBLE,9.1,3.5,0.56
IOT_PAR_EXP_310772_3,PAR_EXP_310772_3,2025-06-01,30.2,24.1,FAIBLE,11.5,3.6,0.59
IOT_PAR_EXP_310772_3,PAR_EXP_310772_3,2025-06-02,39.2,19.9,FAIBLE,4.8,3.9,0.53
IOT_PAR_EXP_310772_3,PAR_EXP_310772_3,2025-06-03,35.3,20.8,FAIBLE,0.3,4.2,0.7
IOT_PAR_EXP_310772_3,PAR_EXP_310772_3,2025-06-04,23.2,24.4,MODERE,8.6,3.1,0.49
IOT_PAR_EXP_310772_3,PAR_EXP_310772_3,2025-06-05,43.3,17.1,FAIBLE,4.6,5.3,0.69
IOT_PAR_EXP_310772_3,PAR_EXP_310772_3,2025-06-06,29.1,25.5,MODERE,1.8,4.6,0.68
IOT_PAR_EXP_310772_3,PAR_EXP_310772_3,2025-06-07,37.8,20.1,FAIBLE,6.7,3.4,0.69
