id_recolte,id_parcelle,id_exploitation,annee_campagne,quantite_recoltee_tonnes,rendement_ha_tonnes,taux_humidite_pct,score_ef_total_lot,emissions_co2_kg_eq,prix_vente_tonne_eur,statut_commercialisation
REC_PAR_EXP_310522_2_2021,PAR_EXP_310522_2,EXP_310522,2021,1100.81,12.89,11.5,0.674,741945.94,245.49,STOCKE_FERME
REC_PAR_EXP_310522_2_2022,PAR_EXP_310522_2,EXP_310522,2022,2386.93,27.95,13.7,0.574,1370097.82,197.54,STOCKE_FERME
REC_PAR_EXP_310522_2_2023,PAR_EXP_310522_2,EXP_310522,2023,3775.53,44.21,14.2,0.582,2197358.46,227.46,VENDU_COOPERATIVE
REC_PAR_EXP_310522_2_2024,PAR_EXP_310522_2,EXP_310522,2024,3509.94,41.1,15.3,0.69,2421858.6,232.13,VENDU_COOPERATIVE
REC_PAR_EXP_310522_2_2025,PAR_EXP_310522_2,EXP_310522,2025,2206.74,25.84,14.5,0.642,1416727.08,287.02,STOCKE_FERME
REC_PAR_EXP_310522_3_2021,PAR_EXP_310522_3,EXP_310522,2021,697.72,8.17,13.9,0.669,466774.68,296.55,VENDU_COOPERATIVE
REC_PAR_EXP_310522_3_2022,PAR_EXP_310522_3,EXP_310522,2022,775.43,9.08,15.0,0.602,466808.86,224.49,VENDU_COOPERATIVE
REC_PAR_EXP_310522_3_2023,PAR_EXP_310522_3,EXP_310522,2023,777.14,9.1,14.4,0.494,383907.16,193.88,VENDU_COOPERATIVE
REC_PAR_EXP_310522_3_2024,PAR_EXP_310522_3,EXP_310522,2024,616.59,7.22,13.4,0.741,456893.19,225.14,VENDU_COOPERATIVE
REC_PAR_EXP_310522_3_2025,PAR_EXP_310522_3,EXP_310522,2025,570.47,6.68,12.3,0.638,363959.86,277.87,STOCKE_FERME
REC_PAR_EXP_310523_1_2021,PAR_EXP_310523_1,EXP_310523,2021,812.39,22.82,15.5,0.139,112922.21,262.64,STOCKE_FERME
REC_PAR_EXP_310523_1_2022,PAR_EXP_310523_1,EXP_310523,2022,1178.72,33.11,11.8,0.363,427875.36,260.65,VENDU_COOPERATIVE
REC_PAR_EXP_310523_1_2023,PAR_EXP_310523_1,EXP_310523,2023,1550.02,43.54,14.6,0.425,658758.5,292.32,VENDU_COOPERATIVE
REC_PAR_EXP_310523_1_2024,PAR_EXP_310523_1,EXP_310523,2024,933.43,26.22,11.9,0.295,275361.85,294.95,VENDU_COOPERATIVE
REC_PAR_EXP_310523_1_2025,PAR_EXP_310523_1,EXP_310523,2025,893.92,25.11,11.8,0.389,347734.88,198.83,STOCKE_FERME
REC_PAR_EXP_310523_2_2021,PAR_EXP_310523_2,EXP_310523,2021,1092.92,30.7,14.2,0.307,335526.44,254.73,VENDU_COOPERATIVE
REC_PAR_EXP_310523_2_2022,PAR_EXP_310523_2,EXP_310523,2022,1488.79,41.82,12.9,0.143,212896.97,211.47,VENDU_COOPERATIVE
REC_PAR_EXP_310523_2_2023,PAR_EXP_310523_2,EXP_310523,2023,1026.7,28.84,12.0,0.291,298769.7,187.59,VENDU_COOPERATIVE
REC_PAR_EXP_310523_2_2024,PAR_EXP_310523_2,EXP_310523,2024,522.96,14.69,15.4,0.33,172576.8,299.32,VENDU_COOPERATIVE
REC_PAR_EXP_310523_2_2025,PAR_EXP_310523_2,EXP_310523,2025,834.11,23.43,12.8,0.344,286933.84,264.11,VENDU_COOPERATIVE
REC_PAR_EXP_310523_3_2021,PAR_EXP_310523_3,EXP_310523,2021,284.09,7.98,15.4,0.303,86079.27,297.64,STOCKE_FERME
REC_PAR_EXP_310523_3_2022,PAR_EXP_310523_3,EXP_310523,2022,174.8,4.91,13.8,0.377,65899.6,271.74,STOCKE_FERME
REC_PAR_EXP_310523_3_2023,PAR_EXP_310523_3,EXP_310523,2023,313.28,8.8,13.1,0.152,47618.56,194.78,VENDU_COOPERATIVE
REC_PAR_EXP_310523_3_2024,PAR_EXP_310523_3,EXP_310523,2024,252.4,7.09,14.9,0.25,63100.0,187.38,VENDU_COOPERATIVE
REC_PAR_EXP_310523_3_2025,PAR_EXP_310523_3,EXP_310523,2025,271.27,7.62,13.2,0.237,64290.99,284.8,STOCKE_FERME
REC_PAR_EXP_310524_1_2021,PAR_EXP_310524_1,EXP_310524,2021,2135.22,25.48,13.2,0.387,826330.14,277.91,STOCKE_FERME
REC_PAR_EXP_310524_1_2022,PAR_EXP_310524_1,EXP_310524,2022,3058.7,36.5,12.1,0.496,1517115.2,300.0,STOCKE_FERME
REC_PAR_EXP_310524_1_2023,PAR_EXP_310524_1,EXP_310524,2023,1825.16,21.78,14.0,0.603,1100571.48,207.25,VENDU_COOPERATIVE
REC_PAR_EXP_310524_1_2024,PAR_EXP_310524_1,EXP_310524,2024,1782.43,21.27,15.3,0.775,1381383.25,236.21,STOCKE_FERME
REC_PAR_EXP_310524_1_2025,PAR_EXP_310524_1,EXP_310524,2025,2012.88,24.02,15.4,0.663,1334539.44,306.43,VENDU_COOPERATIVE
REC_PAR_EXP_310524_2_2021,PAR_EXP_310524_2,EXP_310524,2021,2745.29,32.76,12.5,0.573,1573051.17,245.02,VENDU_COOPERATIVE
REC_PAR_EXP_310524_2_2022,PAR_EXP_310524_2,EXP_310524,2022,1350.02,16.11,11.8,0.392,529207.84,316.59,VENDU_COOPERATIVE
REC_PAR_EXP_310524_2_2023,PAR_EXP_310524_2,EXP_310524,2023,2505.62,29.9,13.2,0.523,1310439.26,189.91,STOCKE_FERME
REC_PAR_EXP_310524_2_2024,PAR_EXP_310524_2,EXP_310524,2024,1637.45,19.54,14.4,0.369,604219.05,184.63,STOCKE_FERME
REC_PAR_EXP_310524_2_2025,PAR_EXP_310524_2,EXP_310524,2025,1909.8,22.79,12.8,0.404,771559.2,242.96,STOCKE_FERME
REC_PAR_EXP_310524_3_2021,PAR_EXP_310524_3,EXP_310524,2021,3456.75,41.25,13.0,0.526,1818250.5,262.87,VENDU_COOPERATIVE
REC_PAR_EXP_310524_3_2022,PAR_EXP_310524_3,EXP_310524,2022,2044.72,24.4,12.7,0.35,715652.0,294.82,STOCKE_FERME
REC_PAR_EXP_310524_3_2023,PAR_EXP_310524_3,EXP_310524,2023,2264.28,27.02,11.6,0.776,1757081.28,292.36,VENDU_COOPERATIVE
REC_PAR_EXP_310524_3_2024,PAR_EXP_310524_3,EXP_310524,2024,1516.78,18.1,14.6,0.352,533906.56,205.31,VENDU_COOPERATIVE
REC_PAR_EXP_310524_3_2025,PAR_EXP_310524_3,EXP_310524,2025,3223.79,38.47,13.5,0.824,2656402.96,185.72,VENDU_COOPERATIVE
REC_PAR_EXP_310525_1_2021,PAR_EXP_310525_1,EXP_310525,2021,1299.13,12.42,13.5,0.767,996432.71,311.06,STOCKE_FERME
REC_PAR_EXP_310525_1_2022,PAR_EXP_310525_1,EXP_310525,2022,1337.83,12.79,11.6,0.357,477605.31,235.14,STOCKE_FERME
REC_PAR_EXP_310525_1_2023,PAR_EXP_310525_1,EXP_310525,2023,3803.26,36.36,14.6,0.522,1985301.72,266.99,STOCKE_FERME
REC_PAR_EXP_310525_1_2024,PAR_EXP_310525_1,EXP_310525,2024,1829.45,17.49,14.6,0.68,1244026.0,319.81,VENDU_COOPERATIVE
REC_PAR_EXP_310525_1_2025,PAR_EXP_310525_1,EXP_310525,2025,1280.3,12.24,14.5,0.834,1067770.2,196.96,VENDU_COOPERATIVE
REC_PAR_EXP_310525_2_2021,PAR_EXP_310525_2,EXP_310525,2021,4283.37,40.95,12.8,0.732,3135426.84,211.12,VENDU_COOPERATIVE
REC_PAR_EXP_310525_2_2022,PAR_EXP_310525_2,EXP_310525,2022,2975.87,28.45,14.7,0.705,2097988.35,200.5,STOCKE_FERME
REC_PAR_EXP_310525_2_2023,PAR_EXP_310525_2,EXP_310525,2023,3404.73,32.55,11.6,0.841,2863377.93,243.71,STOCKE_FERME
REC_PAR_EXP_310525_2_2024,PAR_EXP_310525_2,EXP_310525,2024,2285.51,21.85,14.2,0.654,1494723.54,304.2,STOCKE_FERME
REC_PAR_EXP_310525_2_2025,PAR_EXP_310525_2,EXP_310525,2025,3192.39,30.52,14.1,0.556,1774968.84,241.04,STOCKE_FERME
REC_PAR_EXP_310525_3_2021,PAR_EXP_310525_3,EXP_310525,2021,4650.52,44.46,13.9,0.74,3441384.8,207.01,VENDU_COOPERATIVE
REC_PAR_EXP_310525_3_2022,PAR_EXP_310525_3,EXP_310525,2022,1997.86,19.1,11.5,0.633,1264645.38,191.22,VENDU_COOPERATIVE
REC_PAR_EXP_310525_3_2023,PAR_EXP_310525_3,EXP_310525,2023,4509.31,43.11,11.9,0.469,2114866.39,278.18,VENDU_COOPERATIVE
REC_PAR_EXP_310525_3_2024,PAR_EXP_310525_3,EXP_310525,2024,3848.23,36.79,12.1,0.571,2197339.33,206.34,STOCKE_FERME
REC_PAR_EXP_310525_3_2025,PAR_EXP_310525_3,EXP_310525,2025,3229.0,30.87,12.1,0.394,1272226.0,306.54,VENDU_COOPERATIVE
REC_PAR_EXP_310526_1_2021,PAR_EXP_310526_1,EXP_310526,2021,423.27,13.61,13.5,0.726,307294.02,247.85,STOCKE_FERME
REC_PAR_EXP_310526_1_2022,PAR_EXP_310526_1,EXP_310526,2022,757.6,24.36,13.8,0.664,503046.4,319.92,STOCKE_FERME
REC_PAR_EXP_310526_1_2023,PAR_EXP_310526_1,EXP_310526,2023,713.75,22.95,12.1,0.49,349737.5,223.16,STOCKE_FERME
REC_PAR_EXP_310526_1_2024,PAR_EXP_310526_1,EXP_310526,2024,1330.15,42.77,15.0,0.406,540040.9,281.38,VENDU_COOPERATIVE
REC_PAR_EXP_310526_1_2025,PAR_EXP_310526_1,EXP_310526,2025,879.2,28.27,11.9,0.416,365747.2,305.79,STOCKE_FERME
REC_PAR_EXP_310526_2_2021,PAR_EXP_310526_2,EXP_310526,2021,250.36,8.05,12.6,0.644,161231.84,228.09,STOCKE_FERME
REC_PAR_EXP_310526_2_2022,PAR_EXP_310526_2,EXP_310526,2022,265.59,8.54,13.6,0.747,198395.73,316.91,VENDU_COOPERATIVE
REC_PAR_EXP_310526_2_2023,PAR_EXP_310526_2,EXP_310526,2023,147.41,4.74,14.8,0.403,59406.23,228.06,STOCKE_FERME
REC_PAR_EXP_310526_2_2024,PAR_EXP_310526_2,EXP_310526,2024,260.31,8.37,12.5,0.52,135361.2,211.96,VENDU_COOPERATIVE
REC_PAR_EXP_310526_2_2025,PAR_EXP_310526_2,EXP_310526,2025,242.58,7.8,12.0,0.756,183390.48,229.84,VENDU_COOPERATIVE
REC_PAR_EXP_310526_3_2021,PAR_EXP_310526_3,EXP_310526,2021,1238.71,39.83,14.5,0.551,682529.21,267.35,VENDU_COOPERATIVE
REC_PAR_EXP_310526_3_2022,PAR_EXP_310526_3,EXP_310526,2022,812.64,26.13,14.9,0.797,647674.08,251.11,STOCKE_FERME
REC_PAR_EXP_310526_3_2023,PAR_EXP_310526_3,EXP_310526,2023,506.62,16.29,14.5,0.403,204167.86,290.07,STOCKE_FERME
REC_PAR_EXP_310526_3_2024,PAR_EXP_310526_3,EXP_310526,2024,1335.75,42.95,13.9,0.527,703940.25,228.8,VENDU_COOPERATIVE
REC_PAR_EXP_310526_3_2025,PAR_EXP_310526_3,EXP_310526,2025,828.81,26.65,12.6,0.35,290083.5,222.72,STOCKE_FERME
REC_PAR_EXP_310527_1_2021,PAR_EXP_310527_1,EXP_310527,2021,485.81,13.31,12.3,0.591,287113.71,241.22,STOCKE_FERME
REC_PAR_EXP_310527_1_2022,PAR_EXP_310527_1,EXP_310527,2022,981.49,26.89,14.9,0.729,715506.21,290.84,STOCKE_FERME
REC_PAR_EXP_310527_1_2023,PAR_EXP_310527_1,EXP_310527,2023,1251.22,34.28,14.5,0.828,1036010.16,318.43,STOCKE_FERME
REC_PAR_EXP_310527_1_2024,PAR_EXP_310527_1,EXP_310527,2024,757.38,20.75,11.6,0.517,391565.46,310.16,VENDU_COOPERATIVE
REC_PAR_EXP_310527_1_2025,PAR_EXP_310527_1,EXP_310527,2025,1071.28,29.35,13.5,0.451,483147.28,309.82,STOCKE_FERME
REC_PAR_EXP_310527_2_2021,PAR_EXP_310527_2,EXP_310527,2021,1606.73,44.02,11.5,0.779,1251642.67,217.55,STOCKE_FERME
REC_PAR_EXP_310527_2_2022,PAR_EXP_310527_2,EXP_310527,2022,567.21,15.54,15.4,0.461,261483.81,211.18,STOCKE_FERME
REC_PAR_EXP_310527_2_2023,PAR_EXP_310527_2,EXP_310527,2023,1149.38,31.49,13.2,0.674,774682.12,266.52,STOCKE_FERME
REC_PAR_EXP_310527_2_2024,PAR_EXP_310527_2,EXP_310527,2024,666.12,18.25,13.7,0.597,397673.64,235.76,VENDU_COOPERATIVE
REC_PAR_EXP_310527_2_2025,PAR_EXP_310527_2,EXP_310527,2025,1584.1,43.4,13.4,0.372,589285.2,263.35,VENDU_COOPERATIVE
REC_PAR_EXP_310527_3_2021,PAR_EXP_310527_3,EXP_310527,2021,461.0,12.63,12.2,0.453,208833.0,273.05,STOCKE_FERME
REC_PAR_EXP_310527_3_2022,PAR_EXP_310527_3,EXP_310527,2022,528.52,14.48,14.5,0.64,338252.8,226.16,STOCKE_FERME
REC_PAR_EXP_310527_3_2023,PAR_EXP_310527_3,EXP_310527,2023,1236.62,33.88,13.6,0.757,936121.34,297.36,STOCKE_FERME
REC_PAR_EXP_310527_3_2024,PAR_EXP_310527_3,EXP_310527,2024,1026.01,28.11,13.1,0.793,813625.93,286.03,VENDU_COOPERATIVE
REC_PAR_EXP_310527_3_2025,PAR_EXP_310527_3,EXP_310527,2025,1218.0,33.37,15.0,0.373,454314.0,229.81,VENDU_COOPERATIVE
REC_PAR_EXP_310528_1_2021,PAR_EXP_310528_1,EXP_310528,2021,3195.85,40.25,14.8,0.369,1179268.65,230.43,STOCKE_FERME
REC_PAR_EXP_310528_1_2022,PAR_EXP_310528_1,EXP_310528,2022,1135.42,14.3,11.6,0.366,415563.72,202.19,VENDU_COOPERATIVE
REC_PAR_EXP_310528_1_2023,PAR_EXP_310528_1,EXP_310528,2023,2671.81,33.65,12.9,0.41,1095442.1,290.66,VENDU_COOPERATIVE
REC_PAR_EXP_310528_1_2024,PAR_EXP_310528_1,EXP_310528,2024,3233.17,40.72,14.4,0.799,2583302.83,220.32,VENDU_COOPERATIVE
REC_PAR_EXP_310528_1_2025,PAR_EXP_310528_1,EXP_310528,2025,1053.64,13.27,13.2,0.589,620593.96,297.43,VENDU_COOPERATIVE
REC_PAR_EXP_310528_2_2021,PAR_EXP_310528_2,EXP_310528,2021,1460.96,18.4,12.7,0.581,848817.76,282.24,VENDU_COOPERATIVE
REC_PAR_EXP_310528_2_2022,PAR_EXP_310528_2,EXP_310528,2022,953.59,12.01,12.8,0.715,681816.85,289.09,STOCKE_FERME
REC_PAR_EXP_310528_2_2023,PAR_EXP_310528_2,EXP_310528,2023,1538.77,19.38,13.2,0.397,610891.69,290.5,VENDU_COOPERATIVE
REC_PAR_EXP_310528_2_2024,PAR_EXP_310528_2,EXP_310528,2024,1646.76,20.74,12.4,0.712,1172493.12,288.31,VENDU_COOPERATIVE
REC_PAR_EXP_310528_2_2025,PAR_EXP_310528_2,EXP_310528,2025,1353.77,17.05,13.3,0.424,573998.48,185.28,VENDU_COOPERATIVE
REC_PAR_EXP_310528_3_2021,PAR_EXP_310528_3,EXP_310528,2021,3225.23,40.62,14.4,0.819,2641463.37,267.59,VENDU_COOPERATIVE
REC_PAR_EXP_310528_3_2022,PAR_EXP_310528_3,EXP_310528,2022,1735.68,21.86,15.2,0.598,1037936.64,196.02,VENDU_COOPERATIVE
REC_PAR_EXP_310528_3_2023,PAR_EXP_310528_3,EXP_310528,2023,1739.65,21.91,12.0,0.439,763706.35,243.38,STOCKE_FERME
REC_PAR_EXP_310528_3_2024,PAR_EXP_310528_3,EXP_310528,2024,1919.1,24.17,14.6,0.628,1205194.8,200.58,VENDU_COOPERATIVE
REC_PAR_EXP_310528_3_2025,PAR_EXP_310528_3,EXP_310528,2025,2658.31,33.48,14.9,0.745,1980440.95,300.74,STOCKE_FERME
REC_PAR_EXP_310529_1_2021,PAR_EXP_310529_1,EXP_310529,2021,968.81,41.94,12.4,0.388,375898.28,193.08,VENDU_COOPERATIVE
REC_PAR_EXP_310529_1_2022,PAR_EXP_310529_1,EXP_310529,2022,814.97,35.28,15.0,0.428,348807.16,283.11,STOCKE_FERME
REC_PAR_EXP_310529_1_2023,PAR_EXP_310529_1,EXP_310529,2023,356.66,15.44,12.7,0.829,295671.14,190.96,STOCKE_FERME
REC_PAR_EXP_310529_1_2024,PAR_EXP_310529_1,EXP_310529,2024,310.93,13.46,13.0,0.46,143027.8,300.07,STOCKE_FERME
REC_PAR_EXP_310529_1_2025,PAR_EXP_310529_1,EXP_310529,2025,499.65,21.63,14.0,0.505,252323.25,293.13,VENDU_COOPERATIVE
REC_PAR_EXP_310529_2_2021,PAR_EXP_310529_2,EXP_310529,2021,415.8,18.0,12.4,0.552,229521.6,215.4,VENDU_COOPERATIVE
REC_PAR_EXP_310529_2_2022,PAR_EXP_310529_2,EXP_310529,2022,606.84,26.27,15.1,0.655,397480.2,180.92,VENDU_COOPERATIVE
REC_PAR_EXP_310529_2_2023,PAR_EXP_310529_2,EXP_310529,2023,571.96,24.76,14.8,0.532,304282.72,221.69,VENDU_COOPERATIVE
REC_PAR_EXP_310529_2_2024,PAR_EXP_310529_2,EXP_310529,2024,785.86,34.02,12.9,0.571,448726.06,191.5,VENDU_COOPERATIVE
REC_PAR_EXP_310529_2_2025,PAR_EXP_310529_2,EXP_310529,2025,987.06,42.73,11.9,0.675,666265.5,297.94,VENDU_COOPERATIVE
REC_PAR_EXP_310529_3_2021,PAR_EXP_310529_3,EXP_310529,2021,331.95,14.37,14.9,0.579,192199.05,187.14,VENDU_COOPERATIVE
REC_PAR_EXP_310529_3_2022,PAR_EXP_310529_3,EXP_310529,2022,541.23,23.43,11.6,0.749,405381.27,266.63,STOCKE_FERME
REC_PAR_EXP_310529_3_2023,PAR_EXP_310529_3,EXP_310529,2023,470.32,20.36,14.7,0.401,188598.32,231.39,VENDU_COOPERATIVE
REC_PAR_EXP_310529_3_2024,PAR_EXP_310529_3,EXP_310529,2024,799.03,34.59,14.9,0.441,352372.23,275.09,VENDU_COOPERATIVE
REC_PAR_EXP_310529_3_2025,PAR_EXP_310529_3,EXP_310529,2025,583.28,25.25,13.5,0.644,375632.32,219.65,STOCKE_FERME
REC_PAR_EXP_310530_1_2021,PAR_EXP_310530_1,EXP_310530,2021,414.21,23.27,15.0,0.408,168997.68,277.11,VENDU_COOPERATIVE
REC_PAR_EXP_310530_1_2022,PAR_EXP_310530_1,EXP_310530,2022,691.35,38.84,14.9,0.834,576585.9,262.06,VENDU_COOPERATIVE
REC_PAR_EXP_310530_1_2023,PAR_EXP_310530_1,EXP_310530,2023,461.38,25.92,14.7,0.526,242685.88,293.03,STOCKE_FERME
REC_PAR_EXP_310530_1_2024,PAR_EXP_310530_1,EXP_310530,2024,527.41,29.63,15.2,0.744,392393.04,277.42,VENDU_COOPERATIVE
REC_PAR_EXP_310530_1_2025,PAR_EXP_310530_1,EXP_310530,2025,369.88,20.78,13.2,0.811,299972.68,194.22,VENDU_COOPERATIVE
REC_PAR_EXP_310530_2_2021,PAR_EXP_310530_2,EXP_310530,2021,382.34,21.48,15.4,0.603,230551.02,219.27,STOCKE_FERME
REC_PAR_EXP_310530_2_2022,PAR_EXP_310530_2,EXP_310530,2022,636.17,35.74,11.7,0.452,287548.84,317.44,VENDU_COOPERATIVE
REC_PAR_EXP_310530_2_2023,PAR_EXP_310530_2,EXP_310530,2023,222.32,12.49,15.3,0.709,157624.88,274.13,VENDU_COOPERATIVE
REC_PAR_EXP_310530_2_2024,PAR_EXP_310530_2,EXP_310530,2024,800.64,44.98,13.0,0.42,336268.8,251.55,STOCKE_FERME
REC_PAR_EXP_310530_2_2025,PAR_EXP_310530_2,EXP_310530,2025,555.0,31.18,12.6,0.569,315795.0,309.01,STOCKE_FERME
REC_PAR_EXP_310530_3_2021,PAR_EXP_310530_3,EXP_310530,2021,524.03,29.44,13.9,0.661,346383.83,235.28,STOCKE_FERME
REC_PAR_EXP_310530_3_2022,PAR_EXP_310530_3,EXP_310530,2022,566.57,31.83,12.8,0.706,399998.42,233.5,VENDU_COOPERATIVE
REC_PAR_EXP_310530_3_2023,PAR_EXP_310530_3,EXP_310530,2023,725.17,40.74,12.8,0.609,441628.53,195.62,STOCKE_FERME
REC_PAR_EXP_310530_3_2024,PAR_EXP_310530_3,EXP_310530,2024,386.62,21.72,12.3,0.392,151555.04,313.62,STOCKE_FERME
REC_PAR_EXP_310530_3_2025,PAR_EXP_310530_3,EXP_310530,2025,786.58,44.19,12.8,0.831,653647.98,195.64,VENDU_COOPERATIVE
REC_PAR_EXP_310531_1_2021,PAR_EXP_310531_1,EXP_310531,2021,466.47,32.17,11.7,0.453,211310.91,194.37,VENDU_COOPERATIVE
REC_PAR_EXP_310531_1_2022,PAR_EXP_310531_1,EXP_310531,2022,638.14,44.01,12.2,0.698,445421.72,202.07,STOCKE_FERME
REC_PAR_EXP_310531_1_2023,PAR_EXP_310531_1,EXP_310531,2023,354.52,24.45,14.5,0.38,134717.6,246.07,VENDU_COOPERATIVE
REC_PAR_EXP_310531_1_2024,PAR_EXP_310531_1,EXP_310531,2024,389.03,26.83,14.0,0.768,298775.04,226.96,STOCKE_FERME
REC_PAR_EXP_310531_1_2025,PAR_EXP_310531_1,EXP_310531,2025,210.98,14.55,14.0,0.575,121313.5,318.15,STOCKE_FERME
REC_PAR_EXP_310531_2_2021,PAR_EXP_310531_2,EXP_310531,2021,649.6,44.8,12.9,0.587,381315.2,272.46,VENDU_COOPERATIVE
REC_PAR_EXP_310531_2_2022,PAR_EXP_310531_2,EXP_310531,2022,513.3,35.4,14.6,0.65,333645.0,311.52,STOCKE_FERME
REC_PAR_EXP_310531_2_2023,PAR_EXP_310531_2,EXP_310531,2023,258.97,17.86,13.7,0.748,193709.56,297.34,VENDU_COOPERATIVE
REC_PAR_EXP_310531_2_2024,PAR_EXP_310531_2,EXP_310531,2024,181.1,12.49,12.9,0.354,64109.4,266.76,VENDU_COOPERATIVE
REC_PAR_EXP_310531_2_2025,PAR_EXP_310531_2,EXP_310531,2025,546.79,37.71,13.1,0.357,195204.03,315.0,VENDU_COOPERATIVE
REC_PAR_EXP_310531_3_2021,PAR_EXP_310531_3,EXP_310531,2021,604.94,41.72,15.3,0.649,392606.06,309.27,VENDU_COOPERATIVE
REC_PAR_EXP_310531_3_2022,PAR_EXP_310531_3,EXP_310531,2022,472.99,32.62,14.9,0.815,385486.85,294.34,STOCKE_FERME
REC_PAR_EXP_310531_3_2023,PAR_EXP_310531_3,EXP_310531,2023,560.13,38.63,11.8,0.501,280625.13,233.88,STOCKE_FERME
REC_PAR_EXP_310531_3_2024,PAR_EXP_310531_3,EXP_310531,2024,412.09,28.42,11.5,0.828,341210.52,290.18,VENDU_COOPERATIVE
REC_PAR_EXP_310531_3_2025,PAR_EXP_310531_3,EXP_310531,2025,512.28,35.33,12.1,0.714,365767.92,282.61,STOCKE_FERME
REC_PAR_EXP_310532_1_2021,PAR_EXP_310532_1,EXP_310532,2021,1476.26,26.89,13.6,0.246,363159.96,301.83,STOCKE_FERME
REC_PAR_EXP_310532_1_2022,PAR_EXP_310532_1,EXP_310532,2022,1384.58,25.22,12.6,0.309,427835.22,229.1,STOCKE_FERME
REC_PAR_EXP_310532_1_2023,PAR_EXP_310532_1,EXP_310532,2023,2115.85,38.54,15.4,0.208,440096.8,230.58,VENDU_COOPERATIVE
REC_PAR_EXP_310532_1_2024,PAR_EXP_310532_1,EXP_310532,2024,1918.21,34.94,15.4,0.307,588890.47,256.78,VENDU_COOPERATIVE
REC_PAR_EXP_310532_1_2025,PAR_EXP_310532_1,EXP_310532,2025,1401.05,25.52,13.9,0.397,556216.85,259.02,STOCKE_FERME
REC_PAR_EXP_310532_2_2021,PAR_EXP_310532_2,EXP_310532,2021,698.88,12.73,12.1,0.33,230630.4,247.36,VENDU_COOPERATIVE
REC_PAR_EXP_310532_2_2022,PAR_EXP_310532_2,EXP_310532,2022,1976.4,36.0,12.6,0.182,359704.8,302.22,VENDU_COOPERATIVE
REC_PAR_EXP_310532_2_2023,PAR_EXP_310532_2,EXP_310532,2023,2454.03,44.7,11.9,0.138,338656.14,233.23,STOCKE_FERME
REC_PAR_EXP_310532_2_2024,PAR_EXP_310532_2,EXP_310532,2024,895.97,16.32,15.4,0.295,264311.15,314.48,STOCKE_FERME
REC_PAR_EXP_310532_2_2025,PAR_EXP_310532_2,EXP_310532,2025,844.36,15.38,15.2,0.206,173938.16,258.86,VENDU_COOPERATIVE
REC_PAR_EXP_310532_3_2021,PAR_EXP_310532_3,EXP_310532,2021,2254.74,41.07,13.0,0.355,800432.7,247.44,STOCKE_FERME
REC_PAR_EXP_310532_3_2022,PAR_EXP_310532_3,EXP_310532,2022,1957.18,35.65,12.6,0.209,409050.62,280.84,STOCKE_FERME
REC_PAR_EXP_310532_3_2023,PAR_EXP_310532_3,EXP_310532,2023,1830.91,33.35,13.8,0.214,391814.74,291.91,STOCKE_FERME
REC_PAR_EXP_310532_3_2024,PAR_EXP_310532_3,EXP_310532,2024,1253.37,22.83,12.7,0.161,201792.57,236.14,VENDU_COOPERATIVE
REC_PAR_EXP_310532_3_2025,PAR_EXP_310532_3,EXP_310532,2025,1118.86,20.38,12.6,0.267,298735.62,270.56,VENDU_COOPERATIVE
REC_PAR_EXP_310533_1_2021,PAR_EXP_310533_1,EXP_310533,2021,1617.71,36.85,14.9,0.401,648701.71,254.16,VENDU_COOPERATIVE
REC_PAR_EXP_310533_1_2022,PAR_EXP_310533_1,EXP_310533,2022,1666.44,37.96,12.7,0.689,1148177.16,237.98,VENDU_COOPERATIVE
REC_PAR_EXP_310533_1_2023,PAR_EXP_310533_1,EXP_310533,2023,1528.16,34.81,13.4,0.631,964268.96,308.81,STOCKE_FERME
REC_PAR_EXP_310533_1_2024,PAR_EXP_310533_1,EXP_310533,2024,1615.08,36.79,12.1,0.572,923825.76,211.2,STOCKE_FERME
REC_PAR_EXP_310533_1_2025,PAR_EXP_310533_1,EXP_310533,2025,1752.93,39.93,15.5,0.792,1388320.56,199.08,STOCKE_FERME
REC_PAR_EXP_310533_2_2021,PAR_EXP_310533_2,EXP_310533,2021,1411.38,32.15,14.3,0.431,608304.78,196.96,STOCKE_FERME
REC_PAR_EXP_310533_2_2022,PAR_EXP_310533_2,EXP_310533,2022,1338.07,30.48,15.4,0.686,917916.02,279.4,STOCKE_FERME
REC_PAR_EXP_310533_2_2023,PAR_EXP_310533_2,EXP_310533,2023,1047.02,23.85,14.0,0.83,869026.6,316.75,STOCKE_FERME
REC_PAR_EXP_310533_2_2024,PAR_EXP_310533_2,EXP_310533,2024,1288.46,29.35,12.1,0.702,904498.92,262.62,STOCKE_FERME
REC_PAR_EXP_310533_2_2025,PAR_EXP_310533_2,EXP_310533,2025,768.25,17.5,13.0,0.632,485534.0,313.54,VENDU_COOPERATIVE
REC_PAR_EXP_310533_3_2021,PAR_EXP_310533_3,EXP_310533,2021,1606.3,36.59,13.5,0.433,695527.9,270.24,STOCKE_FERME
REC_PAR_EXP_310533_3_2022,PAR_EXP_310533_3,EXP_310533,2022,1969.35,44.86,11.6,0.848,1670008.8,208.24,VENDU_COOPERATIVE
REC_PAR_EXP_310533_3_2023,PAR_EXP_310533_3,EXP_310533,2023,692.74,15.78,11.9,0.547,378928.78,211.07,VENDU_COOPERATIVE
REC_PAR_EXP_310533_3_2024,PAR_EXP_310533_3,EXP_310533,2024,1408.75,32.09,13.3,0.504,710010.0,294.21,STOCKE_FERME
