id_bilan,id_exploitation,annee_exercice,bilan_co2_tonnes_evitees,montant_subvention_pac_eur,montant_credits_carbone_eur,label_obtenu
BIL_EXP_310654_2025,EXP_310654,2025,36.84,6884.01,1657.8,HVE - Haute Valeur Environnementale
BIL_EXP_310655_2023,EXP_310655,2023,510.33,69313.72,22964.85,LABEL_BAS_CARBONE
BIL_EXP_310655_2024,EXP_310655,2024,514.38,78128.32,23147.1,LABEL_BAS_CARBONE
BIL_EXP_310655_2025,EXP_310655,2025,530.7,56195.26,23881.5,LABEL_BAS_CARBONE
BIL_EXP_310656_2023,EXP_310656,2023,122.64,18938.88,5518.8,LABEL_BAS_CARBONE
BIL_EXP_310656_2024,EXP_310656,2024,308.06,21048.78,13862.7,LABEL_BAS_CARBONE
BIL_EXP_310656_2025,EXP_310656,2025,167.94,19445.18,7557.3,LABEL_BAS_CARBONE
BIL_EXP_310657_2023,EXP_310657,2023,109.4,12839.16,4923.0,Bio / Agriculture Biologique
BIL_EXP_310657_2024,EXP_310657,2024,50.86,11954.8,2288.7,Bio / Agriculture Biologique
BIL_EXP_310657_2025,EXP_310657,2025,43.21,12522.1,1944.45,Bio / Agriculture Biologique
BIL_EXP_310658_2023,EXP_310658,2023,451.27,55394.51,20307.15,LABEL_BAS_CARBONE
BIL_EXP_310658_2024,EXP_310658,2024,215.1,45006.01,9679.5,LABEL_BAS_CARBONE
BIL_EXP_310658_2025,EXP_310658,2025,452.78,61191.81,20375.1,LABEL_BAS_CARBONE
BIL_EXP_310659_2023,EXP_310659,2023,0.0,72755.67,0.0,AUCUN
BIL_EXP_310659_2024,EXP_310659,2024,0.0,70099.1,0.0,AUCUN
BIL_EXP_310659_2025,EXP_310659,2025,0.0,84203.38,0.0,AUCUN
BIL_EXP_310660_2023,EXP_310660,2023,0.0,117861.95,0.0,AUCUN
BIL_EXP_310660_2024,EXP_310660,2024,0.0,97641.12,0.0,AUCUN
BIL_EXP_310660_2025,EXP_310660,2025,0.0,71834.95,0.0,AUCUN
BIL_EXP_310661_2023,EXP_310661,2023,0.0,11424.01,0.0,AUCUN
BIL_EXP_310661_2024,EXP_310661,2024,0.0,10148.83,0.0,AUCUN
BIL_EXP_310661_2025,EXP_310661,2025,0.0,9450.95,0.0,AUCUN
BIL_EXP_310662_2023,EXP_310662,2023,0.0,14194.88,0.0,AUCUN
BIL_EXP_310662_2024,EXP_310662,2024,0.0,19620.85,0.0,AUCUN
BIL_EXP_310662_2025,EXP_310662,2025,0.0,17256.43,0.0,AUCUN
BIL_EXP_310663_2023,EXP_310663,2023,548.85,86742.99,24698.25,Bio / Agriculture Biologique
BIL_EXP_310663_2024,EXP_310663,2024,453.07,72541.97,20388.15,Bio / Agriculture Biologique
BIL_EXP_310663_2025,EXP_310663,2025,1040.44,68573.69,46819.8,Bio / Agriculture Biologique
BIL_EXP_310664_2023,EXP_310664,2023,885.24,80046.65,39835.8,LABEL_BAS_CARBONE
BIL_EXP_310664_2024,EXP_310664,2024,837.15,56470.36,37671.75,LABEL_BAS_CARBONE
BIL_EXP_310664_2025,EXP_310664,2025,632.02,55817.13,28440.9,LABEL_BAS_CARBONE
BIL_EXP_310665_2023,EXP_310665,2023,117.78,15303.91,5300.1,Bio / Agriculture Biologique
BIL_EXP_310665_2024,EXP_310665,2024,102.37,14319.27,4606.65,Bio / Agriculture Biologique
BIL_EXP_310665_2025,EXP_310665,2025,169.72,15294.94,7637.4,Bio / Agriculture Biologique
BIL_EXP_310666_2023,EXP_310666,2023,436.77,62088.92,19654.65,HVE - Haute Valeur Environnementale
BIL_EXP_310666_2024,EXP_310666,2024,430.88,61398.77,19389.6,HVE - Haute Valeur Environnementale
BIL_EXP_310666_2025,EXP_310666,2025,229.16,48300.94,10312.2,HVE - Haute Valeur Environnementale
BIL_EXP_310667_2023,EXP_310667,2023,423.29,104376.09,19048.05,LABEL_BAS_CARBONE
BIL_EXP_310667_2024,EXP_310667,2024,674.82,101936.12,30366.9,LABEL_BAS_CARBONE
BIL_EXP_310667_2025,EXP_310667,2025,741.92,100951.11,33386.4,LABEL_BAS_CARBONE
BIL_EXP_310668_2023,EXP_310668,2023,702.45,67140.7,31610.25,LABEL_BAS_CARBONE
BIL_EXP_310668_2024,EXP_310668,2024,747.6,77642.93,33642.0,LABEL_BAS_CARBONE
BIL_EXP_310668_2025,EXP_310668,2025,335.16,62754.73,15082.2,LABEL_BAS_CARBONE
BIL_EXP_310669_2023,EXP_310669,2023,0.0,81678.27,0.0,AUCUN
BIL_EXP_310669_2024,EXP_310669,2024,0.0,76343.48,0.0,AUCUN
BIL_EXP_310669_2025,EXP_310669,2025,0.0,90503.91,0.0,AUCUN
BIL_EXP_310670_2023,EXP_310670,2023,0.0,31866.34,0.0,AUCUN
BIL_EXP_310670_2024,EXP_310670,2024,0.0,41364.54,0.0,AUCUN
BIL_EXP_310670_2025,EXP_310670,2025,0.0,43064.36,0.0,AUCUN
BIL_EXP_310671_2023,EXP_310671,2023,808.85,58189.66,36398.25,LABEL_BAS_CARBONE
BIL_EXP_310671_2024,EXP_310671,2024,753.15,54228.69,33891.75,LABEL_BAS_CARBONE
BIL_EXP_310671_2025,EXP_310671,2025,847.31,79582.6,38128.95,LABEL_BAS_CARBONE
BIL_EXP_310672_2023,EXP_310672,2023,0.0,47863.35,0.0,AUCUN
BIL_EXP_310672_2024,EXP_310672,2024,0.0,45165.35,0.0,AUCUN
BIL_EXP_310672_2025,EXP_310672,2025,0.0,53092.75,0.0,AUCUN
BIL_EXP_310673_2023,EXP_310673,2023,0.0,31296.84,0.0,AUCUN
BIL_EXP_310673_2024,EXP_310673,2024,0.0,36427.7,0.0,AUCUN
BIL_EXP_310673_2025,EXP_310673,2025,0.0,35530.01,0.0,AUCUN
BIL_EXP_310674_2023,EXP_310674,2023,0.0,35601.84,0.0,AUCUN
BIL_EXP_310674_2024,EXP_310674,2024,0.0,36366.63,0.0,AUCUN
BIL_EXP_310674_2025,EXP_310674,2025,0.0,45298.26,0.0,AUCUN
BIL_EXP_310675_2023,EXP_310675,2023,187.35,42479.01,8430.75,HVE - Haute Valeur Environnementale
BIL_EXP_310675_2024,EXP_310675,2024,530.85,40314.5,23888.25,HVE - Haute Valeur Environnementale
BIL_EXP_310675_2025,EXP_310675,2025,207.25,51510.88,9326.25,HVE - Haute Valeur Environnementale
BIL_EXP_310676_2023,EXP_310676,2023,603.24,80054.97,27145.8,LABEL_BAS_CARBONE
BIL_EXP_310676_2024,EXP_310676,2024,640.22,80769.83,28809.9,LABEL_BAS_CARBONE
BIL_EXP_310676_2025,EXP_310676,2025,751.46,65081.42,33815.7,LABEL_BAS_CARBONE
BIL_EXP_310677_2023,EXP_310677,2023,338.74,40954.21,15243.3,Bio / Agriculture Biologique
BIL_EXP_310677_2024,EXP_310677,2024,438.18,27134.35,19718.1,Bio / Agriculture Biologique
BIL_EXP_310677_2025,EXP_310677,2025,390.36,34432.11,17566.2,Bio / Agriculture Biologique
BIL_EXP_310678_2023,EXP_310678,2023,297.21,31908.88,13374.45,HVE - Haute Valeur Environnementale
BIL_EXP_310678_2024,EXP_310678,2024,173.85,24008.01,7823.25,HVE - Haute Valeur Environnementale
BIL_EXP_310678_2025,EXP_310678,2025,156.95,18700.06,7062.75,HVE - Haute Valeur Environnementale
BIL_EXP_310679_2023,EXP_310679,2023,0.0,53955.43,0.0,AUCUN
BIL_EXP_310679_2024,EXP_310679,2024,0.0,72697.02,0.0,AUCUN
BIL_EXP_310679_2025,EXP_310679,2025,0.0,64204.05,0.0,AUCUN
BIL_EXP_310680_2023,EXP_310680,2023,0.0,16558.11,0.0,AUCUN
BIL_EXP_310680_2024,EXP_310680,2024,0.0,24136.68,0.0,AUCUN
BIL_EXP_310680_2025,EXP_310680,2025,0.0,21009.28,0.0,AUCUN
BIL_EXP_310681_2023,EXP_310681,2023,668.67,78211.37,30090.15,LABEL_BAS_CARBONE
BIL_EXP_310681_2024,EXP_310681,2024,621.48,68444.07,27966.6,LABEL_BAS_CARBONE
BIL_EXP_310681_2025,EXP_310681,2025,286.33,69319.82,12884.85,LABEL_BAS_CARBONE
BIL_EXP_310682_2023,EXP_310682,2023,767.78,75666.46,34550.1,LABEL_BAS_CARBONE
BIL_EXP_310682_2024,EXP_310682,2024,485.01,71246.85,21825.45,LABEL_BAS_CARBONE
BIL_EXP_310682_2025,EXP_310682,2025,599.54,56967.03,26979.3,LABEL_BAS_CARBONE
BIL_EXP_310683_2023,EXP_310683,2023,0.0,6967.46,0.0,AUCUN
BIL_EXP_310683_2024,EXP_310683,2024,0.0,9195.02,0.0,AUCUN
BIL_EXP_310683_2025,EXP_310683,2025,0.0,8933.28,0.0,AUCUN
BIL_EXP_310684_2023,EXP_310684,2023,0.0,16894.05,0.0,AUCUN
BIL_EXP_310684_2024,EXP_310684,2024,0.0,18762.66,0.0,AUCUN
BIL_EXP_310684_2025,EXP_310684,2025,0.0,19150.46,0.0,AUCUN
BIL_EXP_310685_2023,EXP_310685,2023,179.08,45661.05,8058.6,Bio / Agriculture Biologique
BIL_EXP_310685_2024,EXP_310685,2024,197.22,35907.32,8874.9,Bio / Agriculture Biologique
BIL_EXP_310685_2025,EXP_310685,2025,270.21,50783.26,12159.45,Bio / Agriculture Biologique
BIL_EXP_310686_2023,EXP_310686,2023,0.0,55824.9,0.0,AUCUN
BIL_EXP_310686_2024,EXP_310686,2024,0.0,60063.6,0.0,AUCUN
BIL_EXP_310686_2025,EXP_310686,2025,0.0,80542.62,0.0,AUCUN
BIL_EXP_310687_2023,EXP_310687,2023,0.0,6456.26,0.0,AUCUN
BIL_EXP_310687_2024,EXP_310687,2024,0.0,10622.73,0.0,AUCUN
BIL_EXP_310687_2025,EXP_310687,2025,0.0,8808.25,0.0,AUCUN
BIL_EXP_310688_2023,EXP_310688,2023,0.0,82109.48,0.0,AUCUN
BIL_EXP_310688_2024,EXP_310688,2024,0.0,85101.93,0.0,AUCUN
BIL_EXP_310688_2025,EXP_310688,2025,0.0,97345.45,0.0,AUCUN
BIL_EXP_310689_2023,EXP_310689,2023,0.0,36059.48,0.0,AUCUN
BIL_EXP_310689_2024,EXP_310689,2024,0.0,34886.22,0.0,AUCUN
BIL_EXP_310689_2025,EXP_310689,2025,0.0,27483.13,0.0,AUCUN
BIL_EXP_310690_2023,EXP_310690,2023,450.1,46953.5,20254.5,HVE - Haute Valeur Environnementale
BIL_EXP_310690_2024,EXP_310690,2024,419.03,34637.97,18856.35,HVE - Haute Valeur Environnementale
BIL_EXP_310690_2025,EXP_310690,2025,316.36,39548.7,14236.2,HVE - Haute Valeur Environnementale
BIL_EXP_310691_2023,EXP_310691,2023,831.1,58703.39,37399.5,Conversion Bio
BIL_EXP_310691_2024,EXP_310691,2024,922.84,92900.15,41527.8,Conversion Bio
BIL_EXP_310691_2025,EXP_310691,2025,302.58,77912.81,13616.1,Conversion Bio
BIL_EXP_310692_2023,EXP_310692,2023,866.65,84832.55,38999.25,HVE - Haute Valeur Environnementale
BIL_EXP_310692_2024,EXP_310692,2024,546.53,53922.02,24593.85,HVE - Haute Valeur Environnementale
BIL_EXP_310692_2025,EXP_310692,2025,905.53,77224.53,40748.85,HVE - Haute Valeur Environnementale
BIL_EXP_310693_2023,EXP_310693,2023,0.0,69405.88,0.0,AUCUN
BIL_EXP_310693_2024,EXP_310693,2024,0.0,47052.86,0.0,AUCUN
BIL_EXP_310693_2025,EXP_310693,2025,0.0,53834.89,0.0,AUCUN
BIL_EXP_310694_2023,EXP_310694,2023,0.0,100270.65,0.0,AUCUN
BIL_EXP_310694_2024,EXP_310694,2024,0.0,57470.31,0.0,AUCUN
BIL_EXP_310694_2025,EXP_310694,2025,0.0,97007.48,0.0,AUCUN
BIL_EXP_310695_2023,EXP_310695,2023,0.0,76120.84,0.0,AUCUN
BIL_EXP_310695_2024,EXP_310695,2024,0.0,67947.28,0.0,AUCUN
BIL_EXP_310695_2025,EXP_310695,2025,0.0,92719.52,0.0,AUCUN
BIL_EXP_310696_2023,EXP_310696,2023,276.71,42423.11,12451.95,HVE - Haute Valeur Environnementale
BIL_EXP_310696_2024,EXP_310696,2024,298.42,29032.66,13428.9,HVE - Haute Valeur Environnementale
BIL_EXP_310696_2025,EXP_310696,2025,242.47,30142.29,10911.15,HVE - Haute Valeur Environnementale
BIL_EXP_310697_2023,EXP_310697,2023,0.0,44208.64,0.0,AUCUN
BIL_EXP_310697_2024,EXP_310697,2024,0.0,53812.84,0.0,AUCUN
BIL_EXP_310697_2025,EXP_310697,2025,0.0,48343.07,0.0,AUCUN
BIL_EXP_310698_2023,EXP_310698,2023,0.0,72379.17,0.0,AUCUN
BIL_EXP_310698_2024,EXP_310698,2024,0.0,61767.65,0.0,AUCUN
BIL_EXP_310698_2025,EXP_310698,2025,0.0,68696.34,0.0,AUCUN
BIL_EXP_310699_2023,EXP_310699,2023,0.0,53724.03,0.0,AUCUN
BIL_EXP_310699_2024,EXP_310699,2024,0.0,86652.08,0.0,AUCUN
BIL_EXP_310699_2025,EXP_310699,2025,0.0,85729.77,0.0,AUCUN
BIL_EXP_310700_2023,EXP_310700,2023,0.0,16152.5,0.0,AUCUN
BIL_EXP_310700_2024,EXP_310700,2024,0.0,15247.79,0.0,AUCUN
BIL_EXP_310700_2025,EXP_310700,2025,0.0,13088.97,0.0,AUCUN
BIL_EXP_310701_2023,EXP_310701,2023,0.0,97878.93,0.0,AUCUN
BIL_EXP_310701_2024,EXP_310701,2024,0.0,83526.06,0.0,AUCUN
BIL_EXP_310701_2025,EXP_310701,2025,0.0,55680.97,0.0,AUCUN
BIL_EXP_310702_2023,EXP_310702,2023,0.0,28066.34,0.0,AUCUN
BIL_EXP_310702_2024,EXP_310702,2024,0.0,38127.97,0.0,AUCUN
BIL_EXP_310702_2025,EXP_310702,2025,0.0,35377.26,0.0,AUCUN
BIL_EXP_310703_2023,EXP_310703,2023,0.0,22631.62,0.0,AUCUN
BIL_EXP_310703_2024,EXP_310703,2024,0.0,24313.12,0.0,AUCUN
BIL_EXP_310703_2025,EXP_310703,2025,0.0,28833.15,0.0,AUCUN
BIL_EXP_310704_2023,EXP_310704,2023,595.23,88903.51,26785.35,LABEL_BAS_CARBONE
BIL_EXP_310704_2024,EXP_310704,2024,676.9,59733.31,30460.5,LABEL_BAS_CARBONE
BIL_EXP_310704_2025,EXP_310704,2025,701.33,73087.98,31559.85,LABEL_BAS_CARBONE
BIL_EXP_310705_2023,EXP_310705,2023,83.78,8587.69,3770.1,LABEL_BAS_CARBONE
BIL_EXP_310705_2024,EXP_310705,2024,66.02,11736.17,2970.9,LABEL_BAS_CARBONE
BIL_EXP_310705_2025,EXP_310705,2025,113.15,12676.52,5091.75,LABEL_BAS_CARBONE
BIL_EXP_310706_2023,EXP_310706,2023,244.29,41740.4,10993.05,Conversion Bio
BIL_EXP_310706_2024,EXP_310706,2024,294.04,36228.87,13231.8,Conversion Bio
BIL_EXP_310706_2025,EXP_310706,2025,173.17,27916.0,7792.65,Conversion Bio
BIL_EXP_310707_2023,EXP_310707,2023,475.27,87169.07,21387.15,LABEL_BAS_CARBONE
BIL_EXP_310707_2024,EXP_310707,2024,458.69,74485.67,20641.05,LABEL_BAS_CARBONE
BIL_EXP_310707_2025,EXP_310707,2025,933.59,66573.25,42011.55,LABEL_BAS_CARBONE
BIL_EXP_310708_2023,EXP_310708,2023,0.0,83551.19,0.0,AUCUN
BIL_EXP_310708_2024,EXP_310708,2024,0.0,91839.8,0.0,AUCUN
BIL_EXP_310708_2025,EXP_310708,2025,0.0,79717.94,0.0,AUCUN
BIL_EXP_310709_2023,EXP_310709,2023,233.75,48554.11,10518.75,Conversion Bio
BIL_EXP_310709_2024,EXP_310709,2024,322.44,34877.8,14509.8,Conversion Bio
BIL_EXP_310709_2025,EXP_310709,2025,338.0,30738.59,15210.0,Conversion Bio
BIL_EXP_310710_2023,EXP_310710,2023,147.56,22232.12,6640.2,LABEL_BAS_CARBONE
BIL_EXP_310710_2024,EXP_310710,2024,190.09,21150.45,8554.05,LABEL_BAS_CARBONE
BIL_EXP_310710_2025,EXP_310710,2025,108.74,28377.32,4893.3,LABEL_BAS_CARBONE
BIL_EXP_310711_2023,EXP_310711,2023,0.0,46555.66,0.0,AUCUN
BIL_EXP_310711_2024,EXP_310711,2024,0.0,49269.88,0.0,AUCUN
BIL_EXP_310711_2025,EXP_310711,2025,0.0,63391.76,0.0,AUCUN
BIL_EXP_310712_2023,EXP_310712,2023,0.0,94557.71,0.0,AUCUN
BIL_EXP_310712_2024,EXP_310712,2024,0.0,72511.06,0.0,AUCUN
BIL_EXP_310712_2025,EXP_310712,2025,0.0,70861.1,0.0,AUCUN
BIL_EXP_310713_2023,EXP_310713,2023,352.61,34807.82,15867.45,Conversion Bio
BIL_EXP_310713_2024,EXP_310713,2024,491.24,34636.54,22105.8,Conversion Bio
BIL_EXP_310713_2025,EXP_310713,2025,232.43,27977.8,10459.35,Conversion Bio
BIL_EXP_310714_2023,EXP_310714,2023,0.0,15039.21,0.0,AUCUN
BIL_EXP_310714_2024,EXP_310714,2024,0.0,18767.7,0.0,AUCUN
BIL_EXP_310714_2025,EXP_310714,2025,0.0,15372.39,0.0,AUCUN
BIL_EXP_310715_2023,EXP_310715,2023,590.3,89582.74,26563.5,LABEL_BAS_CARBONE
BIL_EXP_310715_2024,EXP_310715,2024,640.84,57938.45,28837.8,LABEL_BAS_CARBONE
BIL_EXP_310715_2025,EXP_310715,2025,725.85,57467.72,32663.25,LABEL_BAS_CARBONE
BIL_EXP_310716_2023,EXP_310716,2023,481.07,59317.93,21648.15,Bio / Agriculture Biologique
BIL_EXP_310716_2024,EXP_310716,2024,431.96,65487.85,19438.2,Bio / Agriculture Biologique
BIL_EXP_310716_2025,EXP_310716,2025,369.67,62946.24,16635.15,Bio / Agriculture Biologique
BIL_EXP_310717_2023,EXP_310717,2023,389.9,100252.93,17545.5,HVE - Haute Valeur Environnementale
BIL_EXP_310717_2024,EXP_310717,2024,433.13,74534.79,19490.85,HVE - Haute Valeur Environnementale
BIL_EXP_310717_2025,EXP_310717,2025,809.95,67925.59,36447.75,HVE - Haute Valeur Environnementale
BIL_EXP_310718_2023,EXP_310718,2023,578.18,57252.01,26018.1,LABEL_BAS_CARBONE
BIL_EXP_310718_2024,EXP_310718,2024,509.85,48917.09,22943.25,LABEL_BAS_CARBONE
BIL_EXP_310718_2025,EXP_310718,2025,402.41,46422.17,18108.45,LABEL_BAS_CARBONE
BIL_EXP_310719_2023,EXP_310719,2023,747.64,45366.86,33643.8,HVE - Haute Valeur Environnementale
BIL_EXP_310719_2024,EXP_310719,2024,414.41,71652.87,18648.45,HVE - Haute Valeur Environnementale
BIL_EXP_310719_2025,EXP_310719,2025,692.53,44602.26,31163.85,HVE - Haute Valeur Environnementale
BIL_EXP_310720_2023,EXP_310720,2023,331.15,38992.03,14901.75,Bio / Agriculture Biologique
BIL_EXP_310720_2024,EXP_310720,2024,559.32,49026.91,25169.4,Bio / Agriculture Biologique
BIL_EXP_310720_2025,EXP_310720,2025,553.93,37017.72,24926.85,Bio / Agriculture Biologique
BIL_EXP_310721_2023,EXP_310721,2023,0.0,51133.16,0.0,AUCUN
BIL_EXP_310721_2024,EXP_310721,2024,0.0,44108.18,0.0,AUCUN
BIL_EXP_310721_2025,EXP_310721,2025,0.0,51369.88,0.0,AUCUN
BIL_EXP_310722_2023,EXP_310722,2023,800.91,70212.72,36040.95,LABEL_BAS_CARBONE
BIL_EXP_310722_2024,EXP_310722,2024,324.75,87242.14,14613.75,LABEL_BAS_CARBONE
BIL_EXP_310722_2025,EXP_310722,2025,699.41,84033.18,31473.45,LABEL_BAS_CARBONE
BIL_EXP_310723_2023,EXP_310723,2023,690.08,68244.57,31053.6,LABEL_BAS_CARBONE
BIL_EXP_310723_2024,EXP_310723,2024,1069.24,88366.92,48115.8,LABEL_BAS_CARBONE
BIL_EXP_310723_2025,EXP_310723,2025,1037.06,83996.0,46667.7,LABEL_BAS_CARBONE
BIL_EXP_310724_2023,EXP_310724,2023,452.02,48997.41,20340.9,Conversion Bio
BIL_EXP_310724_2024,EXP_310724,2024,216.52,46264.74,9743.4,Conversion Bio
BIL_EXP_310724_2025,EXP_310724,2025,288.71,36332.8,12991.95,Conversion Bio
BIL_EXP_310725_2023,EXP_310725,2023,870.6,80910.93,39177.0,Conversion Bio
BIL_EXP_310725_2024,EXP_310725,2024,688.82,81349.68,30996.9,Conversion Bio
BIL_EXP_310725_2025,EXP_310725,2025,803.22,80835.8,36144.9,Conversion Bio
BIL_EXP_310726_2023,EXP_310726,2023,540.9,42381.49,24340.5,HVE - Haute Valeur Environnementale
BIL_EXP_310726_2024,EXP_310726,2024,565.5,46500.38,25447.5,HVE - Haute Valeur Environnementale
BIL_EXP_310726_2025,EXP_310726,2025,421.65,57264.27,18974.25,HVE - Haute Valeur Environnementale
BIL_EXP_310727_2023,EXP_310727,2023,130.07,17679.91,5853.15,LABEL_BAS_CARBONE
BIL_EXP_310727_2024,EXP_310727,2024,119.45,16750.34,5375.25,LABEL_BAS_CARBONE
BIL_EXP_310727_2025,EXP_310727,2025,151.82,12990.16,6831.9,LABEL_BAS_CARBONE
BIL_EXP_310728_2023,EXP_310728,2023,654.08,59267.05,29433.6,LABEL_BAS_CARBONE
BIL_EXP_310728_2024,EXP_310728,2024,609.01,45650.56,27405.45,LABEL_BAS_CARBONE
BIL_EXP_310728_2025,EXP_310728,2025,756.62,74316.76,34047.9,LABEL_BAS_CARBONE
BIL_EXP_310729_2023,EXP_310729,2023,405.11,84662.7,18229.95,Conversion Bio
BIL_EXP_310729_2024,EXP_310729,2024,556.37,72556.63,25036.65,Conversion Bio
BIL_EXP_310729_2025,EXP_310729,2025,355.37,69574.32,15991.65,Conversion Bio
BIL_EXP_310730_2023,EXP_310730,2023,0.0,30315.64,0.0,AUCUN
BIL_EXP_310730_2024,EXP_310730,2024,0.0,30548.54,0.0,AUCUN
BIL_EXP_310730_2025,EXP_310730,2025,0.0,22994.19,0.0,AUCUN
BIL_EXP_310731_2023,EXP_310731,2023,0.0,26714.2,0.0,AUCUN
BIL_EXP_310731_2024,EXP_310731,2024,0.0,29850.75,0.0,AUCUN
BIL_EXP_310731_2025,EXP_310731,2025,0.0,28562.45,0.0,AUCUN
BIL_EXP_310732_2023,EXP_310732,2023,438.91,47519.17,19750.95,LABEL_BAS_CARBONE
BIL_EXP_310732_2024,EXP_310732,2024,450.71,39186.9,20281.95,LABEL_BAS_CARBONE
BIL_EXP_310732_2025,EXP_310732,2025,301.92,52722.27,13586.4,LABEL_BAS_CARBONE
BIL_EXP_310733_2023,EXP_310733,2023,421.34,96987.06,18960.3,HVE - Haute Valeur Environnementale
BIL_EXP_310733_2024,EXP_310733,2024,864.42,57168.84,38898.9,HVE - Haute Valeur Environnementale
BIL_EXP_310733_2025,EXP_310733,2025,622.7,82894.93,28021.5,HVE - Haute Valeur Environnementale
BIL_EXP_310734_2023,EXP_310734,2023,406.86,43529.43,18308.7,Conversion Bio
BIL_EXP_310734_2024,EXP_310734,2024,429.91,27626.81,19345.95,Conversion Bio
BIL_EXP_310734_2025,EXP_310734,2025,371.79,28701.85,16730.55,Conversion Bio
BIL_EXP_310735_2023,EXP_310735,2023,0.0,47632.94,0.0,AUCUN
BIL_EXP_310735_2024,EXP_310735,2024,0.0,37886.4,0.0,AUCUN
BIL_EXP_310735_2025,EXP_310735,2025,0.0,46946.8,0.0,AUCUN
BIL_EXP_310736_2023,EXP_310736,2023,148.58,20156.98,6686.1,LABEL_BAS_CARBONE
BIL_EXP_310736_2024,EXP_310736,2024,249.42,31203.66,11223.9,LABEL_BAS_CARBONE
BIL_EXP_310736_2025,EXP_310736,2025,219.27,26377.94,9867.15,LABEL_BAS_CARBONE
BIL_EXP_310737_2023,EXP_310737,2023,815.04,75308.23,36676.8,LABEL_BAS_CARBONE
BIL_EXP_310737_2024,EXP_310737,2024,958.37,83490.65,43126.65,LABEL_BAS_CARBONE
BIL_EXP_310737_2025,EXP_310737,2025,638.61,83248.03,28737.45,LABEL_BAS_CARBONE
BIL_EXP_310738_2023,EXP_310738,2023,0.0,28698.66,0.0,AUCUN
BIL_EXP_310738_2024,EXP_310738,2024,0.0,44956.76,0.0,AUCUN
BIL_EXP_310738_2025,EXP_310738,2025,0.0,31775.57,0.0,AUCUN
BIL_EXP_310739_2023,EXP_310739,2023,0.0,53408.81,0.0,AUCUN
BIL_EXP_310739_2024,EXP_310739,2024,0.0,32320.04,0.0,AUCUN
BIL_EXP_310739_2025,EXP_310739,2025,0.0,37872.15,0.0,AUCUN
BIL_EXP_310740_2023,EXP_310740,2023,949.67,72361.93,42735.15,LABEL_BAS_CARBONE
BIL_EXP_310740_2024,EXP_310740,2024,434.27,76087.59,19542.15,LABEL_BAS_CARBONE
BIL_EXP_310740_2025,EXP_310740,2025,378.61,80044.25,17037.45,LABEL_BAS_CARBONE
BIL_EXP_310741_2023,EXP_310741,2023,0.0,58447.62,0.0,AUCUN
BIL_EXP_310741_2024,EXP_310741,2024,0.0,53789.27,0.0,AUCUN
BIL_EXP_310741_2025,EXP_310741,2025,0.0,54118.86,0.0,AUCUN
BIL_EXP_310742_2023,EXP_310742,2023,0.0,44900.73,0.0,AUCUN
BIL_EXP_310742_2024,EXP_310742,2024,0.0,68086.1,0.0,AUCUN
BIL_EXP_310742_2025,EXP_310742,2025,0.0,73256.97,0.0,AUCUN
BIL_EXP_310743_2023,EXP_310743,2023,0.0,29690.97,0.0,AUCUN
BIL_EXP_310743_2024,EXP_310743,2024,0.0,26673.83,0.0,AUCUN
BIL_EXP_310743_2025,EXP_310743,2025,0.0,31390.78,0.0,AUCUN
BIL_EXP_310744_2023,EXP_310744,2023,192.49,21175.3,8662.05,LABEL_BAS_CARBONE
BIL_EXP_310744_2024,EXP_310744,2024,249.77,15447.22,11239.65,LABEL_BAS_CARBONE
BIL_EXP_310744_2025,EXP_310744,2025,234.92,18971.15,10571.4,LABEL_BAS_CARBONE
BIL_EXP_310745_2023,EXP_310745,2023,0.0,50417.19,0.0,AUCUN
BIL_EXP_310745_2024,EXP_310745,2024,0.0,52820.74,0.0,AUCUN
BIL_EXP_310745_2025,EXP_310745,2025,0.0,60995.95,0.0,AUCUN
BIL_EXP_310746_2023,EXP_310746,2023,0.0,48297.54,0.0,AUCUN
BIL_EXP_310746_2024,EXP_310746,2024,0.0,39268.44,0.0,AUCUN
BIL_EXP_310746_2025,EXP_310746,2025,0.0,67896.32,0.0,AUCUN
BIL_EXP_310747_2023,EXP_310747,2023,1016.78,98795.24,45755.1,HVE - Haute Valeur Environnementale
BIL_EXP_310747_2024,EXP_310747,2024,549.28,81941.49,24717.6,HVE - Haute Valeur Environnementale
BIL_EXP_310747_2025,EXP_310747,2025,698.65,77564.74,31439.25,HVE - Haute Valeur Environnementale
BIL_EXP_310748_2023,EXP_310748,2023,695.13,77290.65,31280.85,Bio / Agriculture Biologique
BIL_EXP_310748_2024,EXP_310748,2024,705.33,90746.03,31739.85,Bio / Agriculture Biologique
BIL_EXP_310748_2025,EXP_310748,2025,438.12,75366.54,19715.4,Bio / Agriculture Biologique
BIL_EXP_310749_2023,EXP_310749,2023,351.62,27947.22,15822.9,Conversion Bio
BIL_EXP_310749_2024,EXP_310749,2024,139.58,22290.13,6281.1,Conversion Bio
BIL_EXP_310749_2025,EXP_310749,2025,124.52,31848.54,5603.4,Conversion Bio
BIL_EXP_310750_2023,EXP_310750,2023,300.39,42458.24,13517.55,HVE - Haute Valeur Environnementale
BIL_EXP_310750_2024,EXP_310750,2024,212.01,28398.83,9540.45,HVE - Haute Valeur Environnementale
BIL_EXP_310750_2025,EXP_310750,2025,249.63,27812.31,11233.35,HVE - Haute Valeur Environnementale
