id_medicament,id_finess_etablissement,nom_etablissement,code_cip13,nom_substance_active,quantite_en_stock_doses,jours_autonomie_restants,statut_approvisionnement
MED-01124,50005958,CH DE BRIANCON SLD,3400930088888,Propofol Émulsion IV,807,31,STOCK_CONFORME
MED-01125,20014676,CMP CH SAINT-QUENTIN BOHAIN-EN-VER,3400930056789,Paracétamol Injectable IV 10mg/ml,8151,32,STOCK_CONFORME
MED-01126,20004776,EHPAD CH CHAUNY,3400930012345,Amoxicilline 1g,2443,39,STOCK_CONFORME
MED-01127,60780277,CLINIQUE SAINTE BRIGITTE,3400930066666,Cefotaxime 1g Poudre Solution,5567,9,REAPPROVISIONNEMENT_TENDU
MED-01128,50008705,HJ PSY GEN HELENE CHAIGNEAU GAP,3400930012345,Amoxicilline 1g,7747,38,STOCK_CONFORME
MED-01129,50006105,CH D'EMBRUN SLD,3400930066666,Cefotaxime 1g Poudre Solution,2016,29,STOCK_CONFORME
MED-01130,20008793,HJ EPSMD TERGNIER,3400930088888,Propofol Émulsion IV,1156,22,STOCK_CONFORME
MED-01131,60780145,CLINIQUE SAINT DOMINIQUE,3400930088888,Propofol Émulsion IV,3795,26,STOCK_CONFORME
MED-01132,30784136,EHPAD DU CH DE BOURBON L'ARCHAMBAULT,3400930088888,Propofol Émulsion IV,3334,37,STOCK_CONFORME
MED-01133,30000095,CH DE BOURBON L'ARCHAMBAULT,3400930077777,Morphine Sulfate 10mg,5903,24,STOCK_CONFORME
MED-01134,30000061,CH DE MOULINS,3400930099999,Insuline Rapide 100 UI/ml,1187,22,STOCK_CONFORME
MED-01135,10000032,CH BUGEY SUD,3400930099999,Insuline Rapide 100 UI/ml,1022,33,STOCK_CONFORME
MED-01136,10002251,HDJ ADULTES CHATILLON,3400930099999,Insuline Rapide 100 UI/ml,7932,21,STOCK_CONFORME
MED-01137,60780350,CLINIQUE LES HELLENIDES,3400930099999,Insuline Rapide 100 UI/ml,7191,26,STOCK_CONFORME
MED-01138,20004446,CENTRE DE FORMATION CH LAON,3400930056789,Paracétamol Injectable IV 10mg/ml,2181,2,RUPTURE_AVEREE_CRITIQUE
MED-01139,40000135,CHI DES ALPES DU SUD SITE DE SISTERON,3400930056789,Paracétamol Injectable IV 10mg/ml,3410,27,STOCK_CONFORME
MED-01140,60790094,CAMSP CH ANTIBES,3400930088888,Propofol Émulsion IV,7530,15,STOCK_CONFORME
MED-01141,20001087,CH HIRSON,3400930088888,Propofol Émulsion IV,1171,41,STOCK_CONFORME
MED-01142,60780590,CLINIQUE DU PALAIS,3400930099999,Insuline Rapide 100 UI/ml,862,30,STOCK_CONFORME
MED-01143,30783880,EHPAD DU CH DE MOULINS-YZEURE,3400930088888,Propofol Émulsion IV,2546,29,STOCK_CONFORME
MED-01144,70006804,SSR L.ROUVEYROL CH ARDECHE MERIDIONALE,3400930077777,Morphine Sulfate 10mg,3859,15,STOCK_CONFORME
MED-01145,70000047,CH DE VILLENEUVE DE BERG,3400930056789,Paracétamol Injectable IV 10mg/ml,7733,43,STOCK_CONFORME
MED-01146,60780665,CLINIQUE LE MERIDIEN,3400930077777,Morphine Sulfate 10mg,8331,9,REAPPROVISIONNEMENT_TENDU
MED-01147,60033172,CHU CCAS NICE EL NOUZAH,3400930056789,Paracétamol Injectable IV 10mg/ml,3302,44,STOCK_CONFORME
MED-01148,30782916,IFSI IFAS MARCEL HAY CH MONTLUCON,3400930088888,Propofol Émulsion IV,1203,35,STOCK_CONFORME
MED-01149,60780277,CLINIQUE SAINTE BRIGITTE,3400930099999,Insuline Rapide 100 UI/ml,2629,13,STOCK_CONFORME
MED-01150,60022860,GCS CH CANNES GRASSE CLINICA ET SIEGE,3400930066666,Cefotaxime 1g Poudre Solution,4025,22,STOCK_CONFORME
MED-01151,60780749,CLINIQUE SAINT LUC,3400930056789,Paracétamol Injectable IV 10mg/ml,4607,33,STOCK_CONFORME
MED-01152,30785430,POLYCLINIQUE SAINT-ODILON,3400930066666,Cefotaxime 1g Poudre Solution,8322,11,STOCK_CONFORME
MED-01153,20012605,UNITE DE PROXIMITÉ CHARLES LASEGUE,3400930056789,Paracétamol Injectable IV 10mg/ml,6416,3,RUPTURE_AVEREE_CRITIQUE
MED-01154,60790094,CAMSP CH ANTIBES,3400930056789,Paracétamol Injectable IV 10mg/ml,3954,39,STOCK_CONFORME
MED-01155,10002251,HDJ ADULTES CHATILLON,3400930056789,Paracétamol Injectable IV 10mg/ml,5038,26,STOCK_CONFORME
MED-01156,60793775,CHU DE NICE SLD DE L'HOPITAL DE CIMIEZ,3400930088888,Propofol Émulsion IV,884,23,STOCK_CONFORME
MED-01157,60789195,CHU DE NICE HOPITAL DE L'ARCHET,3400930077777,Morphine Sulfate 10mg,1498,12,STOCK_CONFORME
MED-01158,20002739,LITS DE PROXIMITÉ EPSMD AISNE,3400930088888,Propofol Émulsion IV,2792,15,STOCK_CONFORME
MED-01159,10000115,CHI AIN VAL DE SAONE - PONT VEYLE,3400930012345,Amoxicilline 1g,8203,24,STOCK_CONFORME
MED-01160,50001932,EFS ALPES MEDITERRANEE CH DE BRIANCON,3400930088888,Propofol Émulsion IV,6421,19,STOCK_CONFORME
MED-01161,10009744,FOYER RESIDENCE ROBERT SCHUMAN,3400930066666,Cefotaxime 1g Poudre Solution,7594,29,STOCK_CONFORME
MED-01162,60024924,HJ MARIE BEATRICE CHS SAINTE MARIE,3400930066666,Cefotaxime 1g Poudre Solution,6839,16,STOCK_CONFORME
MED-01163,20009874,USLD CH SAINT-QUENTIN,3400930056789,Paracétamol Injectable IV 10mg/ml,7857,32,STOCK_CONFORME
MED-01164,20016184,CHU FVV COALLIA SOISSONS,3400930056789,Paracétamol Injectable IV 10mg/ml,4801,5,REAPPROVISIONNEMENT_TENDU
MED-01165,20004974,EHPAD CH LE NOUVION-EN-THIÉRACHE,3400930099999,Insuline Rapide 100 UI/ml,1918,39,STOCK_CONFORME
MED-01166,70000195,CH DE TOURNON SUR RHONE,3400930099999,Insuline Rapide 100 UI/ml,4676,7,REAPPROVISIONNEMENT_TENDU
MED-01167,60000411,CH DU PAYS DE LA ROUDOULE PUGET,3400930066666,Cefotaxime 1g Poudre Solution,1607,35,STOCK_CONFORME
MED-01168,20018248,CHU COALLIA ESSOMES SUR MARNE,3400930077777,Morphine Sulfate 10mg,1510,20,STOCK_CONFORME
MED-01169,20015079,CATTP CH SAINT-QUENTIN BISSON,3400930012345,Amoxicilline 1g,1269,3,RUPTURE_AVEREE_CRITIQUE
MED-01170,60000510,CH D'ANTIBES JUAN LES PINS,3400930056789,Paracétamol Injectable IV 10mg/ml,2894,26,STOCK_CONFORME
MED-01171,30009229,CMP ADULTES COSNE D'ALLIER,3400930077777,Morphine Sulfate 10mg,8134,34,STOCK_CONFORME
MED-01172,40005209,HJ CMP CH DIGNE,3400930012345,Amoxicilline 1g,1824,10,REAPPROVISIONNEMENT_TENDU
MED-01173,60013729,FAM DU CH DE SAINT ETIENNE DE TINEE,3400930066666,Cefotaxime 1g Poudre Solution,885,8,REAPPROVISIONNEMENT_TENDU
MED-01174,20002788,CENTRE PSYCHOTHÉRAPIQUE EPSMD AISNE,3400930066666,Cefotaxime 1g Poudre Solution,1063,10,REAPPROVISIONNEMENT_TENDU
MED-01175,20003919,HJ EPSMD ÉTAMPES-SUR-MARNE,3400930012345,Amoxicilline 1g,230,40,STOCK_CONFORME
MED-01176,20017455,SANTELYS DIALYSE À DOMICILE CH LAON,3400930077777,Morphine Sulfate 10mg,4647,44,STOCK_CONFORME
MED-01177,60780350,CLINIQUE LES HELLENIDES,3400930012345,Amoxicilline 1g,3013,2,RUPTURE_AVEREE_CRITIQUE
MED-01178,70006838,HOPITAL DE JOUR ADULTES VILLA SOPHIE,3400930012345,Amoxicilline 1g,7979,35,STOCK_CONFORME
MED-01179,60024932,HJ DU CONGRES CHS SAINTE MARIE,3400930077777,Morphine Sulfate 10mg,1586,43,STOCK_CONFORME
MED-01180,10786085,EHPAD CH PONT DE VAUX,3400930088888,Propofol Émulsion IV,5078,10,REAPPROVISIONNEMENT_TENDU
MED-01181,20018339,CHU ARILE SOISSONS,3400930012345,Amoxicilline 1g,84,34,STOCK_CONFORME
MED-01182,10780013,EHPAD DE DIVONNE DU CH DU PAYS DE GEX,3400930077777,Morphine Sulfate 10mg,3625,33,STOCK_CONFORME
MED-01183,10786879,CPEF DE BELLEY,3400930056789,Paracétamol Injectable IV 10mg/ml,719,9,REAPPROVISIONNEMENT_TENDU
MED-01184,20018909,CLIC CH LA FERE,3400930099999,Insuline Rapide 100 UI/ml,1292,33,STOCK_CONFORME
MED-01185,20018909,CLIC CH LA FERE,3400930066666,Cefotaxime 1g Poudre Solution,95,2,RUPTURE_AVEREE_CRITIQUE
MED-01186,50005958,CH DE BRIANCON SLD,3400930099999,Insuline Rapide 100 UI/ml,3727,16,STOCK_CONFORME
MED-01187,70000609,CH ARDECHE MERIDIONALE - AUBENAS,3400930056789,Paracétamol Injectable IV 10mg/ml,2437,25,STOCK_CONFORME
MED-01188,20012605,UNITE DE PROXIMITÉ CHARLES LASEGUE,3400930012345,Amoxicilline 1g,4544,13,STOCK_CONFORME
MED-01189,60781200,CLINIQUE SAINT ANTOINE KANTYS CENTRE,3400930077777,Morphine Sulfate 10mg,7710,4,REAPPROVISIONNEMENT_TENDU
MED-01190,60033131,CHU PACHAMAMA - ALTHO,3400930077777,Morphine Sulfate 10mg,723,24,STOCK_CONFORME
MED-01191,40788580,HJ PSY IJ CHATEAU ARNOUX,3400930088888,Propofol Émulsion IV,2269,4,REAPPROVISIONNEMENT_TENDU
MED-01192,40788887,HJ PSY GEN SISTERON,3400930077777,Morphine Sulfate 10mg,1852,21,STOCK_CONFORME
MED-01193,20019329,HDJ INFANTO-JUVENILE CLINIQUE ROSERAIE,3400930077777,Morphine Sulfate 10mg,4414,35,STOCK_CONFORME
MED-01194,60780749,CLINIQUE SAINT LUC,3400930012345,Amoxicilline 1g,3018,9,REAPPROVISIONNEMENT_TENDU
MED-01195,50005958,CH DE BRIANCON SLD,3400930012345,Amoxicilline 1g,5680,10,REAPPROVISIONNEMENT_TENDU
MED-01196,30782916,IFSI IFAS MARCEL HAY CH MONTLUCON,3400930012345,Amoxicilline 1g,7635,37,STOCK_CONFORME
MED-01197,30785869,ESPACE CANGUILHEM,3400930012345,Amoxicilline 1g,4034,45,STOCK_CONFORME
MED-01198,60011228,CSAPA CH ANTIBES,3400930066666,Cefotaxime 1g Poudre Solution,8006,24,STOCK_CONFORME
MED-01199,60023645,LBM BIOESTEREL SITE GRASSE CLINIQUE PA,3400930099999,Insuline Rapide 100 UI/ml,4093,32,STOCK_CONFORME
MED-01200,60788338,CMP IJ LES 4 COINS CH CANNES,3400930077777,Morphine Sulfate 10mg,8014,39,STOCK_CONFORME
MED-01201,10011278,CHU TREMPLIN,3400930012345,Amoxicilline 1g,1166,24,STOCK_CONFORME
MED-01202,60024411,CHU DE NICE ANTENNE SMUR SITE HPNCL,3400930012345,Amoxicilline 1g,895,41,STOCK_CONFORME
MED-01203,50000637,CLINIQUE MONTJOY,3400930077777,Morphine Sulfate 10mg,3078,39,STOCK_CONFORME
MED-01204,20014999,CAMSP CH LAON HIRSON,3400930099999,Insuline Rapide 100 UI/ml,8315,40,STOCK_CONFORME
MED-01205,20009213,SSIAD CH LA FÈRE,3400930077777,Morphine Sulfate 10mg,5894,2,RUPTURE_AVEREE_CRITIQUE
MED-01206,20002788,CENTRE PSYCHOTHÉRAPIQUE EPSMD AISNE,3400930066666,Cefotaxime 1g Poudre Solution,8025,41,STOCK_CONFORME
MED-01207,60790094,CAMSP CH ANTIBES,3400930066666,Cefotaxime 1g Poudre Solution,4372,6,REAPPROVISIONNEMENT_TENDU
MED-01208,10010163,CHMS - SITE BELLEY LABO BIO MEDICALE,3400930056789,Paracétamol Injectable IV 10mg/ml,452,34,STOCK_CONFORME
MED-01209,30002208,CH DPT COEUR DU BOURBONNAIS TRONGET,3400930099999,Insuline Rapide 100 UI/ml,2655,25,STOCK_CONFORME
MED-01210,30785885,HOPITAL DE JOUR PSY INFANTJUV,3400930012345,Amoxicilline 1g,7628,23,STOCK_CONFORME
MED-01211,10000065,CH DE TREVOUX - MONTPENSIER,3400930077777,Morphine Sulfate 10mg,7485,15,STOCK_CONFORME
MED-01212,20009874,USLD CH SAINT-QUENTIN,3400930012345,Amoxicilline 1g,3247,24,STOCK_CONFORME
MED-01213,10010163,CHMS - SITE BELLEY LABO BIO MEDICALE,3400930012345,Amoxicilline 1g,7890,37,STOCK_CONFORME
MED-01214,60001625,CENTRE JEAN CHANTON ROQUEBILLIERE,3400930088888,Propofol Émulsion IV,3348,30,STOCK_CONFORME
MED-01215,70000021,CH DE JOYEUSE,3400930088888,Propofol Émulsion IV,7857,27,STOCK_CONFORME
MED-01216,20019550,IFSI-IFAS-IFAP DU CH DE SOISSONS,3400930099999,Insuline Rapide 100 UI/ml,8427,40,STOCK_CONFORME
MED-01217,20000519,CH SOISSONS,3400930077777,Morphine Sulfate 10mg,8356,25,STOCK_CONFORME
MED-01218,60780947,HOP PEDIATRIQUES DE NICE CHU LENVAL,3400930012345,Amoxicilline 1g,2040,11,STOCK_CONFORME
MED-01219,60033172,CHU CCAS NICE EL NOUZAH,3400930012345,Amoxicilline 1g,5822,13,STOCK_CONFORME
MED-01220,20000105,CH LE NOUVION-EN-THIÉRACHE,3400930099999,Insuline Rapide 100 UI/ml,7968,5,REAPPROVISIONNEMENT_TENDU
MED-01221,10013142,CEGIDD - CH ANNECY GENEVOIS,3400930077777,Morphine Sulfate 10mg,7973,11,STOCK_CONFORME
MED-01222,30007835,MAISON COMMUNAUTAIRE,3400930099999,Insuline Rapide 100 UI/ml,5247,27,STOCK_CONFORME
MED-01223,60780517,POLYCLINIQUE SAINT JEAN,3400930012345,Amoxicilline 1g,7758,8,REAPPROVISIONNEMENT_TENDU
MED-01224,60014529,EAM L'EOLIENNE DU CH DE BREIL,3400930077777,Morphine Sulfate 10mg,4899,14,STOCK_CONFORME
MED-01225,30009195,CMP ADULTES AINAY LE CHÂTEAU,3400930012345,Amoxicilline 1g,926,26,STOCK_CONFORME
MED-01226,20000386,CLINIQUE DE LA ROSERAIE,3400930088888,Propofol Émulsion IV,3881,1,RUPTURE_AVEREE_CRITIQUE
MED-01227,50000348,CHI DES ALPES DU SUD SITE DE GAP,3400930012345,Amoxicilline 1g,1376,2,RUPTURE_AVEREE_CRITIQUE
MED-01228,10011278,CHU TREMPLIN,3400930066666,Cefotaxime 1g Poudre Solution,135,40,STOCK_CONFORME
MED-01229,60788577,HJ RAIMBALDI CHS SAINTE MARIE,3400930012345,Amoxicilline 1g,3714,23,STOCK_CONFORME
MED-01230,20000105,CH LE NOUVION-EN-THIÉRACHE,3400930012345,Amoxicilline 1g,8251,15,STOCK_CONFORME
MED-01231,40788788,SSIAD DU CH DE RIEZ,3400930077777,Morphine Sulfate 10mg,3946,17,STOCK_CONFORME
MED-01232,50006014,SSIAD DU CH D'AIGUILLES,3400930056789,Paracétamol Injectable IV 10mg/ml,2824,10,REAPPROVISIONNEMENT_TENDU
MED-01233,40780470,CLINIQUE TOUTES AURES,3400930088888,Propofol Émulsion IV,6562,27,STOCK_CONFORME
MED-01234,60781929,CLINIQUE DE LA COSTIERE,3400930088888,Propofol Émulsion IV,5614,13,STOCK_CONFORME
MED-01235,50000348,CHI DES ALPES DU SUD SITE DE GAP,3400930012345,Amoxicilline 1g,823,36,STOCK_CONFORME
MED-01236,60780749,CLINIQUE SAINT LUC,3400930099999,Insuline Rapide 100 UI/ml,4176,9,REAPPROVISIONNEMENT_TENDU
MED-01237,40005274,SCANNER GIE DIGNE IM SITE CH DIGNE,3400930066666,Cefotaxime 1g Poudre Solution,2873,19,STOCK_CONFORME
MED-01238,20012506,CSAPA DU CH SAINT-QUENTIN,3400930056789,Paracétamol Injectable IV 10mg/ml,2209,1,RUPTURE_AVEREE_CRITIQUE
MED-01239,60789799,CAMSP CHU DE NICE,3400930099999,Insuline Rapide 100 UI/ml,7480,35,STOCK_CONFORME
MED-01240,20001087,CH HIRSON,3400930066666,Cefotaxime 1g Poudre Solution,6280,1,RUPTURE_AVEREE_CRITIQUE
MED-01241,20004990,CENTRE POUR ADOLESCENTS EPSMD AISNE,3400930066666,Cefotaxime 1g Poudre Solution,4980,43,STOCK_CONFORME
MED-01242,60019288,GCS HOP PEDIA NICE CHU LENVAL ET SIEGE,3400930056789,Paracétamol Injectable IV 10mg/ml,6623,24,STOCK_CONFORME
MED-01243,60780947,HOP PEDIATRIQUES DE NICE CHU LENVAL,3400930066666,Cefotaxime 1g Poudre Solution,4484,24,STOCK_CONFORME
MED-01244,60792934,IFSI/ IFAS CH SAINTE MARIE,3400930088888,Propofol Émulsion IV,1047,33,STOCK_CONFORME
MED-01245,30781637,SERVICE DE PSYCHIATRIE CHATELARD,3400930099999,Insuline Rapide 100 UI/ml,1938,1,RUPTURE_AVEREE_CRITIQUE
MED-01246,10000107,CH DE PONT DE VAUX,3400930099999,Insuline Rapide 100 UI/ml,3397,41,STOCK_CONFORME
MED-01247,40000135,CHI DES ALPES DU SUD SITE DE SISTERON,3400930056789,Paracétamol Injectable IV 10mg/ml,968,3,RUPTURE_AVEREE_CRITIQUE
MED-01248,30785885,HOPITAL DE JOUR PSY INFANTJUV,3400930088888,Propofol Émulsion IV,6063,30,STOCK_CONFORME
MED-01249,60000544,CH DE CANNES SIMONE VEIL,3400930066666,Cefotaxime 1g Poudre Solution,4468,22,STOCK_CONFORME
MED-01250,10000131,CHI AIN VAL DE SAONE - THOISSEY,3400930099999,Insuline Rapide 100 UI/ml,572,31,STOCK_CONFORME
MED-01251,50000348,CHI DES ALPES DU SUD SITE DE GAP,3400930099999,Insuline Rapide 100 UI/ml,8251,42,STOCK_CONFORME
MED-01252,70001243,EML SCM SVRV SCAN CLINIQUE PASTEUR,3400930077777,Morphine Sulfate 10mg,1117,37,STOCK_CONFORME
MED-01253,20015053,CSAPA - CH DE CHAUNY,3400930077777,Morphine Sulfate 10mg,97,23,STOCK_CONFORME
MED-01254,30007587,EML IRM - SITE CH DE MOULINS YZEURE,3400930099999,Insuline Rapide 100 UI/ml,2054,23,STOCK_CONFORME
MED-01255,30780589,CHS D'YZEURE,3400930056789,Paracétamol Injectable IV 10mg/ml,1624,26,STOCK_CONFORME
MED-01256,20004529,HJ EPSMD HIRSON,3400930066666,Cefotaxime 1g Poudre Solution,6334,28,STOCK_CONFORME
MED-01257,10007458,CHU ALFA 3A,3400930012345,Amoxicilline 1g,4374,5,REAPPROVISIONNEMENT_TENDU
MED-01258,20006664,CENTRE PSYCHOTHÉRAPIE CH ST QUENTIN,3400930066666,Cefotaxime 1g Poudre Solution,3177,25,STOCK_CONFORME
MED-01259,70000047,CH DE VILLENEUVE DE BERG,3400930077777,Morphine Sulfate 10mg,684,38,STOCK_CONFORME
MED-01260,10000081,CH DU PAYS DE GEX,3400930056789,Paracétamol Injectable IV 10mg/ml,6923,43,STOCK_CONFORME
MED-01261,10011641,CLINIQUE DU SOUFFLE LE PONTET,3400930012345,Amoxicilline 1g,7271,1,RUPTURE_AVEREE_CRITIQUE
MED-01262,60026119,IRM SCAN GIE GRASCANNER SITE CH GRASSE,3400930012345,Amoxicilline 1g,3284,12,STOCK_CONFORME
MED-01263,50005628,SSIAD CH D'EMBRUN,3400930088888,Propofol Émulsion IV,6081,39,STOCK_CONFORME
MED-01264,50000256,CENTRE HOSPITALIER D'EMBRUN,3400930099999,Insuline Rapide 100 UI/ml,4099,45,STOCK_CONFORME
MED-01265,10002129,CLINIQUE LES ARBELLES,3400930099999,Insuline Rapide 100 UI/ml,5908,23,STOCK_CONFORME
MED-01266,20014643,CMP CH SAINT-QUENTIN,3400930066666,Cefotaxime 1g Poudre Solution,7103,26,STOCK_CONFORME
MED-01267,60788957,CHU DE NICE HOPITAL DE CIMIEZ,3400930056789,Paracétamol Injectable IV 10mg/ml,6689,29,STOCK_CONFORME
MED-01268,20003877,SSR CH LAON,3400930056789,Paracétamol Injectable IV 10mg/ml,8341,16,STOCK_CONFORME
MED-01269,30009849,CEGIDD - CH DE MOULINS YZEURE,3400930056789,Paracétamol Injectable IV 10mg/ml,4135,5,REAPPROVISIONNEMENT_TENDU
MED-01270,60023702,SLD CH ANTIBES JUAN LES PINS,3400930066666,Cefotaxime 1g Poudre Solution,8293,1,RUPTURE_AVEREE_CRITIQUE
MED-01271,60013729,FAM DU CH DE SAINT ETIENNE DE TINEE,3400930066666,Cefotaxime 1g Poudre Solution,5798,30,STOCK_CONFORME
MED-01272,20014999,CAMSP CH LAON HIRSON,3400930099999,Insuline Rapide 100 UI/ml,7724,42,STOCK_CONFORME
MED-01273,20004750,EHPAD CH VERVINS,3400930077777,Morphine Sulfate 10mg,2368,41,STOCK_CONFORME
MED-01274,70001243,EML SCM SVRV SCAN CLINIQUE PASTEUR,3400930077777,Morphine Sulfate 10mg,4443,42,STOCK_CONFORME
MED-01275,20006151,HJ EPSMD LA FÈRE,3400930012345,Amoxicilline 1g,2190,31,STOCK_CONFORME
MED-01276,50001932,EFS ALPES MEDITERRANEE CH DE BRIANCON,3400930099999,Insuline Rapide 100 UI/ml,4283,38,STOCK_CONFORME
MED-01277,10000180,CH PUBLIC HAUTEVILLE - UNITE ESPERANCE,3400930099999,Insuline Rapide 100 UI/ml,2206,7,REAPPROVISIONNEMENT_TENDU
MED-01278,30783989,CTRE DE PEDOPSYCHIATRIE JEAN BILLAUD,3400930099999,Insuline Rapide 100 UI/ml,6570,14,STOCK_CONFORME
MED-01279,20004156,CLINIQUE TEMPS DE VIE SAINT-QUENTIN,3400930066666,Cefotaxime 1g Poudre Solution,77,40,STOCK_CONFORME
MED-01280,10009744,FOYER RESIDENCE ROBERT SCHUMAN,3400930088888,Propofol Émulsion IV,6833,23,STOCK_CONFORME
MED-01281,60026150,IRM GIE GRAMO SITE CH ANTIBES,3400930088888,Propofol Émulsion IV,1991,16,STOCK_CONFORME
MED-01282,20004719,EHPAD CH GUISE,3400930056789,Paracétamol Injectable IV 10mg/ml,1977,34,STOCK_CONFORME
MED-01283,60000411,CH DU PAYS DE LA ROUDOULE PUGET,3400930088888,Propofol Émulsion IV,170,14,STOCK_CONFORME
MED-01284,30009856,CEGIDD - CH DE MOULINS YZEURE,3400930088888,Propofol Émulsion IV,7734,4,REAPPROVISIONNEMENT_TENDU
MED-01285,60026127,IRM GIMBC SITE CH CANNES,3400930012345,Amoxicilline 1g,3408,4,REAPPROVISIONNEMENT_TENDU
MED-01286,10011575,GIE IMAG MED HB - SITE CH HAUT BUGEY,3400930077777,Morphine Sulfate 10mg,5469,34,STOCK_CONFORME
MED-01287,20004974,EHPAD CH LE NOUVION-EN-THIÉRACHE,3400930012345,Amoxicilline 1g,4126,3,RUPTURE_AVEREE_CRITIQUE
MED-01288,70000203,CH DE SAINT FELICIEN,3400930012345,Amoxicilline 1g,5696,23,STOCK_CONFORME
MED-01289,50009117,SAAD DU CH D'AIGUILLES QUEYRAS,3400930077777,Morphine Sulfate 10mg,4266,13,STOCK_CONFORME
MED-01290,60780517,POLYCLINIQUE SAINT JEAN,3400930088888,Propofol Émulsion IV,842,11,STOCK_CONFORME
MED-01291,20012845,HJ EPSMD CROUY,3400930088888,Propofol Émulsion IV,6700,6,REAPPROVISIONNEMENT_TENDU
MED-01292,60024924,HJ MARIE BEATRICE CHS SAINTE MARIE,3400930066666,Cefotaxime 1g Poudre Solution,5689,13,STOCK_CONFORME
MED-01293,60788957,CHU DE NICE HOPITAL DE CIMIEZ,3400930012345,Amoxicilline 1g,4161,37,STOCK_CONFORME
MED-01294,20004388,CPEF CH SAINT-QUENTIN,3400930012345,Amoxicilline 1g,5317,6,REAPPROVISIONNEMENT_TENDU
MED-01295,20004594,CENTRE DE FORMATION CH SOISSONS,3400930056789,Paracétamol Injectable IV 10mg/ml,836,3,RUPTURE_AVEREE_CRITIQUE
MED-01296,70000187,CH DE LAMASTRE,3400930012345,Amoxicilline 1g,7872,28,STOCK_CONFORME
MED-01297,20018248,CHU COALLIA ESSOMES SUR MARNE,3400930088888,Propofol Émulsion IV,5865,25,STOCK_CONFORME
MED-01298,40006264,HJ CASA SITE MANOSQUE,3400930056789,Paracétamol Injectable IV 10mg/ml,3088,2,RUPTURE_AVEREE_CRITIQUE
MED-01299,20009882,SSIAD CH CHÂTEAU-THIERRY,3400930056789,Paracétamol Injectable IV 10mg/ml,3758,16,STOCK_CONFORME
MED-01300,30009237,CMP ADULTES LURCY-LÉVIS,3400930099999,Insuline Rapide 100 UI/ml,1557,34,STOCK_CONFORME
MED-01301,20002051,FOYER THÉRAPEUTIQUE EPSM AISNE,3400930066666,Cefotaxime 1g Poudre Solution,8189,30,STOCK_CONFORME
MED-01302,60780558,CLINIQUE FSEF VENCE,3400930088888,Propofol Émulsion IV,6929,35,STOCK_CONFORME
MED-01303,10000065,CH DE TREVOUX - MONTPENSIER,3400930099999,Insuline Rapide 100 UI/ml,6097,24,STOCK_CONFORME
MED-01304,60780459,CLINIQUE ORSAC MONTFLEURI,3400930088888,Propofol Émulsion IV,8062,40,STOCK_CONFORME
MED-01305,60016508,CENTRE DE FORMATION DU CHU DE NICE,3400930099999,Insuline Rapide 100 UI/ml,2928,10,REAPPROVISIONNEMENT_TENDU
MED-01306,10002129,CLINIQUE LES ARBELLES,3400930099999,Insuline Rapide 100 UI/ml,6900,20,STOCK_CONFORME
MED-01307,30009013,CMP ADULTES CÉRILLY,3400930056789,Paracétamol Injectable IV 10mg/ml,2101,15,STOCK_CONFORME
MED-01308,20007183,CENTRE BORROMEE EPSM AISNE,3400930012345,Amoxicilline 1g,5131,34,STOCK_CONFORME
MED-01309,30007843,HOPITAL DE JOUR ADULTE DENIS PAPIN,3400930099999,Insuline Rapide 100 UI/ml,5461,12,STOCK_CONFORME
MED-01310,20001087,CH HIRSON,3400930077777,Morphine Sulfate 10mg,8373,9,REAPPROVISIONNEMENT_TENDU
MED-01311,10000099,CH DE MEXIMIEUX,3400930066666,Cefotaxime 1g Poudre Solution,2940,44,STOCK_CONFORME
MED-01312,20000162,CH SAINT-QUENTIN,3400930066666,Cefotaxime 1g Poudre Solution,7256,35,STOCK_CONFORME
MED-01313,20017455,SANTELYS DIALYSE À DOMICILE CH LAON,3400930099999,Insuline Rapide 100 UI/ml,3247,23,STOCK_CONFORME
MED-01314,20004693,EHPAD CH CHÂTEAU-THIERRY,3400930077777,Morphine Sulfate 10mg,6988,22,STOCK_CONFORME
MED-01315,30002208,CH DPT COEUR DU BOURBONNAIS TRONGET,3400930099999,Insuline Rapide 100 UI/ml,2127,2,RUPTURE_AVEREE_CRITIQUE
MED-01316,10009744,FOYER RESIDENCE ROBERT SCHUMAN,3400930099999,Insuline Rapide 100 UI/ml,4348,39,STOCK_CONFORME
MED-01317,20000030,EHPAD CH HIRSON,3400930099999,Insuline Rapide 100 UI/ml,250,16,STOCK_CONFORME
MED-01318,10007599,CHU ADSEA 01,3400930099999,Insuline Rapide 100 UI/ml,3951,10,REAPPROVISIONNEMENT_TENDU
MED-01319,60023645,LBM BIOESTEREL SITE GRASSE CLINIQUE PA,3400930012345,Amoxicilline 1g,5700,29,STOCK_CONFORME
MED-01320,20009809,RADIO CH SOISSONS / INSTITUT GODINOT,3400930077777,Morphine Sulfate 10mg,5441,21,STOCK_CONFORME
MED-01321,60016508,CENTRE DE FORMATION DU CHU DE NICE,3400930056789,Paracétamol Injectable IV 10mg/ml,3174,12,STOCK_CONFORME
MED-01322,10780294,NEPHROCARE CH BELLEY,3400930099999,Insuline Rapide 100 UI/ml,5267,43,STOCK_CONFORME
