id_planning,id_finess_etablissement,nom_etablissement,categorie_personnel,effectif_present,effectif_requis_h24,taux_absenteisme_pct,nombre_heures_supplementaires_semaine,statut_garde
PLN-00985,10005239,CH DU HAUT BUGEY - GEOVREISSET,Infirmiers IDE,6,11,45.5,14.5,SOUS_EFFECTIF_SEVERE
PLN-00986,10007599,CHU ADSEA 01,Anesthésistes Réanimateurs,34,42,19.0,21.4,GARDE_CONFORME
PLN-00987,60793932,CENTRE PLANIF GYN OBS CH CANNES,Aides-Soignants,8,13,38.5,17.9,SOUS_EFFECTIF_SEVERE
PLN-00988,40005043,HJ CH DIGNE,Médecins Urgentistes,8,8,0.0,19.6,GARDE_CONFORME
PLN-00989,60023702,SLD CH ANTIBES JUAN LES PINS,Infirmiers IDE,34,41,17.1,16.5,GARDE_CONFORME
PLN-00990,10787893,CMP URGENCES LIAISON CH FLEYRIAT,Médecins Urgentistes,32,41,22.0,10.3,SOUS_EFFECTIF_SEVERE
PLN-00991,40788218,HJ YVES ARNOUX MANOSQUE,Anesthésistes Réanimateurs,6,10,40.0,5.9,SOUS_EFFECTIF_SEVERE
PLN-00992,60790573,INSTITUT MED BUCCO DENTAIRE RIQUIER,Infirmiers IDE,11,11,0.0,7.8,GARDE_CONFORME
PLN-00993,20000154,HJ EPSMD SAINT-QUENTIN,Infirmiers IDE,17,28,39.3,5.3,SOUS_EFFECTIF_SEVERE
PLN-00994,60780590,CLINIQUE DU PALAIS,Médecins Urgentistes,7,13,46.2,9.1,SOUS_EFFECTIF_SEVERE
PLN-00995,60788957,CHU DE NICE HOPITAL DE CIMIEZ,Infirmiers IDE,24,27,11.1,13.9,GARDE_CONFORME
PLN-00996,70007455,CENTRE DE SANTE CH ARDECHE MERIDIONALE,Aides-Soignants,15,22,31.8,21.3,SOUS_EFFECTIF_SEVERE
PLN-00997,40005266,IRM GIE IRM 04 SITE CH DIGNE,Médecins Urgentistes,9,10,10.0,17.6,GARDE_CONFORME
PLN-00998,70000039,CH DE VALLON PONT D'ARC,Infirmiers IDE,18,18,0.0,7.9,GARDE_CONFORME
PLN-00999,70006804,SSR L.ROUVEYROL CH ARDECHE MERIDIONALE,Anesthésistes Réanimateurs,24,36,33.3,6.3,SOUS_EFFECTIF_SEVERE
PLN-01000,60016508,CENTRE DE FORMATION DU CHU DE NICE,Médecins Urgentistes,16,27,40.7,5.2,SOUS_EFFECTIF_SEVERE
PLN-01001,10789717,USLD CH D'OYONNAX,Aides-Soignants,14,16,12.5,19.4,GARDE_CONFORME
PLN-01002,60793932,CENTRE PLANIF GYN OBS CH CANNES,Aides-Soignants,15,24,37.5,19.3,SOUS_EFFECTIF_SEVERE
PLN-01003,70005046,HDJ ADULTE GUILHERAND,Infirmiers IDE,30,45,33.3,6.1,SOUS_EFFECTIF_SEVERE
PLN-01004,20008793,HJ EPSMD TERGNIER,Anesthésistes Réanimateurs,33,41,19.5,18.3,GARDE_CONFORME
PLN-01005,20008173,CAMSP CH LAON,Aides-Soignants,21,26,19.2,20.8,GARDE_CONFORME
PLN-01006,60780517,POLYCLINIQUE SAINT JEAN,Anesthésistes Réanimateurs,31,40,22.5,21.3,SOUS_EFFECTIF_SEVERE
PLN-01007,10000198,CH PUBLIC HAUTEVILLE - UNITE INTERDEPT,Anesthésistes Réanimateurs,11,16,31.2,16.6,SOUS_EFFECTIF_SEVERE
PLN-01008,20000535,CH CHAUNY,Médecins Urgentistes,31,33,6.1,18.7,GARDE_CONFORME
PLN-01009,30783583,ULSD CH JACQUES LACARIN VICHY,Infirmiers IDE,26,27,3.7,19.3,GARDE_CONFORME
PLN-01010,20018909,CLIC CH LA FERE,Anesthésistes Réanimateurs,16,18,11.1,7.8,GARDE_CONFORME
PLN-01011,60793775,CHU DE NICE SLD DE L'HOPITAL DE CIMIEZ,Médecins Urgentistes,23,39,41.0,16.3,SOUS_EFFECTIF_SEVERE
PLN-01012,30783583,ULSD CH JACQUES LACARIN VICHY,Aides-Soignants,16,28,42.9,17.1,SOUS_EFFECTIF_SEVERE
PLN-01013,30009864,CEGIDD - CH DE MOULINS YZEURE,Aides-Soignants,12,13,7.7,22.2,GARDE_CONFORME
PLN-01014,60789195,CHU DE NICE HOPITAL DE L'ARCHET,Médecins Urgentistes,38,38,0.0,11.8,GARDE_CONFORME
PLN-01015,20000105,CH LE NOUVION-EN-THIÉRACHE,Aides-Soignants,8,13,38.5,10.3,SOUS_EFFECTIF_SEVERE
PLN-01016,30000061,CH DE MOULINS,Anesthésistes Réanimateurs,38,42,9.5,6.5,GARDE_CONFORME
PLN-01017,70000203,CH DE SAINT FELICIEN,Aides-Soignants,10,16,37.5,19.4,SOUS_EFFECTIF_SEVERE
PLN-01018,30009237,CMP ADULTES LURCY-LÉVIS,Infirmiers IDE,33,33,0.0,15.5,GARDE_CONFORME
PLN-01019,60781374,INSTITUT POLYCLINIQUE DE CANNES,Aides-Soignants,6,8,25.0,20.1,SOUS_EFFECTIF_SEVERE
PLN-01020,20006151,HJ EPSMD LA FÈRE,Anesthésistes Réanimateurs,11,15,26.7,9.6,SOUS_EFFECTIF_SEVERE
PLN-01021,40789232,HJ VILLA VERTE FORCALQUIER,Aides-Soignants,30,39,23.1,10.1,SOUS_EFFECTIF_SEVERE
PLN-01022,50003748,PSY IJ LE CORTO MALTESE GAP,Infirmiers IDE,9,11,18.2,4.1,GARDE_CONFORME
PLN-01023,60000510,CH D'ANTIBES JUAN LES PINS,Médecins Urgentistes,23,26,11.5,11.1,GARDE_CONFORME
PLN-01024,10000024,CH DE FLEYRIAT,Aides-Soignants,28,33,15.2,19.9,GARDE_CONFORME
PLN-01025,40000093,CHI DE MANOSQUE LOUIS RAFFALLI,Infirmiers IDE,13,14,7.1,21.1,GARDE_CONFORME
PLN-01026,30785430,POLYCLINIQUE SAINT-ODILON,Infirmiers IDE,13,22,40.9,18.3,SOUS_EFFECTIF_SEVERE
PLN-01027,70000609,CH ARDECHE MERIDIONALE - AUBENAS,Infirmiers IDE,15,25,40.0,15.5,SOUS_EFFECTIF_SEVERE
PLN-01028,50001932,EFS ALPES MEDITERRANEE CH DE BRIANCON,Anesthésistes Réanimateurs,35,41,14.6,17.7,GARDE_CONFORME
PLN-01029,60000486,CH SAINT ELOI DE SOSPEL,Médecins Urgentistes,23,37,37.8,16.7,SOUS_EFFECTIF_SEVERE
PLN-01030,10787893,CMP URGENCES LIAISON CH FLEYRIAT,Anesthésistes Réanimateurs,16,20,20.0,5.1,GARDE_CONFORME
PLN-01031,40005043,HJ CH DIGNE,Médecins Urgentistes,32,45,28.9,4.2,SOUS_EFFECTIF_SEVERE
PLN-01032,10009744,FOYER RESIDENCE ROBERT SCHUMAN,Infirmiers IDE,5,8,37.5,21.2,SOUS_EFFECTIF_SEVERE
PLN-01033,20006664,CENTRE PSYCHOTHÉRAPIE CH ST QUENTIN,Aides-Soignants,9,15,40.0,18.4,SOUS_EFFECTIF_SEVERE
PLN-01034,20014643,CMP CH SAINT-QUENTIN,Médecins Urgentistes,13,19,31.6,7.9,SOUS_EFFECTIF_SEVERE
PLN-01035,50003748,PSY IJ LE CORTO MALTESE GAP,Anesthésistes Réanimateurs,41,43,4.7,4.2,GARDE_CONFORME
PLN-01036,10006526,AURAL UNITE DIALYSE CH HAUT BUGEY,Aides-Soignants,20,29,31.0,17.2,SOUS_EFFECTIF_SEVERE
PLN-01037,10007458,CHU ALFA 3A,Anesthésistes Réanimateurs,37,42,11.9,18.1,GARDE_CONFORME
PLN-01038,20004529,HJ EPSMD HIRSON,Aides-Soignants,14,15,6.7,4.8,GARDE_CONFORME
PLN-01039,70006838,HOPITAL DE JOUR ADULTES VILLA SOPHIE,Aides-Soignants,15,25,40.0,20.1,SOUS_EFFECTIF_SEVERE
PLN-01040,40788580,HJ PSY IJ CHATEAU ARNOUX,Anesthésistes Réanimateurs,23,27,14.8,14.2,GARDE_CONFORME
PLN-01041,70005228,IFSI-IFAS CH ARDECHE MERIDIONALE,Aides-Soignants,18,23,21.7,12.9,SOUS_EFFECTIF_SEVERE
PLN-01042,60780277,CLINIQUE SAINTE BRIGITTE,Anesthésistes Réanimateurs,16,21,23.8,15.6,SOUS_EFFECTIF_SEVERE
PLN-01043,70006804,SSR L.ROUVEYROL CH ARDECHE MERIDIONALE,Aides-Soignants,22,24,8.3,15.0,GARDE_CONFORME
PLN-01044,50005271,HJ PSY IJ LES ISLES LARAGNE,Aides-Soignants,29,42,31.0,22.4,SOUS_EFFECTIF_SEVERE
PLN-01045,60033172,CHU CCAS NICE EL NOUZAH,Anesthésistes Réanimateurs,27,40,32.5,14.2,SOUS_EFFECTIF_SEVERE
PLN-01046,60014479,EAM L'HELIANTHE CH DE PUGET THENIERS,Anesthésistes Réanimateurs,21,36,41.7,9.6,SOUS_EFFECTIF_SEVERE
PLN-01047,20015053,CSAPA - CH DE CHAUNY,Médecins Urgentistes,10,15,33.3,12.3,SOUS_EFFECTIF_SEVERE
PLN-01048,10787893,CMP URGENCES LIAISON CH FLEYRIAT,Anesthésistes Réanimateurs,26,29,10.3,18.4,GARDE_CONFORME
PLN-01049,20015053,CSAPA - CH DE CHAUNY,Aides-Soignants,31,43,27.9,12.2,SOUS_EFFECTIF_SEVERE
PLN-01050,40006686,IFP CH DIGNE-LES-BAINS SITE MANOSQUE,Infirmiers IDE,16,22,27.3,19.1,SOUS_EFFECTIF_SEVERE
PLN-01051,20002051,FOYER THÉRAPEUTIQUE EPSM AISNE,Infirmiers IDE,15,21,28.6,7.5,SOUS_EFFECTIF_SEVERE
PLN-01052,30009203,CMP ADULTES VALIGNY/LURCY,Anesthésistes Réanimateurs,20,20,0.0,13.5,GARDE_CONFORME
PLN-01053,20000162,CH SAINT-QUENTIN,Aides-Soignants,23,37,37.8,20.1,SOUS_EFFECTIF_SEVERE
PLN-01054,60007879,GCS UNITE EVEIL CHU NICE UGECAM SIEGE,Aides-Soignants,14,15,6.7,6.7,GARDE_CONFORME
PLN-01055,20008173,CAMSP CH LAON,Infirmiers IDE,18,30,40.0,11.4,SOUS_EFFECTIF_SEVERE
PLN-01056,20000519,CH SOISSONS,Anesthésistes Réanimateurs,26,35,25.7,21.1,SOUS_EFFECTIF_SEVERE
PLN-01057,60022894,EHPAD ISOLA BELLA CH CANNES,Médecins Urgentistes,20,27,25.9,4.0,SOUS_EFFECTIF_SEVERE
PLN-01058,50000231,CH LES ESCARTONS A BRIANCON,Aides-Soignants,17,18,5.6,7.0,GARDE_CONFORME
PLN-01059,30784169,EHPAD CH COEUR DU BOURBONNAIS,Anesthésistes Réanimateurs,22,35,37.1,16.7,SOUS_EFFECTIF_SEVERE
PLN-01060,30780589,CHS D'YZEURE,Médecins Urgentistes,9,9,0.0,19.0,GARDE_CONFORME
PLN-01061,30783989,CTRE DE PEDOPSYCHIATRIE JEAN BILLAUD,Infirmiers IDE,30,35,14.3,11.4,GARDE_CONFORME
PLN-01062,20002051,FOYER THÉRAPEUTIQUE EPSM AISNE,Anesthésistes Réanimateurs,13,15,13.3,9.3,GARDE_CONFORME
PLN-01063,60780541,CLINIQUE LA GRANGEA,Anesthésistes Réanimateurs,39,39,0.0,22.1,GARDE_CONFORME
PLN-01064,70000039,CH DE VALLON PONT D'ARC,Médecins Urgentistes,24,35,31.4,13.5,SOUS_EFFECTIF_SEVERE
PLN-01065,10000099,CH DE MEXIMIEUX,Anesthésistes Réanimateurs,14,16,12.5,16.0,GARDE_CONFORME
PLN-01066,10788008,USLD CH PONT DE VEYLE,Infirmiers IDE,8,11,27.3,14.2,SOUS_EFFECTIF_SEVERE
PLN-01067,10012680,CHU FAST HÔTEL,Anesthésistes Réanimateurs,22,22,0.0,11.1,GARDE_CONFORME
PLN-01068,70000484,CH ARDECHE MERIDIONALE -VALS LES BAINS,Aides-Soignants,28,41,31.7,21.9,SOUS_EFFECTIF_SEVERE
PLN-01069,20015079,CATTP CH SAINT-QUENTIN BISSON,Aides-Soignants,34,35,2.9,13.7,GARDE_CONFORME
PLN-01070,20002051,FOYER THÉRAPEUTIQUE EPSM AISNE,Médecins Urgentistes,14,19,26.3,16.4,SOUS_EFFECTIF_SEVERE
PLN-01071,10013134,CEGIDD - CH BOURG-EN-BRESSE FLEYRIAT,Médecins Urgentistes,27,44,38.6,21.4,SOUS_EFFECTIF_SEVERE
PLN-01072,50000330,PSY GEN LE CHABRE LARAGNE,Anesthésistes Réanimateurs,32,44,27.3,11.0,SOUS_EFFECTIF_SEVERE
PLN-01073,60790680,CH DE GRASSE CENTRE DE LONG SEJOUR,Infirmiers IDE,17,19,10.5,17.3,GARDE_CONFORME
PLN-01074,60032406,CLINIQUE GRIMALDI,Aides-Soignants,10,14,28.6,7.4,SOUS_EFFECTIF_SEVERE
PLN-01075,70000195,CH DE TOURNON SUR RHONE,Médecins Urgentistes,24,33,27.3,8.6,SOUS_EFFECTIF_SEVERE
PLN-01076,20004719,EHPAD CH GUISE,Médecins Urgentistes,24,35,31.4,14.4,SOUS_EFFECTIF_SEVERE
PLN-01077,10007904,HDJ ADULTES MONTLUEL,Infirmiers IDE,36,39,7.7,14.5,GARDE_CONFORME
PLN-01078,20004974,EHPAD CH LE NOUVION-EN-THIÉRACHE,Infirmiers IDE,7,11,36.4,10.9,SOUS_EFFECTIF_SEVERE
PLN-01079,40780520,CLINIQUE LE VERDON,Aides-Soignants,17,24,29.2,18.9,SOUS_EFFECTIF_SEVERE
PLN-01080,30783989,CTRE DE PEDOPSYCHIATRIE JEAN BILLAUD,Anesthésistes Réanimateurs,28,38,26.3,15.5,SOUS_EFFECTIF_SEVERE
PLN-01081,70000484,CH ARDECHE MERIDIONALE -VALS LES BAINS,Infirmiers IDE,6,9,33.3,10.6,SOUS_EFFECTIF_SEVERE
PLN-01082,40787772,CENTRE HOSPIT SPE PSY DIGNE LES BAINS,Anesthésistes Réanimateurs,31,42,26.2,8.4,SOUS_EFFECTIF_SEVERE
PLN-01083,20000154,HJ EPSMD SAINT-QUENTIN,Infirmiers IDE,9,10,10.0,15.9,GARDE_CONFORME
PLN-01084,60780517,POLYCLINIQUE SAINT JEAN,Infirmiers IDE,22,35,37.1,16.6,SOUS_EFFECTIF_SEVERE
PLN-01085,20004735,EHPAD CH LAON,Aides-Soignants,35,41,14.6,8.7,GARDE_CONFORME
PLN-01086,70004957,CSAPA CH ARDECHE MERIDIONALE,Infirmiers IDE,43,43,0.0,11.6,GARDE_CONFORME
PLN-01087,50000223,CENTRE HOSPITALIER AIGUILLES QUEYRAS,Aides-Soignants,30,41,26.8,21.7,SOUS_EFFECTIF_SEVERE
PLN-01088,10007300,CLINIQUE AMBULATOIRE CENDANEG,Médecins Urgentistes,34,39,12.8,16.8,GARDE_CONFORME
PLN-01089,40005241,SCANNER GIE MANOSCAN SITE CH MANOSQUE,Infirmiers IDE,31,36,13.9,11.9,GARDE_CONFORME
PLN-01090,60024924,HJ MARIE BEATRICE CHS SAINTE MARIE,Aides-Soignants,26,37,29.7,5.2,SOUS_EFFECTIF_SEVERE
PLN-01091,50002849,IFSI DU CH BRIANÇON,Médecins Urgentistes,9,11,18.2,9.0,GARDE_CONFORME
PLN-01092,60790185,USLD SIMONE VEIL CH CANNES,Infirmiers IDE,37,41,9.8,16.1,GARDE_CONFORME
PLN-01093,30007587,EML IRM - SITE CH DE MOULINS YZEURE,Infirmiers IDE,14,23,39.1,6.8,SOUS_EFFECTIF_SEVERE
PLN-01094,40005209,HJ CMP CH DIGNE,Anesthésistes Réanimateurs,23,29,20.7,20.5,SOUS_EFFECTIF_SEVERE
PLN-01095,50006014,SSIAD DU CH D'AIGUILLES,Infirmiers IDE,12,15,20.0,21.1,GARDE_CONFORME
PLN-01096,20009437,CAMSP CH SOISSONS,Anesthésistes Réanimateurs,11,16,31.2,7.0,SOUS_EFFECTIF_SEVERE
PLN-01097,60021094,CLINIQUE VILLA ROMAINE,Aides-Soignants,18,24,25.0,5.8,SOUS_EFFECTIF_SEVERE
PLN-01098,50005958,CH DE BRIANCON SLD,Infirmiers IDE,18,21,14.3,22.5,GARDE_CONFORME
PLN-01099,20009437,CAMSP CH SOISSONS,Médecins Urgentistes,10,15,33.3,22.3,SOUS_EFFECTIF_SEVERE
PLN-01100,20003877,SSR CH LAON,Médecins Urgentistes,42,43,2.3,4.5,GARDE_CONFORME
PLN-01101,30007843,HOPITAL DE JOUR ADULTE DENIS PAPIN,Médecins Urgentistes,18,18,0.0,16.4,GARDE_CONFORME
PLN-01102,10000214,CH PUBLIC HAUTEVILLE - UNITE ALBARINE,Aides-Soignants,11,17,35.3,15.1,SOUS_EFFECTIF_SEVERE
PLN-01103,60033172,CHU CCAS NICE EL NOUZAH,Médecins Urgentistes,27,27,0.0,7.3,GARDE_CONFORME
PLN-01104,20000030,EHPAD CH HIRSON,Infirmiers IDE,15,19,21.1,6.2,SOUS_EFFECTIF_SEVERE
PLN-01105,60787777,CMP CATTP IJ LES VIOLETTES CH CANNES,Aides-Soignants,18,24,25.0,12.7,SOUS_EFFECTIF_SEVERE
PLN-01106,60780947,HOP PEDIATRIQUES DE NICE CHU LENVAL,Aides-Soignants,30,32,6.2,21.3,GARDE_CONFORME
PLN-01107,20018305,CHU AEP HIRSON,Médecins Urgentistes,7,9,22.2,10.7,SOUS_EFFECTIF_SEVERE
PLN-01108,70004957,CSAPA CH ARDECHE MERIDIONALE,Aides-Soignants,18,30,40.0,10.3,SOUS_EFFECTIF_SEVERE
PLN-01109,40006264,HJ CASA SITE MANOSQUE,Médecins Urgentistes,30,31,3.2,17.3,GARDE_CONFORME
PLN-01110,20018909,CLIC CH LA FERE,Anesthésistes Réanimateurs,6,8,25.0,8.4,SOUS_EFFECTIF_SEVERE
PLN-01111,30009211,CMP ADULTES SAINT BONNET TRONÇAIS,Médecins Urgentistes,26,28,7.1,22.5,GARDE_CONFORME
PLN-01112,50006105,CH D'EMBRUN SLD,Infirmiers IDE,16,25,36.0,16.2,SOUS_EFFECTIF_SEVERE
PLN-01113,20019311,CH SOISSONS,Infirmiers IDE,30,31,3.2,18.3,GARDE_CONFORME
PLN-01114,30785224,SSIAD CH NERIS LES BAINS,Médecins Urgentistes,6,9,33.3,6.7,SOUS_EFFECTIF_SEVERE
PLN-01115,60033131,CHU PACHAMAMA - ALTHO,Médecins Urgentistes,16,20,20.0,5.0,GARDE_CONFORME
PLN-01116,20018495,SCANNER CLINIQUE ST CLAUDE,Médecins Urgentistes,14,18,22.2,12.4,SOUS_EFFECTIF_SEVERE
PLN-01117,10000131,CHI AIN VAL DE SAONE - THOISSEY,Aides-Soignants,27,43,37.2,22.2,SOUS_EFFECTIF_SEVERE
PLN-01118,30009211,CMP ADULTES SAINT BONNET TRONÇAIS,Médecins Urgentistes,19,33,42.4,17.1,SOUS_EFFECTIF_SEVERE
PLN-01119,60031382,EMSP CHU DE NICE,Médecins Urgentistes,26,38,31.6,14.8,SOUS_EFFECTIF_SEVERE
PLN-01120,60780459,CLINIQUE ORSAC MONTFLEURI,Aides-Soignants,15,15,0.0,17.9,GARDE_CONFORME
PLN-01121,70000609,CH ARDECHE MERIDIONALE - AUBENAS,Aides-Soignants,33,36,8.3,13.4,GARDE_CONFORME
PLN-01122,30009229,CMP ADULTES COSNE D'ALLIER,Aides-Soignants,4,8,50.0,11.6,SOUS_EFFECTIF_SEVERE
PLN-01123,60788262,HJ CHU NICE,Anesthésistes Réanimateurs,23,28,17.9,9.6,GARDE_CONFORME
PLN-01124,50000090,POLYCLINIQUE DES ALPES DU SUD GAP,Aides-Soignants,17,20,15.0,7.6,GARDE_CONFORME
PLN-01125,30000160,CHS D'AINAY LE CHATEAU,Aides-Soignants,34,34,0.0,19.8,GARDE_CONFORME
PLN-01126,30785042,HOPITAL DE JOUR VICHY-OUEST,Infirmiers IDE,21,30,30.0,20.7,SOUS_EFFECTIF_SEVERE
PLN-01127,60000478,CENTRE HOSPITALIER DE GRASSE,Infirmiers IDE,26,32,18.8,14.6,GARDE_CONFORME
PLN-01128,10007508,CHU BIBIANE BELL,Médecins Urgentistes,10,15,33.3,18.5,SOUS_EFFECTIF_SEVERE
PLN-01129,60788379,HJ CAGNES SUR MER CHS SAINTE MARIE,Aides-Soignants,10,12,16.7,6.1,GARDE_CONFORME
PLN-01130,40005209,HJ CMP CH DIGNE,Anesthésistes Réanimateurs,35,43,18.6,21.6,GARDE_CONFORME
PLN-01131,10003598,IFAS CH DU HAUT BUGEY,Médecins Urgentistes,27,32,15.6,9.7,GARDE_CONFORME
PLN-01132,10000115,CHI AIN VAL DE SAONE - PONT VEYLE,Aides-Soignants,9,12,25.0,6.2,SOUS_EFFECTIF_SEVERE
PLN-01133,60790094,CAMSP CH ANTIBES,Anesthésistes Réanimateurs,6,11,45.5,4.2,SOUS_EFFECTIF_SEVERE
PLN-01134,40001778,MAS LES TERRES ROUGES CH DIGNE,Infirmiers IDE,34,38,10.5,22.2,GARDE_CONFORME
PLN-01135,20004693,EHPAD CH CHÂTEAU-THIERRY,Anesthésistes Réanimateurs,10,18,44.4,14.8,SOUS_EFFECTIF_SEVERE
PLN-01136,10007458,CHU ALFA 3A,Infirmiers IDE,33,42,21.4,15.3,SOUS_EFFECTIF_SEVERE
PLN-01137,40005274,SCANNER GIE DIGNE IM SITE CH DIGNE,Médecins Urgentistes,13,13,0.0,6.3,GARDE_CONFORME
PLN-01138,20001087,CH HIRSON,Aides-Soignants,19,31,38.7,15.1,SOUS_EFFECTIF_SEVERE
PLN-01139,30783880,EHPAD DU CH DE MOULINS-YZEURE,Aides-Soignants,9,16,43.8,13.3,SOUS_EFFECTIF_SEVERE
PLN-01140,60014529,EAM L'EOLIENNE DU CH DE BREIL,Anesthésistes Réanimateurs,6,8,25.0,6.6,SOUS_EFFECTIF_SEVERE
PLN-01141,30785430,POLYCLINIQUE SAINT-ODILON,Médecins Urgentistes,9,10,10.0,5.7,GARDE_CONFORME
PLN-01142,20017455,SANTELYS DIALYSE À DOMICILE CH LAON,Médecins Urgentistes,7,9,22.2,10.2,SOUS_EFFECTIF_SEVERE
PLN-01143,10007961,SSIAD CH HAUT-BUGEY SITE DE NANTUA,Aides-Soignants,32,37,13.5,12.1,GARDE_CONFORME
PLN-01144,20002788,CENTRE PSYCHOTHÉRAPIQUE EPSMD AISNE,Aides-Soignants,8,9,11.1,9.6,GARDE_CONFORME
PLN-01145,10780013,EHPAD DE DIVONNE DU CH DU PAYS DE GEX,Anesthésistes Réanimateurs,10,15,33.3,13.8,SOUS_EFFECTIF_SEVERE
PLN-01146,30000061,CH DE MOULINS,Anesthésistes Réanimateurs,19,24,20.8,7.3,SOUS_EFFECTIF_SEVERE
PLN-01147,20006151,HJ EPSMD LA FÈRE,Infirmiers IDE,20,25,20.0,4.4,GARDE_CONFORME
PLN-01148,40006264,HJ CASA SITE MANOSQUE,Anesthésistes Réanimateurs,40,44,9.1,8.6,GARDE_CONFORME
PLN-01149,10000214,CH PUBLIC HAUTEVILLE - UNITE ALBARINE,Infirmiers IDE,22,24,8.3,10.8,GARDE_CONFORME
PLN-01150,10787893,CMP URGENCES LIAISON CH FLEYRIAT,Infirmiers IDE,15,19,21.1,19.0,SOUS_EFFECTIF_SEVERE
PLN-01151,30009856,CEGIDD - CH DE MOULINS YZEURE,Infirmiers IDE,22,34,35.3,8.2,SOUS_EFFECTIF_SEVERE
PLN-01152,60785003,CHU DE NICE HOPITAL PASTEUR,Anesthésistes Réanimateurs,29,32,9.4,20.2,GARDE_CONFORME
PLN-01153,40006264,HJ CASA SITE MANOSQUE,Médecins Urgentistes,19,24,20.8,10.8,SOUS_EFFECTIF_SEVERE
PLN-01154,20009007,USLD CH GUISE,Anesthésistes Réanimateurs,19,22,13.6,17.2,GARDE_CONFORME
PLN-01155,60780996,CHS SAINTE MARIE,Aides-Soignants,34,42,19.0,15.9,GARDE_CONFORME
PLN-01156,60780723,CLINIQUE DU PARC IMPERIAL,Anesthésistes Réanimateurs,37,40,7.5,19.5,GARDE_CONFORME
PLN-01157,20009494,CENTRE EPSMD02 CHAUNY,Aides-Soignants,6,8,25.0,13.4,SOUS_EFFECTIF_SEVERE
PLN-01158,70007455,CENTRE DE SANTE CH ARDECHE MERIDIONALE,Infirmiers IDE,30,33,9.1,6.8,GARDE_CONFORME
PLN-01159,20014643,CMP CH SAINT-QUENTIN,Anesthésistes Réanimateurs,21,32,34.4,10.2,SOUS_EFFECTIF_SEVERE
PLN-01160,20009874,USLD CH SAINT-QUENTIN,Infirmiers IDE,31,31,0.0,19.2,GARDE_CONFORME
PLN-01161,60004538,ECOLE DE SAGES FEMMES CHU DE NICE,Anesthésistes Réanimateurs,25,39,35.9,14.7,SOUS_EFFECTIF_SEVERE
PLN-01162,60788957,CHU DE NICE HOPITAL DE CIMIEZ,Médecins Urgentistes,13,13,0.0,12.8,GARDE_CONFORME
PLN-01163,60007879,GCS UNITE EVEIL CHU NICE UGECAM SIEGE,Infirmiers IDE,22,23,4.3,6.5,GARDE_CONFORME
PLN-01164,70006804,SSR L.ROUVEYROL CH ARDECHE MERIDIONALE,Médecins Urgentistes,14,19,26.3,6.2,SOUS_EFFECTIF_SEVERE
PLN-01165,20018909,CLIC CH LA FERE,Infirmiers IDE,11,14,21.4,19.5,SOUS_EFFECTIF_SEVERE
PLN-01166,50003748,PSY IJ LE CORTO MALTESE GAP,Anesthésistes Réanimateurs,24,38,36.8,13.4,SOUS_EFFECTIF_SEVERE
PLN-01167,20007183,CENTRE BORROMEE EPSM AISNE,Aides-Soignants,23,32,28.1,9.0,SOUS_EFFECTIF_SEVERE
PLN-01168,70000179,CH ARDECHE NORD,Infirmiers IDE,17,20,15.0,15.0,GARDE_CONFORME
PLN-01169,60780558,CLINIQUE FSEF VENCE,Aides-Soignants,25,40,37.5,9.0,SOUS_EFFECTIF_SEVERE
PLN-01170,30009237,CMP ADULTES LURCY-LÉVIS,Anesthésistes Réanimateurs,12,12,0.0,9.3,GARDE_CONFORME
PLN-01171,20004586,EHPAD CH SAINT-QUENTIN HUGO,Anesthésistes Réanimateurs,27,33,18.2,21.0,GARDE_CONFORME
PLN-01172,10787893,CMP URGENCES LIAISON CH FLEYRIAT,Aides-Soignants,25,31,19.4,20.7,GARDE_CONFORME
PLN-01173,30000061,CH DE MOULINS,Anesthésistes Réanimateurs,19,22,13.6,18.7,GARDE_CONFORME
PLN-01174,10010163,CHMS - SITE BELLEY LABO BIO MEDICALE,Anesthésistes Réanimateurs,33,34,2.9,17.6,GARDE_CONFORME
PLN-01175,70005061,HOPITAL DE JOUR ADULTES AUBENAS,Infirmiers IDE,13,16,18.8,19.1,GARDE_CONFORME
PLN-01176,60788262,HJ CHU NICE,Aides-Soignants,16,19,15.8,17.9,GARDE_CONFORME
PLN-01177,30000095,CH DE BOURBON L'ARCHAMBAULT,Anesthésistes Réanimateurs,34,44,22.7,15.3,SOUS_EFFECTIF_SEVERE
PLN-01178,50002849,IFSI DU CH BRIANÇON,Anesthésistes Réanimateurs,22,30,26.7,14.7,SOUS_EFFECTIF_SEVERE
PLN-01179,60000544,CH DE CANNES SIMONE VEIL,Aides-Soignants,41,45,8.9,15.7,GARDE_CONFORME
PLN-01180,20003919,HJ EPSMD ÉTAMPES-SUR-MARNE,Médecins Urgentistes,27,27,0.0,18.3,GARDE_CONFORME
PLN-01181,60785003,CHU DE NICE HOPITAL PASTEUR,Médecins Urgentistes,23,27,14.8,16.7,GARDE_CONFORME
PLN-01182,20004156,CLINIQUE TEMPS DE VIE SAINT-QUENTIN,Anesthésistes Réanimateurs,19,24,20.8,22.1,SOUS_EFFECTIF_SEVERE
PLN-01183,10011112,EML VASELINA CLINIQUE CONVERT,Aides-Soignants,26,39,33.3,8.1,SOUS_EFFECTIF_SEVERE
