id_bloc_operatoire,id_finess_etablissement,nom_etablissement,specialite_chirurgicale,nombre_salles_operatoires,taux_utilisation_bloc_pct,nombre_interventions_programmees,nombre_interventions_urgentes,delai_moyen_attente_chirurgie_jours
BLOC-0482,60022183,LBM BIOESTEREL SITE LE CANNET ROCHEVIL,Cardiologie Interventionnelle,5,93.6,86,28,17
BLOC-0483,10008266,PHARMACIE LARGE-VEYRET,Orthopédie & Traumatologie,12,96.5,40,25,34
BLOC-0484,40789075,EHPAD LOU SEREN,Neurologie & Neurochirurgie,5,64.0,53,5,37
BLOC-0485,60026176,SCAN IRM GIE IMAG MED ST JEAN SITE CL,Orthopédie & Traumatologie,13,66.1,100,6,5
BLOC-0486,40787541,CTRE NEPHRO B.BRAUN AVITUM DIGNE,Orthopédie & Traumatologie,11,83.2,71,8,14
BLOC-0487,20011060,SELAS PHARMACIE DE L'EUROPE,Orthopédie & Traumatologie,12,67.9,69,35,3
BLOC-0488,30006001,ATELIERS APAJH 03 LE LAVANDIN,Chirurgie Viscérale & Digestive,15,60.3,108,17,32
BLOC-0489,30784730,SAAD - CCAS,Neurologie & Neurochirurgie,12,97.9,66,32,21
BLOC-0490,10004505,PHARMACIE SANDRE,Cardiologie Interventionnelle,6,60.7,108,30,39
BLOC-0491,40004038,FOYER ACCUEIL MEDICALISE DES FONTAINES,Cardiologie Interventionnelle,5,80.4,103,9,31
BLOC-0492,20016242,UNITE DE DIALYSE DE GUISE,Orthopédie & Traumatologie,10,62.9,79,16,26
BLOC-0493,10009389,SERVICE MJPM UDAF AIN,Neurologie & Neurochirurgie,18,94.7,25,32,37
BLOC-0494,20018636,CPTS NORD-AISNE,Orthopédie & Traumatologie,12,79.1,37,10,8
BLOC-0495,30009716,VILLAGE D'ENFANTS,Chirurgie Viscérale & Digestive,14,71.4,45,26,22
BLOC-0496,40004301,EHPAD LES JARDINS DU CIGALOUN,Orthopédie & Traumatologie,16,92.2,87,20,43
BLOC-0497,20002424,PHARMACIE DE LA PRAIRIE,Neurologie & Neurochirurgie,17,71.7,60,10,36
BLOC-0498,70006739,LBM SYNLAB VALLÉE DU RHÔNE LE THEIL,Cardiologie Interventionnelle,16,82.9,62,15,2
BLOC-0499,60032505,ADMR AIDE AUX FAMILLES,Oncologie Chirurgicale,14,64.4,96,14,6
BLOC-0500,20017596,MSP DE MONTCORNET,Oncologie Chirurgicale,7,92.5,99,10,8
BLOC-0501,20005369,CS ADMR SAINT-ERME-OUTRE-ET-RAMECOURT,Neurologie & Neurochirurgie,4,69.9,51,22,12
BLOC-0502,30782544,MECS LES TOURELLES,Cardiologie Interventionnelle,12,83.4,96,22,14
BLOC-0503,60017290,EURL PHARMACIE DE LA LANTERNE,Chirurgie Viscérale & Digestive,9,61.5,41,7,10
BLOC-0504,20016044,PMI CD02 CHÂTEAU-THIERRY,Neurologie & Neurochirurgie,9,86.3,79,14,5
BLOC-0505,60005246,SELEURL PHARMACIE DE L'AIGLE,Orthopédie & Traumatologie,15,64.8,48,7,12
BLOC-0506,30784854,MAS PIERRE LAUNAY,Chirurgie Viscérale & Digestive,18,76.4,114,5,23
BLOC-0507,40006538,MSP ACTION SANTE LURE,Chirurgie Viscérale & Digestive,13,61.8,69,16,32
BLOC-0508,40005241,SCANNER GIE MANOSCAN SITE CH MANOSQUE,Oncologie Chirurgicale,5,81.6,93,22,29
BLOC-0509,10780278,CENTRE DE REEDUCATION MANGINI,Orthopédie & Traumatologie,9,89.6,63,35,26
BLOC-0510,60790029,CENTRE PMI LE PROMONTOIRE,Oncologie Chirurgicale,8,87.9,76,22,18
BLOC-0511,20002663,PHARMACIE CENTRALE DE BOURG ET COMIN,Oncologie Chirurgicale,6,68.1,56,19,15
BLOC-0512,40785339,MECS DOMAINE D'AUROUE,Chirurgie Viscérale & Digestive,14,73.4,105,26,8
BLOC-0513,10002236,CMP ENFANTS-ADO BOURG-EN-BRESSE,Chirurgie Viscérale & Digestive,8,66.3,34,34,28
BLOC-0514,50005065,EANM LE LASTIC,Neurologie & Neurochirurgie,18,66.2,87,13,19
BLOC-0515,10006104,PHARMACIE GOURRY,Chirurgie Viscérale & Digestive,4,82.2,56,24,44
BLOC-0516,60028388,SAAD ASPA,Oncologie Chirurgicale,17,62.1,46,22,2
BLOC-0517,10789105,SESSAD - APF,Chirurgie Viscérale & Digestive,16,72.5,28,19,6
BLOC-0518,20002218,EHPAD OREE DES BOIS LECLÈRE,Chirurgie Viscérale & Digestive,16,60.0,37,31,3
BLOC-0519,60032604,PSY INF JUV HJ CH ANTIBES,Chirurgie Viscérale & Digestive,16,68.1,103,4,37
BLOC-0520,60011863,SELARL PHARMACIE DU SUQUET DUBERTRAND,Chirurgie Viscérale & Digestive,13,66.3,61,31,36
BLOC-0521,60031689,MECS LES CERISIERS,Cardiologie Interventionnelle,10,74.0,114,22,34
BLOC-0522,60031432,GCS CONSORT AZUR RECHERCH EXCELL SANTE,Chirurgie Viscérale & Digestive,18,69.6,112,17,41
BLOC-0523,50007319,CATTP ADOS LADOUCETTE GAP,Orthopédie & Traumatologie,8,80.7,67,24,31
BLOC-0524,60010576,PHARMACIE DES ILES,Neurologie & Neurochirurgie,6,69.2,30,4,39
BLOC-0525,60033107,PAD MALTE,Orthopédie & Traumatologie,5,82.2,38,19,37
BLOC-0526,60025624,EAM LE RIOU AFPJR,Chirurgie Viscérale & Digestive,18,65.5,28,13,14
BLOC-0527,60780277,CLINIQUE SAINTE BRIGITTE,Oncologie Chirurgicale,8,66.5,85,25,12
BLOC-0528,10784577,RÉSIDENCE LE TRIOLET,Oncologie Chirurgicale,6,80.9,100,33,8
BLOC-0529,50006998,CPEF GAP,Chirurgie Viscérale & Digestive,4,76.0,74,15,45
BLOC-0530,60019197,SELARL L'APOTHEQK DU SQUARE GOIRAN,Cardiologie Interventionnelle,7,95.3,44,10,13
BLOC-0531,30786115,ESAT AAPSH DE SAINT HILAIRE,Chirurgie Viscérale & Digestive,6,62.5,26,20,5
BLOC-0532,60011368,ESAT FERME ASCROS,Cardiologie Interventionnelle,10,88.5,88,4,3
BLOC-0533,60024452,CTRE MEYERBEER CHIR ESTH DOC BOURGEON,Chirurgie Viscérale & Digestive,4,60.5,51,15,42
BLOC-0534,20011615,SELARL PHARMACIE CLOVIS,Oncologie Chirurgicale,16,68.9,80,4,20
BLOC-0535,30782932,IME CLAIREJOIE,Neurologie & Neurochirurgie,11,83.1,65,6,18
BLOC-0536,60780996,CHS SAINTE MARIE,Orthopédie & Traumatologie,14,80.6,95,27,36
BLOC-0537,10010270,MARPA LA VEYLE,Chirurgie Viscérale & Digestive,17,80.0,54,27,38
BLOC-0538,20016549,MSP CHAMPAGNE PICARDIE GUISE,Neurologie & Neurochirurgie,4,93.4,116,7,36
BLOC-0539,60017027,PHARMACIE SAINT PHILIPPE,Oncologie Chirurgicale,13,92.9,77,29,31
BLOC-0540,10784551,RESIDENCE LA GRANGE POURET,Neurologie & Neurochirurgie,11,95.0,120,30,32
BLOC-0541,20011128,SAAD CCAS BOHAIN-EN-VERMANDOIS,Chirurgie Viscérale & Digestive,18,69.5,87,16,26
BLOC-0542,60032554,CDS DUGOMMIER,Orthopédie & Traumatologie,10,74.5,94,9,30
BLOC-0543,10005106,PHARMACIE SURACE,Oncologie Chirurgicale,17,91.0,72,11,36
BLOC-0544,70004957,CSAPA CH ARDECHE MERIDIONALE,Chirurgie Viscérale & Digestive,15,82.2,97,32,5
BLOC-0545,70001250,EHPAD LE CHALENDAS,Oncologie Chirurgicale,6,92.5,97,26,25
BLOC-0546,60781119,IEM ROSSETTI,Oncologie Chirurgicale,17,77.2,28,11,24
BLOC-0547,50002765,SELARL PHARMACIE DU MELEZIN,Neurologie & Neurochirurgie,14,95.6,109,14,44
BLOC-0548,50009125,SAAD ASSO ADMR D'AIDE À LA FAMILLE 05,Orthopédie & Traumatologie,17,90.4,82,31,5
BLOC-0549,30007967,RESIDENCE VICHY CLAUDIUS PETIT,Oncologie Chirurgicale,4,92.8,70,22,25
BLOC-0550,20011631,SELARL PHARMACIE SAINT MARTIN,Neurologie & Neurochirurgie,11,91.7,28,13,15
BLOC-0551,60019643,CMP DU CHS SAINTE MARIE,Cardiologie Interventionnelle,7,65.0,119,23,31
BLOC-0552,20004305,SSIAD AMSAM SOISSONS,Neurologie & Neurochirurgie,5,81.0,92,26,35
BLOC-0553,60791860,CTRE D'HEMODIALYSE INST ARNAULT TZANCK,Orthopédie & Traumatologie,7,80.6,74,24,29
BLOC-0554,60020641,ANPAA 06 - CSAPA ODYSSÉE,Neurologie & Neurochirurgie,14,64.7,59,18,42
BLOC-0555,60022217,SERV. M.J.P.M. UDAF NICE,Orthopédie & Traumatologie,13,65.9,88,4,30
BLOC-0556,50006238,CHRS DU BRIANCONNAIS,Neurologie & Neurochirurgie,17,65.3,47,9,31
BLOC-0557,60011046,SELAS PHARMACIE CANNES RIVIERA,Neurologie & Neurochirurgie,10,60.6,113,20,11
BLOC-0558,10011732,DITEP DE GEX,Oncologie Chirurgicale,18,76.8,35,27,12
BLOC-0559,60790722,EHPAD LA BRISE DES PINS,Neurologie & Neurochirurgie,6,85.1,39,28,45
BLOC-0560,60027513,SAAD CCAS NICE,Cardiologie Interventionnelle,7,63.2,120,13,17
BLOC-0561,20006193,PHARMACIE DE L'AISNE,Cardiologie Interventionnelle,7,81.0,108,22,11
BLOC-0562,30005748,EAM LE BOIS DU ROI,Oncologie Chirurgicale,9,92.8,120,26,4
BLOC-0563,50007558,CSM CHANT'OURS,Neurologie & Neurochirurgie,6,75.6,117,28,22
BLOC-0564,60013174,PHARMACIE SAINT DAMIEN,Cardiologie Interventionnelle,7,81.1,37,13,28
BLOC-0565,10784288,ESAT CENTRE DE VIE RURAL TREFFORT,Neurologie & Neurochirurgie,8,67.5,97,17,26
BLOC-0566,20015467,PF MAURICE RAVEL AEP FRESNOY LE GRAND,Neurologie & Neurochirurgie,14,75.5,49,20,13
BLOC-0567,30786222,AFD03 MONTLUCON,Orthopédie & Traumatologie,7,83.8,29,17,8
BLOC-0568,60787421,CENTRE DE PMI ARIANE,Oncologie Chirurgicale,16,89.6,70,4,40
BLOC-0569,30006209,LBM MAYMAT MOULINS FOUR,Neurologie & Neurochirurgie,4,91.5,96,6,9
BLOC-0570,40002370,SELAS PHARMACIE DROUILLE,Chirurgie Viscérale & Digestive,14,96.8,56,23,26
BLOC-0571,70006481,RESIDENCE AUTONOMIE LE ROCHER DE MIDI,Cardiologie Interventionnelle,7,69.5,96,23,30
BLOC-0572,50005701,SLD CH BUECH DURANCE LARAGNE,Oncologie Chirurgicale,14,92.6,114,15,17
BLOC-0573,60022670,LBM EUROFINS LABAZUR NICE SITE PRATO M,Cardiologie Interventionnelle,16,63.8,44,8,23
BLOC-0574,20013033,MAS APAJH CHÂTEAU-THIERRY,Neurologie & Neurochirurgie,18,68.0,83,23,33
BLOC-0575,60018041,PHARMACIE DE CIMIEZ,Oncologie Chirurgicale,10,84.1,75,25,20
BLOC-0576,40005993,SAAD CCAS DE MANOSQUE,Chirurgie Viscérale & Digestive,4,73.7,99,24,2
BLOC-0577,30785992,SSIAD ROGER BESSON,Orthopédie & Traumatologie,12,67.6,43,17,9
BLOC-0578,10011690,MAISON DE SANTE COEUR DES DOMBES,Cardiologie Interventionnelle,7,88.4,81,14,36
BLOC-0579,50007194,LBM CERBALLIANCE ALPES DURANCE SITE GA,Chirurgie Viscérale & Digestive,7,76.7,86,34,21
BLOC-0580,30002539,SERV. MED. SOC. DEPART. D'ACCUEIL FAM.,Chirurgie Viscérale & Digestive,13,70.8,37,26,40
BLOC-0581,60021607,SESSAD SAINT JEANNET AFPJR,Oncologie Chirurgicale,7,77.6,68,34,21
BLOC-0582,30008932,ACCUEIL DE JOUR MECS ST EXUPÉRY,Chirurgie Viscérale & Digestive,11,89.7,102,16,32
BLOC-0583,60024189,SESSAD PRO LES TERRASSES,Orthopédie & Traumatologie,14,84.0,58,8,39
BLOC-0584,20011961,PHARMACIE FRERET,Orthopédie & Traumatologie,7,86.0,113,5,32
BLOC-0585,50008101,IRM DES ALPES DU SUD SITE CHICAS GAP,Cardiologie Interventionnelle,9,72.5,81,18,3
BLOC-0586,60027224,SAAD ENDECA SERI,Oncologie Chirurgicale,12,87.7,73,17,38
BLOC-0587,60798782,EHPAD L'ANGELIQUE,Chirurgie Viscérale & Digestive,6,69.7,25,24,9
BLOC-0588,30008908,MESURES UNIQUES À DOMICILE,Neurologie & Neurochirurgie,6,61.4,40,17,10
BLOC-0589,10006880,SAAD ADMR SECTEUR VAL-DE-SAONE,Chirurgie Viscérale & Digestive,14,82.6,86,28,45
BLOC-0590,30782593,EHPAD JEANNE COULON,Orthopédie & Traumatologie,18,80.7,72,20,10
BLOC-0591,60016631,SELASU PHARMACIE FERRIERE,Oncologie Chirurgicale,5,88.1,74,21,15
BLOC-0592,50008911,SAAD ADMR DE L'ARGENTIÈRE & QUEYRAS,Chirurgie Viscérale & Digestive,8,78.5,59,33,18
BLOC-0593,60025285,UAD VALLEE DE LA VESUBIE,Cardiologie Interventionnelle,8,80.3,88,29,10
BLOC-0594,60003944,CENTRE P.M.I. ST ANDRE,Oncologie Chirurgicale,8,75.0,71,22,10
BLOC-0595,60016029,EAM LES CLEMENTINES,Cardiologie Interventionnelle,6,94.3,88,27,17
BLOC-0596,20015467,PF MAURICE RAVEL AEP FRESNOY LE GRAND,Oncologie Chirurgicale,17,71.4,57,23,3
BLOC-0597,50009059,SAAD ADMR DE VEYNES - DEVOLUY,Oncologie Chirurgicale,5,92.6,27,8,45
BLOC-0598,10010585,EQ MOBILE ACCOMP MEDICO SOCIAL AUTISTE,Oncologie Chirurgicale,14,87.3,52,11,23
BLOC-0599,50007939,ELIVIE,Orthopédie & Traumatologie,4,87.1,94,13,4
BLOC-0600,30004758,PLACEMENT ÉDUCATIF À DOMICILE,Neurologie & Neurochirurgie,5,68.7,57,10,15
BLOC-0601,20003612,PHARMACIE SMOLIS,Orthopédie & Traumatologie,13,60.6,119,4,22
BLOC-0602,30786396,EHPAD LES GRANDS PRES,Cardiologie Interventionnelle,6,72.6,70,6,26
BLOC-0603,70007125,CENTRE MEDICAL CHANTELAUVE BOUTIERES,Neurologie & Neurochirurgie,8,67.0,33,12,43
BLOC-0604,10005288,ESAT HORS LES MURS LADAPT,Oncologie Chirurgicale,6,72.1,90,19,35
BLOC-0605,60022142,LBM BARLA SITE CANNES LA BOCCA/FRANCIS,Chirurgie Viscérale & Digestive,17,72.5,87,21,42
BLOC-0606,50008408,SAAD AD SENIORS DURANCE,Orthopédie & Traumatologie,7,92.4,74,31,36
BLOC-0607,40006710,ASSOCIATION DES PROFESSIONNELS,Oncologie Chirurgicale,11,74.3,83,8,2
BLOC-0608,30781413,EHPAD SAINT FRANCOIS,Cardiologie Interventionnelle,16,73.8,81,25,3
BLOC-0609,60024783,GRETA NICE COTE AZUR LYCEE P. IMPERIAL,Oncologie Chirurgicale,5,65.7,27,19,4
BLOC-0610,30008957,ESPACE FAMILLE MONTLUÇON,Cardiologie Interventionnelle,12,83.1,115,24,15
BLOC-0611,40000044,EPS DUCELIA DE CASTELLANE,Orthopédie & Traumatologie,6,92.9,59,16,30
BLOC-0612,20018883,SAAD AGES ET VIE,Neurologie & Neurochirurgie,16,66.3,111,7,16
BLOC-0613,20002911,PHARMACIE LAFORGE,Cardiologie Interventionnelle,9,71.1,76,10,21
BLOC-0614,10007896,CMP ENFANTS-ADOS FERNEY-VOLTAIRE,Oncologie Chirurgicale,11,76.8,86,7,26
BLOC-0615,10789824,SAVS DE LA FRETA,Neurologie & Neurochirurgie,12,75.7,31,33,30
BLOC-0616,30008791,CPTS VICHY VAL D'ALLIER,Neurologie & Neurochirurgie,16,61.1,84,21,15
BLOC-0617,10786143,EHPAD DE MEXIMIEUX SITES LA ROSE D'OR,Neurologie & Neurochirurgie,17,89.8,36,20,16
BLOC-0618,30006829,SERVICE MJPM ATNA MONTLUCON,Oncologie Chirurgicale,6,89.2,70,27,18
BLOC-0619,60032810,ADMR CONTES,Orthopédie & Traumatologie,15,77.6,42,27,6
BLOC-0620,10012540,ACCUEIL DE JOUR LES LUCIOLES (ANNEXE),Orthopédie & Traumatologie,13,86.2,46,4,36
BLOC-0621,60780442,CLINIQUE SAINT FRANCOIS,Cardiologie Interventionnelle,18,83.2,47,25,13
BLOC-0622,60020559,EHPAD LES RESTANQUES,Chirurgie Viscérale & Digestive,14,67.2,30,13,42
BLOC-0623,10788560,AP FAT-ORSAC,Orthopédie & Traumatologie,6,86.2,44,17,21
BLOC-0624,60032588,MAISON LA PELUSSA,Cardiologie Interventionnelle,18,61.2,80,28,43
BLOC-0625,60018710,SELARL PHARMACIE DES ARTS,Chirurgie Viscérale & Digestive,5,62.9,107,18,38
BLOC-0626,40787020,EHPAD LES CIGALINES,Cardiologie Interventionnelle,8,67.7,112,21,34
BLOC-0627,20000493,IME AED SISSONNE,Orthopédie & Traumatologie,11,83.2,44,15,21
BLOC-0628,10004422,PHARMACIE VUILLEMENOT-LIEGEON,Chirurgie Viscérale & Digestive,12,61.9,37,17,8
BLOC-0629,10011112,EML VASELINA CLINIQUE CONVERT,Neurologie & Neurochirurgie,4,88.9,36,14,10
BLOC-0630,60022142,LBM BARLA SITE CANNES LA BOCCA/FRANCIS,Oncologie Chirurgicale,16,94.2,25,9,8
BLOC-0631,20010641,PHARMACIE DE SAINT-ERME,Oncologie Chirurgicale,7,71.9,30,7,19
BLOC-0632,60019312,SELARL PHARMACIE DES VALLEES,Chirurgie Viscérale & Digestive,6,83.6,51,9,27
BLOC-0633,60032554,CDS DUGOMMIER,Chirurgie Viscérale & Digestive,16,88.3,59,5,43
BLOC-0634,20006748,SAFIS EDEF SAINT-QUENTIN,Cardiologie Interventionnelle,5,78.2,104,11,6
BLOC-0635,20013363,SAAD CCVO,Chirurgie Viscérale & Digestive,8,73.8,34,29,12
BLOC-0636,10009413,PENSION DE FAMILLE - ALFA3A,Chirurgie Viscérale & Digestive,16,72.0,79,27,33
BLOC-0637,60029956,MNA LA GUITARE,Orthopédie & Traumatologie,15,80.0,90,17,30
BLOC-0638,60782109,FOYER DE VIE LES BOUGAINVILLIERS,Oncologie Chirurgicale,9,64.2,43,35,3
BLOC-0639,40005050,ARARD,Cardiologie Interventionnelle,15,88.9,75,27,30
BLOC-0640,30002463,PHARMACIE BARRES,Neurologie & Neurochirurgie,8,81.6,112,31,31
BLOC-0641,60020229,EHPAD LES JARDINS DE PAULINE,Neurologie & Neurochirurgie,6,92.5,50,16,10
BLOC-0642,60007127,PHARMACIE BERNOLIN,Cardiologie Interventionnelle,4,90.2,100,26,2
BLOC-0643,60026143,SCAN GIE IMAG MED PUB PRIV SITE CH,Cardiologie Interventionnelle,13,63.7,80,22,26
BLOC-0644,20017794,SAAD ADHAP TERGNIER,Orthopédie & Traumatologie,7,82.8,58,7,26
BLOC-0645,60016789,FAM LES BAOUS,Chirurgie Viscérale & Digestive,9,69.0,25,25,31
BLOC-0646,40784175,CENTRE MEDICO SCOLAIRE DIGNE,Chirurgie Viscérale & Digestive,9,74.1,89,20,33
BLOC-0647,60009289,RESIDENCE SOCIALE SAINTE JEANNE,Neurologie & Neurochirurgie,4,95.0,30,22,9
BLOC-0648,50003375,SELARL PHARMACIE CELINE GOUDIN,Neurologie & Neurochirurgie,11,76.9,45,14,40
BLOC-0649,60014214,PHARMACIE ALESSANDRA,Chirurgie Viscérale & Digestive,6,85.9,36,34,25
BLOC-0650,30786081,CENTRE DE P.M.I,Cardiologie Interventionnelle,6,60.6,100,24,43
BLOC-0651,60789021,CENTRE D'ACCUEIL URGENCE SOCIALE NICE,Orthopédie & Traumatologie,14,69.4,89,33,14
BLOC-0652,60022704,LBM EUROFINS LABAZUR NICE SITE CONTES,Neurologie & Neurochirurgie,5,81.8,67,30,34
BLOC-0653,20015269,SAMSAH ESPOIR02 SOISSONS,Neurologie & Neurochirurgie,10,82.3,85,10,12
BLOC-0654,50001536,SSIAD ADESSA,Oncologie Chirurgicale,7,89.8,74,7,11
BLOC-0655,10784296,FOYER DOMAGNE,Chirurgie Viscérale & Digestive,15,92.3,76,9,38
BLOC-0656,20012126,PHARMACIE DUCAT,Orthopédie & Traumatologie,8,80.9,87,32,16
BLOC-0657,20017299,MSP DE VILLERS COTTERETS,Cardiologie Interventionnelle,18,70.9,85,22,3
BLOC-0658,20001863,ANTENNE ESAT AEI CHAUNY,Chirurgie Viscérale & Digestive,13,61.7,106,13,23
BLOC-0659,20009486,CAMSP CH SAINT-QUENTIN,Oncologie Chirurgicale,6,87.1,104,19,40
BLOC-0660,20015673,GCS STERHOSPIC SIÈGE,Chirurgie Viscérale & Digestive,18,95.8,31,10,6
BLOC-0661,60026119,IRM SCAN GIE GRASCANNER SITE CH GRASSE,Orthopédie & Traumatologie,5,76.7,117,8,32
BLOC-0662,10011716,RÉSIDENCE ACCUEIL ALFA3A,Orthopédie & Traumatologie,7,78.5,120,4,11
BLOC-0663,30007777,ESPACE MEDICAL VICHY,Chirurgie Viscérale & Digestive,16,78.0,28,16,44
BLOC-0664,40787608,LOG FOYER LES VISITANDINES,Orthopédie & Traumatologie,11,91.1,98,24,20
BLOC-0665,20011110,PHARMACIE SAINT JACQUES,Oncologie Chirurgicale,18,74.5,120,11,35
BLOC-0666,60013976,SELAS PHARMACIE DU PLAN DE GRASSE,Orthopédie & Traumatologie,17,80.9,106,31,7
BLOC-0667,50003227,SELARL PHARMACIE DE LA COMMANDERIE,Cardiologie Interventionnelle,7,77.3,104,19,29
BLOC-0668,60016391,SELARL PHARMACIE DE FRANCE,Neurologie & Neurochirurgie,8,90.3,108,21,29
BLOC-0669,30782668,ESAT LES ECLUSES,Neurologie & Neurochirurgie,5,68.7,48,30,40
BLOC-0670,60032851,ADMR MENTON,Orthopédie & Traumatologie,17,75.0,96,4,43
BLOC-0671,40006496,ASSOC DES PROF DE SANTE D'AIGLUN,Orthopédie & Traumatologie,7,62.9,119,10,20
BLOC-0672,60018181,PHARMACIE PERTINAX,Chirurgie Viscérale & Digestive,15,91.6,76,32,33
BLOC-0673,70003538,SSIAD HL JOYEUSE,Neurologie & Neurochirurgie,17,75.2,96,32,7
BLOC-0674,40787228,MAS DE FORCALQUIER,Neurologie & Neurochirurgie,15,69.4,71,30,39
BLOC-0675,60033164,HU CCAS CANNES VILLA BALTZ,Neurologie & Neurochirurgie,9,93.2,55,4,14
BLOC-0676,60004629,CSAPA ACTES,Cardiologie Interventionnelle,4,75.5,92,11,23
BLOC-0677,10008399,MARPA DE REPLONGES,Neurologie & Neurochirurgie,14,69.6,73,24,26
BLOC-0678,60015997,SELARL COTE D'AZUR PHARMACY,Neurologie & Neurochirurgie,5,83.1,82,33,26
BLOC-0679,40004624,LBM EUROFINS LABAZUR ALPES SUD VAR SIT,Neurologie & Neurochirurgie,9,91.7,48,22,19
BLOC-0680,60003761,CENTRE PLANIFICATION MANDELIEU,Neurologie & Neurochirurgie,7,78.4,111,28,37
BLOC-0681,60791217,IDA LES CHANTERELLES,Cardiologie Interventionnelle,12,69.8,104,23,16
BLOC-0682,70004056,GRANDE PHARMACIE DE VALS,Neurologie & Neurochirurgie,7,81.4,42,19,3
BLOC-0683,60025426,MONTJOYE RELANCES,Neurologie & Neurochirurgie,12,69.6,36,17,41
BLOC-0684,20018065,MSP DE SISSONNE,Neurologie & Neurochirurgie,5,84.3,49,25,33
BLOC-0685,60788411,CENTRE PMI PLANIFICATION LE MARENGO,Neurologie & Neurochirurgie,18,65.7,31,19,27
BLOC-0686,20011326,SARL PHARMACIE SEVIN,Orthopédie & Traumatologie,11,93.8,69,19,16
BLOC-0687,40004830,ACCUEIL DE JOUR LES CYPRES,Chirurgie Viscérale & Digestive,17,86.5,57,31,5
BLOC-0688,60792900,AUTODIAL INST ARNAULT TZANCK MOUGINS,Chirurgie Viscérale & Digestive,5,61.0,47,21,37
BLOC-0689,20014692,CHRS HORIZONS COALLIA LAON,Chirurgie Viscérale & Digestive,15,67.7,30,15,10
BLOC-0690,60010410,PHARMACIE CLEMENCEAU,Oncologie Chirurgicale,12,88.8,82,16,38
BLOC-0691,30784649,CCAS SAAD NERIS LES BAINS,Oncologie Chirurgicale,14,81.0,80,26,39
BLOC-0692,50002864,SELARL PHARMACIE GRAND BOUCLE BORNAND,Cardiologie Interventionnelle,16,95.4,37,24,7
BLOC-0693,10004059,EHPAD LE CLOS CHEVALIER ORNEX,Neurologie & Neurochirurgie,11,89.2,102,21,38
BLOC-0694,60031820,LHSS MAUPASSANT THEOULE ES,Neurologie & Neurochirurgie,4,76.3,53,9,10
BLOC-0695,60003936,CENTRE PLANIFICATION M. TOUTEL,Chirurgie Viscérale & Digestive,16,95.6,64,31,6
BLOC-0696,60024700,CENTRE D'ACCEUIL DE JOUR RIOU,Cardiologie Interventionnelle,8,95.6,26,5,12
BLOC-0697,20002457,PHARMACIE MARLIERE,Neurologie & Neurochirurgie,14,75.2,47,12,44
BLOC-0698,30785653,MARPA RESIDENCE DU PARC,Cardiologie Interventionnelle,5,76.9,40,31,20
BLOC-0699,30010011,MAISON DE SANTE D'EBREUIL,Chirurgie Viscérale & Digestive,18,73.4,48,17,38
BLOC-0700,10785822,RESIDENCE LES AMETHYSTES,Chirurgie Viscérale & Digestive,16,95.5,79,35,8
BLOC-0701,30005359,FOYER DEPARTEMENTAL DE L'ENFANCE,Oncologie Chirurgicale,15,66.1,93,28,23
BLOC-0702,60009990,PHARMACIE DE MOUGINS,Orthopédie & Traumatologie,12,94.0,116,29,26
BLOC-0703,60023413,GCS POLE GYN OBST PUB PRIV ET SIEGE,Cardiologie Interventionnelle,8,77.7,78,34,14
BLOC-0704,20011441,PHARMACIE DE SOISSONS CHEVREUX,Oncologie Chirurgicale,9,64.6,74,27,43
BLOC-0705,40004012,DITEP LE PARC,Orthopédie & Traumatologie,15,86.6,120,28,12
BLOC-0706,30002190,SELARL PHARMACIE CENTRALE,Chirurgie Viscérale & Digestive,9,80.9,79,11,6
BLOC-0707,60024874,CDS DENTAIRE CANNES GARE,Neurologie & Neurochirurgie,8,92.5,112,15,29
BLOC-0708,60014495,PHARMACIE DU CAREI,Orthopédie & Traumatologie,16,61.4,70,18,40
BLOC-0709,40006298,SAVS URAPEDA,Chirurgie Viscérale & Digestive,4,93.1,50,26,25
BLOC-0710,60013075,SELARL PHARMACIE FOSSEY,Neurologie & Neurochirurgie,11,86.1,40,26,8
BLOC-0711,60029410,SAAD PROSENIORS ANTIBES,Oncologie Chirurgicale,9,74.5,91,26,10
BLOC-0712,20007282,EHPAD RÉSIDENCE LES BEAUX-ARTS,Neurologie & Neurochirurgie,4,85.8,118,10,13
BLOC-0713,20004669,EHPAD CH SOISSONS,Chirurgie Viscérale & Digestive,13,63.0,74,22,18
BLOC-0714,30004931,PHARMACIE BEAUVY,Cardiologie Interventionnelle,15,65.1,91,29,4
BLOC-0715,10000131,CHI AIN VAL DE SAONE - THOISSEY,Orthopédie & Traumatologie,7,83.9,63,32,13
BLOC-0716,30784169,EHPAD CH COEUR DU BOURBONNAIS,Neurologie & Neurochirurgie,16,95.0,50,27,41
BLOC-0717,30782916,IFSI IFAS MARCEL HAY CH MONTLUCON,Neurologie & Neurochirurgie,8,87.6,89,15,31
BLOC-0718,30007108,PENSION DE FAMILLE LES MARAIS,Orthopédie & Traumatologie,6,86.0,55,13,31
BLOC-0719,60033164,HU CCAS CANNES VILLA BALTZ,Orthopédie & Traumatologie,17,84.0,114,24,31
BLOC-0720,60801016,AGAHTIR AUTODIALYSE MANDELIEU,Oncologie Chirurgicale,6,78.2,108,31,22
BLOC-0721,40003956,GRETA ANTENNE DE MANOSQUE,Cardiologie Interventionnelle,14,85.3,109,30,40
